                                                   	OG_20081            	OG_8085             	OG_12691            	OG_1292             	OG_398              	OG_13330            	OG_299              	OG_3946             	OG_25953            	OG_6002             	OG_1781             	OG_4169             	OG_167              	OG_955              	OG_13232            	OG_6040             	OG_12695            	OG_1630             	OG_11475            	OG_10004            	OG_3371             	OG_2623             	OG_9800             	OG_12467            	OG_966              	OG_5325             	OG_13278            	OG_6145             	OG_6593             	OG_19934            	OG_25611            	OG_10930            	OG_4279             	OG_417              	OG_1239             	OG_1410             	OG_3183             	OG_8014             	OG_18196            	OG_6020             	OG_10020            	OG_559              	OG_8887             	OG_10863            	OG_1419             	OG_324              	OG_12982            	OG_11537            	OG_973              	OG_600              	OG_1844             	OG_890              	OG_25804            	OG_1682             	OG_116              	OG_12764            	OG_869              	OG_1967             	OG_548              	OG_12727            	OG_3394             	OG_23920            	OG_2955             	OG_3222             	OG_25864            	OG_25836            	OG_2834             	OG_1864             	OG_1211             	OG_1300             	OG_12478            	OG_241              	OG_1868             	OG_2469             	OG_8892             	OG_5998             	OG_12770            	OG_2394             	OG_7713             	OG_732              	OG_12923            	OG_2800             	OG_9719             	OG_8620             	OG_1773             	OG_4049             	OG_484              	OG_412              	OG_20956            	OG_2946             	OG_12904            	OG_13221            	OG_13084            	OG_6087             	OG_9390             	OG_5766             	OG_676              	OG_715              	OG_717              	OG_694              	OG_7545             	OG_91               	OG_1320             	OG_25884            	OG_13725            	OG_2543             	OG_332              	OG_13133            	OG_25109            	OG_1551             	OG_23382            	OG_1752             	OG_22190            	OG_5604             	OG_2070             	OG_9915             	OG_2740             	OG_272              	OG_9481             	OG_1195             	OG_3628             	OG_6761             	OG_3802             	OG_25686            	OG_508              	OG_112              	OG_12807            	OG_1641             	OG_180              	OG_7643             	OG_6903             	OG_4837             	OG_7729             	OG_1854             	OG_2426             	OG_1561             	OG_1522             	OG_1498             	OG_13267            	OG_3952             	OG_1677             	OG_10771            	OG_1007             	OG_10986            	OG_2160             	OG_24569            	OG_1542             	OG_1135             	OG_11544            	OG_8580             	OG_13597            	OG_9385             	OG_2028             	OG_1649             	OG_1579             	OG_12787            	OG_207              	OG_2985             	OG_1601             	OG_8905             	OG_5613             	OG_12419            	OG_12769            	OG_5608             	OG_1136             	OG_12746            	OG_23686            	OG_665              	OG_11474            	OG_331              	OG_647              	OG_1895             	OG_288              	OG_7657             	OG_7504             	OG_3145             	OG_13288            	OG_9979             	OG_458              	OG_505              	OG_9515             	OG_2457             	OG_25519            	OG_8934             	OG_4113             	OG_12700            	OG_4943             	OG_5873             	OG_7883             	OG_7661             	OG_24165            	OG_3106             	OG_1398             	OG_1435             	OG_4129             	OG_1640             	OG_9869             	OG_1190             	OG_1038             	OG_8510             	OG_1161             	OG_4270             	OG_790              	OG_1330             	OG_4639             	OG_2940             	OG_10339            	OG_342              	OG_6910             	
Pocdam                                             	0.64985             	0.5578              	0.5626              	0.59115             	0.6021              	0.4997              	0.54555             	0.48915             	0.53415             	0.5055              	0.54775             	0.5404              	0.54675             	0.5074              	0.52275             	0.48925             	0.45345             	0.45885             	-1                  	0.4358              	0.45635             	0.45895             	0.4547              	0.41775             	0.4447              	0.48585             	0.4293              	0.42195             	0.4152              	0.5225              	0.51055             	0.53815             	0.45585             	0.4906              	0.4636              	-1                  	0.43955             	0.48085             	0.4614              	0.43515             	-1                  	0.4267              	0.4149              	0.46825             	0.43435             	0.4492              	-1                  	0.50245             	0.4101              	0.48215             	0.41675             	0.40955             	0.4622              	0.4374              	0.49945             	0.4282              	0.42815             	0.4513              	0.41835             	0.40355             	0.41015             	0.482               	0.41535             	0.39415             	0.46155             	0.4209              	0.40615             	0.4604              	0.4594              	0.39755             	-1                  	0.46715             	0.45795             	0.4103              	0.4249              	0.40945             	0.40915             	0.3825              	0.3951              	0.4548              	0.46335             	0.4064              	0.39265             	0.3911              	0.4041              	0.4036              	0.44985             	0.43285             	0.3885              	0.43145             	0.3948              	0.39475             	0.4565              	0.4014              	0.4226              	0.42175             	0.4059              	0.4131              	0.413               	0.4057              	0.39135             	0.4198              	0.4046              	0.42585             	0.38245             	0.458               	0.4318              	0.3805              	0.447               	0.46415             	-1                  	0.43695             	0.3984              	0.3907              	0.40445             	0.3838              	0.39605             	0.45085             	0.3816              	0.4018              	0.35645             	0.40815             	0.4865              	0.3921              	0.4294              	0.3652              	0.42805             	0.42775             	0.38165             	0.39415             	0.35545             	0.39345             	0.3789              	0.39235             	0.3788              	0.4064              	0.37175             	0.4134              	0.46605             	0.38425             	-1                  	0.38915             	0.40995             	0.4259              	0.48165             	0.40065             	0.3862              	0.3541              	0.3785              	0.35125             	0.4759              	0.3628              	-1                  	0.3688              	0.35065             	0.40355             	0.3887              	0.39575             	-1                  	0.3809              	0.36145             	0.367               	0.36045             	0.3603              	0.3719              	0.3999              	0.37145             	0.35265             	0.44995             	0.3519              	0.37025             	0.3831              	0.3696              	0.3694              	0.41275             	0.35075             	0.3753              	0.37495             	0.4196              	0.3885              	0.34365             	0.34925             	0.35485             	0.35455             	0.3735              	0.36685             	0.38                	0.36665             	0.3943              	0.3472              	-1                  	0.3924              	0.40725             	0.4068              	0.3639              	0.35125             	0.3698              	0.3509              	-1                  	0.4491              	0.4215              	0.3619              	0.34935             	0.3553              	0.3605              	0.33685             	0.37335             	0.3416              	0.3524              	
Aque                                               	0.64985             	0.5578              	0.5626              	0.59115             	0.6021              	0.4997              	0.54555             	0.48915             	0.53415             	0.5055              	0.54775             	0.5404              	0.54675             	0.5074              	0.52275             	0.48925             	0.45345             	0.45885             	0.52025             	0.4358              	0.45635             	0.45895             	0.4547              	0.41775             	0.4447              	0.48585             	0.4293              	0.42195             	0.4152              	0.5225              	0.51055             	-1                  	0.45585             	0.4906              	-1                  	0.4473              	0.43955             	0.48085             	0.4614              	0.43515             	-1                  	0.4267              	0.4149              	0.46825             	0.43435             	0.4492              	0.4176              	0.50245             	0.4101              	0.48215             	0.41675             	0.40955             	0.4622              	0.4374              	0.49945             	0.4282              	0.42815             	-1                  	0.41835             	0.40355             	0.41015             	-1                  	0.41535             	0.39415             	0.46155             	0.4209              	0.40615             	0.4604              	-1                  	0.39755             	0.4416              	0.46715             	0.45795             	0.4103              	0.4249              	0.40945             	0.40915             	0.3825              	0.3951              	0.4548              	0.46335             	0.4064              	0.39265             	0.3911              	0.4041              	0.4036              	-1                  	0.43285             	0.3885              	-1                  	0.3948              	0.39475             	0.4565              	0.4014              	0.4226              	0.42175             	0.4059              	0.4131              	0.413               	0.4057              	0.39135             	0.4198              	0.4046              	0.42585             	0.38245             	0.458               	0.4318              	0.3805              	0.447               	0.46415             	0.399               	0.43695             	0.3984              	0.3907              	0.40445             	0.3838              	0.39605             	-1                  	0.3816              	0.4018              	0.35645             	0.40815             	0.4865              	0.3921              	0.4294              	0.3652              	-1                  	0.42775             	0.38165             	0.39415             	0.35545             	-1                  	0.3789              	0.39235             	0.3788              	0.4064              	0.37175             	0.4134              	0.46605             	0.38425             	0.4048              	0.38915             	0.40995             	0.4259              	-1                  	0.40065             	0.3862              	0.3541              	0.3785              	0.35125             	0.4759              	0.3628              	0.3891              	0.3688              	0.35065             	-1                  	0.3887              	0.39575             	0.35015             	0.3809              	0.36145             	0.367               	0.36045             	0.3603              	0.3719              	0.3999              	0.37145             	0.35265             	-1                  	0.3519              	0.37025             	0.3831              	0.3696              	0.3694              	0.41275             	0.35075             	0.3753              	0.37495             	-1                  	0.3885              	0.34365             	0.34925             	0.35485             	0.35455             	0.3735              	0.36685             	0.38                	0.36665             	0.3943              	0.3472              	0.36515             	0.3924              	0.40725             	0.4068              	0.3639              	0.35125             	0.3698              	0.3509              	0.35635             	-1                  	0.4215              	0.3619              	0.34935             	0.3553              	0.3605              	0.33685             	0.37335             	0.3416              	0.3524              	
Gracom                                             	0.64985             	0.5578              	0.5626              	0.59115             	0.6021              	0.4997              	0.54555             	0.48915             	0.53415             	0.5055              	0.54775             	-1                  	0.54675             	0.5074              	-1                  	0.48925             	0.45345             	0.45885             	0.52025             	0.4358              	0.45635             	0.45895             	0.4547              	0.41775             	0.4447              	-1                  	0.4293              	0.42195             	0.4152              	0.5225              	0.51055             	0.53815             	0.45585             	0.4906              	0.4636              	0.4473              	0.43955             	0.48085             	0.4614              	0.43515             	0.49365             	0.4267              	0.4149              	0.46825             	0.43435             	0.4492              	0.4176              	0.50245             	0.4101              	0.48215             	0.41675             	0.40955             	-1                  	0.4374              	0.49945             	0.4282              	0.42815             	0.4513              	0.41835             	0.40355             	0.41015             	-1                  	0.41535             	0.39415             	-1                  	0.4209              	0.40615             	0.4604              	0.4594              	0.39755             	0.4416              	0.46715             	-1                  	0.4103              	0.4249              	0.40945             	0.40915             	0.3825              	0.3951              	0.4548              	0.46335             	0.4064              	0.39265             	0.3911              	0.4041              	0.4036              	0.44985             	0.43285             	0.3885              	0.43145             	0.3948              	0.39475             	0.4565              	0.4014              	-1                  	0.42175             	0.4059              	0.4131              	0.413               	0.4057              	0.39135             	0.4198              	0.4046              	0.42585             	0.38245             	-1                  	0.4318              	0.3805              	0.447               	0.46415             	0.399               	0.43695             	0.3984              	0.3907              	0.40445             	0.3838              	0.39605             	0.45085             	0.3816              	0.4018              	0.35645             	0.40815             	-1                  	0.3921              	0.4294              	0.3652              	0.42805             	0.42775             	-1                  	0.39415             	0.35545             	0.39345             	0.3789              	0.39235             	0.3788              	0.4064              	0.37175             	0.4134              	-1                  	0.38425             	0.4048              	-1                  	0.40995             	-1                  	-1                  	0.40065             	0.3862              	0.3541              	0.3785              	0.35125             	0.4759              	0.3628              	0.3891              	0.3688              	0.35065             	0.40355             	0.3887              	-1                  	0.35015             	-1                  	0.36145             	0.367               	0.36045             	0.3603              	0.3719              	0.3999              	0.37145             	0.35265             	0.44995             	0.3519              	0.37025             	0.3831              	0.3696              	0.3694              	-1                  	0.35075             	0.3753              	0.37495             	0.4196              	0.3885              	0.34365             	0.34925             	0.35485             	0.35455             	0.3735              	0.36685             	0.38                	0.36665             	0.3943              	0.3472              	0.36515             	0.3924              	0.40725             	0.4068              	0.3639              	0.35125             	0.3698              	0.3509              	-1                  	0.4491              	0.4215              	0.3619              	0.34935             	0.3553              	0.3605              	0.33685             	0.37335             	0.3416              	0.3524              	
Spolac                                             	0.64985             	0.5578              	0.5626              	0.59115             	-1                  	0.4997              	0.54555             	0.48915             	0.53415             	0.5055              	0.54775             	0.5404              	0.54675             	0.5074              	0.52275             	0.48925             	0.45345             	0.45885             	0.52025             	0.4358              	0.45635             	0.45895             	0.4547              	0.41775             	0.4447              	0.48585             	0.4293              	0.42195             	0.4152              	0.5225              	0.51055             	-1                  	0.45585             	-1                  	-1                  	0.4473              	-1                  	0.48085             	0.4614              	0.43515             	-1                  	0.4267              	0.4149              	0.46825             	0.43435             	0.4492              	0.4176              	0.50245             	0.4101              	0.48215             	0.41675             	0.40955             	0.4622              	0.4374              	0.49945             	0.4282              	0.42815             	0.4513              	0.41835             	0.40355             	0.41015             	0.482               	0.41535             	0.39415             	0.46155             	0.4209              	0.40615             	0.4604              	0.4594              	0.39755             	0.4416              	0.46715             	0.45795             	0.4103              	0.4249              	0.40945             	0.40915             	0.3825              	0.3951              	0.4548              	0.46335             	0.4064              	0.39265             	0.3911              	0.4041              	0.4036              	-1                  	0.43285             	0.3885              	0.43145             	0.3948              	0.39475             	0.4565              	0.4014              	0.4226              	0.42175             	0.4059              	0.4131              	0.413               	0.4057              	0.39135             	0.4198              	0.4046              	0.42585             	0.38245             	0.458               	0.4318              	0.3805              	0.447               	0.46415             	0.399               	0.43695             	0.3984              	0.3907              	0.40445             	0.3838              	0.39605             	-1                  	0.3816              	0.4018              	0.35645             	0.40815             	0.4865              	0.3921              	-1                  	0.3652              	-1                  	-1                  	0.38165             	0.39415             	0.35545             	0.39345             	0.3789              	0.39235             	0.3788              	0.4064              	0.37175             	0.4134              	0.46605             	-1                  	0.4048              	0.38915             	0.40995             	0.4259              	-1                  	0.40065             	0.3862              	0.3541              	0.3785              	0.35125             	0.4759              	-1                  	0.3891              	0.3688              	0.35065             	-1                  	0.3887              	0.39575             	0.35015             	0.3809              	0.36145             	0.367               	0.36045             	0.3603              	0.3719              	0.3999              	0.37145             	0.35265             	-1                  	0.3519              	0.37025             	0.3831              	0.3696              	0.3694              	0.41275             	0.35075             	0.3753              	0.37495             	-1                  	0.3885              	0.34365             	0.34925             	0.35485             	0.35455             	0.3735              	0.36685             	0.38                	0.36665             	0.3943              	0.3472              	0.36515             	-1                  	0.40725             	0.4068              	0.3639              	0.35125             	0.3698              	0.3509              	0.35635             	-1                  	0.4215              	0.3619              	0.34935             	0.3553              	0.3605              	0.33685             	0.37335             	0.3416              	0.3524              	
Chem                                               	0.64985             	0.5578              	0.5626              	0.59115             	0.6021              	0.4997              	0.54555             	0.48915             	0.53415             	0.5055              	0.54775             	0.5404              	0.54675             	0.5074              	0.52275             	0.48925             	0.45345             	0.45885             	-1                  	0.4358              	0.45635             	0.45895             	0.4547              	0.41775             	0.4447              	0.48585             	0.4293              	0.42195             	0.4152              	0.5225              	-1                  	0.53815             	0.45585             	0.4906              	0.4636              	0.4473              	0.43955             	0.48085             	0.4614              	0.43515             	0.49365             	0.4267              	0.4149              	0.46825             	0.43435             	0.4492              	0.4176              	0.50245             	0.4101              	0.48215             	0.41675             	0.40955             	0.4622              	0.4374              	-1                  	0.4282              	0.42815             	0.4513              	0.41835             	0.40355             	0.41015             	0.482               	0.41535             	0.39415             	0.46155             	0.4209              	0.40615             	0.4604              	-1                  	0.39755             	0.4416              	0.46715             	0.45795             	0.4103              	0.4249              	0.40945             	0.40915             	0.3825              	0.3951              	0.4548              	-1                  	0.4064              	0.39265             	-1                  	0.4041              	0.4036              	0.44985             	0.43285             	0.3885              	0.43145             	0.3948              	0.39475             	-1                  	0.4014              	0.4226              	0.42175             	0.4059              	0.4131              	0.413               	0.4057              	0.39135             	0.4198              	-1                  	0.42585             	0.38245             	0.458               	-1                  	0.3805              	0.447               	-1                  	0.399               	0.43695             	0.3984              	0.3907              	0.40445             	0.3838              	0.39605             	0.45085             	0.3816              	-1                  	0.35645             	-1                  	0.4865              	0.3921              	0.4294              	0.3652              	0.42805             	0.42775             	0.38165             	0.39415             	0.35545             	0.39345             	0.3789              	0.39235             	0.3788              	0.4064              	0.37175             	0.4134              	0.46605             	0.38425             	0.4048              	0.38915             	-1                  	0.4259              	0.48165             	-1                  	0.3862              	0.3541              	-1                  	0.35125             	-1                  	0.3628              	0.3891              	0.3688              	0.35065             	0.40355             	0.3887              	0.39575             	0.35015             	-1                  	0.36145             	0.367               	0.36045             	0.3603              	0.3719              	-1                  	0.37145             	0.35265             	0.44995             	0.3519              	0.37025             	0.3831              	0.3696              	0.3694              	0.41275             	0.35075             	0.3753              	0.37495             	0.4196              	0.3885              	0.34365             	0.34925             	0.35485             	0.35455             	0.3735              	0.36685             	0.38                	0.36665             	0.3943              	0.3472              	0.36515             	0.3924              	0.40725             	-1                  	-1                  	0.35125             	0.3698              	0.3509              	0.35635             	-1                  	0.4215              	0.3619              	0.34935             	0.3553              	0.3605              	0.33685             	0.37335             	0.3416              	0.3524              	
Vmul                                               	0.64985             	0.5578              	0.5626              	0.59115             	0.6021              	0.4997              	0.54555             	0.48915             	0.53415             	0.5055              	0.54775             	0.5404              	0.54675             	0.5074              	0.52275             	0.48925             	0.45345             	0.45885             	0.52025             	0.4358              	0.45635             	0.45895             	0.4547              	0.41775             	0.4447              	0.48585             	0.4293              	0.42195             	0.4152              	0.5225              	0.51055             	-1                  	0.45585             	0.4906              	0.4636              	0.4473              	0.43955             	0.48085             	0.4614              	0.43515             	0.49365             	0.4267              	0.4149              	0.46825             	0.43435             	0.4492              	0.4176              	0.50245             	0.4101              	-1                  	0.41675             	0.40955             	0.4622              	0.4374              	0.49945             	0.4282              	0.42815             	0.4513              	0.41835             	0.40355             	0.41015             	0.482               	0.41535             	0.39415             	0.46155             	0.4209              	0.40615             	0.4604              	0.4594              	0.39755             	0.4416              	-1                  	0.45795             	0.4103              	0.4249              	0.40945             	0.40915             	0.3825              	0.3951              	0.4548              	0.46335             	0.4064              	0.39265             	0.3911              	0.4041              	0.4036              	0.44985             	0.43285             	0.3885              	0.43145             	0.3948              	0.39475             	0.4565              	0.4014              	0.4226              	0.42175             	0.4059              	-1                  	0.413               	0.4057              	0.39135             	0.4198              	0.4046              	0.42585             	0.38245             	0.458               	0.4318              	0.3805              	-1                  	-1                  	0.399               	0.43695             	-1                  	0.3907              	0.40445             	0.3838              	0.39605             	0.45085             	0.3816              	0.4018              	0.35645             	0.40815             	0.4865              	0.3921              	0.4294              	0.3652              	0.42805             	-1                  	0.38165             	0.39415             	0.35545             	0.39345             	0.3789              	0.39235             	0.3788              	0.4064              	0.37175             	0.4134              	0.46605             	0.38425             	0.4048              	0.38915             	0.40995             	0.4259              	0.48165             	0.40065             	0.3862              	0.3541              	0.3785              	0.35125             	0.4759              	0.3628              	0.3891              	0.3688              	0.35065             	0.40355             	0.3887              	-1                  	0.35015             	0.3809              	0.36145             	0.367               	0.36045             	0.3603              	0.3719              	0.3999              	0.37145             	0.35265             	-1                  	0.3519              	0.37025             	0.3831              	0.3696              	0.3694              	-1                  	0.35075             	-1                  	0.37495             	0.4196              	0.3885              	0.34365             	0.34925             	-1                  	0.35455             	0.3735              	0.36685             	0.38                	0.36665             	0.3943              	0.3472              	0.36515             	0.3924              	0.40725             	0.4068              	0.3639              	0.35125             	0.3698              	-1                  	0.35635             	0.4491              	0.4215              	0.3619              	0.34935             	0.3553              	0.3605              	0.33685             	0.37335             	0.3416              	0.3524              	
Leuniv                                             	0.64985             	0.5578              	0.5626              	0.59115             	-1                  	0.4997              	-1                  	0.48915             	0.53415             	-1                  	0.54775             	-1                  	0.54675             	0.5074              	0.52275             	0.48925             	0.45345             	0.45885             	0.52025             	0.4358              	0.45635             	0.45895             	0.4547              	0.41775             	0.4447              	-1                  	0.4293              	0.42195             	0.4152              	0.5225              	0.51055             	-1                  	0.45585             	0.4906              	0.4636              	0.4473              	0.43955             	0.48085             	0.4614              	0.43515             	0.49365             	0.4267              	0.4149              	0.46825             	0.43435             	0.4492              	0.4176              	0.50245             	0.4101              	0.48215             	0.41675             	0.40955             	-1                  	0.4374              	0.49945             	0.4282              	0.42815             	0.4513              	0.41835             	-1                  	0.41015             	-1                  	0.41535             	0.39415             	-1                  	0.4209              	0.40615             	0.4604              	0.4594              	0.39755             	0.4416              	0.46715             	-1                  	0.4103              	0.4249              	0.40945             	0.40915             	0.3825              	0.3951              	0.4548              	0.46335             	0.4064              	0.39265             	0.3911              	0.4041              	0.4036              	0.44985             	0.43285             	0.3885              	0.43145             	0.3948              	0.39475             	-1                  	0.4014              	0.4226              	0.42175             	0.4059              	0.4131              	0.413               	0.4057              	0.39135             	0.4198              	0.4046              	0.42585             	0.38245             	-1                  	0.4318              	0.3805              	0.447               	-1                  	0.399               	0.43695             	0.3984              	0.3907              	0.40445             	0.3838              	0.39605             	0.45085             	0.3816              	0.4018              	0.35645             	0.40815             	-1                  	0.3921              	0.4294              	0.3652              	0.42805             	0.42775             	0.38165             	0.39415             	0.35545             	0.39345             	0.3789              	0.39235             	0.3788              	-1                  	0.37175             	0.4134              	-1                  	0.38425             	0.4048              	-1                  	0.40995             	0.4259              	0.48165             	0.40065             	0.3862              	0.3541              	0.3785              	0.35125             	0.4759              	0.3628              	0.3891              	0.3688              	0.35065             	0.40355             	0.3887              	0.39575             	0.35015             	0.3809              	0.36145             	0.367               	0.36045             	0.3603              	0.3719              	0.3999              	0.37145             	0.35265             	0.44995             	0.3519              	0.37025             	0.3831              	0.3696              	0.3694              	0.41275             	0.35075             	0.3753              	0.37495             	0.4196              	0.3885              	0.34365             	0.34925             	0.35485             	0.35455             	0.3735              	0.36685             	0.38                	0.36665             	0.3943              	0.3472              	0.36515             	0.3924              	0.40725             	0.4068              	0.3639              	0.35125             	0.3698              	0.3509              	0.35635             	0.4491              	0.4215              	0.3619              	0.34935             	0.3553              	0.3605              	0.33685             	0.37335             	0.3416              	0.3524              	
Mlei                                               	0.64985             	0.5578              	0.5626              	0.59115             	0.6021              	0.4997              	0.54555             	0.48915             	0.53415             	0.5055              	0.54775             	0.5404              	-1                  	0.5074              	0.52275             	0.48925             	0.45345             	0.45885             	0.52025             	0.4358              	0.45635             	0.45895             	0.4547              	0.41775             	0.4447              	0.48585             	0.4293              	0.42195             	0.4152              	0.5225              	0.51055             	0.53815             	0.45585             	0.4906              	0.4636              	0.4473              	0.43955             	0.48085             	0.4614              	0.43515             	0.49365             	0.4267              	0.4149              	-1                  	0.43435             	0.4492              	0.4176              	0.50245             	0.4101              	0.48215             	0.41675             	0.40955             	-1                  	0.4374              	0.49945             	0.4282              	0.42815             	0.4513              	0.41835             	0.40355             	0.41015             	0.482               	-1                  	-1                  	0.46155             	0.4209              	0.40615             	0.4604              	0.4594              	0.39755             	0.4416              	0.46715             	0.45795             	0.4103              	0.4249              	0.40945             	0.40915             	0.3825              	0.3951              	0.4548              	0.46335             	0.4064              	0.39265             	0.3911              	0.4041              	0.4036              	0.44985             	0.43285             	0.3885              	0.43145             	0.3948              	0.39475             	0.4565              	0.4014              	0.4226              	0.42175             	0.4059              	0.4131              	0.413               	0.4057              	0.39135             	0.4198              	0.4046              	0.42585             	0.38245             	0.458               	0.4318              	0.3805              	0.447               	0.46415             	0.399               	0.43695             	0.3984              	0.3907              	0.40445             	0.3838              	0.39605             	0.45085             	0.3816              	0.4018              	0.35645             	0.40815             	-1                  	0.3921              	0.4294              	0.3652              	0.42805             	0.42775             	0.38165             	0.39415             	0.35545             	0.39345             	0.3789              	-1                  	0.3788              	0.4064              	0.37175             	0.4134              	0.46605             	0.38425             	0.4048              	0.38915             	0.40995             	0.4259              	0.48165             	0.40065             	0.3862              	-1                  	0.3785              	0.35125             	0.4759              	-1                  	-1                  	0.3688              	-1                  	0.40355             	0.3887              	0.39575             	0.35015             	0.3809              	0.36145             	0.367               	0.36045             	0.3603              	0.3719              	0.3999              	0.37145             	0.35265             	0.44995             	0.3519              	0.37025             	0.3831              	-1                  	0.3694              	0.41275             	0.35075             	0.3753              	0.37495             	0.4196              	0.3885              	0.34365             	0.34925             	0.35485             	0.35455             	0.3735              	0.36685             	0.38                	0.36665             	0.3943              	0.3472              	0.36515             	-1                  	0.40725             	0.4068              	0.3639              	0.35125             	0.3698              	0.3509              	0.35635             	0.4491              	-1                  	-1                  	0.34935             	0.3553              	-1                  	-1                  	0.37335             	0.3416              	0.3524              	
Tetwil                                             	-1                  	0.5578              	0.5626              	0.59115             	0.6021              	0.4997              	0.54555             	0.48915             	0.53415             	-1                  	0.54775             	0.5404              	0.54675             	0.5074              	-1                  	0.48925             	0.45345             	0.45885             	0.52025             	0.4358              	0.45635             	0.45895             	0.4547              	0.41775             	0.4447              	0.48585             	0.4293              	0.42195             	0.4152              	-1                  	0.51055             	-1                  	0.45585             	0.4906              	-1                  	0.4473              	-1                  	0.48085             	0.4614              	0.43515             	-1                  	0.4267              	0.4149              	0.46825             	0.43435             	0.4492              	0.4176              	0.50245             	0.4101              	0.48215             	0.41675             	0.40955             	0.4622              	0.4374              	0.49945             	0.4282              	0.42815             	0.4513              	0.41835             	-1                  	0.41015             	-1                  	0.41535             	0.39415             	0.46155             	-1                  	0.40615             	0.4604              	0.4594              	0.39755             	0.4416              	0.46715             	0.45795             	0.4103              	0.4249              	0.40945             	0.40915             	0.3825              	0.3951              	0.4548              	0.46335             	0.4064              	-1                  	0.3911              	0.4041              	0.4036              	-1                  	-1                  	-1                  	0.43145             	0.3948              	0.39475             	0.4565              	0.4014              	0.4226              	0.42175             	0.4059              	0.4131              	0.413               	-1                  	0.39135             	0.4198              	0.4046              	0.42585             	-1                  	0.458               	0.4318              	0.3805              	0.447               	0.46415             	0.399               	0.43695             	0.3984              	0.3907              	0.40445             	0.3838              	0.39605             	-1                  	0.3816              	0.4018              	0.35645             	0.40815             	0.4865              	0.3921              	0.4294              	0.3652              	-1                  	0.42775             	-1                  	-1                  	0.35545             	0.39345             	0.3789              	0.39235             	-1                  	0.4064              	0.37175             	0.4134              	-1                  	0.38425             	0.4048              	0.38915             	0.40995             	0.4259              	-1                  	0.40065             	0.3862              	0.3541              	0.3785              	0.35125             	0.4759              	0.3628              	0.3891              	0.3688              	0.35065             	0.40355             	0.3887              	0.39575             	0.35015             	0.3809              	0.36145             	0.367               	0.36045             	0.3603              	0.3719              	-1                  	0.37145             	0.35265             	-1                  	0.3519              	0.37025             	0.3831              	0.3696              	0.3694              	0.41275             	0.35075             	0.3753              	0.37495             	-1                  	0.3885              	0.34365             	0.34925             	0.35485             	0.35455             	0.3735              	-1                  	0.38                	0.36665             	0.3943              	0.3472              	0.36515             	0.3924              	0.40725             	0.4068              	-1                  	0.35125             	0.3698              	0.3509              	0.35635             	-1                  	0.4215              	-1                  	0.34935             	0.3553              	0.3605              	0.33685             	0.37335             	0.3416              	0.3524              	
Hvul                                               	0.64985             	0.5578              	0.5626              	0.59115             	0.6021              	0.4997              	0.54555             	0.48915             	0.53415             	0.5055              	0.54775             	0.5404              	0.54675             	0.5074              	0.52275             	0.48925             	0.45345             	0.45885             	-1                  	0.4358              	0.45635             	0.45895             	0.4547              	0.41775             	0.4447              	0.48585             	0.4293              	0.42195             	0.4152              	0.5225              	-1                  	0.53815             	0.45585             	0.4906              	0.4636              	0.4473              	0.43955             	0.48085             	0.4614              	0.43515             	0.49365             	0.4267              	0.4149              	0.46825             	0.43435             	-1                  	-1                  	-1                  	0.4101              	-1                  	0.41675             	0.40955             	0.4622              	0.4374              	-1                  	0.4282              	0.42815             	-1                  	0.41835             	0.40355             	0.41015             	0.482               	0.41535             	0.39415             	0.46155             	0.4209              	0.40615             	0.4604              	-1                  	0.39755             	0.4416              	0.46715             	0.45795             	0.4103              	0.4249              	0.40945             	0.40915             	0.3825              	-1                  	0.4548              	0.46335             	-1                  	0.39265             	0.3911              	-1                  	0.4036              	0.44985             	0.43285             	0.3885              	0.43145             	0.3948              	0.39475             	-1                  	0.4014              	0.4226              	-1                  	0.4059              	0.4131              	0.413               	0.4057              	0.39135             	0.4198              	0.4046              	0.42585             	0.38245             	0.458               	-1                  	0.3805              	0.447               	-1                  	0.399               	0.43695             	0.3984              	-1                  	0.40445             	0.3838              	0.39605             	0.45085             	0.3816              	-1                  	0.35645             	0.40815             	0.4865              	0.3921              	0.4294              	0.3652              	0.42805             	-1                  	0.38165             	0.39415             	0.35545             	0.39345             	0.3789              	0.39235             	0.3788              	0.4064              	0.37175             	0.4134              	0.46605             	0.38425             	0.4048              	0.38915             	0.40995             	0.4259              	0.48165             	0.40065             	0.3862              	0.3541              	0.3785              	0.35125             	0.4759              	0.3628              	0.3891              	0.3688              	0.35065             	0.40355             	-1                  	0.39575             	0.35015             	0.3809              	-1                  	-1                  	0.36045             	0.3603              	-1                  	-1                  	0.37145             	0.35265             	0.44995             	0.3519              	0.37025             	0.3831              	0.3696              	0.3694              	0.41275             	0.35075             	0.3753              	0.37495             	0.4196              	0.3885              	0.34365             	0.34925             	0.35485             	0.35455             	0.3735              	0.36685             	0.38                	0.36665             	0.3943              	0.3472              	0.36515             	-1                  	0.40725             	0.4068              	0.3639              	0.35125             	0.3698              	0.3509              	0.35635             	-1                  	-1                  	-1                  	0.34935             	0.3553              	0.3605              	0.33685             	0.37335             	-1                  	0.3524              	
