gene	orthogroup	orthogroup_support	orthologous_to	orthologous_to_support
Nvec_v1g82035	GPCRrhod.HG1.66:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Exapal_XM_021037521.1	GPCRrhod.HG1.66:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Exapal_XM_021037499.2	GPCRrhod.HG1.66:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Morvir_scaffold83.g83.t1	GPCRrhod.HG1.66:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Dgig_XM_028542505.1	GPCRrhod.HG1.67:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Dgig_XM_028542463.1	GPCRrhod.HG1.67:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Exapal_XM_021055323.2	GPCRrhod.HG1.68:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Adig_XM_015923587.1	GPCRrhod.HG1.68:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Spis_XP_022794802_1	GPCRrhod.HG1.68:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Nvec_v1g239384	GPCRrhod.HG1.68:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Dgig_XM_028535138.1	GPCRrhod.HG1.69:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Morvir_scaffold133.g46.t1	GPCRrhod.HG1.69:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Hvul_g14572_1	GPCRrhod.HG1.69:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Morvir_scaffold313.g7.t1	GPCRrhod.HG1.69:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Nemnom_g15837.t1	GPCRrhod.HG1.69:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Nemnom_g18424.t1	GPCRrhod.HG1.69:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Dgig_XM_028552452.1	GPCRrhod.HG1.70:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Spis_XP_022787774_1	GPCRrhod.HG1.70:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Exapal_XM_021048639.2	GPCRrhod.HG1.70:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Nvec_v1g207168	GPCRrhod.HG1.70:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Adig_XM_015893587.1	GPCRrhod.HG1.70:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Nvec_v1g222805	GPCRrhod.HG1.70:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Nvec_v1g222806	GPCRrhod.HG1.70:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Nvec_v1g122716	GPCRrhod.HG1.70:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	100.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA120867	GPCRrhod.HG1.71:like:CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/HRH1/HRH3/HRH4	66.0	NA	NA
Bralan_BLAG01001966_1	GPCRrhod.HG1.71:like:CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/HRH1/HRH3/HRH4	66.0	NA	NA
Skow_XM_006824308.1	GPCRrhod.HG1.72:like:CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/HRH1/HRH3/HRH4	100.0	NA	NA
Skow_XM_006811300.1	GPCRrhod.HG1.72:like:CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/HRH1/HRH3/HRH4	100.0	NA	NA
Skow_XM_006818011.1	GPCRrhod.HG1.72:like:CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/HRH1/HRH3/HRH4	100.0	NA	NA
Skow_XM_006811301.1	GPCRrhod.HG1.72:like:CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/HRH1/HRH3/HRH4	100.0	NA	NA
Skow_XM_006816149.1	GPCRrhod.HG1.72:like:CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/HRH1/HRH3/HRH4	100.0	NA	NA
Skow_XM_006823725.1	GPCRrhod.HG1.72:like:CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/HRH1/HRH3/HRH4	100.0	NA	NA
Skow_XM_006818017.1	GPCRrhod.HG1.72:like:CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/HRH1/HRH3/HRH4	100.0	NA	NA
Skow_XM_006811302.1	GPCRrhod.HG1.72:like:CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/HRH1/HRH3/HRH4	100.0	NA	NA
Skow_XM_006816146.1	GPCRrhod.HG1.72:like:CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/HRH1/HRH3/HRH4	100.0	NA	NA
Skow_XM_006824309.1	GPCRrhod.HG1.72:like:CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/HRH1/HRH3/HRH4	100.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA175120	GPCRrhod.HG1.73:HTR6	86.0	HTR6	86.0
Hsap_ENST00000289753	GPCRrhod.HG1.73:HTR6	86.0	HTR6	100.0
Cgig_XM_011446148.3	GPCRrhod.HG1.73:HTR6	86.0	HTR6	100.0
Mmus_ENSMUST00000068036	GPCRrhod.HG1.73:HTR6	86.0	HTR6	100.0
Skow_XM_002737331.1	GPCRrhod.HG1.73:HTR6	86.0	HTR6	100.0
Bralan_BLAG11000351_1	GPCRrhod.HG1.73:HTR6	86.0	HTR6	100.0
Drer_ENSDART00000137859	GPCRrhod.HG1.73:HTR6	86.0	HTR6	100.0
Bralan_BLAG11000005_1	GPCRrhod.HG1.73:HTR6	86.0	HTR6	100.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA63714	GPCRrhod.HG1.74:like:AC144573.1/ADRB1/ADRB2/ADRB3/DRD1/DRD5/HTR4	100.0	NA	NA
Skow_XM_002733545.1	GPCRrhod.HG1.74:like:AC144573.1/ADRB1/ADRB2/ADRB3/DRD1/DRD5/HTR4	100.0	NA	NA
Spur_XM_003727618.3	GPCRrhod.HG1.74:like:AC144573.1/ADRB1/ADRB2/ADRB3/DRD1/DRD5/HTR4	100.0	NA	NA
Adig_XM_015923574.1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Dgig_XM_028536015.1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Nemnom_g14320.t1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Hvul_g11858_1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Hvul_g31692_1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Hvul_g31869_1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Hvul_g3256_1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Morvir_scaffold157.g3.t1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Morvir_scaffold64.g64.t1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Nemnom_g3908.t1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Hvul_g12342_1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Hvul_g31882_1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Hvul_g31872_1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Morvir_scaffold12.g33.t1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Morvir_scaffold65.g79.t1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Hvul_g14144_1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Nemnom_g10619.t1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
Hvul_g7413_1	GPCRrhod.HG1.75:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	98.0	NA	NA
