homology_group	ancestral_linkage_group	chromosomes_in_ALG
HG002534	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG002852	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG002854	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG002855	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG002858	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG002859	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG002862	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG002863	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG002865	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG002867	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG002870	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003401	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003403	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003404	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003405	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003406	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003409	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003411	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003412	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003414	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003415	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003417	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003418	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003419	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003421	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003422	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003425	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003426	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003987	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003988	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003992	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003994	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003998	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG003999	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG004001	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG004002	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG004005	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG004299	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG004435	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG004437	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG004438	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG004448	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG004720	ALG010	Emue:scaffold_0011 Bralan:chr13 Rhoesc:SWAQ01000092.1
HG001471	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG001828	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG002018	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG002312	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG002428	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG002566	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG002567	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG002568	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG002923	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG002924	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG002928	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG003484	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG003487	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG003490	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG003491	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG003492	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG003493	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG003494	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG003495	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG003498	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG004052	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG004477	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG004742	ALG011	Emue:scaffold_0012 Bralan:chr17 Rhoesc:SWAQ01001658.1
HG000796	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG001020	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG001055	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG001265	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG001637	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG001640	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG001704	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG001784	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG001855	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG001973	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002094	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002174	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002177	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002178	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002336	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002340	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002341	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002344	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002613	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002615	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002618	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002622	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002623	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002625	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002626	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG002627	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003003	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003009	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003010	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003011	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003015	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003016	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003019	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003579	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003593	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003596	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003599	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003601	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003603	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003607	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003608	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003609	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003610	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003611	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG003612	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG004120	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG004123	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG004125	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG004127	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG004128	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG004131	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG004405	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG004534	ALG012	Emue:scaffold_0013 Bralan:chr3 Rhoesc:SWAQ01001655.1
HG001646	ALG013	Emue:scaffold_0014 Bralan:chr5 Rhoesc:SWAQ01000001.1
HG002054	ALG013	Emue:scaffold_0014 Bralan:chr5 Rhoesc:SWAQ01000001.1
HG002056	ALG013	Emue:scaffold_0014 Bralan:chr5 Rhoesc:SWAQ01000001.1
HG002313	ALG013	Emue:scaffold_0014 Bralan:chr5 Rhoesc:SWAQ01000001.1
HG002661	ALG013	Emue:scaffold_0014 Bralan:chr5 Rhoesc:SWAQ01000001.1
HG003072	ALG013	Emue:scaffold_0014 Bralan:chr5 Rhoesc:SWAQ01000001.1
HG003080	ALG013	Emue:scaffold_0014 Bralan:chr5 Rhoesc:SWAQ01000001.1
HG003686	ALG013	Emue:scaffold_0014 Bralan:chr5 Rhoesc:SWAQ01000001.1
HG004189	ALG013	Emue:scaffold_0014 Bralan:chr5 Rhoesc:SWAQ01000001.1
HG004199	ALG013	Emue:scaffold_0014 Bralan:chr5 Rhoesc:SWAQ01000001.1
HG004803	ALG013	Emue:scaffold_0014 Bralan:chr5 Rhoesc:SWAQ01000001.1
HG004809	ALG013	Emue:scaffold_0014 Bralan:chr5 Rhoesc:SWAQ01000001.1
HG000863	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG001165	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG001527	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG001596	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG001674	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG001812	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002102	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002103	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002105	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002110	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002112	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002118	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002119	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002120	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002121	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002252	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002254	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002255	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002257	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002471	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002472	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002475	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002478	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002479	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002481	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002482	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002485	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002488	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002489	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002492	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002788	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002790	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002794	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002795	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002796	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002799	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002801	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002805	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002806	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002807	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG002810	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003301	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003302	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003309	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003310	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003311	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003312	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003313	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003315	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003317	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003319	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003321	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003322	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003324	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003325	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003327	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003329	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003331	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003333	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003334	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003335	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003338	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003339	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003340	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003913	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003916	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003921	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003928	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003930	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003931	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003932	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003934	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003935	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003937	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003941	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG003942	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG004382	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG004385	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG004389	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG004390	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG004393	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG004394	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG004690	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG004695	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG004860	ALG014	Emue:scaffold_0015 Bralan:chr1 Rhoesc:SWAQ01001671.1
HG001207	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG001346	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG001497	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG001583	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG001722	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG001723	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG001952	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG002215	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG002219	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG002220	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG002411	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG002413	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG002415	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG002416	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG002417	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG002691	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG002700	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG002703	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG002704	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG002706	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003168	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003169	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003172	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003173	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003175	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003176	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003178	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003180	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003182	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003183	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003185	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003188	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003189	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003190	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003774	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003776	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003777	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003780	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003781	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003783	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003785	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003786	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003787	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003789	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG003790	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG004260	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG004262	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG004263	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG004264	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG004266	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG004267	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG004270	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG004311	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG004595	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG004598	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG004848	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG005627	ALG015	Emue:scaffold_0016 Bralan:chr8 Rhoesc:SWAQ01000795.1
HG001417	ALG016	Emue:scaffold_0018 Bralan:chr7 Rhoesc:SWAQ01000004.1
HG001580	ALG016	Emue:scaffold_0018 Bralan:chr7 Rhoesc:SWAQ01000004.1
HG001868	ALG016	Emue:scaffold_0018 Bralan:chr7 Rhoesc:SWAQ01000004.1
HG001869	ALG016	Emue:scaffold_0018 Bralan:chr7 Rhoesc:SWAQ01000004.1
HG001948	ALG016	Emue:scaffold_0018 Bralan:chr7 Rhoesc:SWAQ01000004.1
HG002061	ALG016	Emue:scaffold_0018 Bralan:chr7 Rhoesc:SWAQ01000004.1
HG002209	ALG016	Emue:scaffold_0018 Bralan:chr7 Rhoesc:SWAQ01000004.1
HG002212	ALG016	Emue:scaffold_0018 Bralan:chr7 Rhoesc:SWAQ01000004.1
HG002398	ALG016	Emue:scaffold_0018 Bralan:chr7 Rhoesc:SWAQ01000004.1
HG002400	ALG016	Emue:scaffold_0018 Bralan:chr7 Rhoesc:SWAQ01000004.1
HG002402	ALG016	Emue:scaffold_0018 Bralan:chr7 Rhoesc:SWAQ01000004.1
HG002405	ALG016	Emue:scaffold_0018 Bralan:chr7 Rhoesc:SWAQ01000004.1
