homology_group	ancestral_linkage_group	chromosomes_in_ALG
HG004382	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG004385	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG004390	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG004394	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG004955	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG001497	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG001583	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG001722	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG001723	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG001952	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG002215	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG002220	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG002416	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG002417	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG002700	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG002703	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG002704	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG002706	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003173	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003175	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003176	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003178	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003180	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003182	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003185	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003188	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003774	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003779	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003780	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003781	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003785	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003786	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG003789	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG004260	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG004262	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG004264	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG004266	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG004267	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG004270	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG004595	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG004598	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG004848	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG005640	ALG014	Emue:scaffold_0016 Bralan:chr8 Amil:chr1
HG001346	ALG015	Emue:scaffold_0016 Bralan:chr8 Amil:chr2
HG002219	ALG015	Emue:scaffold_0016 Bralan:chr8 Amil:chr2
HG002691	ALG015	Emue:scaffold_0016 Bralan:chr8 Amil:chr2
HG003168	ALG015	Emue:scaffold_0016 Bralan:chr8 Amil:chr2
HG003183	ALG015	Emue:scaffold_0016 Bralan:chr8 Amil:chr2
HG003790	ALG015	Emue:scaffold_0016 Bralan:chr8 Amil:chr2
HG003791	ALG015	Emue:scaffold_0016 Bralan:chr8 Amil:chr2
HG004263	ALG015	Emue:scaffold_0016 Bralan:chr8 Amil:chr2
HG004268	ALG015	Emue:scaffold_0016 Bralan:chr8 Amil:chr2
HG004311	ALG015	Emue:scaffold_0016 Bralan:chr8 Amil:chr2
HG001948	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG002398	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG002405	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG002408	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG002697	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG003132	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG003134	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG003147	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG003736	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG003743	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG003744	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG004225	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG004231	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG004828	ALG016	Emue:scaffold_0018 Bralan:chr7 Amil:chr2
HG001417	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG001580	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG001581	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG001869	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG002061	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG002062	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG002209	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG002212	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG002402	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG002687	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG002690	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG002692	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG002694	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG002698	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003128	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003129	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003138	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003140	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003142	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003143	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003151	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003156	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003157	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003158	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003159	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003161	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003162	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003164	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003320	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003738	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003746	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003747	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003753	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003755	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003756	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003757	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003760	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003761	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003766	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003767	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003769	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003770	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG003852	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG004000	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG004228	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG004232	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG004235	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG004237	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG004241	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG004247	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG004250	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG004310	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG004585	ALG017	Emue:scaffold_0018 Bralan:chr7 Amil:chr4
HG000833	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001146	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001201	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001202	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001410	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001411	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001487	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001488	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001617	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001707	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001712	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001786	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001920	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001934	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001992	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002048	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002052	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002181	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002188	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002190	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002348	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002350	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002355	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002356	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002358	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002366	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002368	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002370	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002371	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002634	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002640	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002642	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002648	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002650	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG002652	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003028	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003036	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003038	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003039	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003040	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003042	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003043	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003045	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003047	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003050	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003058	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003063	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003066	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003619	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003624	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003626	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003630	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003631	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003634	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003640	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003641	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003648	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003649	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003650	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003654	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003657	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003660	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003663	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003666	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003667	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003668	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003669	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003671	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG003850	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG004135	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG004147	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG004148	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG004156	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG004169	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG004537	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG004541	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG004792	ALG018	Emue:scaffold_0019 Bralan:chr4 Amil:chr13
HG001862	ALG019	Emue:scaffold_0019 Bralan:chr4 Amil:chr4
HG002183	ALG019	Emue:scaffold_0019 Bralan:chr4 Amil:chr4
HG002639	ALG019	Emue:scaffold_0019 Bralan:chr4 Amil:chr4
HG003035	ALG019	Emue:scaffold_0019 Bralan:chr4 Amil:chr4
HG003067	ALG019	Emue:scaffold_0019 Bralan:chr4 Amil:chr4
HG003645	ALG019	Emue:scaffold_0019 Bralan:chr4 Amil:chr4
HG003656	ALG019	Emue:scaffold_0019 Bralan:chr4 Amil:chr4
HG004162	ALG019	Emue:scaffold_0019 Bralan:chr4 Amil:chr4
HG004796	ALG019	Emue:scaffold_0019 Bralan:chr4 Amil:chr4
HG004876	ALG019	Emue:scaffold_0019 Bralan:chr4 Amil:chr4
HG001292	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG001502	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG001584	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG001725	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG001727	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG001729	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG001928	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002223	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002418	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002419	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002421	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002422	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002423	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002708	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002709	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002710	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002711	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002712	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002713	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002715	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002717	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002719	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002720	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002721	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002722	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002724	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG002725	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003194	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003197	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003201	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003202	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003203	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003204	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003208	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003210	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003211	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003212	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003214	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003215	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003216	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003217	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003571	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003798	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003800	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003802	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003803	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003807	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003814	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003817	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003818	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003819	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003820	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003822	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003824	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003826	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003827	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003828	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003829	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003831	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003832	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG003833	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG004284	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG004285	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG004290	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG004606	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG004612	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG004613	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG004615	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG004850	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG005328	ALG020	Emue:scaffold_0020 Bralan:chr9 Amil:chr12
HG001623	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG001769	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG001770	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG002005	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG002291	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG002535	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG002539	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG002540	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG002543	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG002546	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG002872	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG002878	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG002888	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG002889	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG002890	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG002891	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG003428	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG003430	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG003433	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG003434	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG003435	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG003437	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG004014	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG004301	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG004452	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG004456	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG004723	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG004725	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG005498	ALG021	Emue:scaffold_0021 Bralan:chr14 Amil:chr8
HG001192	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG002019	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG002507	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG002572	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG002929	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG002930	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG002940	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG003506	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG003846	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG004059	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG004061	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG004868	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG005003	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG005006	ALG022	Emue:scaffold_0021 Bralan:chr18 Amil:chr2
HG000997	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG001493	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG001494	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG001576	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG001577	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG001669	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG001946	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG002060	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG002199	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG002202	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG002205	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG002206	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG002387	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG002389	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG002396	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG002675	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG002677	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG002678	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG002684	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003101	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003104	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003107	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003109	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003114	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003117	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003124	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003126	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003699	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003700	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003704	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003705	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003706	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003707	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003710	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003717	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003718	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003722	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
HG003724	ALG023	Emue:scaffold_0022 Bralan:chr6 Amil:chr5
