peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_nu	peptidergic_omicron
TrH2_TrispH2_002858	1	1	0	0	1	3	3	3	2	4	4	3	5	1	1
TrH2_TrispH2_002859	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0
TrH2_TrispH2_002861	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_002864	3	4	0	0	0	2	0	1	1	2	6	0	2	0	1
TrH2_TrispH2_002867	0	1	0	3	0	0	0	1	1	2	0	0	0	0	0
TrH2_TrispH2_002868	4	13	0	0	16	3	1	6	4	14	6	2	1	3	4
TrH2_TrispH2_002869	1	3	0	0	2	5	1	3	0	6	0	2	5	0	1
TrH2_TrispH2_002871	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
TrH2_TrispH2_002872	4	6	7	6	3	7	5	9	8	17	5	8	16	4	0
TrH2_TrispH2_002874	76	119	73	170	70	102	102	90	97	303	254	78	354	160	48
TrH2_TrispH2_002876	1	7	0	1	2	6	1	3	2	12	4	4	1	3	0
TrH2_TrispH2_002878	1	5	10	10	3	1	8	10	8	14	10	4	12	7	1
TrH2_TrispH2_002879	0	4	1	3	1	0	2	0	4	5	2	2	3	1	0
TrH2_TrispH2_002881	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0
TrH2_TrispH2_002883	0	2	1	1	2	3	4	3	2	8	10	8	8	3	0
TrH2_TrispH2_002888	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TrH2_TrispH2_002890	0	4	1	0	0	0	2	5	2	1	4	0	3	0	1
TrH2_TrispH2_002891	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_002892	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
TrH2_TrispH2_002893	0	2	0	0	0	0	0	1	0	2	2	0	3	0	0
TrH2_TrispH2_002895	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0
TrH2_TrispH2_002896	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
TrH2_TrispH2_002898	1	5	9	6	0	2	2	4	4	13	4	2	3	1	0
TrH2_TrispH2_002900	17	34	0	0	26	25	36	15	11	93	37	6	87	30	1
TrH2_TrispH2_002902	0	2	0	4	0	0	1	2	2	3	3	1	5	0	0
TrH2_TrispH2_002904	53	131	63	115	36	50	80	93	85	209	146	48	196	72	26
TrH2_TrispH2_002906	1	14	7	4	6	3	5	9	10	19	18	4	7	4	1
TrH2_TrispH2_002908	2	4	0	3	1	3	0	3	7	4	7	3	1	0	0
TrH2_TrispH2_002911	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_002913	2	5	0	0	3	0	4	7	1	2	6	0	5	4	0
TrH2_TrispH2_002916	0	0	0	3	1	0	0	0	0	1	3	1	3	0	0
TrH2_TrispH2_002917	1	3	0	1	0	1	2	8	3	4	4	3	10	7	2
TrH2_TrispH2_002919	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_003319	0	0	9	9	5	0	0	0	8	1	0	0	1	0	0
TrH2_TrispH2_003320	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
TrH2_orphan_344	0	0	0	0	0	0	0	0	0	33	2	4	3	0	0
TrH2_TrispH2_003321	0	0	0	0	2	8	0	0	0	3	0	0	0	0	0
TrH2_TrispH2_003322	0	0	0	0	0	0	13	17	0	1	0	4	0	0	0
TrH2_TrispH2_003325	0	1	0	0	0	0	1	5	4	7	6	0	3	2	0
TrH2_TrispH2_003327	2	7	7	15	1	3	5	11	6	11	17	5	16	3	1
TrH2_TrispH2_003328	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
TrH2_TrispH2_003332	1	0	0	0	0	0	2	1	0	1	2	0	1	1	1
TrH2_TrispH2_003334	5	1	0	2	1	2	6	3	3	2	5	2	3	2	0
TrH2_TrispH2_003335	33	68	5	29	12	3	19	19	19	32	39	27	32	6	1
TrH2_TrispH2_003336	0	0	1	1	3	0	1	0	4	1	1	0	0	0	0
TrH2_TrispH2_003339	8	9	2	7	7	3	3	11	11	16	10	4	17	8	3
TrH2_orphan_345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TrH2_TrispH2_003340	0	0	1	3	0	0	0	3	0	1	2	0	0	0	0
TrH2_TrispH2_003344	0	7	5	8	4	4	4	1	2	17	9	3	11	5	0
TrH2_TrispH2_003346	2	0	0	0	1	0	1	3	1	9	2	1	18	1	1
TrH2_TrispH2_003348	0	1	0	0	2	2	1	1	1	0	0	0	1	0	0
TrH2_TrispH2_003350	0	2	0	2	2	0	1	1	1	1	1	3	0	0	0
TrH2_TrispH2_003351	11	7	0	0	1	5	2	0	0	3	0	1	2	3	2
TrH2_TrispH2_003352	2	2	1	0	2	1	4	1	2	12	9	7	5	0	1
TrH2_TrispH2_003354	1	6	1	1	2	4	4	10	11	7	6	5	10	1	1
TrH2_TrispH2_003356	78	160	99	202	63	104	105	143	118	350	290	122	392	149	44
TrH2_TrispH2_003360	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_003361	3	7	13	17	2	0	10	12	7	23	11	11	13	5	1
TrH2_TrispH2_003363	2	4	0	2	3	3	3	6	5	7	11	0	6	4	1
TrH2_TrispH2_003365	0	2	7	17	1	1	2	1	4	0	4	1	4	3	0
TrH2_TrispH2_003367	0	1	0	0	1	0	1	1	2	1	1	1	1	0	0
TrH2_TrispH2_003371	1	9	0	0	0	2	3	1	0	2	6	1	1	2	0
TrH2_TrispH2_003373	1	1	2	4	1	1	0	2	0	2	7	1	4	6	0
TrH2_TrispH2_003374	1	1	0	1	0	0	0	0	0	0	4	0	7	0	0
TrH2_TrispH2_003376	1	2	1	3	0	0	0	1	4	0	1	0	7	2	0
TrH2_TrispH2_003378	0	6	1	2	1	5	6	2	2	10	4	2	2	3	0
TrH2_TrispH2_003379	0	1	0	0	2	0	0	0	0	27	42	13	0	0	0
TrH2_TrispH2_003381	0	2	2	3	0	0	1	1	2	15	5	0	3	1	0
TrH2_TrispH2_003382	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0
TrH2_TrispH2_003383	0	0	0	4	14	0	0	0	0	5	19	11	0	0	0
TrH2_TrispH2_003384	0	2	0	0	12	5	4	0	0	90	2	84	0	0	0
TrH2_orphan_348	0	0	0	0	2	0	0	0	0	5	2	0	0	0	0
TrH2_TrispH2_003386	0	0	0	0	11	2	4	5	0	6	1	3	4	3	0
TrH2_TrispH2_003387	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
TrH2_TrispH2_003388	0	0	0	0	1	3	0	6	5	0	5	1	2	0	0
TrH2_TrispH2_003389	10	14	0	1	0	0	5	5	5	13	6	2	3	4	0
TrH2_TrispH2_003391	2	12	5	0	1	0	2	5	6	16	7	1	12	7	3
TrH2_TrispH2_003396	0	3	0	1	1	1	3	8	2	5	6	2	2	1	0
TrH2_TrispH2_003397	0	2	0	0	0	1	1	0	1	1	1	0	2	0	0
TrH2_TrispH2_003398	0	1	1	0	0	0	0	2	2	0	0	0	1	0	0
TrH2_orphan_349	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0
TrH2_TrispH2_003402	0	0	0	1	1	1	0	0	1	0	3	0	2	0	0
TrH2_TrispH2_003403	2	0	0	0	0	0	1	0	0	1	0	1	1	0	1
TrH2_TrispH2_003404	0	3	1	2	3	2	4	3	2	9	3	2	16	1	0
TrH2_TrispH2_003406	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0
TrH2_TrispH2_003407	1	0	2	0	0	1	0	1	0	2	0	1	2	1	0
TrH2_TrispH2_003408	1	0	0	0	0	0	0	1	3	0	3	0	0	0	0
TrH2_TrispH2_003409	0	1	0	0	0	0	3	1	0	2	0	1	1	0	0
TrH2_orphan_350	0	0	0	0	0	0	0	0	3	1	6	1	0	0	0
TrH2_orphan_351	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0
TrH2_TrispH2_003324	2	5	0	2	2	2	4	0	2	13	4	4	4	2	0
TrH2_TrispH2_003326	1	2	1	15	2	4	5	4	1	13	22	4	19	7	3
TrH2_TrispH2_003329	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0
TrH2_TrispH2_003330	0	6	2	0	10	5	7	9	4	16	8	6	15	2	2
TrH2_TrispH2_003331	2	2	0	2	2	3	1	4	3	6	2	1	2	2	0
TrH2_TrispH2_003333	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
TrH2_TrispH2_003337	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0
TrH2_TrispH2_003338	0	0	0	2	0	2	0	0	0	1	1	0	1	0	0
TrH2_TrispH2_003341	1	0	0	3	1	3	1	3	1	2	2	0	3	1	0
TrH2_TrispH2_003342	0	2	0	0	1	3	0	0	0	1	1	0	0	1	0
TrH2_TrispH2_003343	5	0	0	0	2	0	11	1	0	4	10	2	0	0	0
TrH2_TrispH2_003345	0	2	0	0	1	0	0	1	1	3	0	2	3	2	0
TrH2_orphan_352	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0
TrH2_TrispH2_003347	0	1	4	2	0	0	1	0	0	2	0	1	3	1	0
TrH2_TrispH2_003349	0	3	0	0	2	1	0	1	0	3	4	3	2	0	0
TrH2_TrispH2_003353	0	6	0	3	2	3	5	7	8	8	10	4	6	3	4
TrH2_TrispH2_003355	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
TrH2_TrispH2_003357	0	3	0	0	0	1	0	0	2	2	0	1	0	0	0
TrH2_TrispH2_003358	0	1	0	0	0	0	0	2	3	1	2	0	1	0	0
TrH2_TrispH2_003362	0	0	0	0	0	0	0	0	0	1	3	1	0	1	0
TrH2_TrispH2_003364	3	9	3	3	5	1	3	7	11	12	13	5	5	5	2
TrH2_TrispH2_003366	14	34	19	46	9	22	27	31	36	55	69	28	87	42	10
TrH2_TrispH2_003368	3	4	0	1	1	2	1	7	1	2	4	4	2	1	2
TrH2_TrispH2_003369	0	0	1	1	0	4	0	1	0	2	7	0	0	0	1
TrH2_TrispH2_003370	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
TrH2_TrispH2_003372	6	4	2	4	5	8	11	12	13	44	22	17	15	7	4
TrH2_TrispH2_003375	1	1	0	1	0	0	1	0	0	3	5	0	3	0	1
TrH2_TrispH2_003377	1	0	0	2	1	1	0	1	0	2	1	0	1	3	0
TrH2_orphan_353	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
TrH2_TrispH2_003385	0	0	0	0	0	0	0	0	0	19	2	1	0	0	0
TrH2_orphan_354	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_003390	0	0	0	2	0	1	1	0	4	1	4	0	7	2	0
TrH2_TrispH2_003392	1	6	2	2	3	2	2	10	4	13	8	5	17	2	0
TrH2_TrispH2_003393	2	10	0	0	0	0	3	0	1	18	14	0	17	0	0
TrH2_TrispH2_003394	1	0	0	0	0	0	1	1	0	11	0	0	1	6	0
TrH2_TrispH2_003395	0	1	2	1	1	1	6	3	1	8	5	2	10	4	0
TrH2_TrispH2_003399	2	0	1	0	2	2	0	4	5	3	1	3	6	3	4
TrH2_TrispH2_003400	0	0	0	0	2	8	4	5	3	0	0	0	8	1	0
TrH2_TrispH2_003401	0	0	0	0	4	2	2	0	0	0	2	5	21	0	0
TrH2_TrispH2_003405	0	0	12	47	0	0	0	2	1	7	6	0	14	18	3
TrH2_orphan_356	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_orphan_357	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_003704	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
TrH2_TrispH2_003705	0	0	0	0	20	0	0	5	0	8	4	0	1	0	1
TrH2_TrispH2_003710	1	0	1	0	0	0	0	3	0	3	0	2	0	1	0
TrH2_TrispH2_003713	4	14	0	1	3	8	4	3	6	14	17	2	4	3	1
TrH2_TrispH2_003715	3	3	3	0	2	2	2	5	1	5	9	5	9	4	1
TrH2_TrispH2_003716	6	28	7	25	9	15	18	39	34	46	37	16	36	16	7
TrH2_TrispH2_003717	0	0	0	0	0	0	8	0	0	3	15	9	3	2	0
TrH2_TrispH2_003719	0	2	0	0	0	0	4	0	2	0	0	0	0	0	0
TrH2_TrispH2_003724	9	33	0	0	20	14	1	9	13	42	1	0	0	0	0
TrH2_TrispH2_003725	0	3	0	0	0	0	0	1	3	1	0	0	0	0	0
TrH2_orphan_359	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_003732	1	3	0	2	1	4	6	1	2	5	4	3	12	2	2
TrH2_TrispH2_003733	3	1	1	0	5	1	1	0	2	4	1	0	7	1	0
TrH2_TrispH2_003737	0	2	0	2	0	1	36	10	0	13	11	9	4	0	1
TrH2_TrispH2_003740	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
TrH2_TrispH2_003742	1	7	3	1	0	2	1	2	0	8	2	2	10	1	2
TrH2_TrispH2_003744	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0
TrH2_TrispH2_003749	1	14	0	2	2	2	6	18	9	11	7	6	11	8	0
TrH2_TrispH2_003756	9	22	1	0	13	8	4	9	13	18	21	10	11	6	0
TrH2_TrispH2_003757	0	0	5	11	0	0	0	0	4	0	2	0	1	0	0
TrH2_TrispH2_003759	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
TrH2_orphan_360	0	0	0	0	2	0	2	15	0	0	0	1	0	0	0
TrH2_orphan_361	0	0	0	0	0	0	3	0	0	4	2	8	39	0	0
TrH2_TrispH2_003762	0	0	1	0	0	1	1	0	0	5	8	7	57	1	2
TrH2_TrispH2_003764	0	0	0	0	0	0	2	1	1	2	0	1	2	0	0
TrH2_TrispH2_003767	2	5	0	0	0	3	1	0	2	1	0	2	4	2	0
TrH2_TrispH2_003769	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0
TrH2_TrispH2_003771	0	0	0	0	0	0	12	0	0	0	1	1	38	0	0
TrH2_TrispH2_003773	0	0	0	0	0	0	12	0	0	0	0	0	30	0	0
TrH2_TrispH2_003774	1	1	0	1	0	1	4	3	4	6	7	0	8	1	0
TrH2_TrispH2_003778	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
TrH2_TrispH2_003783	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_003708	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
TrH2_TrispH2_003711	1	0	1	4	0	0	0	0	5	9	6	1	4	1	0
TrH2_TrispH2_003712	0	0	1	2	0	0	0	0	0	0	2	0	0	1	0
TrH2_TrispH2_003714	1	2	1	1	0	2	1	3	3	2	11	1	2	1	1
TrH2_TrispH2_003718	1	2	0	1	0	0	0	0	0	4	0	0	4	0	0
TrH2_orphan_364	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_003720	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0
TrH2_TrispH2_003723	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TrH2_orphan_365	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0
TrH2_TrispH2_003726	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1
TrH2_TrispH2_003727	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TrH2_TrispH2_003731	0	1	0	1	2	3	0	3	2	2	2	1	0	1	1
TrH2_TrispH2_003734	0	1	1	3	0	0	1	0	0	3	1	1	1	0	0
TrH2_TrispH2_003735	0	1	10	25	0	1	3	2	3	1	5	1	4	3	1
TrH2_TrispH2_003736	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0
TrH2_TrispH2_003738	2	6	0	4	6	15	3	16	12	51	7	10	3	5	9
TrH2_TrispH2_003739	2	1	0	4	2	2	9	2	2	2	3	2	2	3	1
TrH2_TrispH2_003741	3	9	10	16	1	5	5	4	8	21	14	5	19	7	2
TrH2_TrispH2_003743	0	0	0	1	0	0	9	3	9	25	50	4	5	15	0
TrH2_TrispH2_003745	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TrH2_TrispH2_003746	0	0	0	1	0	0	0	6	0	1	1	0	0	1	0
TrH2_TrispH2_003747	0	9	5	3	2	1	5	7	8	7	14	10	5	1	0
TrH2_TrispH2_003748	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0
TrH2_TrispH2_003750	1	6	1	0	3	1	2	4	3	4	1	2	4	2	0
TrH2_TrispH2_003751	2	0	0	1	3	3	2	2	1	6	6	2	5	3	0
TrH2_TrispH2_003752	0	1	0	0	0	1	0	1	0	0	2	0	3	0	0
TrH2_TrispH2_003753	0	5	0	0	0	1	2	2	1	9	3	3	2	4	1
TrH2_TrispH2_003754	8	10	4	2	6	9	4	10	1	11	4	0	5	9	0
TrH2_TrispH2_003755	0	5	1	1	4	3	2	1	2	11	8	3	6	7	2
TrH2_TrispH2_003758	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_003760	0	0	0	0	189	14	139	1110	0	3	2	59	0	1	0
TrH2_TrispH2_003761	4	4	0	0	0	0	1	2	2	15	2	12	19	0	0
TrH2_TrispH2_003763	2	1	0	0	0	0	0	1	1	0	0	0	1	1	0
TrH2_TrispH2_003765	4	10	2	5	3	2	0	4	1	15	2	0	3	5	0
TrH2_TrispH2_003766	0	1	0	1	2	0	1	0	0	1	1	0	0	1	1
TrH2_TrispH2_003768	1	0	0	0	0	0	1	1	2	0	3	2	2	1	0
TrH2_TrispH2_003770	1	13	4	10	3	4	9	4	7	20	16	7	22	3	0
TrH2_TrispH2_003772	0	1	0	2	0	0	5	1	1	1	7	0	20	3	0
TrH2_TrispH2_003775	14	27	1	8	4	7	3	13	14	17	8	0	20	2	0
TrH2_TrispH2_003776	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_003777	0	1	0	0	0	2	0	0	0	3	0	0	0	0	0
TrH2_TrispH2_003779	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_003780	0	2	0	1	0	0	0	1	0	3	1	0	2	1	0
TrH2_TrispH2_003781	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
TrH2_TrispH2_003782	0	1	0	0	0	0	0	0	1	0	1	3	1	1	0
TrH2_TrispH2_004318	19	35	0	0	0	2	3	9	1	15	0	1	16	2	0
TrH2_TrispH2_004321	0	1	5	5	1	0	1	0	1	0	1	1	2	1	1
TrH2_TrispH2_004323	4	16	11	16	6	7	4	10	13	18	19	1	23	11	6
TrH2_TrispH2_004326	44	73	22	32	44	51	43	50	60	204	75	35	181	74	15
TrH2_TrispH2_004328	2	1	0	1	0	1	0	0	2	2	2	0	0	0	0
TrH2_TrispH2_004331	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0
TrH2_TrispH2_004333	0	2	0	1	0	1	0	0	1	1	0	1	0	1	0
TrH2_TrispH2_004334	6	17	2	4	14	5	11	7	9	13	15	7	23	22	23
TrH2_orphan_368	0	1	0	0	0	0	0	0	0	3	1	0	6	1	0
TrH2_TrispH2_004336	0	2	5	3	1	1	3	3	2	3	3	0	6	1	1
TrH2_TrispH2_004339	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0
TrH2_TrispH2_004341	4	7	3	2	0	4	0	0	1	10	7	1	0	4	1
TrH2_TrispH2_004342	10	18	0	0	14	17	8	5	6	43	25	7	10	17	9
TrH2_TrispH2_004344	2	11	0	0	5	8	12	11	10	26	22	8	10	21	6
TrH2_TrispH2_004345	4	5	3	4	5	1	2	8	4	21	6	5	8	7	1
TrH2_orphan_370	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0
TrH2_TrispH2_004352	5	7	5	19	16	4	4	8	8	29	447	82	28	4	3
TrH2_TrispH2_004354	0	0	1	1	0	1	1	1	2	8	1	1	0	0	0
TrH2_TrispH2_004355	0	2	8	9	0	1	3	10	5	12	6	1	7	1	3
TrH2_TrispH2_004363	0	0	0	0	3	3	1	3	0	5	2	3	4	3	0
TrH2_TrispH2_004364	0	3	0	0	0	2	1	1	2	5	2	1	4	1	0
TrH2_TrispH2_004366	0	2	0	1	4	3	1	2	5	8	2	0	7	1	2
TrH2_TrispH2_004367	7	18	2	4	8	6	10	18	37	46	21	15	25	15	2
TrH2_TrispH2_004370	3	3	0	1	3	1	2	2	1	10	3	1	9	15	1
TrH2_TrispH2_004371	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_004373	0	0	0	0	0	0	2	1	6	6	1	0	0	1	0
TrH2_TrispH2_004375	1	2	0	0	0	0	2	0	1	3	0	0	1	0	0
TrH2_TrispH2_004378	0	0	1	0	3	4	8	0	4	9	4	0	5	2	1
TrH2_TrispH2_004380	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_004382	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TrH2_TrispH2_004319	188	423	131	221	107	113	172	218	240	490	402	144	356	167	41
TrH2_TrispH2_004320	8	16	19	31	10	7	22	19	32	37	42	15	46	4	8
TrH2_TrispH2_004324	0	4	1	1	1	2	1	1	3	3	4	1	5	0	0
TrH2_TrispH2_004327	0	1	0	0	2	0	0	2	3	4	3	0	4	0	0
TrH2_TrispH2_004329	7	31	10	14	9	5	22	11	23	24	39	8	48	11	5
TrH2_TrispH2_004330	0	1	0	1	1	0	5	1	1	1	1	0	6	0	0
TrH2_TrispH2_004335	11	25	10	18	12	20	15	19	27	62	24	11	23	20	4
TrH2_TrispH2_004337	1	3	1	5	0	0	2	1	2	8	5	1	4	2	0
TrH2_TrispH2_004338	21	33	5	19	8	14	17	33	24	62	54	14	62	11	2
TrH2_TrispH2_004340	2	2	0	3	1	1	2	2	0	6	4	1	4	2	5
TrH2_orphan_374	1	0	0	0	1	0	0	0	0	3	0	0	0	1	0
TrH2_TrispH2_004343	0	2	1	1	0	2	0	1	4	2	2	0	3	2	1
TrH2_TrispH2_004346	2	1	0	1	0	1	1	2	1	7	3	0	16	1	4
TrH2_TrispH2_004347	1	11	0	2	1	0	4	1	6	6	11	2	8	4	0
TrH2_TrispH2_004348	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
TrH2_TrispH2_004349	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_004353	0	0	0	0	0	0	7	5	0	3	0	0	1	2	0
TrH2_orphan_375	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
TrH2_TrispH2_004356	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0
TrH2_TrispH2_004357	0	0	0	0	0	0	0	0	0	0	0	0	1	34	0
TrH2_TrispH2_004358	0	1	0	0	4	0	8	1	0	3	1	0	10	152	0
TrH2_TrispH2_004359	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
TrH2_TrispH2_004361	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_004362	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_004365	16	8	2	7	3	4	3	11	12	24	9	8	20	1	0
TrH2_orphan_377	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0
TrH2_TrispH2_004368	0	4	3	3	0	0	2	2	3	9	4	2	2	3	1
TrH2_TrispH2_004372	0	0	1	0	1	0	0	1	1	4	1	1	0	0	0
TrH2_TrispH2_004374	0	2	1	1	0	0	4	2	3	4	11	3	5	2	2
TrH2_TrispH2_004376	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
TrH2_TrispH2_004377	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0
TrH2_TrispH2_004379	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
TrH2_TrispH2_004381	3	3	5	9	2	3	1	12	10	6	6	1	3	4	0
TrH2_TrispH2_004383	4	19	4	7	2	2	1	4	9	10	12	4	6	2	0
TrH2_TrispH2_004384	1	6	0	8	4	1	14	11	12	24	16	6	20	9	2
TrH2_TrispH2_004385	0	1	1	1	0	3	2	1	3	1	2	0	1	1	0
TrH2_TrispH2_004387	0	1	2	0	0	1	2	0	1	3	20	0	14	5	2
TrH2_TrispH2_004388	0	0	0	2	0	1	2	1	1	3	3	0	3	0	1
TrH2_TrispH2_004389	0	0	4	7	0	0	2	0	2	7	0	0	0	1	0
TrH2_TrispH2_004390	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
TrH2_TrispH2_003013	4	16	10	17	12	10	7	14	15	25	17	7	16	5	5
TrH2_TrispH2_003015	23	45	24	37	15	19	33	25	27	76	80	34	92	29	5
TrH2_TrispH2_003016	1	7	0	1	3	1	4	5	9	14	7	9	8	2	3
TrH2_TrispH2_003018	0	3	2	4	1	1	0	1	6	6	6	0	4	3	0
TrH2_TrispH2_003020	3	15	3	4	6	4	8	13	13	14	15	5	11	7	9
TrH2_TrispH2_003023	1	3	3	1	0	0	1	0	5	7	3	4	1	2	1
TrH2_TrispH2_003025	2	5	3	4	2	2	5	5	6	20	11	4	13	4	2
TrH2_TrispH2_003026	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0
TrH2_TrispH2_003027	10	13	8	22	7	14	3	22	21	37	18	7	4	73	1
TrH2_TrispH2_003028	0	0	0	0	0	1	0	0	1	3	5	0	0	0	0
TrH2_TrispH2_003029	1	1	2	0	0	1	1	2	0	1	5	1	4	2	0
TrH2_TrispH2_003031	4	10	5	11	1	9	9	6	13	23	19	5	15	7	6
TrH2_TrispH2_003035	0	1	1	0	2	0	3	6	3	5	6	2	2	2	3
TrH2_TrispH2_003036	0	0	0	0	0	1	0	4	2	4	1	2	5	3	1
TrH2_TrispH2_003039	2	5	1	2	2	1	4	2	3	6	5	7	16	4	0
TrH2_TrispH2_003041	2	1	0	1	0	0	3	0	2	5	18	2	1	0	0
TrH2_TrispH2_003042	1	7	1	9	5	2	5	5	2	9	8	2	5	7	2
TrH2_TrispH2_003044	6	17	4	8	4	2	12	9	7	20	12	6	13	6	1
TrH2_TrispH2_003046	0	2	2	2	3	0	2	1	1	3	5	0	6	1	1
TrH2_orphan_379	0	0	1	0	0	1	2	1	2	7	2	1	3	0	1
TrH2_TrispH2_003049	0	1	1	2	0	0	1	2	8	13	10	0	3	0	0
TrH2_TrispH2_003051	0	2	0	0	0	2	0	3	4	3	0	2	1	2	1
TrH2_TrispH2_003054	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0
TrH2_TrispH2_003056	0	1	2	0	0	0	0	1	2	0	1	0	0	0	0
TrH2_TrispH2_003060	1	0	1	0	1	0	2	2	3	1	2	1	2	0	0
TrH2_TrispH2_003063	1	0	1	1	0	1	0	3	1	2	0	2	2	0	0
TrH2_TrispH2_003064	2	5	1	1	2	0	3	1	2	13	5	1	10	8	0
TrH2_TrispH2_003065	2	4	1	0	1	7	2	3	0	7	4	0	2	17	1
TrH2_TrispH2_003066	2	0	4	16	0	3	0	0	0	3	1	0	0	0	0
TrH2_TrispH2_003068	1	1	0	1	1	1	1	0	2	2	2	0	4	2	0
TrH2_TrispH2_003070	3	10	1	8	2	7	4	7	5	22	10	2	4	1	3
TrH2_TrispH2_003072	12	26	10	21	17	12	30	7	0	30	15	9	18	17	0
TrH2_TrispH2_003074	1	1	0	1	1	1	0	1	1	0	1	4	2	0	1
TrH2_TrispH2_003077	1	1	0	1	1	0	2	2	1	3	2	3	0	2	4
TrH2_TrispH2_003079	8	13	2	10	3	3	10	8	7	18	12	8	27	6	0
TrH2_TrispH2_003080	1	0	0	1	0	2	2	1	0	2	5	2	0	4	6
TrH2_TrispH2_003083	1	5	1	1	1	2	2	0	2	2	4	2	6	1	1
