peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_nu
HoiH23_PlH23_004443	0.0390122108219873	0.0443021852052852	0.029907525929825	0	0.014189563103352	0.00820647490870297	0.0117396153319376	0.00671469914790468	0.0265518446894098	0.00760051683514479	0.00982598186123748	0.0231956670493952	0
HoiH23_PlH23_004445	0	0	0.005981505185965	0	0.00472985436778402	0.0164129498174059	0.00391320511064587	0	0.00442530744823497	0.0152010336702896	0	0	0
HoiH23_orphan_678	0	0.0110755463013213	0	0	0.00236492718389201	0	0	0.00671469914790468	0.0132759223447049	0	0	0	0.010417643320728
HoiH23_orphan_679	0.0780244216439746	0.121831009314534	0.15551913483509	0.206263536044553	0.0165544902872441	0.0328258996348119	0.125222563540668	0.0470028940353327	0.0663796117235245	0.121608269362317	0.1572157097798	0.139174002296371	0.0833411465658239
HoiH23_PlH23_004449	0	0	0	0	0.00236492718389201	0	0.00782641022129175	0	0	0	0.00982598186123748	0	0
HoiH23_PlH23_004451	0	0.0110755463013213	0.017944515557895	0.0171886280037127	0.00709478155167602	0	0.00782641022129175	0.00671469914790468	0	0.00760051683514479	0	0.0115978335246976	0
HoiH23_PlH23_004453	0	0	0	0	0	0	0.00391320511064587	0	0	0	0.0147389727918562	0	0.020835286641456
HoiH23_PlH23_004454	0.0780244216439746	0.0775288241092492	0.07177806223158	0.137509024029702	0.0189194174711361	0.0164129498174059	0.0508716664383964	0.0604322923311421	0.0221265372411748	0.0456031010108687	0.0491299093061874	0.139174002296371	0.010417643320728
HoiH23_PlH23_004456	0	0.0110755463013213	0	0.0515658840111382	0	0	0.0156528204425835	0.020144097443714	0	0.00760051683514479	0.00982598186123748	0	0.0520882166036399
HoiH23_PlH23_004457	0.117036632465962	0.110755463013213	0.07177806223158	0.0343772560074255	0.0212843446550281	0.0656517992696237	0.0391320511064587	0.0537175931832374	0.146035145791754	0.129208786197461	0.019651963722475	0.0579891676234879	0.0729235032450959
HoiH23_PlH23_004459	0	0	0	0	0	0	0	0	0.00442530744823497	0	0	0	0
HoiH23_PlH23_004462	0.0195061054109936	0	0.01196301037193	0.0171886280037127	0.00945970873556803	0	0.00391320511064587	0.00671469914790468	0.00442530744823497	0.00760051683514479	0.00982598186123748	0.0347935005740928	0.020835286641456
HoiH23_PlH23_004466	0.0390122108219873	0.0110755463013213	0.02392602074386	0	0.00236492718389201	0	0.00782641022129175	0.00671469914790468	0	0.0228015505054344	0.0147389727918562	0.0115978335246976	0.010417643320728
HoiH23_PlH23_004468	0	0.0221510926026426	0.017944515557895	0.068754512014851	0.00472985436778402	0.0164129498174059	0.0195660255532294	0.0335734957395234	0.0132759223447049	0.0380025841757239	0.0245649546530937	0.0115978335246976	0
HoiH23_PlH23_004440	0	0	0	0	0	0	0	0	0	0.00760051683514479	0	0	0
HoiH23_PlH23_004441	0.0390122108219873	0.0332266389039639	0.053833546673685	0.0171886280037127	0.00472985436778402	0.0246194247261089	0.0195660255532294	0.0134293982958094	0.106207378757639	0.0988067188568823	0.0294779455837125	0.0115978335246976	0.010417643320728
HoiH23_PlH23_004444	0.0195061054109936	0.0996799167118918	0.0897225777894749	0.154697652033415	0.0189194174711361	0.0246194247261089	0.0391320511064587	0.0470028940353327	0.0486783819305846	0.0532036178460135	0.0393039274449499	0.0463913340987903	0.0625058599243679
HoiH23_PlH23_004446	0	0.0110755463013213	0.029907525929825	0.0859431400185637	0.0165544902872441	0.0246194247261089	0.0195660255532294	0	0.0885061489646993	0.0532036178460135	0.0245649546530937	0.104380501722278	0.031252929962184
HoiH23_PlH23_004447	0.0195061054109936	0	0.029907525929825	0.0515658840111382	0.00709478155167602	0	0.00391320511064587	0	0	0	0.019651963722475	0	0.010417643320728
HoiH23_PlH23_004448	0.0975305270549682	0.0443021852052852	0.053833546673685	0.0171886280037127	0.00945970873556803	0.00820647490870297	0.0352188459958129	0.0268587965916187	0.0177012297929399	0.0152010336702896	0.0343909365143312	0.0347935005740928	0.020835286641456
HoiH23_PlH23_004450	0	0.0110755463013213	0.05981505185965	0.0343772560074255	0.014189563103352	0.0164129498174059	0.00391320511064587	0.00671469914790468	0.0221265372411748	0.0380025841757239	0.00491299093061874	0	0.020835286641456
HoiH23_PlH23_004452	0	0.0221510926026426	0.113648598533335	0	0	0.00820647490870297	0.172181024868418	0.0671469914790468	0.0132759223447049	0	0.0638688820980436	0	0.572970382640039
HoiH23_PlH23_004455	0	0	0.01196301037193	0.0171886280037127	0.00472985436778402	0	0.00391320511064587	0	0.00442530744823497	0.00760051683514479	0.00982598186123748	0.0231956670493952	0
HoiH23_orphan_680	0	0	0	0	0	0.00820647490870297	0	0	0	0	0	0.0231956670493952	0
HoiH23_PlH23_004458	0.117036632465962	0.0775288241092492	0.065796557045615	0.120320396025989	0.01182463591946	0.0164129498174059	0.0900037175448551	0.0402881948874281	0.0531036893788196	0.0608041346811583	0.0589558911674249	0.0695870011481855	0.020835286641456
HoiH23_PlH23_004460	0	0	0.005981505185965	0	0	0	0	0	0.00442530744823497	0	0.00491299093061874	0	0
HoiH23_PlH23_004461	0.0195061054109936	0.0332266389039639	0.005981505185965	0.0171886280037127	0	0	0.0156528204425835	0.0402881948874281	0.0177012297929399	0	0.0147389727918562	0.0463913340987903	0.010417643320728
HoiH23_orphan_681	0	0.0221510926026426	0	0	0	0	0.00391320511064587	0.0134293982958094	0	0.0152010336702896	0	0	0
HoiH23_PlH23_004463	0	0	0.005981505185965	0	0.00236492718389201	0.00820647490870297	0.00391320511064587	0	0	0	0.00491299093061874	0	0
HoiH23_PlH23_004464	0.0390122108219873	0.0443021852052852	0.041870536301755	0.0343772560074255	0.00945970873556803	0	0.0273924357745211	0.0402881948874281	0.0442530744823497	0.0608041346811583	0.0393039274449499	0.0463913340987903	0.020835286641456
HoiH23_PlH23_004465	0	0.0332266389039639	0.017944515557895	0.0515658840111382	0.014189563103352	0.0410323745435148	0.0273924357745211	0.0402881948874281	0.0309771521376448	0.0532036178460135	0.0491299093061874	0.0347935005740928	0.031252929962184
HoiH23_PlH23_004467	0	0.0664532778079279	0.029907525929825	0.0343772560074255	0.00236492718389201	0.00820647490870297	0.00391320511064587	0.00671469914790468	0.0177012297929399	0	0.00982598186123748	0	0.020835286641456
HoiH23_orphan_683	0	0	0	0	0	0	0	0	0	0.00760051683514479	0	0	0
HoiH23_PlH23_006373	0.136542737876955	0.276888657533033	0.245241712624565	0.49847021210767	0.0189194174711361	0.0820647490870297	0.129135768651314	0.194726275289236	0.0973567638611693	0.258417572394923	0.19651963722475	0.185565336395161	0.0416705732829119
HoiH23_orphan_684	0	0	0.005981505185965	0.0171886280037127	0	0	0	0.00671469914790468	0.00442530744823497	0	0.00491299093061874	0.0231956670493952	0
HoiH23_PlH23_006375	0.0585183162329809	0.0664532778079279	0.02392602074386	0.0343772560074255	0.0165544902872441	0.00820647490870297	0.0195660255532294	0.0402881948874281	0.0221265372411748	0.0228015505054344	0.0343909365143312	0.0115978335246976	0
HoiH23_orphan_685	0	0	0	0	0.00472985436778402	0	0	0	0	0	0	0	0
HoiH23_PlH23_006380	0	0	0	0.0171886280037127	0.00236492718389201	0	0	0	0.00442530744823497	0.00760051683514479	0	0	0
HoiH23_PlH23_006382	0.0585183162329809	0.110755463013213	0.185426660764915	0.275018048059404	0.0591231795973002	0.123097123630544	0.168267819757773	0.21487037273295	0.314196828824683	0.372425324922095	0.171954682571656	0.162369669345766	0.135429363169464
HoiH23_PlH23_006383	0	0	0.005981505185965	0	0	0	0	0	0	0.00760051683514479	0	0	0
HoiH23_orphan_686	0	0	0	0	0.00236492718389201	0	0	0.0134293982958094	0	0	0.00982598186123748	0	0
HoiH23_PlH23_006387	0.0390122108219873	0.0221510926026426	0.03588903111579	0.0343772560074255	0.014189563103352	0.0164129498174059	0.0195660255532294	0.0940057880706655	0.0442530744823497	0.0304020673405792	0.0245649546530937	0.0463913340987903	0.020835286641456
HoiH23_PlH23_006390	0	0	0.005981505185965	0	0.00236492718389201	0	0.00782641022129175	0	0	0.00760051683514479	0	0	0
HoiH23_PlH23_006370	0	0	0	0.0343772560074255	0.0402037621261641	0.0328258996348119	0.00782641022129175	0	0.0354024595858797	0	0.00491299093061874	0.0463913340987903	0
HoiH23_PlH23_006371	0.234073264931924	0.243662018629069	0.0957040829754399	0.0171886280037127	0.00472985436778402	0	0.0469584613277505	0.120864584662284	0.0265518446894098	0.0532036178460135	0.00491299093061874	0.0811848346728831	0.187517579773104
HoiH23_orphan_687	0	0.0110755463013213	0.005981505185965	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_006372	0.136542737876955	0.16613319451982	0.101685588161405	0.0859431400185637	0.0402037621261641	0.0656517992696237	0.101743332876793	0.0805763897748561	0.123908608550579	0.0988067188568823	0.0982598186123748	0.0927826681975807	0.125011719848736
HoiH23_PlH23_006374	0.292591581164905	0.276888657533033	0.27514923855439	0.49847021210767	0.48244514551397	0.410323745435148	0.371754485511358	0.335734957395234	0.513335663995256	0.52443566162499	0.270214501184031	0.208761003444557	0.218770509735288
HoiH23_PlH23_006376	0.195061054109936	0.132906555615856	0.07177806223158	0.0343772560074255	0.0236492718389201	0.0328258996348119	0.0821773073235634	0.0671469914790468	0.0531036893788196	0.0988067188568823	0.0786078548898999	0.0579891676234879	0.0729235032450959
HoiH23_PlH23_006377	0.0585183162329809	0.110755463013213	0.1196301037193	0.137509024029702	0.014189563103352	0.0410323745435148	0.0782641022129175	0.127579283810189	0.119483301102344	0.106407235692027	0.0736948639592811	0.115978335246976	0.0625058599243679
HoiH23_PlH23_006378	0	0	0	0	0	0	0.00391320511064587	0	0.00885061489646993	0	0	0	0
HoiH23_PlH23_006379	0.117036632465962	0.0664532778079279	0.08374107260351	0.0859431400185637	0.01182463591946	0.0410323745435148	0.0586980766596881	0.0805763897748561	0.0973567638611693	0.0836056851865927	0.108085800473612	0.0695870011481855	0.0625058599243679
HoiH23_PlH23_006381	0.0585183162329809	0.0110755463013213	0.08374107260351	0.154697652033415	0.0283791262067041	0.0410323745435148	0.168267819757773	0.10072048721857	0.0309771521376448	0.0836056851865927	0.0638688820980436	0.0347935005740928	0.0625058599243679
HoiH23_PlH23_006384	0	0	0.029907525929825	0.103131768022276	0.00236492718389201	0.0246194247261089	0.031305640885167	0.020144097443714	0.00885061489646993	0.00760051683514479	0.0393039274449499	0.0347935005740928	0.031252929962184
HoiH23_PlH23_006385	0.0585183162329809	0.210435379725105	0.43066837338948	0.37814981608168	0.281426334883149	0.0328258996348119	0.262184742413274	0.51703183438866	0.256667831997628	0.334422740746371	0.240736555600318	0.255152337543347	0.20835286641456
HoiH23_PlH23_006386	0	0	0.05981505185965	0.0343772560074255	0.014189563103352	0.0246194247261089	0.0195660255532294	0.00671469914790468	0.0177012297929399	0.0380025841757239	0.0294779455837125	0.0115978335246976	0
HoiH23_orphan_688	0	0	0	0	0.00945970873556803	0	0.00391320511064587	0.00671469914790468	0.0177012297929399	0	0	0	0.010417643320728
HoiH23_PlH23_006388	0.136542737876955	0.232586472327748	0.173463650392985	0.171886280037127	0.120611286378492	0.106684173813139	0.226965896417461	0.221585071880854	0.137184530895284	0.159610853538041	0.167041691641037	0.115978335246976	0.114594076528008
HoiH23_PlH23_006389	0	0	0.017944515557895	0	0.00236492718389201	0	0	0	0	0	0	0.0115978335246976	0
HoiH23_PlH23_006391	0	0.0332266389039639	0.053833546673685	0.0343772560074255	0.00945970873556803	0.00820647490870297	0.0234792306638752	0.00671469914790468	0.00442530744823497	0.0152010336702896	0.00491299093061874	0	0
HoiH23_PlH23_006392	0	0.0221510926026426	0.03588903111579	0	0.00472985436778402	0	0.00391320511064587	0	0.00442530744823497	0.00760051683514479	0.00491299093061874	0.0347935005740928	0
HoiH23_PlH23_007831	0.0195061054109936	0.0110755463013213	0.01196301037193	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_007834	0.0390122108219873	0	0.029907525929825	0	0.014189563103352	0.0164129498174059	0.00391320511064587	0.0268587965916187	0.0221265372411748	0.00760051683514479	0	0.0115978335246976	0.0937587898865519
HoiH23_PlH23_007836	0	0.0110755463013213	0.029907525929825	0	0	0	0	0	0.00442530744823497	0.0152010336702896	0	0	0
HoiH23_PlH23_007840	0	0.0443021852052852	0.05981505185965	0.0343772560074255	0.0212843446550281	0.0164129498174059	0.0821773073235634	0.0402881948874281	0.0442530744823497	0.0228015505054344	0.0245649546530937	0.0231956670493952	0.031252929962184
HoiH23_orphan_692	0	0.0221510926026426	0.02392602074386	0.0171886280037127	0.00236492718389201	0.0164129498174059	0.0273924357745211	0.00671469914790468	0.00442530744823497	0.00760051683514479	0.0147389727918562	0	0
HoiH23_PlH23_007842	1.13135411383763	0.897119250407026	1.18433802682107	1.99388084843068	0.480080218330078	0.631898567970128	1.01743332876793	1.16835765173541	0.973567638611693	1.52010336702896	1.0219021135687	0.730663512055948	1.14594076528008
HoiH23_PlH23_007844	0.0390122108219873	0.0110755463013213	0.005981505185965	0.0515658840111382	0.0449336164939481	0	0.00782641022129175	0.0134293982958094	0.0221265372411748	0.0532036178460135	0	0.0115978335246976	0.020835286641456
HoiH23_PlH23_007846	0.0975305270549682	0.0996799167118918	0.07177806223158	0.0515658840111382	0.00709478155167602	0.0410323745435148	0.0469584613277505	0.0604322923311421	0.0398277670341147	0.0228015505054344	0.00491299093061874	0.0579891676234879	0.0520882166036399
HoiH23_PlH23_007847	0	0	0.01196301037193	0	0.00236492718389201	0	0.0195660255532294	0.0134293982958094	0.0177012297929399	0	0.00491299093061874	0	0.010417643320728
HoiH23_PlH23_007849	0	0.0221510926026426	0	0	0.00945970873556803	0.0492388494522178	0.00391320511064587	0	0.00442530744823497	0.0152010336702896	0.00491299093061874	0	0.020835286641456
HoiH23_orphan_694	0	0	0	0	0	0	0.00391320511064587	0	0	0	0	0	0
HoiH23_PlH23_007832	0	0	0.005981505185965	0	0	0	0	0	0	0.0456031010108687	0.0736948639592811	0	0.10417643320728
HoiH23_orphan_696	0	0	0	0	0	0	0	0	0	0.0152010336702896	0.0245649546530937	0	0.10417643320728
HoiH23_PlH23_007833	0	0	0.005981505185965	0.0171886280037127	0	0	0	0	0	0	0.00491299093061874	0	0
HoiH23_PlH23_007835	0	0	0	0	0	0	0	0	0	0.00760051683514479	0	0	0
HoiH23_orphan_697	0	0	0	0.0171886280037127	0	0	0.00391320511064587	0	0	0	0	0	0
HoiH23_PlH23_007837	0	0	0	0	0	0	0.00391320511064587	0.00671469914790468	0	0	0.00491299093061874	0	0
HoiH23_PlH23_007838	0	0	0	0	0	0	0.00391320511064587	0	0	0	0	0	0
HoiH23_PlH23_007839	0	0.0110755463013213	0.005981505185965	0	0.00236492718389201	0.00820647490870297	0	0	0	0.00760051683514479	0.00982598186123748	0.0231956670493952	0
HoiH23_PlH23_007841	0	0	0.005981505185965	0.0515658840111382	0	0	0.00782641022129175	0	0	0.00760051683514479	0.0147389727918562	0	0
HoiH23_PlH23_007843	0.0975305270549682	0.110755463013213	0.113648598533335	0.0859431400185637	0.01182463591946	0.0164129498174059	0.0391320511064587	0.0335734957395234	0.0265518446894098	0.0304020673405792	0.1572157097798	0.0695870011481855	0.020835286641456
HoiH23_PlH23_007845	0	0.0110755463013213	0.005981505185965	0.0171886280037127	0	0	0.00391320511064587	0.00671469914790468	0	0.0152010336702896	0.00491299093061874	0.0115978335246976	0.010417643320728
HoiH23_PlH23_007848	0.0195061054109936	0	0.03588903111579	0.0171886280037127	0.00472985436778402	0.0164129498174059	0.0156528204425835	0	0.0132759223447049	0.0152010336702896	0.00491299093061874	0	0
HoiH23_PlH23_005513	0	0	0	0	0	0	0.0117396153319376	0	0.00885061489646993	0.00760051683514479	0.00491299093061874	0	0
HoiH23_PlH23_005514	0	0.0553777315066066	0.01196301037193	0.0171886280037127	0.00472985436778402	0.0164129498174059	0.0273924357745211	0.0335734957395234	0.0132759223447049	0.00760051683514479	0	0.0115978335246976	0
HoiH23_PlH23_005516	0	0.0110755463013213	0.02392602074386	0.0171886280037127	0.00236492718389201	0	0.00782641022129175	0.0402881948874281	0.0132759223447049	0.0228015505054344	0.0294779455837125	0	0.031252929962184
HoiH23_PlH23_005518	0	0.0221510926026426	0.029907525929825	0.0171886280037127	0.00709478155167602	0	0.0195660255532294	0.020144097443714	0.0442530744823497	0.0228015505054344	0.019651963722475	0	0.010417643320728
HoiH23_PlH23_005521	0	0.0553777315066066	0.05981505185965	0	0.014189563103352	0.00820647490870297	0.0391320511064587	0.020144097443714	0.0575289968270546	0.0228015505054344	0.0147389727918562	0.0231956670493952	0.0520882166036399
HoiH23_orphan_700	0	0	0	0	0	0	0	0	0	0.0152010336702896	0	0	0
HoiH23_PlH23_005525	0	0.0221510926026426	0.029907525929825	0.103131768022276	0.00236492718389201	0	0.0273924357745211	0.020144097443714	0.00442530744823497	0.0228015505054344	0.0343909365143312	0.0579891676234879	0
HoiH23_PlH23_005527	0	0.0553777315066066	0.05981505185965	0.0343772560074255	0.0189194174711361	0.0164129498174059	0.031305640885167	0.020144097443714	0.0442530744823497	0.0304020673405792	0.00982598186123748	0.0811848346728831	0.010417643320728
HoiH23_PlH23_005529	0	0.0110755463013213	0.017944515557895	0.0343772560074255	0.00709478155167602	0.0164129498174059	0.0430452562171046	0.00671469914790468	0.0132759223447049	0.0456031010108687	0.0147389727918562	0.0115978335246976	0.010417643320728
HoiH23_PlH23_005531	0.175554948698943	0.121831009314534	0.05981505185965	0.154697652033415	0.0212843446550281	0.0328258996348119	0.0978301277661469	0.10072048721857	0.0619543042752895	0.0988067188568823	0.186693655363512	0.0579891676234879	0.0937587898865519
HoiH23_PlH23_005532	0.0585183162329809	0.0553777315066066	0.065796557045615	0.0171886280037127	0.00236492718389201	0.0656517992696237	0.0195660255532294	0.0805763897748561	0.0132759223447049	0.0608041346811583	0.0294779455837125	0.0463913340987903	0.0520882166036399
HoiH23_PlH23_005515	0.0195061054109936	0	0.029907525929825	0.0515658840111382	0.01182463591946	0.0246194247261089	0.0469584613277505	0.0470028940353327	0.0309771521376448	0.0152010336702896	0.0245649546530937	0	0.0416705732829119
HoiH23_PlH23_005517	0	0.0332266389039639	0.01196301037193	0	0	0.00820647490870297	0.00391320511064587	0.0134293982958094	0.0132759223447049	0	0.0393039274449499	0.0115978335246976	0.010417643320728
HoiH23_PlH23_005519	0.0195061054109936	0.0110755463013213	0.005981505185965	0.0343772560074255	0.00236492718389201	0	0	0	0.00885061489646993	0.00760051683514479	0.00982598186123748	0	0
HoiH23_PlH23_005520	0	0	0.005981505185965	0	0.00472985436778402	0	0.00782641022129175	0.00671469914790468	0.0132759223447049	0	0.0147389727918562	0	0
HoiH23_PlH23_005522	0.0585183162329809	0.0332266389039639	0.065796557045615	0.0515658840111382	0.0212843446550281	0.0656517992696237	0.0273924357745211	0.0537175931832374	0.0973567638611693	0.121608269362317	0.0294779455837125	0	0.0520882166036399
HoiH23_PlH23_005523	0.0195061054109936	0.0110755463013213	0	0	0	0	0	0.00671469914790468	0.0221265372411748	0.0304020673405792	0.00491299093061874	0	0
HoiH23_PlH23_005524	0	0.0110755463013213	0.02392602074386	0	0	0	0.0156528204425835	0.0402881948874281	0.0221265372411748	0	0.0343909365143312	0.0231956670493952	0.0416705732829119
HoiH23_PlH23_005526	0	0.0221510926026426	0.041870536301755	0.0515658840111382	0.00236492718389201	0.00820647490870297	0.00782641022129175	0.0134293982958094	0.0619543042752895	0.00760051683514479	0	0.0115978335246976	0
HoiH23_PlH23_005528	0	0.0110755463013213	0.017944515557895	0.0171886280037127	0.00236492718389201	0	0.0156528204425835	0.0335734957395234	0.0398277670341147	0.0228015505054344	0.0343909365143312	0.0231956670493952	0.0416705732829119
HoiH23_PlH23_005530	0	0	0.017944515557895	0.0171886280037127	0.00472985436778402	0	0.031305640885167	0.00671469914790468	0.00885061489646993	0	0.019651963722475	0.0115978335246976	0
HoiH23_PlH23_005533	0	0	0.005981505185965	0	0	0	0	0	0.00442530744823497	0	0.0147389727918562	0.0115978335246976	0.020835286641456
HoiH23_PlH23_005535	0	0	0	0	0	0	0	0.0470028940353327	0.00442530744823497	0	0.00491299093061874	0	0.010417643320728
HoiH23_PlH23_005536	0	0	0	0.0171886280037127	0	0.0164129498174059	0.00391320511064587	0	0.00442530744823497	0.00760051683514479	0	0	0
HoiH23_PlH23_008080	0.0780244216439746	0.16613319451982	0.19140816595088	0.257829420055691	0.0402037621261641	0.0984776989044356	0.148701794204543	0.127579283810189	0.181437605377634	0.273618606065212	0.206345619085987	0.0811848346728831	0.10417643320728
HoiH23_PlH23_008082	0	0	0	0.0171886280037127	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_008083	0.0195061054109936	0.0221510926026426	0.01196301037193	0.0343772560074255	0.01182463591946	0.00820647490870297	0.0195660255532294	0.0268587965916187	0.0442530744823497	0.0152010336702896	0.00491299093061874	0	0
HoiH23_PlH23_008085	0	0.0110755463013213	0.041870536301755	0.0343772560074255	0.0165544902872441	0.0164129498174059	0.0117396153319376	0.00671469914790468	0.0354024595858797	0.00760051683514479	0.0343909365143312	0.0579891676234879	0.020835286641456
HoiH23_PlH23_008086	0.0195061054109936	0.0110755463013213	0.01196301037193	0.0171886280037127	0	0	0.00391320511064587	0.00671469914790468	0.00885061489646993	0	0.0147389727918562	0	0.010417643320728
HoiH23_PlH23_008088	0	0	0.005981505185965	0	0	0	0.00391320511064587	0	0	0	0	0.0231956670493952	0
HoiH23_PlH23_008091	0.0390122108219873	0.0110755463013213	0.02392602074386	0	0.00472985436778402	0.0328258996348119	0.0117396153319376	0.0335734957395234	0.00442530744823497	0.0152010336702896	0.0245649546530937	0	0.010417643320728
HoiH23_PlH23_008092	0.195061054109936	0.0775288241092492	0.08374107260351	0	0.0189194174711361	0.0820647490870297	0.0508716664383964	0.0537175931832374	0.0354024595858797	0.129208786197461	0.0294779455837125	0.0695870011481855	0.010417643320728
HoiH23_orphan_702	0	0	0	0	0.00945970873556803	0	0	0	0.0132759223447049	0.0228015505054344	0	0	0
HoiH23_PlH23_008094	0	0	0	0.0515658840111382	0.0520283980456242	0.0328258996348119	0	0.020144097443714	0.0885061489646993	0.235616021889488	0	0	0.031252929962184
HoiH23_orphan_703	0.0780244216439746	0.0110755463013213	0.04785204148772	0.0515658840111382	0.00236492718389201	0	0.0469584613277505	0.00671469914790468	0.0221265372411748	0.00760051683514479	0.0884338367511374	0.0115978335246976	0
HoiH23_PlH23_008095	0	0	0	0	0	0	0.0117396153319376	0	0.00885061489646993	0	0.00491299093061874	0.0115978335246976	0.020835286641456
HoiH23_PlH23_008097	0.117036632465962	0.0996799167118918	0.065796557045615	0.103131768022276	0.0307440533905961	0.0246194247261089	0.0469584613277505	0.0134293982958094	0.0531036893788196	0.0228015505054344	0.0589558911674249	0.0347935005740928	0.010417643320728
HoiH23_PlH23_008099	0	0	0.053833546673685	0	0.00236492718389201	0	0.430452562171046	0	0.00442530744823497	0.00760051683514479	0.692731721217243	1.15978335246976	0
HoiH23_orphan_704	0	0	0	0	0.00236492718389201	0.00820647490870297	0.00391320511064587	0	0	0	0	0	0.010417643320728
HoiH23_PlH23_008081	0.0975305270549682	0.0553777315066066	0.07177806223158	0.0171886280037127	0.014189563103352	0.0164129498174059	0.0469584613277505	0.0537175931832374	0.0221265372411748	0.0608041346811583	0.0442169183755687	0	0.031252929962184
HoiH23_PlH23_008084	0.0780244216439746	0.0886043704105705	0.053833546673685	0.0515658840111382	0.0189194174711361	0.0328258996348119	0.0469584613277505	0.0470028940353327	0.0575289968270546	0.0760051683514479	0.0736948639592811	0.0579891676234879	0.031252929962184
HoiH23_PlH23_008087	0	0	0	0	0	0.00820647490870297	0.00391320511064587	0.0134293982958094	0.00442530744823497	0.00760051683514479	0.00491299093061874	0	0
HoiH23_orphan_705	0	0	0	0	0	0	0	0	0	0.00760051683514479	0	0	0
HoiH23_PlH23_008090	0.0585183162329809	0.0332266389039639	0.01196301037193	0.0171886280037127	0	0	0.0117396153319376	0.020144097443714	0.0885061489646993	0.0228015505054344	0.00491299093061874	0	0.010417643320728
HoiH23_orphan_707	0	0.0221510926026426	0	0.0171886280037127	0	0	0.0117396153319376	0.020144097443714	0.00442530744823497	0.00760051683514479	0	0	0.020835286641456
HoiH23_PlH23_008093	0.0585183162329809	0.0553777315066066	0.08374107260351	0.120320396025989	0.0354739077583801	0.0574453243609208	0.0547848715490422	0.0537175931832374	0.0575289968270546	0.0456031010108687	0.0245649546530937	0.0695870011481855	0.010417643320728
HoiH23_orphan_709	0	0.0110755463013213	0.005981505185965	0	0	0	0.0117396153319376	0	0	0	0.0147389727918562	0	0
HoiH23_PlH23_008096	0	0.0110755463013213	0	0	0.00472985436778402	0.0246194247261089	0.00391320511064587	0.020144097443714	0.00885061489646993	0.00760051683514479	0.00982598186123748	0	0
HoiH23_PlH23_008098	0	0	0.01196301037193	0.0343772560074255	0.00236492718389201	0	0.0156528204425835	0	0.0177012297929399	0.00760051683514479	0	0	0.010417643320728
HoiH23_orphan_710	0	0	0	0	0	0	0	0	0	0	0	0.0115978335246976	0
HoiH23_PlH23_008100	0	0	0	0	0	0	0.00391320511064587	0	0.00442530744823497	0	0.00491299093061874	0	0.0416705732829119
HoiH23_PlH23_007982	0.526664846096828	0.454097398354174	0.257204722996495	0.275018048059404	0	0	0.00391320511064587	0.00671469914790468	0.0177012297929399	0	0.0933468276817561	0.104380501722278	0
HoiH23_PlH23_007985	0.0390122108219873	0.0553777315066066	0.041870536301755	0.103131768022276	0.01182463591946	0.0164129498174059	0.0586980766596881	0.0738616906269515	0.0398277670341147	0.0304020673405792	0.0540429002368062	0.0927826681975807	0.0625058599243679
HoiH23_orphan_712	0	0	0	0	0	0	0	0.0805763897748561	0	0	0	0	0
HoiH23_orphan_713	0.136542737876955	0.0110755463013213	0	0.0171886280037127	0.0638530339650842	0	0	0.463314241205423	0.00442530744823497	0	0	0	0
HoiH23_PlH23_007993	0	0	0.02392602074386	0	0.00472985436778402	0	0.0156528204425835	0.0268587965916187	0.00885061489646993	0.00760051683514479	0.00491299093061874	0.0115978335246976	0.020835286641456
HoiH23_PlH23_007995	0	0.0221510926026426	0	0	0	0.0246194247261089	0.00782641022129175	0.00671469914790468	0.0177012297929399	0.00760051683514479	0	0	0
HoiH23_PlH23_008000	0.0585183162329809	0.0332266389039639	0	0	0.00236492718389201	0	0.0195660255532294	0.00671469914790468	0.0177012297929399	0.00760051683514479	0.0294779455837125	0	0.020835286641456
HoiH23_PlH23_007983	0	0	0.017944515557895	0	0.00236492718389201	0	0.0117396153319376	0.00671469914790468	0.00442530744823497	0.00760051683514479	0.0147389727918562	0.0115978335246976	0.020835286641456
HoiH23_PlH23_007984	0.448640424452854	0.398719666847567	0.63403954971229	0.481281584103957	0.0851373786201123	0.196955397808871	0.273924357745211	0.41631134717009	0.305346213928213	0.372425324922095	0.456908156547543	0.243554504018649	0.364617516225479
HoiH23_PlH23_007986	0	0	0	0.0171886280037127	0	0.00820647490870297	0.0117396153319376	0.0134293982958094	0.00442530744823497	0.00760051683514479	0.00982598186123748	0.0115978335246976	0.010417643320728
HoiH23_PlH23_007987	0.0585183162329809	0.0553777315066066	0.01196301037193	0.257829420055691	0	0	0	0.107435186366475	0	0	0	0	0
HoiH23_PlH23_007988	0.136542737876955	0.110755463013213	0.005981505185965	0.154697652033415	0.0212843446550281	0.00820647490870297	0	0	0	0	0	0	0
HoiH23_PlH23_007990	0	0	0	0	0	0	0	0.020144097443714	0	0	0	0	0
