peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_nu	peptidergic_omicron
Tadh_TriadG50796	21	13	0	6	0	10	6	25	2	25	5	4	0	4	13
Tadh_TriadG50797	198	115	50	104	47	70	79	196	84	299	29	179	64	72	104
Tadh_TriadG60032	0	1	1	0	1	0	2	3	3	5	1	4	2	1	2
Tadh_TriadG30458	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Tadh_TriadG60038	0	0	0	2	0	0	0	1	0	1	0	2	0	0	10
Tadh_TriadG60039	0	1	2	1	2	4	1	7	0	3	0	1	0	5	3
Tadh_orphan_458	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_orphan_459	3	2	0	2	0	0	2	0	0	29	0	6	0	1	9
Tadh_orphan_460	1	1	0	1	0	2	1	0	0	3	0	0	0	0	0
Tadh_TriadG60041	3	5	1	4	6	0	8	9	4	20	7	13	3	0	1
Tadh_TriadG60043	1	1	1	0	0	0	1	1	2	7	1	2	2	0	1
Tadh_TriadG60044	47	16	0	22	0	12	3	52	7	11	0	8	9	0	65
Tadh_TriadG50801	0	0	4	0	1	1	6	2	0	5	3	1	0	0	0
Tadh_TriadG30381	0	0	0	0	0	1	1	0	0	12	0	0	0	8	0
Tadh_TriadG9459	7	6	11	15	3	6	10	19	3	33	3	17	21	1	4
Tadh_wf_g8997	0	0	0	2	0	0	0	0	11	0	0	0	0	0	0
Tadh_TriadG60050	0	2	0	5	0	0	1	1	46	0	0	0	1	0	0
Tadh_TriadG30267	334	95	0	10	2	9	61	12	28	75	3	1	0	0	1
Tadh_TriadG60055	0	0	0	7	0	0	0	1	0	1	0	0	0	0	1
Tadh_TriadG60056	0	0	0	15	0	0	0	0	1	5	0	0	0	0	0
Tadh_TriadG60057	2	1	1	1	0	0	2	4	1	8	0	8	2	3	4
Tadh_orphan_461	0	0	0	3	1	2	0	1	0	7	0	9	2	1	1
Tadh_TriadG30433	4	4	0	19	7	11	2	20	5	34	0	46	13	7	38
Tadh_orphan_462	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0
Tadh_TriadG64242	2	1	0	1	1	2	1	5	0	1	0	1	0	1	0
Tadh_TriadG60062	2	1	0	0	0	0	0	1	0	0	0	1	1	0	0
Tadh_TriadG60064	0	2	0	5	0	0	2	2	0	2	0	4	0	2	1
Tadh_wf_g9020	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_TriadG7255	1	0	0	0	1	1	0	1	0	4	0	0	0	0	1
Tadh_orphan_463	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG60075	11	6	2	2	1	1	5	3	1	6	0	5	0	0	1
Tadh_TriadG50804	1	0	1	5	0	0	3	4	0	3	0	1	0	0	1
Tadh_wf_g9031	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tadh_orphan_464	0	8	1	1	0	0	0	0	0	0	0	0	0	0	0
Tadh_wf_g9032	0	0	0	1	8	9	1	1	0	0	0	0	0	3	0
Tadh_wf_g9033	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0
Tadh_wf_g9034	0	0	1	1	22	4	1	1	0	0	2	0	0	2	1
Tadh_TriadG60077	0	2	0	0	11	0	2	3	0	4	3	17	0	55	0
Tadh_orphan_465	1	0	0	2	0	0	0	2	0	0	0	1	0	0	0
Tadh_TriadG30372	0	0	0	3	21	6	2	2	0	0	0	4	2	0	0
Tadh_TriadG60078	0	0	0	2	9	7	0	2	0	1	0	7	0	1	1
Tadh_orphan_466	1	0	0	0	33	7	3	5	0	7	0	0	0	21	0
Tadh_wf_g9039	0	0	0	0	0	5	0	3	0	1	0	0	0	2	0
Tadh_wf_g9040	0	0	0	0	0	0	0	4	0	22	0	2	0	6	0
Tadh_wf_g9041	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
Tadh_wf_g9042	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Tadh_orphan_467	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11
Tadh_wf_g9043	0	0	0	0	0	0	0	0	0	2	0	1	0	1	6
Tadh_TriadG60080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
Tadh_wf_g9045	0	0	0	0	0	0	0	3	0	41	0	0	0	1	120
Tadh_wf_g9049	0	0	0	0	0	0	0	3	0	8	0	13	0	1	0
Tadh_TriadG30386	1	0	1	1	0	0	1	0	0	5	0	2	1	2	0
Tadh_TriadG60087	0	0	0	0	0	0	7	1	1	2	0	0	0	1	0
Tadh_TriadG30263	1	6	8	2	0	4	1	12	0	16	2	13	3	2	4
Tadh_TriadG64243	21	81	62	37	3	6	14	32	11	53	10	49	4	15	54
Tadh_TriadG30409	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tadh_TriadG60092	0	0	0	1	0	0	6	2	0	0	0	0	0	0	0
Tadh_TriadG60096	0	0	1	2	0	0	1	1	1	3	1	1	0	0	1
Tadh_wf_g9064	5	0	0	0	0	0	4	0	0	35	3	1	0	0	0
Tadh_orphan_468	7	0	0	0	0	0	2	1	0	12	0	1	0	0	0
Tadh_orphan_469	0	0	1	0	0	0	0	1	0	2	0	1	0	0	1
Tadh_TriadG60099	4	1	2	3	0	0	2	5	0	13	1	5	0	1	2
Tadh_TriadG60101	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_TriadG60103	0	1	1	1	0	0	0	2	0	3	2	0	0	0	1
Tadh_TriadG30365	0	1	1	0	12	0	2	15	8	18	19	28	0	4	0
Tadh_TriadG60112	0	2	0	3	0	0	0	0	0	4	2	1	0	0	0
Tadh_TriadG30238	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Tadh_wf_g8888	0	0	0	0	2	0	0	0	0	0	0	5	0	0	1
Tadh_orphan_471	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
Tadh_wf_g8899	3	0	0	0	0	0	1	0	0	3	0	0	0	0	4
Tadh_orphan_472	0	0	0	7	5	1	0	0	1	5	2	3	0	8	2
Tadh_TriadG16177	4	4	8	11	0	2	3	15	1	14	1	5	0	5	5
Tadh_TriadG64233	1	0	0	1	0	1	0	0	1	0	0	2	0	0	0
Tadh_TriadG59957	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Tadh_TriadG59958	1	0	3	0	0	1	0	0	0	5	0	0	0	0	0
Tadh_TriadG59959	2	10	2	0	0	4	1	7	3	14	4	4	0	1	0
Tadh_orphan_473	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Tadh_orphan_474	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0
Tadh_TriadG59964	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_TriadG64234	0	0	1	0	1	0	1	24	0	1	0	4	0	5	0
Tadh_orphan_475	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2
Tadh_orphan_476	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
Tadh_TriadG59967	2	0	0	3	5	0	1	5	0	5	1	5	1	2	0
Tadh_orphan_477	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Tadh_TriadG36460	124	158	91	176	44	53	104	255	36	342	54	244	61	52	121
Tadh_TriadG59971	0	0	1	4	1	1	2	1	0	2	2	3	0	0	0
Tadh_TriadG63137	166	191	115	225	57	69	121	265	73	417	70	278	57	69	183
Tadh_TriadG30335	6	3	5	6	0	2	4	8	2	20	1	3	2	1	4
Tadh_orphan_478	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0
Tadh_TriadG50794	1	0	1	1	2	0	1	3	1	4	1	1	0	0	0
Tadh_TriadG59978	0	2	0	1	0	0	3	5	0	6	0	2	0	1	0
Tadh_TriadG59979	1	0	2	2	2	3	3	3	3	5	1	6	3	3	5
Tadh_TriadG59982	0	1	1	1	0	0	4	3	1	2	0	0	2	1	0
Tadh_TriadG30260	0	1	2	1	1	0	0	1	1	5	0	2	0	1	0
Tadh_TriadG50795	0	0	1	0	0	1	2	1	0	0	0	0	0	0	1
Tadh_TriadG30320	6	3	3	2	1	0	3	2	0	3	0	1	0	0	0
Tadh_orphan_480	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Tadh_TriadG59989	0	0	5	1	1	0	0	1	1	9	2	2	2	0	1
Tadh_TriadG59992	1	1	0	1	0	0	0	0	0	2	0	1	0	0	0
Tadh_TriadG64238	3	2	4	0	0	2	3	7	0	5	1	2	0	0	5
Tadh_TriadG59997	2	2	2	4	0	1	0	5	0	3	0	3	0	1	2
Tadh_orphan_481	1	1	0	0	0	0	2	4	4	6	1	4	0	2	5
Tadh_orphan_482	1	0	3	3	2	1	1	2	1	2	1	5	0	2	3
Tadh_TriadG9199	0	3	3	4	0	0	1	2	1	4	0	3	2	4	1
Tadh_TriadG10055	0	2	0	1	0	0	1	0	0	2	0	1	0	0	0
Tadh_wf_g8952	0	2	4	1	0	0	2	7	0	5	0	11	0	2	4
Tadh_orphan_483	0	0	4	0	0	0	0	0	0	0	0	2	0	0	1
Tadh_wf_g8955	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0
Tadh_TriadG60004	3	3	1	3	1	0	2	3	0	11	0	4	4	3	0
Tadh_TriadG60005	1	2	2	1	2	0	1	4	1	7	1	3	0	2	0
Tadh_orphan_484	0	3	1	3	0	1	0	1	3	8	0	2	0	1	0
Tadh_TriadG60008	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Tadh_TriadG30356	4	5	1	3	2	0	8	11	6	17	8	22	0	2	10
Tadh_TriadG60012	0	1	0	0	2	2	2	2	0	5	1	7	0	0	1
Tadh_TriadG60013	3	3	0	1	0	0	3	3	0	3	2	8	0	1	1
Tadh_orphan_485	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Tadh_orphan_486	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
Tadh_TriadG30390	5	0	1	0	3	0	1	8	1	8	1	6	1	1	0
Tadh_orphan_487	4	0	0	0	0	0	0	2	1	3	1	2	0	0	1
Tadh_TriadG60017	0	0	1	1	0	0	1	2	0	0	0	1	1	0	0
Tadh_TriadG8072	45	20	0	0	18	0	4	43	6	27	0	0	1	2	0
Tadh_TriadG60019	1	0	0	0	1	1	0	1	0	2	0	0	0	0	2
Tadh_TriadG60020	12	13	8	8	2	7	20	35	41	76	7	14	4	4	0
Tadh_orphan_488	0	0	0	0	0	0	4	1	0	0	1	0	0	0	1
Tadh_TriadG30388	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Tadh_TriadG30395	0	0	0	0	0	0	1	1	0	1	17	0	1	0	0
Tadh_TriadG30374	0	0	0	0	11	26	0	9	17	0	0	0	0	0	3
Tadh_TriadG60025	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tadh_TriadG30328	1	1	0	1	0	1	3	1	0	7	1	3	1	1	1
Tadh_TriadG30370	14	2	0	0	0	0	3	0	0	313	0	32	0	8	0
Tadh_wf_g8981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Tadh_TriadG60035	0	0	0	4	0	0	0	1	0	2	0	0	0	1	4
Tadh_TriadG60036	1	0	0	1	0	0	0	1	0	0	0	0	1	0	33
Tadh_TriadG60037	1	0	0	0	0	0	0	1	0	0	0	0	1	0	19
Tadh_TriadG30457	51	37	0	11	19	8	14	23	2	105	29	39	3	7	21
Tadh_orphan_490	22	11	0	1	1	2	5	1	0	28	5	16	1	0	6
Tadh_orphan_491	2	2	0	11	0	2	0	1	0	12	4	10	1	0	0
Tadh_TriadG30432	0	3	1	1	0	0	0	0	0	5	2	1	0	0	0
Tadh_orphan_493	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG60045	1	1	6	2	0	2	0	2	0	5	1	2	0	0	1
Tadh_TriadG60047	6	5	0	17	2	1	12	18	4	32	13	6	0	4	7
Tadh_TriadG60048	0	0	0	0	12	0	3	1	2	0	1	5	0	0	6
Tadh_orphan_494	31	20	0	0	0	0	3	0	0	2	0	0	0	0	0
Tadh_orphan_495	0	0	0	1	0	1	0	0	0	0	0	2	0	1	1
Tadh_TriadG60059	4	1	2	7	4	1	2	5	2	8	1	4	1	2	5
Tadh_wf_g9007	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Tadh_TriadG60061	3	1	1	1	2	2	3	1	0	3	1	1	1	4	2
Tadh_TriadG60063	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG30262	0	1	4	1	0	1	2	2	0	1	0	1	0	2	0
Tadh_TriadG13757	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG30368	2	2	0	0	0	3	0	1	0	0	6	2	0	0	0
Tadh_TriadG60069	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Tadh_TriadG60070	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG50803	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
Tadh_wf_g9027	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG30453	1	1	4	3	1	3	4	3	2	5	2	4	3	1	3
Tadh_wf_g9038	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1
Tadh_orphan_501	0	0	0	1	1	3	1	0	0	0	0	0	0	1	0
Tadh_orphan_503	0	0	0	0	0	0	0	16	0	37	0	3	0	0	0
Tadh_orphan_504	0	0	0	0	0	3	0	4	0	3	0	0	0	1	0
Tadh_orphan_507	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4
Tadh_orphan_508	1	0	0	0	0	0	0	0	0	19	0	0	0	0	18
Tadh_orphan_509	1	1	0	1	0	2	3	21	7	22	0	29	0	5	7
Tadh_TriadG60082	3	5	4	7	0	1	3	4	1	11	1	3	3	2	1
Tadh_TriadG30367	10	9	6	5	2	3	2	16	2	26	8	10	6	5	5
Tadh_TriadG30435	3	4	1	4	2	4	5	11	2	8	4	7	2	5	3
Tadh_orphan_510	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG60097	6	7	5	3	0	0	1	5	0	19	5	1	1	3	3
Tadh_TriadG30248	1	0	0	0	0	0	0	2	0	2	1	1	0	0	0
Tadh_orphan_511	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG30393	0	1	2	0	0	0	0	0	0	2	1	1	1	0	0
Tadh_TriadG60102	3	2	0	3	1	0	2	8	0	11	1	4	6	1	6
Tadh_TriadG38207	117	237	113	217	50	51	88	245	60	323	63	277	63	65	144
Tadh_orphan_512	0	0	0	0	6	0	0	6	1	7	4	7	0	0	0
Tadh_TriadG60107	1	1	1	0	0	0	0	2	0	1	0	0	0	0	0
Tadh_TriadG14559	0	3	0	0	0	0	2	3	0	4	0	0	0	1	3
Tadh_TriadG60109	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
Tadh_TriadG60110	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
Tadh_TriadG60111	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Tadh_orphan_514	0	0	0	2	0	0	0	1	0	0	0	0	0	0	10
Tadh_TriadG38210	0	0	1	6	1	0	10	16	0	5	0	2	0	2	3
Tadh_TriadG60116	0	0	0	0	0	0	1	1	0	2	0	0	0	1	0
Tadh_orphan_516	1	0	0	1	1	0	2	2	0	2	0	0	0	1	1
Tadh_TriadG3429	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62553	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_wf_g11749	0	0	0	0	10	0	1	4	0	0	0	2	0	0	0
Tadh_orphan_520	3	5	2	17	1	2	9	9	1	11	1	10	2	3	13
Tadh_TriadG62555	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Tadh_orphan_521	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tadh_TriadG9719	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Tadh_TriadG64425	146	55	4	66	33	75	61	227	77	253	68	123	313	79	110
Tadh_TriadG34826	121	43	26	56	42	20	91	207	66	198	21	80	8	37	39
Tadh_TriadG62559	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG62562	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_orphan_530	0	3	3	1	0	0	0	2	0	4	0	6	1	0	0
Tadh_wf_g12181	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Tadh_TriadG34350	0	0	0	0	0	0	0	0	1	47	0	0	0	1	0
Tadh_orphan_532	0	0	0	0	0	0	0	0	0	1	0	2	2	0	1
Tadh_TriadG62564	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_orphan_534	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
Tadh_TriadG60126	0	2	1	1	0	2	1	1	2	6	0	4	3	2	0
Tadh_TriadG50808	3	8	10	4	1	2	6	6	3	18	3	12	2	4	6
Tadh_orphan_535	1	3	1	0	1	0	2	8	2	10	4	5	3	1	0
Tadh_TriadG30634	8	3	2	8	3	5	3	11	6	26	2	8	8	6	4
Tadh_orphan_536	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tadh_orphan_537	4	7	1	1	0	0	1	15	2	26	0	2	0	0	0
Tadh_TriadG30486	14	4	3	3	1	0	10	28	5	58	2	6	0	0	2
Tadh_TriadG30602	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tadh_orphan_538	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0
Tadh_TriadG30735	0	1	1	1	0	1	1	1	4	3	1	3	0	1	1
Tadh_TriadG60138	0	1	0	2	3	1	10	26	45	31	0	5	3	4	1
Tadh_TriadG60139	2	9	4	4	1	0	1	4	1	12	2	13	5	1	3
Tadh_TriadG63390	10	14	11	13	4	4	6	18	1	31	7	18	1	5	15
Tadh_TriadG60142	33	37	36	23	17	22	22	56	26	105	19	70	33	6	40
Tadh_TriadG30551	2	3	3	1	2	1	1	1	0	2	0	1	0	0	1
Tadh_TriadG30536	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG60148	0	1	0	0	0	0	1	3	0	1	0	1	0	0	0
Tadh_TriadG30465	0	0	1	1	0	0	0	1	0	1	0	1	1	0	2
Tadh_TriadG60150	6	0	4	3	1	3	4	8	3	7	1	6	4	3	5
Tadh_TriadG50816	0	1	2	1	0	6	5	3	2	11	1	7	1	0	1
Tadh_TriadG30605	0	2	0	0	1	1	0	3	0	4	0	0	1	0	1
Tadh_orphan_541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tadh_TriadG30586	2	1	3	3	3	1	2	1	1	9	2	3	0	3	0
Tadh_TriadG63138	70	74	36	72	19	25	42	100	20	133	20	85	27	20	44
Tadh_TriadG60160	4	11	5	11	3	1	3	10	1	22	4	4	3	1	1
Tadh_TriadG50818	0	2	1	4	1	1	2	6	0	16	2	11	0	4	5
Tadh_wf_g9124	8	5	2	3	0	3	9	11	1	16	0	14	3	4	6
Tadh_wf_g9127	1	4	1	3	1	1	1	2	4	6	0	1	0	1	2
Tadh_TriadG60167	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
Tadh_TriadG60169	47	6	1	41	17	21	12	72	15	72	4	22	3	14	4
Tadh_TriadG30653	13	5	10	10	4	2	5	6	9	21	3	13	7	5	11
Tadh_TriadG60176	0	1	3	2	1	0	0	0	1	1	0	3	0	0	1
Tadh_TriadG60177	0	0	0	0	0	0	0	1	1	3	0	1	0	0	1
Tadh_orphan_542	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Tadh_TriadG30575	0	0	0	0	0	0	1	1	0	3	0	3	0	0	0
Tadh_TriadG30732	11	16	4	7	2	5	2	12	0	17	7	16	2	8	3
Tadh_TriadG50825	2	2	1	3	1	0	1	6	1	11	1	4	1	2	3
Tadh_orphan_544	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Tadh_wf_g9148	120	203	2	4292	533	3097	599	5516	4432	145	20	35	26	125	146
Tadh_TriadG60185	1	1	0	306	2305	206	139	370	42	217	0	183	10	6	20
Tadh_TriadG7160	1	0	0	1	0	0	0	1	0	1	0	4	0	0	1
Tadh_orphan_545	2	2	0	0	0	0	2	2	0	2	0	4	0	0	1
Tadh_TriadG60189	5	0	0	1	1	0	0	3	1	5	1	5	0	0	2
Tadh_TriadG50830	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_TriadG30629	1	1	2	1	1	1	0	3	2	5	0	0	2	0	4
Tadh_TriadG60200	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tadh_TriadG60201	1	1	1	4	0	1	2	11	11	6	0	4	2	1	1
Tadh_TriadG60203	1	0	1	0	0	1	0	2	0	2	0	2	1	0	0
Tadh_TriadG30669	3	7	4	8	0	2	2	3	1	5	1	6	0	0	12
Tadh_TriadG60210	0	1	2	0	0	0	0	5	1	3	1	1	1	0	0
Tadh_TriadG38231	22	28	18	29	7	11	15	47	11	79	9	25	24	4	27
Tadh_TriadG60212	11	15	13	17	3	6	9	22	9	27	2	28	6	2	16
Tadh_orphan_546	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0
Tadh_TriadG64255	39	22	4	28	11	14	12	60	19	43	11	47	22	7	29
Tadh_orphan_547	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0
Tadh_TriadG60216	1	2	3	3	0	2	0	3	0	9	3	6	1	1	0
Tadh_orphan_548	5	1	0	1	1	2	3	10	2	2	1	4	1	0	1
Tadh_TriadG60218	35	13	3	18	11	4	19	45	9	34	8	14	2	5	9
Tadh_orphan_549	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0
Tadh_TriadG60224	4	4	5	1	1	0	0	2	1	1	3	1	1	0	1
Tadh_TriadG60225	2	3	0	0	0	0	0	0	0	1	2	4	0	1	0
Tadh_TriadG50836	0	1	0	1	1	1	0	0	0	0	2	1	0	0	0
Tadh_TriadG50837	6	7	1	8	2	0	0	7	2	7	0	8	1	1	6
Tadh_orphan_550	1	0	1	1	1	0	1	0	0	6	0	1	0	0	0
Tadh_TriadG30693	6	2	0	4	0	2	1	3	2	7	3	4	1	0	2
Tadh_wf_g9198	3	5	9	8	2	5	1	4	3	12	1	1	4	0	1
Tadh_TriadG30639	4	4	2	3	0	1	1	1	1	2	0	2	1	1	0
Tadh_TriadG60244	18	5	0	13	5	12	1	8	2	4	1	11	8	1	12
Tadh_TriadG30529	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_orphan_552	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Tadh_TriadG30509	0	1	0	1	0	0	1	0	0	1	0	0	0	0	2
Tadh_TriadG60250	0	1	0	0	0	0	1	1	0	5	0	1	0	0	0
Tadh_orphan_553	3	6	2	0	0	0	1	2	0	8	0	1	0	1	0
Tadh_TriadG30620	22	14	1	1	0	2	6	17	1	38	2	6	0	2	0
Tadh_TriadG60254	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0
Tadh_TriadG60255	1	0	0	0	0	1	3	1	0	3	1	0	0	0	2
Tadh_orphan_555	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_TriadG60256	8	0	0	0	1	0	1	3	1	4	1	1	3	0	2
Tadh_orphan_556	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0
Tadh_TriadG60257	3	2	1	1	1	0	1	1	0	4	6	0	5	0	2
Tadh_TriadG60258	0	0	0	0	1	0	4	3	0	1	0	0	0	0	1
Tadh_TriadG60260	3	3	0	2	1	0	1	2	0	6	0	4	0	0	1
Tadh_TriadG64258	28	22	10	22	7	8	14	41	14	55	15	42	6	9	36
Tadh_TriadG30624	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Tadh_wf_g9222	10	17	16	10	7	11	10	41	19	51	6	36	25	8	25
Tadh_orphan_557	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
Tadh_wf_g9225	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
Tadh_TriadG50847	6	7	4	10	3	4	0	7	0	12	2	12	6	0	18
Tadh_TriadG38242	14	33	52	8	3	4	2	15	5	23	3	15	5	4	6
Tadh_wf_g9230	1	4	2	1	0	0	0	1	0	0	0	3	0	0	1
Tadh_TriadG30505	2	0	0	2	0	1	0	0	0	5	1	1	1	0	3
Tadh_TriadG60274	0	0	3	0	1	2	0	1	0	2	0	1	4	2	0
Tadh_TriadG30731	2	1	0	2	2	0	3	2	0	11	1	4	3	6	3
Tadh_TriadG30625	1	4	5	5	1	1	0	5	3	17	4	5	8	3	3
Tadh_orphan_559	55	39	19	160	21	42	22	55	18	69	15	92	22	28	44
Tadh_TriadG50853	10	6	3	5	4	2	5	14	1	25	1	11	5	2	9
Tadh_TriadG60280	2	2	1	2	4	5	2	6	0	10	2	4	1	3	4
Tadh_orphan_561	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tadh_TriadG50857	37	42	19	35	10	10	20	69	9	93	7	45	10	18	27
Tadh_orphan_563	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0
Tadh_TriadG60293	22	9	3	23	11	5	8	45	8	51	2	16	7	1	16
Tadh_TriadG60295	1	4	2	8	1	1	0	1	1	13	1	4	2	0	0
Tadh_TriadG60298	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG30612	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG30613	4	3	5	12	2	1	1	6	1	10	2	9	2	0	1
Tadh_wf_g9267	140	37	0	64	10	8	23	76	15	177	6	31	0	33	47
Tadh_wf_g9269	74	52	15	48	18	28	33	79	37	134	17	94	11	14	47
Tadh_TriadG60310	31	10	0	0	0	0	3	0	0	6	0	1	0	0	0
Tadh_TriadG60311	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2
Tadh_TriadG60312	0	0	0	0	5	0	0	1	0	34	0	0	0	0	0
Tadh_orphan_565	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0
Tadh_wf_g9279	0	6	1	1	0	0	0	0	0	0	0	1	1	0	1
Tadh_TriadG60322	0	4	6	5	3	0	4	7	5	21	2	11	4	3	5
Tadh_orphan_566	0	1	1	0	0	0	0	0	0	6	0	2	0	0	0
Tadh_wf_g9283	1	0	0	0	0	0	0	0	4	3	0	1	0	0	0
Tadh_wf_g9284	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0
Tadh_wf_g9285	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tadh_wf_g9286	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_wf_g9287	0	0	0	0	0	0	2	12	4	2	0	11	0	0	0
Tadh_wf_g9288	0	0	0	4	0	1	0	15	7	15	0	4	0	0	0
Tadh_orphan_567	0	3	0	0	0	6	0	1	0	4	0	0	1	0	1
Tadh_TriadG60117	0	0	0	0	0	9	0	3	0	0	1	1	2	0	0
Tadh_TriadG60118	0	3	0	48	8	22	0	12	5	15	3	62	1	2	12
Tadh_TriadG60119	0	0	0	6	0	1	0	2	0	0	0	2	0	1	0
Tadh_TriadG60120	3	1	0	8	0	3	0	3	0	0	0	10	0	1	1
Tadh_TriadG60121	0	0	0	1	16	1	0	1	0	1	0	0	0	0	0
Tadh_TriadG30558	0	3	0	0	0	0	1	14	3	0	0	8	0	0	0
Tadh_TriadG4315	0	17	22	0	0	0	0	4	1	10	0	0	0	1	24
Tadh_orphan_569	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0
Tadh_TriadG30550	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG60125	0	2	5	4	0	2	2	5	1	4	0	4	0	0	3
