peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_delta	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_omicron	peptidergic_other_1	peptidergic_other_2
Hhon_g00604.t1	0.0133781053927143	0.0515763611470583	0.0702938282018839	0.0328073225944031	0.173719685914808	0.176621708413616	0.0726751731226445	0.0204533484688112	0.0343507658828193	0.140169885901713	0.155327741534638	0.0361650573216159	0.100959111559818	0.0688127055779579	0.0315776177845143
Hhon_g00605.t1	0.0133781053927143	0.0234438005213901	0.091381976662449	0.0984219677832092	0.191091654506289	0.0321130378933847	0.0519108379447461	0.0153400113516084	0.025995174181593	0.0841019315410277	0.077663870767319	0.084385133750437	0.0403836446239273	0.0550501644623663	0.126310471138057
Hhon_g00608.t1	0.0535124215708571	0.0234438005213901	0.0492056797413187	0	0.0173719685914808	0.0321130378933847	0.0103821675889492	0.0051133371172028	0.00464199538957018	0	0	0.0120550191072053	0.0302877334679455	0.0275250822311832	0
Hhon_g00611.t1	0	0.0140662803128341	0.0492056797413187	0	0.0347439371829616	0	0.0103821675889492	0	0.00464199538957018	0	0.0194159676918298	0.0120550191072053	0	0.0275250822311832	0
Hhon_g00615.t1	0	0	0	0	0	0	0	0.0051133371172028	0	0	0	0	0	0	0
Hhon_orphan_113	0	0	0	0.0328073225944031	0.0694878743659231	0.0160565189466924	0	0.025566685586014	0.0102123898570544	0	0	0	0	0	0
Hhon_orphan_114	0	0.00468876010427802	0.0281175312807536	0	0	0.0160565189466924	0.0173036126482487	0.0204533484688112	0.00371359631165614	0.0280339771803426	0	0.0361650573216159	0	0.0137625411155916	0.0315776177845143
Hhon_g00617.t1	0	0.0281325606256681	0.0984113594826374	0.164036612972015	0.104231811548885	0.0802825947334618	0.0726751731226445	0.0306800227032168	0.0194963806361948	0	0.0194159676918298	0.0602750955360264	0.0403836446239273	0.0412876233467748	0.0315776177845143
Hhon_g00618.t1	0.0133781053927143	0.0140662803128341	0.00702938282018839	0.0328073225944031	0.0173719685914808	0	0	0	0.00185679815582807	0.0280339771803426	0	0.0120550191072053	0	0.0275250822311832	0
Hhon_g00620.t1	0.0133781053927143	0.0140662803128341	0.00702938282018839	0.0328073225944031	0.0173719685914808	0	0	0.0153400113516084	0.00185679815582807	0.0560679543606852	0.0291239515377446	0.0361650573216159	0.0100959111559818	0.0137625411155916	0
Hhon_g00622.t1	0	0.0281325606256681	0.00702938282018839	0	0.0347439371829616	0.0321130378933847	0.00346072252964974	0.0051133371172028	0.00371359631165614	0.0280339771803426	0.0291239515377446	0	0.0201918223119637	0.0412876233467748	0
Hhon_g00623.t1	0.093646737749	0.0281325606256681	0.0210881484605652	0.0328073225944031	0	0	0.0103821675889492	0	0.00742719262331229	0.0280339771803426	0.0291239515377446	0.0482200764288211	0	0.0137625411155916	0.0315776177845143
Hhon_g00626.t1	0	0.00468876010427802	0.0210881484605652	0	0.0173719685914808	0	0.00346072252964974	0	0.00371359631165614	0.0841019315410277	0.0291239515377446	0.0602750955360264	0.0100959111559818	0.0275250822311832	0.0315776177845143
Hhon_g00628.t1	0	0.00937752020855605	0	0.0328073225944031	0.0173719685914808	0	0.00346072252964974	0	0.000928399077914036	0	0	0.0241100382144106	0	0	0
Hhon_g00630.t1	0	0.00468876010427802	0.00702938282018839	0	0.0173719685914808	0.0160565189466924	0	0.0051133371172028	0.00185679815582807	0	0.0291239515377446	0.0361650573216159	0.0201918223119637	0	0
Hhon_g00632.t1	0.0802686323562857	0.0375100808342242	0.0843525938422607	0.0984219677832092	0.0521159057744424	0.0963391136801541	0.0622930055336953	0.0306800227032168	0.026923573259507	0.0560679543606852	0.155327741534638	0.108495171964848	0.0504795557799091	0.0412876233467748	0
Hhon_g00633.t1	0.0535124215708571	0.0656426414598923	0.0702938282018839	0.131229290377612	0.0521159057744424	0.0160565189466924	0.0449893928854466	0.0102266742344056	0.0129975870907965	0.0280339771803426	0.0970798384591488	0.0482200764288211	0.0504795557799091	0.165150493387099	0.126310471138057
Hhon_g00637.t1	0.0267562107854286	0.0421988409385022	0.0562350625615071	0.131229290377612	0.0173719685914808	0.0481695568400771	0.0346072252964974	0.076700056758042	0.0352791649607334	0.0560679543606852	0.0388319353836595	0.144660229286463	0.141342756183746	0.165150493387099	0
Hhon_g00640.t1	0	0	0.00702938282018839	0	0	0	0.0657537280633451	0	0.000928399077914036	0	0	0	0	0	0
Hhon_g00642.t1	0	0.0375100808342242	0.0492056797413187	0.0328073225944031	0	0	0.0173036126482487	0.0204533484688112	0.0139259861687105	0	0.0485399192295744	0.0120550191072053	0.0201918223119637	0.0275250822311832	0
Hhon_g00645.t1	0	0.00468876010427802	0	0	0	0	0	0.0051133371172028	0.00185679815582807	0	0	0.0120550191072053	0.0201918223119637	0	0
Hhon_g00646.t1	0.0401343161781429	0.0234438005213901	0.0140587656403768	0.0656146451888061	0.0173719685914808	0	0	0.0051133371172028	0	0.0280339771803426	0	0.0241100382144106	0.0100959111559818	0	0
Hhon_g00647.t1	0	0	0	0	0	0	0	0.0051133371172028	0	0	0	0	0	0	0
Hhon_g00648.t1	0	0.00468876010427802	0.00702938282018839	0	0	0	0.013842890118599	0	0	0	0	0	0	0	0
Hhon_g00649.t1	0	0.00468876010427802	0.0140587656403768	0	0	0	0	0	0.00185679815582807	0	0	0	0	0	0
Hhon_g00651.t1	2.60873055157929	1.84268272098126	1.22311261071278	1.47632951674814	1.56347717323327	1.28452151573539	0.979384475890877	1.30901430200392	0.874551931395022	1.37366488183679	1.55327741534638	1.91674803804564	1.30237253912166	1.48635444048389	1.7683465959328
Hhon_g00653.t1	0.0133781053927143	0.0281325606256681	0.0281175312807536	0	0.0173719685914808	0.0321130378933847	0.0173036126482487	0.0102266742344056	0.0129975870907965	0.0280339771803426	0.0291239515377446	0.0482200764288211	0.0403836446239273	0.0688127055779579	0
Hhon_g00654.t1	0	0.0140662803128341	0	0	0	0	0	0	0.00278519723374211	0	0	0.0241100382144106	0	0	0
Hhon_g00655.t1	0	0	0.00702938282018839	0	0	0.0160565189466924	0.00692144505929948	0	0.00278519723374211	0	0	0	0	0.0137625411155916	0.0315776177845143
Hhon_g00657.t1	0.0133781053927143	0.0421988409385022	0.0210881484605652	0.0328073225944031	0	0.0321130378933847	0.0276857802371979	0.0051133371172028	0.0148543852466246	0.0560679543606852	0.0873718546132339	0.0361650573216159	0.0201918223119637	0.0137625411155916	0.0315776177845143
Hhon_g00660.t1	0	0.00468876010427802	0	0	0	0	0.00346072252964974	0	0.00278519723374211	0	0.0291239515377446	0.0241100382144106	0	0.0137625411155916	0.0631552355690287
Hhon_g00661.t1	0	0	0.00702938282018839	0	0	0	0.013842890118599	0	0.00371359631165614	0	0.0582479030754893	0	0.0201918223119637	0.0275250822311832	0
Hhon_g00664.t1	0.254184002461571	0.0984639621898385	0.00702938282018839	0.0656146451888061	0.0173719685914808	0.0321130378933847	0.0207643351778984	0.025566685586014	0.0185679815582807	0.0280339771803426	0.077663870767319	0.0602750955360264	0.0403836446239273	0.0412876233467748	0
Hhon_g00666.t1	0	0	0.00702938282018839	0	0	0	0.00692144505929948	0.0102266742344056	0.00371359631165614	0.0560679543606852	0.0194159676918298	0	0	0	0
Hhon_g00667.t1	0.0668905269635714	0.0703314015641704	0.0562350625615071	0.0328073225944031	0.0694878743659231	0.0642260757867694	0.0622930055336953	0.0357933598204196	0.0232099769478509	0.168203863082055	0.0873718546132339	0.0482200764288211	0.121150933871782	0.0688127055779579	0.189465706707086
Hhon_g00669.t1	0.267562107854286	0.262570565839569	0.0984113594826374	0.131229290377612	0.0521159057744424	0.0642260757867694	0.0761358956522943	0.0153400113516084	0.0297087704932491	0.0560679543606852	0.116495806150979	0.144660229286463	0.0807672892478546	0.123862870040324	0.2210433244916
Hhon_g00672.t1	0	0.0187550404171121	0	0	0.0173719685914808	0	0.00692144505929948	0	0.00371359631165614	0	0.0194159676918298	0.0120550191072053	0.0100959111559818	0.0275250822311832	0
Hhon_g00673.t1	0.789308218170143	1.13936870533956	0.421762969211303	0.262458580755225	0.416927246195539	0.465639049454078	0.467197541502715	0.250553518742937	0.246954154725134	0.532645566426509	1.6309412861137	1.08495171964848	0.82786471479051	0.564264185739255	0.757862826828344
Hhon_g00674.t1	0	0	0	0	0	0	0	0	0.00185679815582807	0	0	0	0	0	0
Hhon_g00675.t1	0.0133781053927143	0	0.00702938282018839	0	0	0	0	0	0	0	0.00970798384591488	0	0	0	0
Hhon_g00680.t1	0.0535124215708571	0.0515763611470583	0.0492056797413187	0.0656146451888061	0.0521159057744424	0.0321130378933847	0.0242250577075482	0.025566685586014	0.0213531787920228	0	0.0194159676918298	0.0723301146432317	0.0201918223119637	0.123862870040324	0.126310471138057
Hhon_orphan_118	0	0	0	0	0	0	0.00346072252964974	0	0	0	0	0.0723301146432317	0	0	0
Hhon_g00682.t1	0	0	0	0	0	0	0	0	0.0232099769478509	0	0	0.0602750955360264	0	0.0963377878091411	0
Hhon_g00683.t1	0	0.0281325606256681	0.210881484605652	0.885797710048883	0.0694878743659231	0.0481695568400771	0	0	0	0	0	0.2290453630369	0.0100959111559818	0	0
Hhon_g00684.t1	0	0	0.119499507943203	2.36212722679702	1.37238551872698	0.0481695568400771	0	0	0	0	0	0.0482200764288211	0	0	0
Hhon_orphan_120	0	0.00468876010427802	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g00687.t1	0.0133781053927143	0.00937752020855605	0	0	0	0	0	0	0	0	0.00970798384591488	0.0241100382144106	0	0	0
Hhon_g00688.t1	0.0133781053927143	0	0	0	0	0	0.00346072252964974	0.0051133371172028	0.000928399077914036	0	0	0.0120550191072053	0	0	0.0631552355690287
Hhon_g00689.t1	0	0.0468876010427802	0.0140587656403768	0.0656146451888061	0.0173719685914808	0.0160565189466924	0.0173036126482487	0.0051133371172028	0.0102123898570544	0	0.0388319353836595	0.120550191072053	0.0201918223119637	0	0
Hhon_g00691.t1	0	0.00468876010427802	0	0	0	0	0	0	0.000928399077914036	0	0.0194159676918298	0	0	0	0
Hhon_g00693.t1	0	0.00468876010427802	0	0.0328073225944031	0	0	0.0103821675889492	0	0.00371359631165614	0	0.0291239515377446	0.0241100382144106	0	0	0
Hhon_g00695.t1	0.0133781053927143	0.0140662803128341	0.0351469141009419	0.0328073225944031	0	0	0.00692144505929948	0.0102266742344056	0.00464199538957018	0.0280339771803426	0	0	0.0100959111559818	0.0137625411155916	0.0315776177845143
Hhon_g00696.t1	0	0.00937752020855605	0.00702938282018839	0	0	0	0.00692144505929948	0	0.00371359631165614	0.0841019315410277	0	0	0	0.0275250822311832	0
Hhon_g00512.t1	0.0267562107854286	0.00468876010427802	0	0	0	0	0	0	0.000928399077914036	0	0	0.0120550191072053	0.0100959111559818	0	0
Hhon_g00513.t1	0.0133781053927143	0	0	0	0	0	0	0	0.000928399077914036	0	0	0.0120550191072053	0	0.0137625411155916	0
Hhon_g00518.t1	0	0.0187550404171121	0.0421762969211303	0	0	0	0.0449893928854466	0.0920400681096504	0.0204247797141088	0	0.00970798384591488	0	0.0201918223119637	0.0550501644623663	0.0631552355690287
Hhon_g00520.t1	0.0401343161781429	0.0750201616684484	0.0281175312807536	0	0	0.0160565189466924	0	0.0102266742344056	0.0111407889349684	0.0280339771803426	0.00970798384591488	0.0241100382144106	0.0100959111559818	0	0
Hhon_g00523.t1	0	0.00937752020855605	0.00702938282018839	0	0	0	0.00346072252964974	0.0051133371172028	0.000928399077914036	0	0	0	0.0100959111559818	0.0412876233467748	0
Hhon_g00527.t1	0.0133781053927143	0.00937752020855605	0	0	0	0	0.0103821675889492	0	0.00185679815582807	0	0	0.0361650573216159	0	0.0137625411155916	0
Hhon_g00528.t1	0	0	0.0140587656403768	0	0	0	0.0103821675889492	0.0051133371172028	0.00278519723374211	0	0.00970798384591488	0.0602750955360264	0.0302877334679455	0	0
Hhon_orphan_121	0	0	0	0	0	0.0160565189466924	0.00692144505929948	0	0.000928399077914036	0	0	0	0.0100959111559818	0	0
Hhon_g00532.t1	0.0267562107854286	0.0281325606256681	0.0702938282018839	0	0	0.0321130378933847	0.013842890118599	0.0204533484688112	0.00557039446748421	0.11213590872137	0.0679558869214042	0.0241100382144106	0.0201918223119637	0.0688127055779579	0.0315776177845143
Hhon_orphan_122	0	0	0.00702938282018839	0	0	0	0	0	0	0	0	0.0120550191072053	0	0	0
Hhon_g00534.t1	0.0133781053927143	0.0750201616684484	0.0210881484605652	0.229651258160821	0.0347439371829616	0.112395632626847	0.0415286703557969	0.0153400113516084	0.0148543852466246	0.0841019315410277	0.00970798384591488	0.192880305715285	0.161534578495709	0.178913034502691	0.0631552355690287
Hhon_g00535.t1	0	0	0	0	0	0	0	0	0.00185679815582807	0	0	0	0	0	0
Hhon_g00537.t1	0	0.0187550404171121	0.00702938282018839	0	0	0.0160565189466924	0.0103821675889492	0.0102266742344056	0.00278519723374211	0	0	0.0361650573216159	0	0	0
Hhon_g00539.t1	0	0.00937752020855605	0	0	0	0.0160565189466924	0	0	0	0	0	0	0	0.0137625411155916	0
Hhon_orphan_125	0	0	0	0	0	0	0.00346072252964974	0	0.000928399077914036	0	0	0	0	0	0
Hhon_g00541.t1	0	0	0	0	0.0173719685914808	0.0160565189466924	0	0	0.00278519723374211	0	0	0	0	0.0137625411155916	0
Hhon_g00543.t1	0	0.0140662803128341	0.0351469141009419	0.0328073225944031	0.0521159057744424	0	0.0484501154150964	0.0102266742344056	0.00742719262331229	0	0.00970798384591488	0.0361650573216159	0	0.0275250822311832	0.0631552355690287
Hhon_g00544.t1	0.0133781053927143	0	0	0	0	0	0.0103821675889492	0	0.000928399077914036	0	0	0	0.0100959111559818	0	0
Hhon_orphan_126	0	0.0234438005213901	0	0	0.0173719685914808	0	0.00346072252964974	0	0	0	0	0	0	0.0137625411155916	0.0315776177845143
Hhon_g00547.t1	0	0	0	0	0	0.0160565189466924	0	0.0051133371172028	0	0	0.00970798384591488	0.0120550191072053	0	0	0
Hhon_g00549.t1	0.307696424032429	0.351657007820852	0.421762969211303	0.328073225944031	0.382183309012577	0.369299935773924	0.228407686956883	0.189193473336504	0.107694293038028	0.224271817442741	0.339779434607021	0.458090726073801	0.191822311963655	0.233963198965057	0.410509031198686
Hhon_g00551.t1	0	0.0750201616684484	0.112470125123014	0.229651258160821	0.642762837884789	0.305073859987155	0.186879016601086	0.107380079461259	0.077057123466865	0.0841019315410277	0.116495806150979	0.385760611430569	0.302877334679455	0.0963377878091411	0.252620942276115
Hhon_g00552.t1	0.0133781053927143	0.0140662803128341	0.0281175312807536	0.131229290377612	0.0868598429574039	0.0802825947334618	0.0207643351778984	0.0102266742344056	0.0176395824803667	0.168203863082055	0.0388319353836595	0.144660229286463	0.0807672892478546	0.0550501644623663	0.094732853353543
Hhon_g00554.t1	0.0267562107854286	0.0421988409385022	0.0632644453816955	0	0.0347439371829616	0.0321130378933847	0.124586011067391	0.0920400681096504	0.00835559170122632	0.11213590872137	0.0388319353836595	0.084385133750437	0.131246845027764	0.233963198965057	0.284198560060629
Hhon_g00556.t1	0	0	0	0	0.0347439371829616	0	0.0103821675889492	0	0.00649879354539825	0	0.0194159676918298	0.0120550191072053	0	0	0
Hhon_g00559.t1	0.0133781053927143	0.0609538813556143	0.0210881484605652	0.0656146451888061	0.0347439371829616	0.0160565189466924	0.0415286703557969	0.0357933598204196	0.0129975870907965	0.11213590872137	0.0485399192295744	0.120550191072053	0.0302877334679455	0.0688127055779579	0
Hhon_g00561.t1	0.0133781053927143	0.00937752020855605	0.0140587656403768	0	0	0	0.00346072252964974	0.0102266742344056	0.00464199538957018	0	0.00970798384591488	0.0120550191072053	0	0.0137625411155916	0.0315776177845143
Hhon_g00565.t1	14.2075479270626	11.7453440612165	7.87993814143118	11.4497555854467	9.81516225418664	8.44572896596018	6.6169014766903	8.41143955779861	4.90009033323028	9.78385803593956	8.32945013979497	10.0538859354092	7.31953558808682	8.54653803278237	9.2522420108627
Hhon_g00566.t1	0.0133781053927143	0.0328213207299462	0.0702938282018839	0	0	0.0160565189466924	0.0449893928854466	0.0409066969376224	0.0557039446748421	0	0.0291239515377446	0.0241100382144106	0.0100959111559818	0.0412876233467748	0
Hhon_g00569.t1	0	0.0187550404171121	0.0351469141009419	0	0.0347439371829616	0.0160565189466924	0.013842890118599	0	0.00464199538957018	0.0560679543606852	0.077663870767319	0.0241100382144106	0.0100959111559818	0.0275250822311832	0
Hhon_g00571.t1	0.187293475498	0.0562651212513363	0.0281175312807536	0.0328073225944031	0	0.0160565189466924	0.0207643351778984	0.0204533484688112	0.0157827843245386	0.0560679543606852	0.0291239515377446	0	0.0302877334679455	0.151387952271507	0.0631552355690287
Hhon_g00574.t1	0	0	0.0210881484605652	0	0	0	0.00346072252964974	0	0.00185679815582807	0.0280339771803426	0	0.0361650573216159	0.0100959111559818	0.0137625411155916	0
Hhon_g00575.t1	0	0	0	0	0	0	0.00346072252964974	0	0.000928399077914036	0	0	0	0	0	0
Hhon_g00578.t1	0.0133781053927143	0.0375100808342242	0.126528890763391	0.0984219677832092	0.138975748731846	0.0321130378933847	0.0830573407115938	0.0306800227032168	0.0464199538957018	0.0280339771803426	0.0582479030754893	0.0482200764288211	0.0504795557799091	0.137625411155916	0.157888088922572
Hhon_orphan_127	0.0267562107854286	0.0140662803128341	0.0140587656403768	0.0328073225944031	0.0173719685914808	0	0.0207643351778984	0.0204533484688112	0.00835559170122632	0.0280339771803426	0.00970798384591488	0.0120550191072053	0.0201918223119637	0.0275250822311832	0.0315776177845143
Hhon_g00581.t1	0.789308218170143	1.35974043024063	0.766202727400534	1.0170270004265	0.799110555208116	0.915221579961464	0.546794159684659	0.73120720776	0.381572021022669	0.728883406688907	0.679558869214042	0.976456547683628	0.454316002019182	0.674364514663988	0.442086648983201
Hhon_g00583.t1	0.0668905269635714	0.103152722294117	0.112470125123014	0.164036612972015	0.191091654506289	0.0642260757867694	0.0242250577075482	0.0153400113516084	0.025995174181593	0.168203863082055	0.0582479030754893	0.0361650573216159	0.0201918223119637	0.0825752466935495	0.094732853353543
Hhon_g00585.t1	0	0	0	0	0	0	0.00346072252964974	0	0	0	0	0	0	0.0825752466935495	0.094732853353543
Hhon_g00589.t1	0.0668905269635714	0.0797089217727264	0.0492056797413187	0.0656146451888061	0.0521159057744424	0.0642260757867694	0.0311465027668477	0.051133371172028	0.0129975870907965	0.0280339771803426	0.0582479030754893	0.084385133750437	0.0201918223119637	0.0137625411155916	0.126310471138057
Hhon_g00591.t1	0.0133781053927143	0.0140662803128341	0.0281175312807536	0	0.0521159057744424	0	0.00692144505929948	0	0.00649879354539825	0	0.00970798384591488	0.0482200764288211	0	0.0137625411155916	0
Hhon_g00592.t1	0	0	0.00702938282018839	0.0328073225944031	0	0	0.00346072252964974	0	0	0.0280339771803426	0	0.0120550191072053	0	0	0
Hhon_g00594.t1	0	0.0140662803128341	0.0140587656403768	0.0328073225944031	0.0173719685914808	0.0160565189466924	0.00346072252964974	0.0051133371172028	0.00185679815582807	0.0280339771803426	0.00970798384591488	0.0361650573216159	0.0100959111559818	0	0
Hhon_g00596.t1	0	0	0	0	0	0	0	0	0.00185679815582807	0	0	0.0120550191072053	0	0	0
Hhon_g00597.t1	0.0267562107854286	0.0468876010427802	0	0	0	0	0.0103821675889492	0	0.0204247797141088	0	0	0	0	0	0
Hhon_orphan_128	0	0.0234438005213901	0.00702938282018839	0	0	0	0.00346072252964974	0	0.00464199538957018	0	0	0	0	0	0
Hhon_g00599.t1	0	0	0	0.0328073225944031	0.0347439371829616	0	0	0	0.000928399077914036	0	0.0194159676918298	0.0241100382144106	0	0	0.0315776177845143
Hhon_g00601.t1	0	0.00468876010427802	0	0	0.0173719685914808	0	0.00692144505929948	0.0051133371172028	0.00371359631165614	0.0280339771803426	0.0194159676918298	0.0482200764288211	0	0.0412876233467748	0
Hhon_g00603.t1	0.0802686323562857	0.0703314015641704	0.0281175312807536	0.0328073225944031	0.0347439371829616	0	0.0276857802371979	0.0357933598204196	0.0139259861687105	0.11213590872137	0.0485399192295744	0.0723301146432317	0.0403836446239273	0	0
Hhon_g00606.t1	1.60537264712571	1.72077495827004	1.9963447209335	1.93563203306978	1.51136126745883	1.75016056518947	1.16626349249196	1.06357412037818	0.660091744396879	1.7100726080009	1.99013668841255	1.76003278965197	1.16102978293791	1.37625411155916	1.19994947581154
Hhon_g00607.t1	0.0267562107854286	0.0234438005213901	0.0281175312807536	0.0328073225944031	0	0	0.0207643351778984	0.0102266742344056	0.00742719262331229	0	0.00970798384591488	0.108495171964848	0.0201918223119637	0	0
Hhon_g00609.t1	0	0	0	0	0	0	0.0242250577075482	0.0562467082892308	0.0194963806361948	0	0	0	0	0	0
Hhon_orphan_129	0	0	0	0	0	0	0.00692144505929948	0.0102266742344056	0.00464199538957018	0	0	0	0	0	0
Hhon_g00610.t1	0	0	0	0	0	0	0.00346072252964974	0.0357933598204196	0	0	0	0	0	0	0
Hhon_g00612.t1	0	0	0	0	0	0	0	0.0051133371172028	0	0	0	0	0.0100959111559818	0	0
Hhon_g00613.t1	0.0267562107854286	0.0140662803128341	0.0632644453816955	0.0328073225944031	0.0694878743659231	0	0.0242250577075482	0.0153400113516084	0.0120691880128825	0.0560679543606852	0.00970798384591488	0.0361650573216159	0.0302877334679455	0.0550501644623663	0.0631552355690287
Hhon_g00614.t1	0.0401343161781429	0.0187550404171121	0	0	0	0.0160565189466924	0.0173036126482487	0	0.00835559170122632	0.0280339771803426	0.00970798384591488	0.0120550191072053	0.0302877334679455	0.0412876233467748	0.0315776177845143
Hhon_g00616.t1	0	0.0140662803128341	0.0421762969211303	0.229651258160821	0.260579528872212	0.224791265253693	0.117664566008091	0.0409066969376224	0.0287803714153351	0.140169885901713	0.0291239515377446	0.0120550191072053	0	0	0
Hhon_orphan_130	0	0	0	0.0656146451888061	0.0694878743659231	0.0321130378933847	0.013842890118599	0.0051133371172028	0.00185679815582807	0	0	0	0	0	0
Hhon_g00619.t1	0	0	0	0	0	0	0	0	0.000928399077914036	0	0	0	0	0	0
Hhon_g00621.t1	0	0.00937752020855605	0	0	0	0.0160565189466924	0	0	0.00557039446748421	0.0280339771803426	0.00970798384591488	0.0241100382144106	0.0100959111559818	0.0137625411155916	0.094732853353543
Hhon_g00624.t1	0	0.0140662803128341	0.0421762969211303	0	0.0521159057744424	0.0160565189466924	0.0380679478261471	0.0051133371172028	0.00371359631165614	0.0280339771803426	0.0873718546132339	0.120550191072053	0.0100959111559818	0	0
Hhon_g00625.t1	0	0.00937752020855605	0.0140587656403768	0.0656146451888061	0.0173719685914808	0.0481695568400771	0.159193236363888	0.168740124867692	0.0696299308435527	0.0280339771803426	0.0194159676918298	0	0.0201918223119637	0.0825752466935495	0.157888088922572
Hhon_orphan_131	0	0	0	0	0	0	0.0103821675889492	0.0051133371172028	0.00371359631165614	0	0	0	0	0	0
Hhon_g00627.t1	0.0133781053927143	0.00468876010427802	0	0	0.0173719685914808	0	0.00692144505929948	0	0.00649879354539825	0	0	0.0120550191072053	0.0201918223119637	0	0.0631552355690287
Hhon_g00629.t1	0.0401343161781429	0.0562651212513363	0.0632644453816955	0.0984219677832092	0.0694878743659231	0.0321130378933847	0.0346072252964974	0.025566685586014	0.0194963806361948	0.0560679543606852	0.0679558869214042	0.216990343929695	0.0302877334679455	0.110100328924733	0
Hhon_g00631.t1	0	0.00937752020855605	0.00702938282018839	0.0328073225944031	0	0	0.0103821675889492	0	0.00928399077914036	0	0.0194159676918298	0.0602750955360264	0.0100959111559818	0.0137625411155916	0.126310471138057
Hhon_orphan_132	0.0267562107854286	0.00468876010427802	0.0210881484605652	0	0	0	0.013842890118599	0.0306800227032168	0.00928399077914036	0	0.0679558869214042	0.0241100382144106	0.0100959111559818	0.0412876233467748	0
Hhon_g00634.t1	0.0535124215708571	0.187550404171121	0.105440742302826	0	0.0868598429574039	0.160565189466924	0.0830573407115938	0.0613600454064336	0.0427063575840456	0.0560679543606852	0.077663870767319	0.265210420358516	0.141342756183746	0.110100328924733	0.0631552355690287
Hhon_g00635.t1	0	0.0328213207299462	0.182763953324898	0	0.0694878743659231	0.192678227360308	0.0588322830040456	0	0	0.0280339771803426	0	0	0.0706713780918728	0	0
Hhon_g00636.t1	0	0	0	0	0	0	0.107282398419142	0	0.00371359631165614	0.0280339771803426	0.0485399192295744	0	0.0100959111559818	1.32120394709679	0.157888088922572
Hhon_g00638.t1	0	0.00468876010427802	0	0	0	0	0.00346072252964974	0	0.000928399077914036	0	0	0.0120550191072053	0	0.0963377878091411	0
Hhon_g00639.t1	0.0267562107854286	0	0.00702938282018839	0	0.0173719685914808	0	0.00346072252964974	0.0051133371172028	0.000928399077914036	0	0	0.0120550191072053	0.0201918223119637	0	0.0315776177845143
Hhon_g00641.t1	0.0267562107854286	0.0468876010427802	0.0492056797413187	0.0656146451888061	0.0173719685914808	0.0321130378933847	0.0207643351778984	0.0153400113516084	0.00742719262331229	0.140169885901713	0.0291239515377446	0.0241100382144106	0.0504795557799091	0.0550501644623663	0
Hhon_g00643.t1	0.0133781053927143	0.0187550404171121	0.0140587656403768	0	0.0173719685914808	0	0.00346072252964974	0.0051133371172028	0.00185679815582807	0.0280339771803426	0	0	0.0100959111559818	0.0137625411155916	0
Hhon_orphan_133	0.0133781053927143	0.00937752020855605	0.00702938282018839	0	0	0.0160565189466924	0	0	0	0	0	0	0	0	0.0315776177845143
Hhon_g00650.t1	0.0133781053927143	0.00468876010427802	0	0	0	0	0	0	0	0	0	0	0	0	0.0315776177845143
Hhon_g00652.t1	0.173915370105286	0.121907762711229	0.133558273583579	0.164036612972015	0.191091654506289	0.0963391136801541	0.0726751731226445	0.0357933598204196	0.0389927612723895	0.0841019315410277	0.0679558869214042	0.168770267500874	0.060575466935891	0.0963377878091411	0.094732853353543
Hhon_g00656.t1	0.0133781053927143	0.0375100808342242	0.0281175312807536	0.0656146451888061	0.243207560280731	0.128452151573539	0.079596618181944	0	0.0213531787920228	0.0280339771803426	0.077663870767319	0	0.0403836446239273	0.0137625411155916	0.0315776177845143
Hhon_g00658.t1	0.280940213247	0.337590727508018	0.17573457050471	0.360880548538434	0.156347717323327	0.160565189466924	0.190339739130736	0.117606753695664	0.0547755455969281	0.336407726164111	0.184451693072383	0.301375477680132	0.292781423523473	0.220200657849465	0.094732853353543
Hhon_g00659.t1	0	0.00937752020855605	0.0140587656403768	0.0656146451888061	0.0347439371829616	0.0160565189466924	0.00692144505929948	0	0.00278519723374211	0	0.0194159676918298	0.0602750955360264	0.0201918223119637	0.0137625411155916	0
Hhon_g00662.t1	0.0267562107854286	0.0187550404171121	0.00702938282018839	0	0	0.0321130378933847	0.0103821675889492	0.0102266742344056	0.00371359631165614	0	0	0	0	0.0137625411155916	0.094732853353543
Hhon_g00665.t1	0.428099372566857	0.515763611470583	0.288204695627724	0.85299038745448	0.486415120561462	0.465639049454078	0.39798309090972	0.184080136219301	0.146687054310418	0.560679543606851	0.407735321528425	0.723301146432317	0.302877334679455	0.688127055779579	0.536819502336744
Hhon_g00668.t1	0.187293475498	0.318835687090906	0.196822718965275	0.164036612972015	0.104231811548885	0.112395632626847	0.0865180632412435	0.0613600454064336	0.0427063575840456	0.252305794623083	0.252407579993787	0.289320458572927	0.1110550227158	0.233963198965057	0.284198560060629
Hhon_g00670.t1	0	0	0	0	0	0.0160565189466924	0.00346072252964974	0	0.000928399077914036	0	0	0	0.0100959111559818	0.0275250822311832	0
Hhon_g00671.t1	0	0.00468876010427802	0	0	0.0173719685914808	0	0	0	0.00185679815582807	0	0	0	0	0	0
