lipophil	trans	unknown_1	fibre	gland	epithelia_gland_like	epithelia	peptidergic
HoiH23_PlH23_011907	1	0	0	0	2	0	1	0
HoiH23_orphan_216	2	0	0	0	5	1	5	2
HoiH23_PlH23_012020	0	0	0	0	0	1	0	0
HoiH23_PlH23_011586	15	6	1	5	27	2	17	5
HoiH23_PlH23_011813	5	2	2	3	12	3	17	8
HoiH23_PlH23_005537	141	40	14	33	157	68	370	122
HoiH23_PlH23_005538	0	2	0	1	1	0	3	2
HoiH23_PlH23_005539	32	19	3	19	69	16	66	26
HoiH23_PlH23_005540	1	0	0	0	0	0	0	0
HoiH23_PlH23_005541	89	110	7	64	266	30	202	91
HoiH23_PlH23_005542	94	71	23	43	218	62	304	128
HoiH23_PlH23_005544	82	35	6	27	154	62	245	106
HoiH23_PlH23_005545	45	29	8	18	93	47	154	54
HoiH23_PlH23_005547	61	21	3	20	105	34	162	54
HoiH23_PlH23_005548	20	15	7	6	34	17	68	25
HoiH23_PlH23_005550	14	9	3	7	22	10	54	22
HoiH23_PlH23_005552	136	88	21	50	256	78	379	138
HoiH23_orphan_225	18	13	0	7	44	16	84	23
HoiH23_PlH23_005554	92	61	13	38	143	86	306	107
HoiH23_PlH23_005556	401	193	51	128	684	239	1174	401
HoiH23_orphan_226	1	0	1	0	2	1	5	2
HoiH23_PlH23_005543	487	271	69	191	938	363	1584	586
HoiH23_PlH23_005546	67	33	17	28	138	40	189	63
HoiH23_PlH23_005549	145	94	18	61	334	86	374	137
HoiH23_PlH23_005551	117	65	19	59	233	86	396	147
HoiH23_PlH23_005553	67	34	8	26	113	40	198	57
HoiH23_PlH23_005555	55	36	17	26	147	63	230	94
HoiH23_PlH23_005557	94	55	8	46	174	64	295	91
HoiH23_orphan_227	15	10	2	14	44	17	59	16
HoiH23_PlH23_005558	48	18	2	16	60	24	126	37
HoiH23_orphan_228	5	7	2	4	29	10	56	8
HoiH23_PlH23_011740	990	607	128	428	1821	603	2963	983
HoiH23_orphan_230	7	4	1	1	11	2	10	7
HoiH23_PlH23_012042	23	19	2	13	36	16	87	25
HoiH23_PlH23_011701	5	3	1	0	5	2	8	2
HoiH23_PlH23_011644	12	3	0	11	15	1	15	4
HoiH23_PlH23_007364	13	15	0	10	39	16	45	20
HoiH23_orphan_239	2	0	1	1	11	4	20	5
HoiH23_orphan_240	38	19	5	14	68	27	123	42
HoiH23_PlH23_007373	559	306	87	208	1004	377	1766	619
HoiH23_PlH23_007374	4	3	0	1	9	3	13	4
HoiH23_PlH23_007376	415	234	76	157	824	373	1397	531
HoiH23_orphan_241	20	11	2	9	46	8	56	12
HoiH23_PlH23_007381	912	508	167	346	1716	739	3131	1046
HoiH23_PlH23_007382	2	5	0	2	9	2	10	2
HoiH23_orphan_242	2	7	1	3	18	5	22	5
HoiH23_PlH23_007386	31	12	6	5	53	23	100	31
HoiH23_PlH23_007388	175	122	24	88	334	145	583	148
HoiH23_orphan_243	3	6	1	4	6	2	26	4
HoiH23_PlH23_007390	62	31	11	23	90	47	143	55
HoiH23_PlH23_007391	79	54	12	41	223	62	292	99
HoiH23_PlH23_007392	14	11	7	7	14	8	55	38
HoiH23_PlH23_007393	24	32	12	16	44	24	133	57
HoiH23_PlH23_007365	28	13	7	15	56	18	65	41
HoiH23_PlH23_007366	17	10	4	11	41	20	67	21
HoiH23_PlH23_007367	62	36	8	25	128	61	197	49
HoiH23_PlH23_007368	56	31	9	15	102	51	186	54
HoiH23_PlH23_007369	20	14	11	13	43	19	106	33
HoiH23_orphan_244	24	11	11	9	38	20	101	30
HoiH23_orphan_245	7	0	0	4	9	2	16	6
HoiH23_PlH23_007370	26	27	6	12	45	17	116	25
HoiH23_orphan_246	0	1	0	2	1	0	11	2
HoiH23_PlH23_007371	3	4	2	1	6	3	11	2
HoiH23_PlH23_007372	177	92	25	79	295	102	455	161
HoiH23_orphan_247	2671	1646	377	1033	5091	1815	8692	2863
HoiH23_PlH23_007375	1361	776	192	645	2834	990	4556	1598
HoiH23_orphan_248	899	560	141	448	1923	652	3082	1061
HoiH23_PlH23_007377	101	60	10	45	174	61	305	105
HoiH23_PlH23_007378	186	109	30	65	327	106	456	168
HoiH23_PlH23_007379	366	236	39	169	782	231	1088	363
HoiH23_PlH23_007380	1	1	0	0	4	3	4	0
HoiH23_orphan_249	29	2	10	3	84	13	118	22
HoiH23_PlH23_007383	0	0	0	0	1	0	0	0
HoiH23_PlH23_007384	2	3	0	2	4	2	18	7
HoiH23_PlH23_007385	10	2	3	2	17	8	30	2
HoiH23_PlH23_007387	38	23	7	16	67	24	122	38
HoiH23_PlH23_007389	33	17	13	19	60	29	126	42
HoiH23_orphan_250	11	2	1	1	14	4	29	12
HoiH23_PlH23_011790	3	4	0	4	11	5	12	4
HoiH23_PlH23_011961	2	1	0	0	2	0	5	0
HoiH23_PlH23_011801	0	0	0	2	2	1	1	2
HoiH23_PlH23_011982	75	59	6	34	134	35	181	58
HoiH23_PlH23_011831	5	2	1	1	9	1	16	1
HoiH23_orphan_253	11	9	2	8	15	8	39	10
HoiH23_PlH23_011497	4	0	0	1	9	3	9	3
HoiH23_orphan_255	157	83	32	50	299	117	649	240
HoiH23_PlH23_012034	10	10	2	1	30	8	58	17
HoiH23_PlH23_011498	2	1	0	0	4	1	4	4
HoiH23_PlH23_011499	86	56	8	30	153	72	305	98
HoiH23_PlH23_005863	1	0	0	0	0	0	0	1
HoiH23_PlH23_005864	9	9	0	5	11	2	17	6
HoiH23_PlH23_005865	31	19	3	13	59	33	115	31
HoiH23_PlH23_005868	145	78	17	42	309	117	525	146
HoiH23_orphan_256	2	3	0	1	9	2	9	5
HoiH23_PlH23_005869	830	457	149	319	1633	648	2844	891
HoiH23_PlH23_005873	106	36	12	46	176	86	289	103
HoiH23_PlH23_005876	73	46	13	30	125	49	250	84
HoiH23_PlH23_005878	16	6	1	9	26	8	46	16
HoiH23_PlH23_005879	11	2	0	4	7	7	18	9
HoiH23_PlH23_005880	193	134	24	90	389	110	546	196
HoiH23_PlH23_005881	51	33	3	31	126	35	130	56
HoiH23_PlH23_005883	70	49	15	31	175	52	282	87
HoiH23_PlH23_005884	494	300	55	190	998	339	1479	504
HoiH23_PlH23_005885	89	60	18	37	166	76	309	113
HoiH23_PlH23_005889	79	28	9	18	110	59	221	83
HoiH23_orphan_257	16	10	0	5	28	13	60	26
HoiH23_PlH23_005890	14	8	3	3	30	13	49	14
HoiH23_orphan_258	9	2	0	0	3	5	31	13
HoiH23_PlH23_005891	23	19	4	7	57	25	128	34
HoiH23_PlH23_005892	8	5	2	1	11	4	24	5
HoiH23_PlH23_005866	48	36	10	18	73	29	140	42
HoiH23_PlH23_005867	898	492	123	348	1729	648	2898	905
HoiH23_PlH23_005870	142	97	25	46	267	101	405	137
HoiH23_PlH23_005871	52	27	8	18	92	35	130	43
HoiH23_PlH23_005872	103	68	19	59	205	66	283	109
HoiH23_PlH23_005874	115	52	8	40	197	72	290	97
HoiH23_PlH23_005875	74	70	14	30	175	50	251	85
HoiH23_orphan_259	1	0	0	1	4	2	4	4
HoiH23_PlH23_005877	169	85	26	38	316	103	543	187
HoiH23_orphan_260	2	0	0	1	8	0	4	2
HoiH23_PlH23_005882	31	25	5	15	88	37	117	57
HoiH23_PlH23_005886	5	0	0	4	7	2	16	5
HoiH23_PlH23_005887	57	22	11	16	91	23	157	67
HoiH23_PlH23_005888	544	305	101	182	1063	413	1924	655
HoiH23_orphan_261	7	3	1	4	15	3	35	10
HoiH23_orphan_262	4	0	0	0	4	0	3	3
HoiH23_PlH23_011913	19	11	3	14	36	15	76	28
HoiH23_orphan_264	1	2	2	0	7	1	6	2
HoiH23_PlH23_011744	416	249	75	216	882	280	1429	429
HoiH23_PlH23_011921	2	0	0	1	4	0	4	1
HoiH23_PlH23_011591	4	5	0	2	14	2	6	2
HoiH23_PlH23_011592	15	3	2	7	19	5	18	6
HoiH23_orphan_268	5	5	0	4	16	2	21	3
HoiH23_PlH23_011896	71	42	8	31	117	46	204	66
HoiH23_orphan_269	2217	1330	324	928	4490	1676	7647	2564
HoiH23_orphan_270	2	4	3	7	6	4	14	10
HoiH23_PlH23_005769	33	11	4	9	56	17	92	30
HoiH23_PlH23_005770	56	35	7	32	129	49	178	59
HoiH23_PlH23_005772	4	6	1	1	17	4	21	9
HoiH23_orphan_271	15	3	2	2	26	9	38	10
HoiH23_PlH23_005774	100	64	9	50	165	47	275	80
HoiH23_PlH23_005775	5725	3156	846	2240	11215	4239	19234	6628
HoiH23_PlH23_005776	1803	958	311	673	3336	1295	5909	1946
HoiH23_orphan_272	3	2	0	6	14	8	14	7
HoiH23_PlH23_005778	78	49	15	43	149	52	254	96
HoiH23_orphan_273	16	16	4	11	29	8	50	13
HoiH23_PlH23_005781	55	39	7	21	120	54	209	61
HoiH23_PlH23_005783	729	385	82	290	1339	440	2221	726
HoiH23_PlH23_005785	26	25	3	6	67	19	98	39
HoiH23_PlH23_005787	98	62	13	50	224	61	337	115
HoiH23_PlH23_005789	77	42	20	32	147	38	206	68
HoiH23_PlH23_005793	3	1	1	0	9	2	19	1
HoiH23_PlH23_005794	57	39	20	22	131	48	206	75
HoiH23_PlH23_005796	19	8	5	6	46	12	62	25
HoiH23_PlH23_005771	9	8	0	3	16	10	41	16
HoiH23_PlH23_005773	105	81	16	55	239	84	324	117
HoiH23_PlH23_005777	49	26	2	21	85	27	121	47
HoiH23_PlH23_005779	13	5	4	6	22	13	51	12
HoiH23_orphan_274	11	4	3	2	15	7	34	10
HoiH23_PlH23_005780	50	24	5	15	101	38	129	41
HoiH23_PlH23_005782	125	68	14	35	244	84	410	151
HoiH23_PlH23_005784	321	170	51	122	593	222	994	309
HoiH23_PlH23_005786	496	275	86	150	931	433	1823	611
HoiH23_orphan_275	6	7	2	2	8	7	24	9
HoiH23_PlH23_005788	86	60	12	35	161	66	287	90
HoiH23_PlH23_005791	71	23	12	24	112	53	218	85
HoiH23_PlH23_005792	36	26	10	19	106	42	158	52
HoiH23_PlH23_005795	153	81	22	59	326	90	445	144
HoiH23_PlH23_005797	31	27	3	9	57	22	76	37
HoiH23_PlH23_005798	264	153	30	125	552	138	707	221
HoiH23_PlH23_011154	31	7	5	7	32	6	37	12
HoiH23_PlH23_011757	1339	794	139	551	2587	793	3831	1168
HoiH23_PlH23_011936	19	12	3	8	33	8	52	15
HoiH23_PlH23_011828	12	6	1	4	11	7	20	4
HoiH23_orphan_277	181	103	26	69	328	121	576	198
HoiH23_PlH23_011825	5	3	0	2	8	3	2	3
HoiH23_orphan_278	8	3	2	1	21	10	40	16
HoiH23_PlH23_011889	1	1	0	1	1	0	4	0
HoiH23_orphan_279	3083	1762	402	1418	6367	2261	10227	3467
HoiH23_PlH23_005402	124	68	18	45	210	94	369	119
HoiH23_PlH23_005403	116	70	22	24	213	84	434	139
HoiH23_orphan_280	0	0	0	0	3	1	3	1
HoiH23_orphan_281	0	0	0	2	6	2	6	2
HoiH23_PlH23_005408	253	199	89	214	720	187	1226	623
HoiH23_PlH23_005410	27	11	3	9	60	27	97	30
HoiH23_orphan_282	44	15	13	27	106	35	200	79
HoiH23_PlH23_005411	164	102	34	44	285	159	684	199
HoiH23_PlH23_005412	41	26	8	17	87	25	131	34
HoiH23_PlH23_005414	123	80	17	45	223	86	392	136
HoiH23_PlH23_005416	640	353	85	232	1153	414	1962	666
HoiH23_PlH23_005418	47	26	1	25	83	29	139	48
HoiH23_orphan_283	597	348	87	227	1159	430	2001	654
HoiH23_PlH23_005420	95	43	19	31	203	67	319	120
HoiH23_PlH23_005422	62	35	13	22	126	46	202	74
HoiH23_orphan_284	1	1	2	1	5	2	13	4
HoiH23_PlH23_005425	278	166	36	118	526	178	833	304
HoiH23_PlH23_005427	426	201	75	110	753	262	1199	392
HoiH23_PlH23_005428	137	81	18	50	272	80	378	122
HoiH23_PlH23_005430	597	343	79	282	1120	369	1714	549
HoiH23_PlH23_005404	254	145	30	126	513	125	661	219
HoiH23_PlH23_005405	37	18	2	17	65	19	93	29
HoiH23_PlH23_005406	6	8	3	7	15	4	20	5
HoiH23_PlH23_005407	52	24	7	29	101	35	145	61
HoiH23_PlH23_005409	32	14	4	13	53	15	99	24
HoiH23_orphan_285	17	6	3	5	27	11	51	15
HoiH23_PlH23_005413	60	42	5	25	133	48	219	68
HoiH23_PlH23_005415	35	22	3	12	79	24	93	28
HoiH23_PlH23_005417	31	14	2	12	52	16	74	23
HoiH23_PlH23_005419	8	11	1	13	27	12	60	17
HoiH23_orphan_286	1	0	0	0	1	1	1	0
HoiH23_PlH23_005421	17	5	0	11	35	6	49	21
HoiH23_PlH23_005423	62	26	10	27	130	46	201	62
HoiH23_PlH23_005424	111	51	17	53	211	102	307	123
HoiH23_orphan_287	2	0	1	1	5	2	11	3
HoiH23_PlH23_005426	45	15	13	19	84	42	164	41
HoiH23_PlH23_005429	1576	985	141	681	2897	784	4006	1269
HoiH23_PlH23_005431	1	2	0	0	4	1	20	1
HoiH23_orphan_288	4	3	0	1	10	7	14	6
HoiH23_PlH23_011771	901	467	190	401	1734	675	3198	1067
HoiH23_PlH23_011947	0	0	0	0	1	0	0	0
HoiH23_PlH23_011552	0	0	1	0	2	0	1	1
HoiH23_PlH23_005559	45	22	7	15	89	28	127	40
HoiH23_PlH23_005563	109	60	17	26	214	75	363	116
HoiH23_PlH23_005564	2223	1310	347	1055	4795	1810	7532	2264
HoiH23_PlH23_005566	138	78	22	55	258	115	469	153
HoiH23_PlH23_005567	164	86	26	51	320	133	572	195
HoiH23_orphan_292	2	0	0	0	5	1	8	0
HoiH23_PlH23_005570	9	3	3	4	20	9	31	14
HoiH23_PlH23_005571	47	31	10	23	82	25	122	51
HoiH23_orphan_293	1	2	1	0	4	2	8	2
HoiH23_orphan_294	5	5	0	2	10	3	21	6
HoiH23_PlH23_005576	13	10	5	3	36	17	51	21
HoiH23_orphan_295	1	0	0	0	8	2	13	5
HoiH23_PlH23_005577	130	75	16	59	238	100	464	167
HoiH23_orphan_296	47	12	7	17	92	28	129	52
HoiH23_PlH23_005580	505	245	89	203	956	360	1631	575
HoiH23_PlH23_005583	19	11	7	6	31	8	47	22
HoiH23_orphan_297	0	0	0	0	1	0	0	0
HoiH23_PlH23_005560	382	250	55	164	809	274	1226	396
HoiH23_PlH23_005561	118	78	16	55	296	105	411	162
HoiH23_PlH23_005562	122	68	15	44	201	68	378	130
HoiH23_PlH23_005565	26	15	9	13	72	28	126	44
HoiH23_PlH23_005568	467	297	59	191	878	345	1575	529
HoiH23_orphan_298	7503	1397	17	1600	13278	3270	21048	5214
HoiH23_orphan_299	478	4	14	6	1768	814	3009	1235
HoiH23_PlH23_005569	94	45	23	25	161	70	334	129
HoiH23_PlH23_005572	51	34	7	22	105	29	126	47
HoiH23_PlH23_005573	47	27	10	21	123	34	155	52
HoiH23_PlH23_005574	60	28	6	19	122	28	165	54
HoiH23_PlH23_005575	105	57	16	50	211	84	400	137
HoiH23_orphan_300	0	1	1	1	4	1	4	1
HoiH23_PlH23_005578	2645	1467	387	1085	5286	2096	8885	3052
HoiH23_PlH23_005579	64	47	12	27	159	74	314	104
HoiH23_PlH23_005581	467	279	76	194	994	370	1512	509
HoiH23_PlH23_005582	153	90	31	60	301	121	580	184
HoiH23_PlH23_005584	86	38	14	30	141	65	227	75
HoiH23_PlH23_005585	75	36	16	30	161	49	215	77
HoiH23_orphan_301	10	2	4	3	21	10	32	7
HoiH23_PlH23_005586	302	172	37	139	669	224	1047	335
HoiH23_PlH23_011782	656	363	124	239	1200	488	2155	713
HoiH23_orphan_302	1	1	0	0	2	0	10	2
HoiH23_PlH23_011829	46	36	2	22	103	10	115	29
HoiH23_PlH23_011711	25	17	2	5	44	8	36	18
HoiH23_PlH23_011898	195	131	26	98	389	119	614	203
HoiH23_PlH23_011688	80	57	10	33	215	67	329	98
HoiH23_orphan_303	64	41	16	25	149	48	255	77
HoiH23_PlH23_011398	3	1	1	1	2	4	8	5
HoiH23_PlH23_011530	55	32	4	16	156	34	204	79
HoiH23_PlH23_011540	3	1	0	1	2	0	0	0
HoiH23_PlH23_011777	2	4	0	1	6	0	10	2
HoiH23_PlH23_000800	23	17	1	14	39	22	104	31
HoiH23_PlH23_000801	103	59	7	33	174	44	207	54
HoiH23_PlH23_000802	5	8	1	2	10	5	13	5
HoiH23_PlH23_000803	26	10	1	2	30	12	69	18
HoiH23_PlH23_000804	0	0	1	0	2	2	7	0
HoiH23_PlH23_000805	24	20	1	17	93	48	118	62
HoiH23_PlH23_000806	16	4	2	8	30	10	43	14
HoiH23_orphan_304	0	1	2	1	2	0	12	5
HoiH23_orphan_305	6	4	0	1	9	4	24	9
HoiH23_PlH23_000809	183	104	14	79	305	114	510	181
HoiH23_PlH23_000812	207	90	34	54	341	125	594	205
HoiH23_orphan_306	2	1	0	1	1	1	3	0
HoiH23_PlH23_000815	90	50	7	37	202	67	293	104
HoiH23_PlH23_000817	16	13	4	8	51	18	80	26
HoiH23_PlH23_000818	2581	1707	177	1203	5329	1332	6375	1995
HoiH23_PlH23_000820	70	31	15	23	131	54	257	80
HoiH23_PlH23_000821	23	13	4	10	71	31	114	48
HoiH23_PlH23_000822	46	14	2	16	82	32	140	57
HoiH23_PlH23_000823	194	108	33	81	383	153	639	235
HoiH23_orphan_307	228	144	32	95	461	176	800	292
HoiH23_PlH23_000824	182	97	28	94	370	147	634	217
HoiH23_PlH23_000825	274	186	38	107	535	162	704	238
HoiH23_PlH23_000827	62	24	11	34	137	31	167	64
HoiH23_PlH23_000828	165	87	18	54	291	106	449	141
HoiH23_PlH23_000832	263	189	34	100	534	199	857	302
HoiH23_PlH23_000834	44	30	4	23	78	14	148	52
HoiH23_PlH23_000836	737	398	121	347	1469	560	2455	821
HoiH23_PlH23_000838	54	25	10	19	88	26	138	32
HoiH23_PlH23_000840	385	230	67	168	642	235	1134	329
HoiH23_orphan_308	18	8	6	5	25	17	59	18
HoiH23_PlH23_000842	326	188	37	124	669	226	996	345
HoiH23_PlH23_000843	116	68	17	50	230	75	355	128
HoiH23_PlH23_000844	152	81	26	71	321	94	487	154
HoiH23_PlH23_000846	172	83	25	59	335	102	506	186
HoiH23_PlH23_000847	1195	632	201	407	2192	892	4002	1433
HoiH23_PlH23_000849	88	62	20	34	181	77	342	92
HoiH23_PlH23_000850	61	38	11	22	103	44	238	96
HoiH23_PlH23_000851	44	39	11	18	117	60	212	65
HoiH23_PlH23_000853	74	37	9	27	129	60	209	75
HoiH23_PlH23_000855	353	219	64	168	695	292	1291	418
HoiH23_PlH23_000858	73	49	6	28	142	42	228	72
HoiH23_PlH23_000860	186	99	35	68	364	109	626	187
HoiH23_PlH23_000863	9950	5773	1636	4137	19813	7469	34278	11518
HoiH23_PlH23_000864	73	41	14	33	154	57	255	95
HoiH23_PlH23_000867	154	84	21	42	266	88	437	169
HoiH23_PlH23_000869	205	127	27	107	417	111	558	193
HoiH23_PlH23_000871	3350	1906	431	1333	6345	2047	9821	3116
HoiH23_PlH23_000874	156	103	22	79	286	109	473	167
HoiH23_orphan_309	1799	1049	312	748	3722	1398	6348	2158
HoiH23_PlH23_000875	452	313	71	226	1048	360	1718	576
HoiH23_PlH23_000877	114	63	15	47	180	64	305	105
HoiH23_PlH23_000878	629	385	102	261	1163	456	2093	633
HoiH23_PlH23_000880	437	275	48	215	872	278	1296	453
HoiH23_PlH23_000881	1	3	0	3	1	1	2	0
HoiH23_orphan_310	1	1	0	0	3	1	9	4
HoiH23_PlH23_000807	196	125	21	67	379	95	590	167
HoiH23_PlH23_000808	200	119	30	71	344	138	669	216
HoiH23_PlH23_000810	71	34	10	25	160	67	244	86
HoiH23_PlH23_000811	88	58	13	31	207	58	319	93
HoiH23_PlH23_000813	41	27	4	18	73	30	116	40
HoiH23_PlH23_000814	58	36	6	28	132	37	154	70
HoiH23_PlH23_000816	715	350	104	233	1297	484	2384	864
HoiH23_PlH23_000819	62	46	10	21	96	30	140	46
HoiH23_orphan_311	12	5	5	3	20	14	40	14
HoiH23_PlH23_000826	133	76	14	53	241	82	358	110
HoiH23_PlH23_000829	48	33	6	22	112	47	140	54
HoiH23_PlH23_000830	1	1	0	1	8	0	8	6
HoiH23_PlH23_000831	560	310	82	188	1025	397	1739	565
HoiH23_PlH23_000833	178	98	23	85	344	107	608	198
HoiH23_PlH23_000835	136	57	25	65	259	71	417	136
HoiH23_PlH23_000837	143	65	22	58	284	97	451	135
HoiH23_PlH23_000839	29	18	4	26	69	20	88	25
HoiH23_PlH23_000841	322	178	56	102	567	250	1093	360
HoiH23_orphan_312	50	23	4	14	107	36	169	41
HoiH23_PlH23_000845	178	95	28	68	358	137	600	198
HoiH23_PlH23_000848	117	74	15	45	222	78	339	137
HoiH23_PlH23_000852	73	57	8	34	164	44	248	73
HoiH23_PlH23_000854	399	204	50	138	633	221	1072	365
HoiH23_PlH23_000856	20	2	2	3	28	19	55	30
HoiH23_orphan_313	6	2	0	3	4	3	20	6
HoiH23_PlH23_000857	193	150	27	92	407	130	611	202
HoiH23_PlH23_000861	4	4	1	3	14	7	12	4
HoiH23_PlH23_000862	59	43	20	34	133	65	283	91
HoiH23_PlH23_000865	237	140	27	86	434	196	790	302
HoiH23_PlH23_000866	27	23	2	12	57	31	122	44
HoiH23_PlH23_000868	138	88	13	64	335	87	405	140
HoiH23_PlH23_000870	67	18	7	28	100	32	139	57
HoiH23_PlH23_000872	273	167	42	102	536	255	942	311
HoiH23_PlH23_000873	81	51	15	29	139	45	220	75
HoiH23_PlH23_000876	78	44	6	31	155	58	231	104
HoiH23_PlH23_000879	0	0	0	0	2	0	3	0
HoiH23_PlH23_005133	470	249	71	185	1025	360	1691	538
HoiH23_PlH23_005137	39	16	6	6	51	30	80	21
HoiH23_PlH23_005139	256	131	39	99	526	200	852	282
HoiH23_PlH23_005141	28	18	5	16	59	17	103	28
HoiH23_PlH23_005142	16	22	5	6	56	18	89	27
HoiH23_PlH23_005144	122	88	21	35	219	67	383	113
HoiH23_PlH23_005146	60	34	5	18	86	35	155	53
HoiH23_PlH23_005148	39	14	5	18	73	25	110	39
HoiH23_orphan_314	11	4	1	2	17	2	22	5
HoiH23_PlH23_005150	191	93	27	74	306	125	581	186
HoiH23_PlH23_005153	1	2	0	2	3	0	8	4
HoiH23_PlH23_005154	127	49	77	95	268	138	600	209
HoiH23_PlH23_005155	8	8	4	3	24	4	34	15
HoiH23_PlH23_005156	214	152	38	78	420	187	754	245
HoiH23_PlH23_005158	44	28	11	16	100	34	144	55
HoiH23_PlH23_005161	362	185	88	152	717	273	1174	406
HoiH23_orphan_315	6	10	1	3	21	8	40	9
HoiH23_PlH23_005163	49	39	9	15	110	29	194	58
HoiH23_PlH23_005165	63	37	11	16	151	75	273	94
HoiH23_PlH23_005167	3032	1959	237	1379	5198	1618	7715	2410
HoiH23_PlH23_005134	56	27	10	36	125	22	152	41
HoiH23_PlH23_005135	124	97	17	58	288	92	469	126
HoiH23_PlH23_005136	59	35	4	22	98	29	159	43
HoiH23_PlH23_005138	189	108	30	57	374	170	682	218
HoiH23_PlH23_005140	49	30	6	35	96	31	141	49
HoiH23_PlH23_005143	143	93	12	66	236	79	408	124
HoiH23_orphan_316	1	2	0	2	10	4	14	7
HoiH23_PlH23_005145	115	61	11	46	187	73	330	97
HoiH23_PlH23_005147	74	41	7	43	135	58	296	84
HoiH23_PlH23_005149	36	25	4	23	99	24	129	45
HoiH23_PlH23_005151	821	522	83	316	1701	459	2322	673
HoiH23_PlH23_005152	185	86	21	78	393	127	589	198
HoiH23_PlH23_005157	168	90	34	49	317	116	485	172
HoiH23_PlH23_005159	2	5	1	1	11	0	12	6
HoiH23_PlH23_005160	74	38	13	27	131	51	244	92
HoiH23_PlH23_005162	195	108	38	81	393	162	738	248
HoiH23_PlH23_005164	922	509	160	320	1760	647	3094	1020
HoiH23_PlH23_005166	79	59	9	49	191	59	242	75
HoiH23_orphan_317	16	15	3	3	38	7	67	16
HoiH23_PlH23_005168	207	118	22	101	412	138	659	219
HoiH23_PlH23_011995	0	0	0	1	0	0	0	0
HoiH23_PlH23_011873	0	0	0	0	1	0	2	1
HoiH23_PlH23_011902	0	3	0	0	1	0	1	1
HoiH23_PlH23_011775	9	4	1	5	13	5	21	12
HoiH23_PlH23_011475	189	99	34	53	368	128	649	226
HoiH23_orphan_322	26	10	2	6	43	9	75	20
HoiH23_PlH23_004053	181	101	25	76	372	133	619	210
HoiH23_orphan_323	0	0	0	1	0	0	0	0
HoiH23_PlH23_004054	613	411	513	417	1380	753	4013	1482
HoiH23_PlH23_004055	125	65	15	36	237	78	426	121
HoiH23_PlH23_004056	140	55	14	46	202	82	371	123
HoiH23_PlH23_004057	32	12	1	10	40	20	82	26
HoiH23_PlH23_004059	18	23	5	14	49	12	84	20
HoiH23_PlH23_004061	0	0	0	0	2	0	1	0
HoiH23_PlH23_004062	3	0	1	1	4	1	1	3
HoiH23_orphan_324	1	1	0	0	0	0	3	3
HoiH23_PlH23_004063	67	39	12	23	130	44	225	58
HoiH23_PlH23_004065	9478	5529	1513	4134	19112	6955	32559	10842
HoiH23_PlH23_004067	2548	1453	461	1019	5122	2107	8956	3259
HoiH23_PlH23_004069	51	14	10	12	122	59	219	58
HoiH23_PlH23_004070	33	23	3	23	67	14	108	43
HoiH23_PlH23_004072	226	106	42	82	457	151	745	222
HoiH23_PlH23_004074	54	37	6	18	99	17	153	46
HoiH23_PlH23_004076	107	55	26	38	180	64	273	83
HoiH23_PlH23_004077	0	0	0	0	0	0	0	1
HoiH23_PlH23_004078	103	77	14	56	261	91	375	125
HoiH23_PlH23_004079	93	39	5	52	196	64	235	92
HoiH23_PlH23_004080	258	137	48	101	466	196	901	335
HoiH23_PlH23_004081	8	3	4	3	15	16	49	8
HoiH23_orphan_326	61	24	16	16	108	44	215	70
HoiH23_orphan_327	1	1	1	0	1	6	2	2
HoiH23_orphan_328	1	3	0	0	10	1	34	14
HoiH23_PlH23_004058	2	1	0	0	2	1	4	1
HoiH23_orphan_329	137	72	7	56	248	78	358	106
HoiH23_PlH23_004064	377	190	64	130	689	244	1183	357
HoiH23_PlH23_004066	131	74	14	49	238	92	391	143
HoiH23_PlH23_004068	34	18	7	16	52	27	105	31
HoiH23_PlH23_004071	46	27	4	24	105	27	126	56
HoiH23_PlH23_004073	36	18	9	23	94	25	119	46
HoiH23_PlH23_004075	4375	2126	881	1217	7526	3113	14300	5114
HoiH23_orphan_330	4	3	4	0	10	8	27	10
HoiH23_PlH23_011924	0	0	0	0	0	0	3	0
HoiH23_PlH23_011679	174	90	25	77	322	114	554	178
HoiH23_PlH23_011647	0	0	0	0	0	0	1	1
HoiH23_PlH23_011585	4	5	0	1	9	3	18	3
HoiH23_PlH23_011765	1	4	0	0	6	2	10	2
HoiH23_orphan_332	127	71	21	58	236	70	348	125
HoiH23_PlH23_006199	102	40	15	14	161	44	246	90
HoiH23_PlH23_006200	139	71	11	63	275	71	329	122
HoiH23_PlH23_006201	35	31	5	15	109	33	130	54
HoiH23_PlH23_006202	33	16	4	11	53	13	65	24
HoiH23_PlH23_006204	135	73	22	50	247	118	403	128
HoiH23_orphan_333	4	1	0	5	9	2	11	7
HoiH23_PlH23_006207	64	35	10	23	98	47	195	72
HoiH23_orphan_335	2	0	0	0	6	0	12	2
HoiH23_PlH23_006210	2157	1197	279	844	4101	1350	6419	2082
HoiH23_PlH23_006212	235	126	41	90	419	171	825	242
HoiH23_PlH23_006215	123	69	18	50	242	91	395	132
HoiH23_PlH23_006216	26	19	6	11	59	17	106	27
HoiH23_orphan_336	3	7	0	2	9	9	24	8
HoiH23_PlH23_006220	375	216	64	142	766	280	1202	355
HoiH23_PlH23_006222	249	173	15	138	555	145	679	211
HoiH23_PlH23_006223	163	82	28	56	351	124	545	201
