metacell	num_cells	tot_umis	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
209	50	37938	758.76	651.75	796.5	896.25	0.659352411113638	0.151190623950694	0.28388411914686	0.548389665531094	1.38239058630586
210	74	57187	772.797297297297	662.75	778	880	0.547671156865492	0.127114348391369	0.237278072197766	0.463583905930017	1.27931470039089
211	117	126640	1082.39316239316	698	949	1278	0.558960262351465	0.0764096561376205	0.128231758054966	0.302641248880287	1.11251984445742
212	105	97188	925.6	589	816	1140	0.479280450363205	0.0897354930602636	0.158254986398126	0.34830971067909	1.08481590715093
213	40	34468	861.7	735.5	830	977.75	0.76905753058311	0.154330056177578	0.266458241853294	0.527408829408898	1.44659475584191
214	93	703781	7567.5376344086	6174	7714	8855	0.404130605306008	0.0283504013696261	0.0902794129992776	0.246533507037969	0.82320962517166
215	84	475167	5656.75	4159.25	5497	7092.25	0.540051506121744	0.0294904307254963	0.0831431408490935	0.225145738667859	0.81242372884801
216	92	142241	1546.09782608696	1194.5	1436.5	1746.75	0.728282923683526	0.066094325228471	0.114567491444266	0.249161430598966	0.859798199022966
217	106	101920	961.509433962264	739	904.5	1097	0.959941816028296	0.0585722612605377	0.0978525263242673	0.246686604522712	1.05091383321379
218	75	82598	1101.30666666667	877	1061	1294.5	0.954224459498	0.0645830234069147	0.116773467380477	0.276227504382769	1.03331473679569
219	52	143581	2761.17307692308	1767.25	2587	3345	0.347485308354301	0.0684629040387255	0.134680818853239	0.274941460601821	0.820778219503741
220	113	143237	1267.58407079646	878	1161	1496	0.569950297335164	0.068382382408785	0.128427550391768	0.283870962468888	0.93277417810002
221	102	130404	1278.47058823529	868.75	1107	1438	0.488905306616799	0.0749641253582077	0.146698698319411	0.339977368913716	1.26515031018497
222	46	36852	801.130434782609	656.25	789.5	914.75	0.766180912891565	0.155360919579535	0.275754697941862	0.560219757781024	1.61692488974048
223	48	39199	816.645833333333	658.75	793.5	981.25	0.910599992078956	0.143185287742752	0.246225715077518	0.53535389369897	1.69147424150427
224	89	67161	754.61797752809	587	763	928	0.83296090874964	0.107033460974243	0.207103480261954	0.458604457219709	1.60104831789687
225	81	131502	1623.48148148148	792	1299	2193	0.442591823492554	0.0744180017760302	0.135874086714924	0.298416911038402	1.01570386034234
226	50	57072	1141.44	693	969.5	1196	0.553532020936405	0.106536306481192	0.201539878004571	0.424831209268321	1.25378749572906
227	80	66149	826.8625	677.25	783.5	901.75	0.786722416533789	0.100850854767896	0.200307395140587	0.438912349036581	1.47625389943938
228	82	70420	858.780487804878	685.25	847	1002.5	1.01464195409354	0.0933795869761479	0.170944017192999	0.410316491329199	1.55099749827536
229	106	132643	1251.34905660377	913.75	1200	1526.25	0.578413533833027	0.0737212991159462	0.134010197930436	0.2929171328358	1.00400321616006
230	55	84614	1538.43636363636	959.5	1257	1834.5	0.812031059534183	0.0736383692204209	0.130468213677115	0.294770212401379	1.12006156942382
231	101	96391	954.366336633663	665	897	1155	0.669556724831726	0.0878306674900416	0.156096269727572	0.349075849498304	1.06183309111142
232	59	178471	3024.93220338983	1947.5	2491	3542.5	0.567374450921083	0.0552888509998319	0.0871590884118201	0.199089293134311	0.867580936590388
233	62	72416	1168	780.5	923.5	1182	0.68867334523538	0.0927746257236044	0.161753884950014	0.352657071445773	1.11281643647893
234	83	204173	2459.9156626506	1405	2124	3101	0.722265816183728	0.048363379028617	0.0955440030630789	0.21247390461395	0.918196109705135
