#OG_name	Emue.fasta	Lcom.fasta	Aque.fasta	Bralan.fasta	Tetwil.fasta	Spur.fasta	Morvir.fasta	Spis.fasta	Gasp.fasta	Acagra.fasta	Fspp.fasta	Hsap.fasta	Cgig.fasta	Dgig.fasta	Hvul.fasta	Bolinf.fasta	Horcal.fasta	Amil.fasta	Pbac.fasta	Exapal.fasta	Cscu.fasta	Pocdam.fasta	Adig.fasta	Xesp.fasta	Nemnom.fasta	Skow.fasta	Opea.fasta	Spolac.fasta	Gfas.fasta	Nvec.fasta	Sanmal.fasta	Mertsp.fasta	Codhol.fasta	Coeast.fasta	Rhoesc.fasta	Stycar.fasta	Ctel.fasta	Xestes.fasta	Acaspe.fasta	Eupdun.fasta	Salurc.fasta	Stedip.fasta	Beraby.fasta	Plajan.fasta	Saldol.fasta	Chem.fasta	Helnan.fasta	Halamb.fasta	Gracom.fasta	Aaur.fasta	Tcas.fasta	HoiH23.fasta	TrH2.fasta	Salkve.fasta	Hhon.fasta	Drygla.fasta	Diagra.fasta	Didcos.fasta	Salmac.fasta	Dpul.fasta	Scil.fasta	HoiH04.fasta	Mylflu.fasta	Coemet.fasta	Leuniv.fasta	Salinf.fasta	Mlei.fasta	Microa.fasta	Sros.fasta	Chofle.fasta	Plespi.fasta	Choper.fasta	Vmul.fasta	Tadh.fasta	HoiH06.fasta	Lampan.fasta	Salpun.fasta	Mbre.fasta	Ocar.fasta	Clacor.fasta	HoiH11.fasta
OG_1383	3	2	1	1	1	2	1	1	1	3	3	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	2	0	2	1	1	1	1	0	1	0	0	2	1	0	0	0	0	1	0	0	1	1	0	1	4	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1
OG_1384	5	10	1	1	2	2	1	1	1	1	1	1	1	1	1	16	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	4	1	5	1	1	1	1	1	2	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	0	1	1	1	1
OG_1385	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	0	3	1	2	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	0	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1
OG_1386	4	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	2	1	1	0	2	1	0	1	1	1	2	0	1	0	1	1	1	1	1	1	1	1	2	0	0	1	1	1	0	1	1	1	1	3	1	1	1	1	1	1	3	1	0	1	1
OG_1387	2	3	1	2	1	1	1	1	1	2	1	1	1	1	2	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	2	2	0	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	0	1	1	2	1	0	1	1	1	0	1	1	1	1	4	1	1	1	1	1	0	2	0	1	1	1	1	1	0	1	1
OG_1388	3	4	13	1	1	11	1	1	1	2	1	2	3	1	1	1	2	0	0	1	3	1	1	2	1	1	1	2	1	1	2	0	1	0	1	2	1	2	1	0	1	2	1	0	2	1	1	2	2	0	0	1	1	1	1	2	1	2	2	0	2	1	1	1	3	1	1	0	0	2	3	3	1	1	2	1	1	2	0	2	1
OG_1389	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	3	0	2	1	1	1	0	0	0	0	0	1	2	1	0	0	2	0	1	1	1	1	1	1	4	0	0	1	2	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0
OG_1390	2	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	0	2	1	0	1	1	1	2	1	2	1	1	2	1	2	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	2	1	1	1	1	1	1	0	1	1
OG_1391	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	2	1	1	0	1	2	1	0	2	0	1	1	2	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	2	1	1	1	0	1	2	0	1	0	3	1	3	1	0	1	1	1	1	1	1	0	0	1
OG_1392	4	2	2	1	1	1	1	1	1	1	1	2	1	1	1	18	1	1	3	1	2	1	1	1	1	1	1	5	1	2	2	4	1	2	1	2	1	2	1	4	4	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	0	1	0	1	2	1	1	2	1	1	1	1	3	2	1	1	1	2	1	2	1	1
OG_1393	2	4	5	1	1	1	2	1	2	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	3	1	3	1	1	1	0	1	1	2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
OG_1394	127	23	117	2	24	3	1	34	32	0	25	1	4	13	1	1	2	16	3	8	0	15	15	2	1	3	57	31	15	8	2	1	1	1	1	106	0	39	6	1	1	0	2	32	13	0	3	42	4	1	1	1	3	1	3	9	2	0	2	3	7	2	2	1	1	1	2	2	1	4	17	2	2	2	2	2	1	1	34	2	0
OG_1395	1	4	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	0	1	2	1	1	3	0	1	2	1	0	2	0	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	0	1	1
OG_1396	2	1	1	1	1	1	0	2	1	2	1	1	1	1	0	0	1	0	1	0	1	1	0	2	0	1	1	1	1	1	1	1	1	0	0	0	1	6	1	0	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	2	0	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1
OG_1397	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	3	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	2	1	0	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0
OG_1398	0	1	0	0	0	2	1	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OG_1399	0	2	1	1	0	1	1	1	3	2	1	1	1	1	1	0	2	1	2	1	0	1	1	1	1	1	0	2	2	1	1	0	4	3	1	1	1	2	1	0	2	2	0	1	1	1	1	2	1	1	1	0	0	3	0	1	1	1	1	1	1	0	2	1	1	2	1	1	1	1	1	1	1	0	0	1	2	1	0	1	0
OG_1400	0	2	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	2	2	1	1	1	0	0	1	3	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	2	1	0	1	2	2	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	2	2	0	0	0	2	1	3	0	0	0	0	1	1	1	1	0
OG_1401	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	2	2	2	1	1	1	0	1	0	1	0	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	2	1	1	1	1	1	1	1	0	1	2	1	1	1	0	1	1	1	1
OG_1402	5	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	2	1	1	1	2	1	2	1	0	2	0	1	1	1	2	0	0	2	1	0	0	0	1	0	1	0	1	2	1	1	1	1	0	0	0	1	1	1	1	2	0	0	1	1	2	1	1	0	1	0	1	1	1	1	1	1	0	0
OG_1403	0	6	1	1	2	2	1	1	1	1	1	3	1	1	1	1	1	1	0	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	2	2	1	0	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	3	1	1	2	1	1	1	1	1	1	1	0	1	2	1	1	1
OG_1404	0	2	0	2	0	2	1	1	1	1	1	3	1	1	0	1	2	1	2	1	2	1	1	1	1	4	0	0	1	1	1	2	0	2	1	0	2	0	0	6	0	0	2	0	0	1	0	0	2	1	2	1	1	0	1	4	0	0	0	0	1	1	0	2	1	0	2	0	0	0	0	0	3	1	0	2	0	0	0	2	0
OG_1405	4	1	3	1	2	1	3	1	1	1	1	2	1	1	1	5	1	1	6	3	1	1	2	1	1	4	1	3	1	2	1	8	1	0	1	1	1	0	0	5	1	0	8	1	1	1	0	2	2	3	0	1	1	1	1	1	0	0	0	1	1	1	1	0	2	0	1	1	1	0	1	0	2	1	1	1	1	0	1	2	1
OG_1406	0	3	1	1	4	4	1	1	1	4	2	1	1	2	1	1	2	1	1	2	0	1	1	1	1	3	1	1	1	1	1	1	1	0	1	1	2	7	1	0	1	1	1	0	1	1	1	1	1	3	1	1	1	1	1	0	4	1	1	2	1	1	1	1	2	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1
OG_1407	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	0	1	1	0	1	2	1	1	3	1	1	0	1	2	1	0	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	0	1	2	1	1	1	1	1	1	1	1
OG_1408	0	2	1	1	0	2	0	1	1	1	2	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	0	1	2	1	0	1	1	1	3	1	1	1	1	2	1	1	1	0	1	1	0	0	1	0	2	3	1	3	1	0	0	0	1	1	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0
OG_1409	2	36	7	3	2	1	0	0	3	0	3	0	0	1	2	21	5	1	8	4	0	1	2	1	2	2	1	4	1	3	1	16	0	2	2	6	0	11	0	21	0	0	4	1	0	2	0	11	3	3	0	0	0	0	0	0	0	0	0	0	2	0	0	5	2	0	2	0	0	0	5	0	7	0	0	4	0	0	1	5	0
OG_1410	1	2	1	1	0	2	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	0	2	1	1	1	1	0	3	0	1	0	1	1	1	0	1	1	2	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	0	1	1
OG_1411	1	9	0	1	0	1	0	2	7	0	3	3	0	1	0	0	0	3	0	3	0	2	2	2	0	1	3	0	3	2	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0
OG_1412	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	0	1	2	1	1	1	0	2	0	0	0	2	1	1	1	1	0	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	2	0	2	0	1	1	1	1	1	3	1	0	0	1
OG_1413	0	3	0	5	0	1	1	3	3	2	0	5	3	2	1	0	0	1	0	3	3	3	2	2	1	2	1	0	2	2	1	0	0	0	2	0	2	0	0	0	1	0	0	0	0	2	0	0	0	2	0	1	1	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1
OG_1414	2	4	0	1	1	1	2	2	1	1	2	2	3	2	3	0	1	1	1	2	1	2	2	2	2	1	1	2	2	2	1	0	0	0	2	0	1	1	0	0	1	0	0	0	0	2	0	1	0	1	1	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1
OG_1415	4	7	0	1	0	1	0	4	3	0	2	0	3	1	0	0	0	2	0	1	0	4	2	2	0	1	0	0	4	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG_1416	0	3	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1
OG_1417	3	6	2	1	1	1	0	1	1	3	1	1	1	1	1	7	1	2	1	1	1	1	1	3	1	1	1	1	1	1	3	3	2	3	1	0	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0
OG_1418	1	3	0	1	0	2	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0
OG_1419	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	0	1	0	1	0	1	0	1	1	0	1	1	1	1	2	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	3	1	2	1	3	0	1	1	1	1	0	1	1	1	1	1
OG_1420	2	2	3	1	2	1	1	1	1	1	1	3	1	1	1	1	4	2	4	1	2	1	2	1	1	1	1	4	1	1	1	0	0	0	1	2	1	2	1	4	3	1	2	1	1	1	1	7	2	1	1	1	1	1	1	1	1	1	0	1	2	1	2	3	2	1	2	1	1	2	2	1	3	1	1	2	0	0	1	2	1
OG_1421	2	12	1	2	1	1	1	2	6	2	2	1	2	2	5	9	8	1	7	1	3	2	1	2	3	3	2	3	2	2	4	10	5	5	4	1	1	5	1	11	1	0	4	1	1	2	1	3	2	2	2	1	1	0	1	11	0	0	1	1	2	1	3	3	1	1	2	1	1	3	1	3	5	1	1	2	0	1	2	5	1
OG_1422	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	2	1	1	1	1	1	0	1	5	0	0	1	1	1	1	0	2	0	1	1	1	1	1	2	1	1	0	1	2	1	1	1	1	0	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	2	1	1	0	1	1
OG_1423	0	1	4	1	0	1	1	1	1	1	1	2	2	1	1	4	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	2	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
OG_1424	2	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	2	1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG_1425	2	6	1	1	2	1	1	2	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	0	1	1	1	3	1	3	1	1	3	1	1	2	1	0	1	0	3	2	4	2	1	1	1	1	1	1	1	0	0	2	0	4	1	1	1	1	0	0	1	1	2	1	1	1	1	1	3	1	0	0	0	1	1	1	1	1	0
OG_1426	1	5	9	1	2	1	2	1	1	1	1	1	1	2	1	5	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	5	2	2	1	2	1	0	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1
OG_1427	0	1	1	1	1	1	1	1	1	0	1	2	1	1	1	0	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1
OG_1428	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG_1429	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	2	1	1	1	1	1	1	1	1	1	1	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	2	0	1	1	1	0	1	0	0	0	0	1	2	2	0	0	2	0	0	0	0	0	2	0	0	1	1	0	0	0	1	2	1
OG_1430	1	2	1	1	0	1	1	1	1	1	1	3	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	3	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	2	2	1	2	1	1	0	1	1	0	0	0	1	0	1	0	2	2	0	1	0	0	0	1	0	2	1	1	1	0	0	1	0	1
OG_1431	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
OG_1432	0	3	1	1	1	2	1	1	1	3	1	1	1	1	1	5	1	1	4	1	1	1	1	1	1	1	3	0	1	1	1	1	4	0	1	1	1	1	1	0	2	1	2	0	1	1	1	3	0	1	1	1	1	1	1	2	2	1	1	1	1	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0
OG_1433	0	2	3	1	1	2	1	1	1	2	1	1	1	1	2	2	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	0	1	1	1	1	1	0	1	1	0	2	1	1	0	0	2	0	1	1	1	1	1	3	2	1	1	0	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	0	1	2	1
OG_1434	11	8	17	5	14	7	6	9	6	8	4	9	7	8	5	5	4	5	5	7	9	8	8	7	7	5	28	11	6	7	5	7	3	14	8	11	7	8	1	2	1	0	4	20	2	5	1	14	10	3	8	4	4	1	4	1	1	1	1	8	6	2	2	6	9	1	2	2	2	1	6	1	4	3	3	4	1	2	17	5	2
OG_1435	0	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	2	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0
OG_1436	0	2	0	1	0	1	1	1	1	1	1	2	1	1	1	2	2	1	3	1	2	1	0	1	1	1	1	0	1	1	1	1	0	2	1	0	1	0	1	0	1	2	2	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0
OG_1437	0	9	1	1	1	1	1	1	1	1	1	1	1	1	1	17	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	4	1	3	1	0	1	1	1	0	1	1	2	0	1	1	1	3	2	0	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1
OG_1438	0	6	1	1	1	3	2	1	1	1	0	3	1	1	1	2	2	1	2	1	0	1	1	1	2	0	3	0	1	1	2	1	1	1	2	1	1	1	0	1	1	1	3	2	1	2	0	2	3	2	0	1	1	0	1	3	1	1	1	0	4	2	0	3	3	1	3	1	0	1	0	1	3	0	0	3	0	0	0	3	0
OG_1439	0	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OG_1440	0	18	4	4	1	6	2	2	2	3	2	3	2	3	3	1	5	1	3	1	2	2	3	2	2	3	3	1	2	3	2	0	0	1	2	1	2	0	1	2	0	0	4	4	0	2	1	3	5	2	0	4	4	0	4	4	0	0	0	1	5	3	1	4	5	0	3	0	0	0	2	0	3	4	3	4	0	1	3	6	3
OG_1441	2	3	1	1	1	1	1	1	0	1	0	2	1	1	1	0	1	0	1	2	0	1	1	1	1	1	1	3	1	1	1	0	1	0	1	1	0	0	0	0	2	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0
OG_1442	0	9	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	4	1	4	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	2	1	1	1	1	1	1	2	1
OG_1443	0	1	1	1	1	1	1	1	1	1	2	3	1	1	2	4	1	2	1	1	1	1	1	1	1	1	1	2	0	1	1	2	2	3	0	2	1	1	1	4	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	2	1	1	1	1	0	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1
OG_1444	1	5	1	1	2	2	1	1	1	1	1	1	1	1	1	12	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	2	2	0	1	3	1	0	1	1	1	1	1	1	1	2	1	0	0	2	1	1	1	1
OG_1445	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	5	1	1	2	1	3	1	1	1	1	1	1	0	1	2	2	9	1	2	0	2	1	1	1	2	1	1	1	1	1	2	1	1	1	0	1	1	1	2	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	3	1
OG_1446	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OG_1447	0	9	1	1	1	1	1	1	1	1	1	1	2	2	1	5	3	1	1	1	2	1	2	1	1	1	1	2	1	1	1	4	1	1	1	5	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
OG_1448	2	11	1	1	1	2	1	1	1	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	6	2	3	1	2	1	0	1	7	1	1	4	1	1	1	1	4	2	0	1	1	1	2	1	3	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	3	2	1	1	1	1	1	1	1
OG_1449	0	2	1	1	1	1	1	1	1	1	0	2	1	1	1	0	0	1	0	1	1	1	1	1	2	0	1	1	1	1	1	0	1	0	1	2	1	1	0	0	1	2	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	2	1	0	0	2	0	1	1	0	1	1	1	1	1
OG_1450	0	5	0	1	0	1	3	2	2	1	2	1	1	1	1	9	4	2	3	1	4	2	1	1	1	1	1	0	2	2	1	6	2	4	1	0	1	0	1	11	1	1	2	1	1	1	1	0	1	0	1	1	2	0	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	0	2	2	2	2	1	1	1	2	1	1
OG_1451	1	11	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	2	1	0	1	1	1	0	1	1
OG_1452	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	2	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1
OG_1453	1	2	1	1	0	2	1	1	0	2	1	2	1	1	1	5	1	1	1	1	2	1	1	0	1	1	1	4	1	1	1	6	1	9	1	0	1	1	0	0	0	0	2	1	1	1	0	0	3	1	1	1	1	0	1	3	0	0	1	1	1	1	0	3	2	1	1	1	1	1	0	1	1	0	1	3	0	1	1	1	1
OG_1454	0	3	1	1	2	2	1	1	1	1	1	1	1	1	1	0	3	1	2	2	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	0	1	1	1	0	1	1	4	1	3	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	0
OG_1455	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	3	0	0	0	0	1	1	1	0	2	1	1	1	1	0	0	0	0	1	1	0	0	0
OG_1456	0	2	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG_1457	0	1	1	1	0	1	1	1	1	1	1	1	2	1	1	0	1	0	2	2	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0
OG_1458	0	8	2	1	1	1	1	1	1	1	1	1	1	1	1	15	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	5	1	1	1	0	2	1	1	6	1	0	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	0	2	1
OG_1459	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG_1460	1	6	2	3	1	2	1	2	3	8	3	2	1	1	1	0	1	1	1	3	1	2	1	3	1	3	1	2	2	4	1	0	7	0	1	4	1	3	2	0	2	1	1	0	1	1	1	1	1	2	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
