#OG_name	protein_names
OG_3803	Spolac_c100929_g1_i3_m.23986c100412-g1 Spolac_c103591_g4_i1_m.35037c100412-g1 Spolac_c89374_g2_i1_m.5609c5351-g1 Spolac_c100929_g1_i1_m.23980c100412-g1 Spolac_c100929_g1_i2_m.23983c100412-g1 Spolac_c89374_g1_i1_m.5608c5351-g1 Hhon_g09191.t1 Tadh_TriadT23475 Aque_Aqu2.1.42212_001 Spis_XP_022797723_1 Nvec_v1g173194 HoiH23_PlH23_007933-RA TrH2_TrispH2_001752-RA Hhon_g05223.t1 Dmel_FBtr0087138 Hvul_g743_1 Hvul_g741_1 Mmus_ENSMUST00000108659 Dmel_FBtr0346722 Spolac_c103591_g2_i2_m.35033c100412-g1 Hvul_g739_1 Spolac_c103591_g2_i1_m.35032c100412-g1 Spolac_c5351_g1_i1_m.183c5351-g1
OG_3804	Spolac_c100984_g1_i2_m.24144c100984-g1 Spolac_c100984_g2_i1_m.24150c100984-g1 HoiH23_PlH23_011470-RA TrH2_TrispH2_007195-RA Hhon_g06042.t1 Dmel_FBtr0087569 Mmus_ENSMUST00000118886 Mmus_ENSMUST00000109890 Mmus_ENSMUST00000109888 Mmus_ENSMUST00000080132 Spis_XP_022801650_1 Nvec_v1g119208 Hvul_g16569_1 Spolac_c100984_g1_i3_m.24146c100984-g1 Aque_Aqu2.1.28935_001 Tadh_TriadT18506 Mlei_ML0691.g9.i1 Aque_Aqu2.1.12628_001 Aque_Aqu2.1.12705_001
OG_3805	Spolac_c101055_g1_i3_m.24387c101055-g1 TrH2_TrispH2_008724-RA Spis_XP_022797117_1 Dmel_FBtr0474166 Spolac_c101055_g1_i1_m.24385c101055-g1 Hhon_g02995.t1 Hhon_g02998.t1 Aque_Aqu2.1.41266_001 HoiH23_PlH23_011202-RA Nvec_NVE9338 Spolac_c101055_g1_i2_m.24386c101055-g1 Mlei_ML0559.g14.i1 Hvul_g22222_1
OG_3806	Spolac_c101107_g1_i1_m.24548c101107-g1 Mlei_ML0711.g55.i1 Hvul_g27056_1 Spolac_c101107_g1_i2_m.24549c101107-g1 Spolac_c101107_g1_i3_m.24550c101107-g1 Mlei_ML0032.g48.i1 Hhon_g10369.t1 Tadh_TriadT56755 Spis_XP_022801061_1 Mmus_ENSMUST00000068999 Mmus_ENSMUST00000022543 Hvul_g27057_1 Nvec_v1g114933 Dmel_FBtr0335008 HoiH23_PlH23_008406-RA TrH2_TrispH2_011554-RA Hhon_g10368.t1 Aque_Aqu2.1.23873_001
OG_3807	Spolac_c101121_g1_i2_m.24595c101121-g1NA Spolac_c101121_g1_i3_m.24596c101121-g1NA Spolac_c101121_g1_i4_m.24597c101121-g1NA Tadh_TriadT55628 Aque_Aqu2.1.44078_001 Spolac_c101121_g1_i1_m.24593c101121-g1NA Spolac_c101121_g1_i5_m.24598c101121-g1NA Mlei_ML0030.g14.i1 HoiH23_PlH23_005709-RA TrH2_TrispH2_001513-RA Hhon_g02546.t1 Spis_XP_022796843_1 Nvec_v1g205911
OG_3808	Spolac_c101240_g2_i3_m.24987c101240-g2 Aque_Aqu2.1.00649_001 Mmus_ENSMUST00000082059 Mmus_ENSMUST00000020329 Mmus_ENSMUST00000119142 Mmus_ENSMUST00000058295 Aque_Aqu2.1.21690_001 Aque_Aqu2.1.29027_001 Aque_Aqu2.1.29033_001 Aque_Aqu2.1.42052_001 Spolac_c101240_g2_i1_m.24980c101240-g2
OG_3809	Spolac_c101241_g1_i2_m.24993c101241-g1 Spolac_c104288_g1_i6_m.39443c101241-g1 Nvec_v1g7454 Mmus_ENSMUST00000111303 Mmus_ENSMUST00000101532 Nvec_v1g244480 Spolac_c104288_g1_i3_m.39437c101241-g1 Spolac_c104288_g1_i2_m.39436c101241-g1 Mlei_ML2193.g12.i1 Nvec_v1g148792 Mlei_ML3061.g1.i1 Tadh_TriadT32945 Spolac_c104288_g1_i1_m.39434c101241-g1 Spolac_c104288_g1_i5_m.39440c101241-g1 Aque_Aqu2.1.39269_001 HoiH23_PlH23_004646-RA Hhon_g03404.t1 Aque_Aqu2.1.39315_001 Spolac_c104288_g1_i4_m.39438c101241-g1 TrH2_TrispH2_005545-RA Spolac_c101241_g1_i1_m.24991c101241-g1 Spolac_c101241_g1_i3_m.24994c101241-g1 Spis_XP_022792208_1 Hvul_g31027_1 Dmel_FBtr0333601
OG_3810	Spolac_c101310_g1_i1_m.25231c101310-g1 Mlei_ML4965.g6.i1 Hhon_g09697.t1 Hvul_g18785_1 Hvul_g18787_1 Spis_XP_022801832_1 Nvec_v1g170242 HoiH23_PlH23_003613-RA Nvec_NVE18761 Spolac_c99990_g1_i1_m.21166c99990-g1 Mmus_ENSMUST00000099659 Mmus_ENSMUST00000034689 Aque_Aqu2.1.31815_001 Aque_Aqu2.1.04083_001 Nvec_v1g9343 Mlei_ML1541.g106.i1 Dmel_FBtr0077193 TrH2_TrispH2_004161-RA Tadh_TriadT21648 Nvec_v1g96894 Dmel_FBtr0072518
OG_3811	Spolac_c101337_g3_i1_m.25311c101337-g3 Spolac_c101337_g4_i1_m.25315c101337-g4 Spolac_c101337_g2_i4_m.25313c101337-g2 Spolac_c101882_g1_i3_m.27131c101882-g1 Spolac_c104735_g1_i2_m.42884c104735-g1 Spolac_c103172_g3_i5_m.32819c103172-g3 Spolac_c101337_g2_i3_m.25312c101337-g2 Spolac_c101882_g1_i2_m.27129c101882-g1 Spis_XP_022779946_1 Spolac_c103172_g3_i2_m.32814c103172-g3 Spolac_c103172_g3_i7_m.32824c103172-g3 Spolac_c101089_g1_i1_m.24490c101089-g1 Spolac_c103172_g3_i3_m.32817c103172-g3 Nvec_v1g79240 Spolac_c103172_g3_i7_m.32825c103172-g3 Spolac_c104735_g1_i3_m.42885c104735-g1 Aque_Aqu2.1.30848_001 Spolac_c103172_g3_i6_m.32821c103172-g3 Spolac_c101337_g5_i1_m.25316c101337-g5 Spolac_c101337_g2_i5_m.25314c101337-g2 Spolac_c103172_g3_i2_m.32816c103172-g3
OG_3812	Spolac_c101346_g2_i1_m.25334c101346-g2 Spolac_c102809_g5_i1_m.31097c101346-g2 Spolac_c102809_g5_i3_m.31102c101346-g2 Tadh_TriadT26628 Aque_Aqu2.1.23484_001 Mmus_ENSMUST00000105835 Mmus_ENSMUST00000238457 Hvul_g2385_1 Nvec_v1g115467 Spolac_c102809_g5_i2_m.31100c101346-g2 Dmel_FBtr0334849 HoiH23_PlH23_001390-RA TrH2_TrispH2_005073-RA Hhon_g09201.t1 Spis_XP_022780168_1
OG_3813	Spolac_c101373_g2_i1_m.25418c101373-g1 Spolac_c101373_g2_i2_m.25419c101373-g1 Aque_Aqu2.1.05820_001 Spolac_c101373_g1_i2_m.25415c101373-g1 HoiH23_PlH23_006891-RA TrH2_TrispH2_009031-RA Hhon_g03067.t1 Tadh_TriadT52816 Mmus_ENSMUST00000221972 Aque_Aqu2.1.40836_001 Spis_XP_022798737_1 Nvec_v1g218142 Mlei_ML0346.g24.i1 Mmus_ENSMUST00000061611 Dmel_FBtr0083606 Nvec_v1g218147 Mmus_ENSMUST00000025702 Hvul_g30041_1 Spolac_c98097_g1_i1_m.16415c101373-g1
OG_3814	Spolac_c101485_g1_i1_m.25751c101485-g1 Aque_Aqu2.1.37422_001 Spis_XP_022800631_1 Spis_XP_022808498_1 Spis_XP_022808890_1 Mmus_ENSMUST00000035218 Hvul_g11894_1 Nvec_NVE6090 Nvec_v1g223487 Spolac_c101485_g2_i1_m.25753c101485-g1 Dmel_FBtr0071109 HoiH23_PlH23_001909-RA TrH2_TrispH2_000089-RA Hhon_g06145.t1 Tadh_TriadT63549 Mlei_ML0640.g7.i1 Nvec_v1g142481 Spolac_c97863_g1_i2_m.15918c101485-g1 Spolac_c97863_g1_i1_m.15917c101485-g1
OG_3815	Spolac_c101527_g2_i1_m.25892c101527-g2NA Spolac_c82183_g2_i1_m.3013c82183-g2NA Aque_Aqu2.1.38427_001 Spolac_c90108_g1_i1_m.6101c106098-g1NA Spis_XP_022807605_1 Nvec_v1g244969 Spis_XP_022791308_1 Aque_Aqu2.1.20185_001 Mlei_ML0732.g10.i1 Nvec_v1g199315 Mlei_ML0250.g26.i1 Hvul_g6432_1 Aque_Aqu2.1.09880_001 Mlei_ML0250.g23.i1 Spolac_c100598_g1_i1_m.22953c100598-g1 Spolac_c101527_g2_i3_m.25894c101527-g2NA Mlei_ML0864.g24.i1 Spolac_c106098_g1_i1_m.45035c106098-g1NA Mlei_ML1051.g7.i1 Mlei_ML2825.g15.i1 Mlei_ML3983.g4.i1
OG_3816	Spolac_c101596_g2_i1_m.26132c101596-g1 Nvec_v1g118107 Hvul_g17271_1 Mmus_ENSMUST00000047875 HoiH23_PlH23_007970-RA Hhon_g11538.t1 Spolac_c101596_g1_i1_m.26130c101596-g1 Spolac_c101596_g1_i2_m.26131c101596-g1 Mlei_ML0073.g30.i1 Tadh_TriadT33592 Spis_XP_022780608_1 TrH2_TrispH2_010070-RA Aque_Aqu2.1.06301_001 Nvec_v1g108534 Nvec_v1g151523 Aque_Aqu2.1.14648_001 Aque_Aqu2.1.00265_001 Aque_Aqu2.1.27174_001 Aque_Aqu2.1.35765_001 Aque_Aqu2.1.30510_001 Nvec_v1g245777 Aque_Aqu2.1.01399_001 Aque_Aqu2.1.12087_001 Aque_Aqu2.1.12086_001 Spis_XP_022780658_1 Aque_Aqu2.1.27175_001 Spolac_c78758_g1_i2_m.2206c78758-g1NA Aque_Aqu2.1.27194_001 Mmus_ENSMUST00000029662
OG_3817	Spolac_c101756_g1_i4_m.26672c101756-g1 Tadh_wf_g4160.t1 Aque_Aqu2.1.12240_001 Aque_Aqu2.1.42668_001 Aque_Aqu2.1.42670_001 Spis_XP_022801174_1 Mmus_ENSMUST00000088931 Hvul_g16426_1 Nvec_v1g245645 Spolac_c101756_g1_i1_m.26665c101756-g1 Spolac_c101756_g1_i2_m.26667c101756-g1 Spolac_c101756_g1_i3_m.26669c101756-g1 HoiH23_PlH23_007862-RA TrH2_TrispH2_004935-RA Hhon_g10497.t1 Aque_Aqu2.1.42666_001
OG_3818	Spolac_c101805_g1_i4_m.26838c101805-g1 Dmel_FBtr0070865 Spolac_c101805_g1_i1_m.26831c101805-g1 Mmus_ENSMUST00000162300 Spolac_c101805_g1_i3_m.26834c101805-g1 Mlei_ML1377.g7.i1 Mmus_ENSMUST00000138410 Spolac_c101805_g3_i1_m.26843c101805-g3 Aque_Aqu2.1.42653_001 Aque_Aqu2.1.01989_001
OG_3819	Spolac_c101822_g1_i1_m.26894c101822-g1 Spolac_c89853_g1_i1_m.5902c89853-g1 Mlei_ML0922.g2.i1 Nvec_v1g97640 Aque_Aqu2.1.32891_001 Spis_XP_022794614_1 Mmus_ENSMUST00000111159 Mmus_ENSMUST00000051356 Mmus_ENSMUST00000001780 Spolac_c101822_g1_i2_m.26895c101822-g1 HoiH23_PlH23_001833-RA TrH2_TrispH2_004957-RA Tadh_TriadT51134 Aque_Aqu2.1.32890_001 Dmel_FBtr0083228 Hhon_g06571.t1 Hvul_g33421_1
OG_3820	Spolac_c101841_g1_i1_m.26948c101841-g1 Spolac_c101841_g1_i2_m.26950c101841-g1 Nvec_v1g162148 Aque_Aqu2.1.26532_001 Hhon_g05551.t1
OG_3821	Spolac_c101860_g1_i4_m.27031c101860-g1 Tadh_wf_g6817.t1 Nvec_v1g94818 HoiH23_PlH23_001107-RA Hhon_g00267.t1 Spolac_c101860_g1_i1_m.27028c101860-g1 Spolac_c101860_g1_i3_m.27030c101860-g1 TrH2_TrispH2_001485-RA Tadh_wf_g6816.t1 Nvec_v1g163134 Spis_XP_022798129_1 Mmus_ENSMUST00000052838 Dmel_FBtr0075520 Aque_Aqu2.1.27239_001 Spolac_c101860_g1_i2_m.27029c101860-g1 Nvec_NVE23059 Hvul_g31671_1
OG_3822	Spolac_c101980_g1_i1_m.27476c101980-g1 Spolac_c101980_g1_i2_m.27477c101980-g1 Dmel_FBtr0073569 Dmel_FBtr0331589 Spolac_c101980_g1_i3_m.27478c101980-g1 Aque_Aqu2.1.20362_001 Spis_XP_022792561_1 Mmus_ENSMUST00000089378 Mmus_ENSMUST00000053024 Hvul_g29623_1 HoiH23_PlH23_002299-RA TrH2_TrispH2_007525-RA Hhon_g07619.t1 Tadh_TriadT51940 Spis_XP_022809930_1 Mlei_ML0438.g4.i1 Mlei_ML0438.g5.i1 Dmel_FBtr0273279 Dmel_FBtr0075161 Hvul_g29624_1
OG_3823	Spolac_c102076_g1_i1_m.27850c102076-g1 Mlei_ML2744.g12.i1 Spis_XP_022807584_1 Mmus_ENSMUST00000084968 Mmus_ENSMUST00000066646 Nvec_v1g129837 Aque_Aqu2.1.32960_001 Spolac_c102076_g1_i2_m.27851c102076-g1 HoiH23_PlH23_004866-RA TrH2_TrispH2_008384-RA Hhon_g01966.t1 Tadh_TriadT51793 Hvul_g17467_1 Dmel_FBtr0302863 Mmus_ENSMUST00000192866
OG_3824	Spolac_c102095_g2_i1_m.27925c102095-g2 Spolac_c102543_g2_i3_m.29833c102543-g2 TrH2_TrispH2_007726-RA Tadh_TriadT25094 Spis_XP_022787804_1 Mmus_ENSMUST00000041956 Mmus_ENSMUST00000115229 Nvec_v1g87399 Spolac_c102543_g2_i2_m.29831c102543-g2 Hhon_g02968.t1 HoiH23_PlH23_007105-RA Dmel_FBtr0076768 Aque_Aqu2.1.36093_001 Hvul_g11503_1 Spolac_c87474_g1_i1_m.4223c102095-g2
OG_3825	Spolac_c102160_g2_i1_m.28167c102160-g2 Tadh_TriadT58106 Spolac_c102160_g2_i2_m.28168c102160-g2 Spolac_c102160_g2_i3_m.28169c102160-g2 Mlei_ML0708.g23.i1 HoiH23_PlH23_002836-RA TrH2_TrispH2_000575-RA Hhon_g00113.t1 Spis_XP_022781469_1 Mmus_ENSMUST00000172831 Nvec_v1g86507 Hvul_g24984_1 Aque_Aqu2.1.28501_001
OG_3826	Spolac_c102177_g1_i1_m.28225c102177-g1 Spolac_c102418_g2_i1_m.29233c102177-g1 Aque_Aqu2.1.22049_001 Spis_XP_022781845_1 Mmus_ENSMUST00000040128 Mmus_ENSMUST00000107396 Mmus_ENSMUST00000107942 Hvul_g7086_1 Nvec_v1g50157 Dmel_FBtr0300351 HoiH23_PlH23_000576-RA TrH2_TrispH2_001278-RA Hhon_g05933.t1 Tadh_TriadT23045 Spolac_c102177_g1_i3_m.28227c102177-g1 Mmus_ENSMUST00000020383 Spolac_c104770_g3_i1_m.43140c102177-g1 Spolac_c104770_g3_i6_m.43151c102177-g1 Spolac_c102418_g1_i1_m.29232c102177-g1 Spolac_c104770_g3_i4_m.43146c102177-g1 Mmus_ENSMUST00000025482 Spolac_c104770_g3_i3_m.43145c102177-g1 Spolac_c102177_g2_i1_m.28228c102177-g1 Spolac_c104770_g2_i1_m.43139c102177-g1 Spolac_c104770_g3_i5_m.43149c102177-g1 Spolac_c104770_g4_i1_m.43150c102177-g1
OG_3827	Spolac_c102287_g1_i1_m.28697c102287-g1 Tadh_TriadT60776 Spis_XP_022783711_1 Nvec_v1g175215 HoiH23_PlH23_004907-RA TrH2_TrispH2_005029-RA Hhon_g07144.t1 Mmus_ENSMUST00000077705 Mmus_ENSMUST00000025946 Mmus_ENSMUST00000073391 Aque_Aqu2.1.19197_001
OG_3828	Spolac_c102295_g3_i2_m.28731c102295-g3 Mlei_ML0464.g2.i1 Spis_XP_022793254_1 Spis_XP_022793255_1 Mmus_ENSMUST00000105799 Nvec_NVE21865 Nvec_v1g224325 Spolac_c102295_g3_i1_m.28727c102295-g3 Dmel_FBtr0310335 Aque_Aqu2.1.41457_001 Mmus_ENSMUST00000084207 Hvul_g19989_1
OG_3829	Spolac_c102311_g2_i4_m.28805c102311-g2 Spis_XP_022805093_1 Nvec_v1g165982 Nvec_v1g243600 Spolac_c102311_g2_i1_m.28799c102311-g2 Spolac_c102311_g2_i5_m.28807c102311-g2 Aque_Aqu2.1.38160_001 Aque_Aqu2.1.38175_001 Spis_XP_022781121_1 Spis_XP_022778054_1 Spolac_c102311_g2_i8_m.28812c102311-g2 Spolac_c102311_g2_i3_m.28802c102311-g2 Spolac_c102311_g2_i6_m.28808c102311-g2 Nvec_v1g239997 Spolac_c102311_g2_i2_m.28801c102311-g2 Spolac_c102311_g2_i7_m.28810c102311-g2
OG_3830	Spolac_c102320_g2_i2_m.28878c102320-g1 Spolac_c99648_g1_i1_m.20220c102320-g1 Dmel_FBtr0083179 Mlei_ML1545.g6.i1 Spolac_c102320_g2_i1_m.28876c102320-g1 Spolac_c99648_g1_i2_m.20221c102320-g1 Tadh_TriadT60265 Spis_XP_022784007_1 Mmus_ENSMUST00000098346 Mmus_ENSMUST00000086723 Hvul_g19913_1 Dmel_FBtr0334302 Mlei_ML0299.g3.i1 HoiH23_PlH23_005041-RA TrH2_TrispH2_000826-RA Nvec_v1g166900 Aque_Aqu2.1.40978_001 Spolac_c103793_g1_i2_m.36229c103793-g1 Spolac_c103793_g3_i1_m.36228c103793-g1
OG_3831	Spolac_c102381_g1_i1_m.29097c102381-g1 Spolac_c102381_g2_i1_m.29098c102381-g1 Aque_Aqu2.1.20367_001 Spis_XP_022782257_1 Mmus_ENSMUST00000043599 Nvec_v1g111564 HoiH23_PlH23_004258-RA TrH2_TrispH2_004083-RA Hhon_g03932.t1 Tadh_TriadT19422 Mlei_ML2693.g1.i1 Mmus_ENSMUST00000025903 Dmel_FBtr0076236 Hvul_g30834_1
OG_3832	Spolac_c102431_g1_i2_m.29309c102431-g1NA Spolac_c102431_g1_i6_m.29315c102431-g1NA Spolac_c102431_g1_i8_m.29316c102431-g1NA Spolac_c40977_g1_i1_m.1124c104015-g1NA Spolac_c84879_g2_i1_m.3571c84879-g2NA Spolac_c99291_g1_i1_m.19262c101567-g1 Spolac_c99599_g1_i2_m.20077c99599-g1NA Spolac_c99291_g1_i2_m.19264c101567-g1 Spolac_c99599_g2_i1_m.20078c94940-g1NA Spolac_c102431_g1_i1_m.29307c102431-g1NA Spolac_c102431_g1_i4_m.29311c102431-g1NA Mlei_ML4583.g6.i1 Spolac_c104015_g1_i1_m.37636c104015-g1NA Spolac_c104015_g2_i1_m.37637c104015-g2NA Spolac_c102431_g1_i1_m.29308c102431-g1NA Spolac_c102431_g1_i4_m.29312c102431-g1NA Spolac_c98332_g1_i2_m.16956c98332-g1NA Mlei_ML0044.g47.i1 Spolac_c84864_g1_i1_m.3566c84864-g1NA Spolac_c99291_g1_i3_m.19266c101567-g1 Hvul_g29950_1 Spolac_c94531_g1_i2_m.10206c94531-g1NA Hhon_g04175.t1 Spolac_c103764_g1_i2_m.36047c103764-g1NA Spis_XP_022788616_1 Tadh_TriadT56084 TrH2_TrispH2_008520-RA Nvec_v1g207240 Spolac_c104015_g2_i3_m.37643c104015-g2NA Spolac_c104015_g2_i2_m.37640c104015-g2NA Spolac_c102431_g1_i6_m.29314c102431-g1NA Spolac_c99291_g1_i4_m.19268c101567-g1 HoiH23_PlH23_009909-RA Aque_Aqu2.1.42280_001 Dmel_FBtr0310325 Spis_XP_022788603_1 Spolac_c102431_g1_i5_m.29313c102431-g1NA Aque_Aqu2.1.22706_001 Aque_Aqu2.1.22700_001 Aque_Aqu2.1.26213_001 Spolac_c103764_g1_i1_m.36046c103764-g1NA Spolac_c103764_g1_i3_m.36049c103764-g1NA Spolac_c103764_g2_i2_m.36048c103764-g1NA Spolac_c103764_g2_i4_m.36050c103764-g1NA Spolac_c98332_g1_i1_m.16955c98332-g1NA
OG_3833	Spolac_c102440_g1_i1_m.29363c102440-g1 Spolac_c102440_g1_i2_m.29365c102440-g1 Mmus_ENSMUST00000060700 Spis_XP_022796139_1 Mmus_ENSMUST00000058943 Nvec_v1g113685 Aque_Aqu2.1.03587_001 Tadh_TriadT52374 Spolac_c100903_g4_i1_m.23894c100903-g4 TrH2_TrispH2_000030-RA HoiH23_PlH23_000879-RA
OG_3834	Spolac_c102466_g6_i1_m.29474c102466-g6 Spolac_c103436_g1_i6_m.34250c102466-g2 Spolac_c87690_g1_i1_m.4416c87690-g1 Aque_Aqu2.1.21798_001 Aque_Aqu2.1.21800_001 Aque_Aqu2.1.21801_001 Spis_XP_022794928_1 Spis_XP_022799658_1 Hvul_g26965_1 Nvec_v1g190239 Spolac_c103436_g1_i1_m.34243c102466-g2 Aque_Aqu2.1.31578_001 Spolac_c103436_g1_i3_m.34247c102466-g2 Spolac_c103436_g1_i4_m.34248c102466-g2 Spolac_c92530_g2_i1_m.7908c92530-g2 Aque_Aqu2.1.43922_001 Spolac_c103436_g1_i5_m.34249c102466-g2 Spolac_c102466_g5_i1_m.29473c102466-g2 Spolac_c103436_g2_i2_m.34246c102466-g2 Spolac_c103436_g2_i1_m.34245c102466-g2 Hvul_g26964_1 Aque_Aqu2.1.10037_001 Aque_Aqu2.1.21799_001 Aque_Aqu2.1.39702_001 Aque_Aqu2.1.43923_001 Aque_Aqu2.1.43924_001 Spolac_c102466_g2_i1_m.29470c102466-g2
OG_3835	Spolac_c102482_g2_i2_m.29519c102482-g2 Spolac_c82721_g1_i1_m.3109c102482-g2 Mlei_ML0508.g30.i1 Mlei_ML0508.g32.i1 Tadh_TriadT33840 Mmus_ENSMUST00000041055 Mmus_ENSMUST00000045351 Hvul_g5097_1 Nvec_v1g128716 Nvec_v1g216254 Spolac_c102482_g2_i3_m.29522c102482-g2 Spolac_c99040_g1_i1_m.18639c102482-g2 Spolac_c99040_g2_i1_m.18641c102482-g2 Dmel_FBtr0072970 HoiH23_PlH23_010603-RA TrH2_TrispH2_010030-RA Hhon_g09768.t1 Hhon_g09770.t1 Aque_Aqu2.1.38773_001 Spis_XP_022782260_1 Hvul_g13450_1
OG_3836	Spolac_c102529_g2_i1_m.29743c102529-g2 HoiH23_PlH23_005178-RA Hhon_g09158.t1 TrH2_TrispH2_007963-RA Tadh_TriadT25317 Spis_XP_022795404_1 Mmus_ENSMUST00000029635 Hvul_g7595_1 Nvec_v1g199592 Nvec_v1g160835 Spolac_c103869_g1_i2_m.36675c102529-g2 Dmel_FBtr0085753 HoiH23_PlH23_005179-RA TrH2_TrispH2_007964-RA Hhon_g09159.t1 Tadh_TriadT56641 Aque_Aqu2.1.25877_001 Nvec_v1g90788
OG_3837	Spolac_c102549_g2_i1_m.29862c102549-g2 Mlei_ML0428.g4.i1 Aque_Aqu2.1.33398_001 Mmus_ENSMUST00000039213 Nvec_v1g134786 HoiH23_PlH23_003928-RA Spolac_c102549_g2_i2_m.29864c102549-g2 Spis_XP_022781400_1 Tadh_TriadT57002 Hhon_g06468.t1 TrH2_TrispH2_004299-RA Spolac_c103671_g1_i1_m.35479c102549-g2 Mlei_ML0592.g9.i1 Dmel_FBtr0087178 Hvul_g23698_1 Hvul_g23697_1 Tadh_TriadT57001 Spolac_c103671_g1_i2_m.35482c102549-g2 Spolac_c103671_g1_i5_m.35484c102549-g2 Spolac_c103671_g1_i6_m.35485c102549-g2 Mlei_ML0592.g10.i1
OG_3838	Spolac_c102661_g2_i1_m.30422c102661-g2 Spolac_c102661_g2_i2_m.30424c102661-g2 Spolac_c102661_g3_i1_m.30425c102661-g2 Spolac_c104307_g3_i2_m.39577c104307-g2 Spolac_c104307_g3_i3_m.39579c104307-g2 Spolac_c104307_g3_i1_m.39575c104307-g2 Nvec_NVE5107 HoiH23_PlH23_007280-RA Tadh_TriadT57225 TrH2_TrispH2_003304-RA Mmus_ENSMUST00000165978 Nvec_v1g118838 Mlei_ML1397.g9.i1 Spis_XP_022800817_1 Dmel_FBtr0088998 Spolac_c104307_g2_i1_m.39574c104307-g2 Hhon_g04658.t1 Hvul_g32363_1 Spis_XP_022778952_1 Nvec_v1g124861 Mmus_ENSMUST00000085701 Aque_Aqu2.1.32250_001 Hvul_g28616_1 Mlei_ML0156.g17.i1
OG_3839	Spolac_c102736_g3_i1_m.30731c102736-g3 Spolac_c102736_g7_i1_m.30738c102736-g3 Tadh_TriadT21564 Aque_Aqu2.1.30015_001 Spis_XP_022779230_1 Aque_Aqu2.1.30016_001 Spolac_c104832_g3_i1_m.43650c104832-g1 Aque_Aqu2.1.30017_001 Tadh_TriadT3665 Hvul_g9253_1 Aque_Aqu2.1.30010_001 Nvec_v1g163453 Spolac_c102736_g6_i1_m.30735c102736-g3 Aque_Aqu2.1.30019_001 Mmus_ENSMUST00000003628 Spolac_c104832_g1_i1_m.43648c104832-g1 Spolac_c106147_g1_i1_m.45050c106147-g1
OG_3840	Spolac_c102752_g4_i1_m.30800c102752-g4 Mlei_ML0803.g4.i1 Spolac_c102752_g1_i1_m.30796c102752-g1 Spolac_c104229_g1_i3_m.39035c104229-g1 Aque_Aqu2.1.04892_001 Spolac_c102752_g4_i2_m.30801c102752-g4 Hvul_g14752_1 Nvec_v1g121631 Mlei_ML0052.g11.i1 Spolac_c104229_g1_i2_m.39034c104229-g1 Spolac_c104229_g1_i1_m.39031c104229-g1 Tadh_TriadT59818 Aque_Aqu2.1.06223_001 TrH2_TrispH2_000403-RA Spis_XP_022790580_1 Nvec_v1g153193 Nvec_NVE7035 Mmus_ENSMUST00000129241 Dmel_FBtr0332878 Hvul_g14753_1 Hhon_g05783.t1 HoiH23_PlH23_000457-RA Nvec_v1g9379 Aque_Aqu2.1.11568_001 Mmus_ENSMUST00000027817 Aque_Aqu2.1.22212_001 Spolac_c104229_g3_i1_m.39033c104229-g1 Mlei_ML0803.g1.i1
OG_3841	Spolac_c102766_g1_i3_m.30862c102766-g1 Mlei_ML0850.g19.i1 TrH2_TrispH2_010046-RA Hhon_g09625.t1 Spolac_c99089_g3_i1_m.18775c99089-g3 TrH2_TrispH2_010045-RA Hhon_g06006.t1 Hhon_g09622.t1 Mmus_ENSMUST00000070437 Hvul_g6006_1 Spolac_c99089_g4_i6_m.18783c99089-g4 Spolac_c99089_g1_i1_m.18774c99089-g1 Spolac_c99089_g4_i5_m.18782c99089-g4 Tadh_TriadT61366 Spolac_c99089_g4_i1_m.18776c99089-g4 HoiH23_PlH23_008671-RA Hhon_g11279.t1 HoiH23_PlH23_008672-RA TrH2_TrispH2_006084-RA Tadh_TriadT64348 HoiH23_PlH23_003097-RA TrH2_TrispH2_000263-RA TrH2_TrispH2_006074-RA TrH2_TrispH2_006085-RA Hhon_g05965.t1 Tadh_TriadT64345 Tadh_TriadT64347 Hhon_g11868.t1 Nvec_v1g248018 Nvec_v1g244035 TrH2_TrispH2_006086-RA Spis_XP_022805190_1 Spolac_c99089_g4_i2_m.18778c99089-g4 Tadh_TriadT64346 Mlei_ML0398.g1.i1 Tadh_TriadT64206 HoiH23_PlH23_008673-RA Hvul_g6007_1 Spolac_c99089_g4_i3_m.18780c99089-g4 Dmel_FBtr0085713 Spolac_c102766_g1_i1_m.30860c102766-g1 Mmus_ENSMUST00000052224 Mlei_ML0748.g8.i1 Mlei_ML1148.g1.i1 Hhon_g11277.t1 Spolac_c102766_g1_i2_m.30861c102766-g1 Spolac_c104721_g2_i1_m.42748c104721-g2 Spolac_c104721_g3_i2_m.42752c104721-g3 Nvec_v1g233046 Aque_Aqu2.1.21070_001 Mmus_ENSMUST00000177779 Nvec_v1g27606 Spolac_c104721_g3_i1_m.42749c104721-g3 TrH2_TrispH2_002541-RA HoiH23_PlH23_008669-RA HoiH23_PlH23_008674-RA Mlei_ML2607.g1.i1 Mlei_ML0055.g4.i1 Mlei_ML0273.g5.i1 Mlei_ML1417.g47.i1 Hvul_g32761_1 Nvec_NVE23332 Hvul_g32763_1 Mlei_ML2607.g2.i1
