gene	orthogroup	species
TrH2_TrispH2_003088-RA	OG_2234	TrH2
TrH2_TrispH2_011685-RA	OG_2234	TrH2
Dmel_FBtr0088909	OG_2234	Dmel
Nvec_v1g154800	OG_2234	Nvec
Nvec_v1g230861	OG_2234	Nvec
Nvec_v1g99932	OG_2234	Nvec
Hvul_g28248_1	OG_2234	Hvul
Spis_XP_022789474_1	OG_2234	Spis
Spis_XP_022792148_1	OG_2234	Spis
Spis_XP_022798114_1	OG_2234	Spis
Spis_XP_022799249_1	OG_2234	Spis
Mlei_ML1164.g3.i1	OG_2234	Mlei
Nvec_NVE14139	OG_2235	Nvec
Nvec_v1g20472	OG_2235	Nvec
Nvec_v1g21107	OG_2235	Nvec
Spis_XP_022777715_1	OG_2235	Spis
Spis_XP_022779645_1	OG_2235	Spis
Spis_XP_022780302_1	OG_2235	Spis
Spis_XP_022800008_1	OG_2235	Spis
Spis_XP_022801659_1	OG_2235	Spis
Spis_XP_022801665_1	OG_2235	Spis
Tadh_TriadT56865	OG_2239	Tadh
TrH2_TrispH2_003716-RA	OG_2239	TrH2
Hhon_g06422.t1	OG_2239	Hhon
HoiH23_PlH23_004347-RA	OG_2239	HoiH23
Dmel_FBtr0074233	OG_2239	Dmel
Spis_XP_022779855_1	OG_2241	Spis
Spis_XP_022803448_1	OG_2241	Spis
Mmus_ENSMUST00000076070	OG_2246	Mmus
Mmus_ENSMUST00000149964	OG_2252	Mmus
Dmel_FBtr0301444	OG_2252	Dmel
Dmel_FBtr0330286	OG_2252	Dmel
Nvec_v1g196786	OG_2252	Nvec
Nvec_v1g209875	OG_2252	Nvec
Nvec_v1g210189	OG_2252	Nvec
Nvec_v1g213684	OG_2252	Nvec
Nvec_v1g248172	OG_2252	Nvec
Hvul_g20410_1	OG_2252	Hvul
Hvul_g31375_1	OG_2252	Hvul
Hvul_g31787_1	OG_2252	Hvul
Hvul_g3804_1	OG_2252	Hvul
Hvul_g5275_1	OG_2252	Hvul
Hvul_g14247_1	OG_2252	Hvul
Spis_XP_022779943_1	OG_2252	Spis
Spis_XP_022783054_1	OG_2252	Spis
Spis_XP_022783113_1	OG_2252	Spis
Spis_XP_022789723_1	OG_2252	Spis
Spis_XP_022791653_1	OG_2252	Spis
Spis_XP_022793852_1	OG_2252	Spis
Spis_XP_022794929_1	OG_2252	Spis
Spis_XP_022795627_1	OG_2252	Spis
Spis_XP_022804345_1	OG_2252	Spis
Spis_XP_022810159_1	OG_2252	Spis
Tadh_TriadT25991	OG_2255	Tadh
TrH2_TrispH2_001815-RA	OG_2255	TrH2
Hhon_g05376.t1	OG_2255	Hhon
Hhon_g10117.t1	OG_2255	Hhon
HoiH23_PlH23_000311-RA	OG_2255	HoiH23
Hvul_g25042_1	OG_2255	Hvul
Mmus_ENSMUST00000204702	OG_2256	Mmus
Mmus_ENSMUST00000201452	OG_2256	Mmus
Dmel_FBtr0070953	OG_2257	Dmel
TrH2_TrispH2_004395-RA	OG_2259	TrH2
HoiH23_PlH23_010308-RA	OG_2259	HoiH23
Dmel_FBtr0089999	OG_2259	Dmel
Dmel_FBtr0301492	OG_2259	Dmel
Hvul_g32922_1	OG_2259	Hvul
Spis_XP_022793300_1	OG_2259	Spis
Mlei_ML2400.g5.i1	OG_2261	Mlei
Dmel_FBtr0330154	OG_2263	Dmel
Dmel_FBtr0075614	OG_2263	Dmel
Dmel_FBtr0086336	OG_2263	Dmel
Dmel_FBtr0330734	OG_2263	Dmel
Nvec_v1g122927	OG_2269	Nvec
Tadh_wf_g9828.t1	OG_2275	Tadh
TrH2_TrispH2_003195-RA	OG_2275	TrH2
TrH2_TrispH2_003196-RA	OG_2275	TrH2
TrH2_TrispH2_011411-RA	OG_2275	TrH2
HoiH23_PlH23_002071-RA	OG_2275	HoiH23
HoiH23_PlH23_002073-RA	OG_2275	HoiH23
Mmus_ENSMUST00000109587	OG_2276	Mmus
Dmel_FBtr0089636	OG_2276	Dmel
Spis_XP_022800264_1	OG_2277	Spis
Mlei_ML1820.g26.i1	OG_2281	Mlei
Tadh_TriadT58026	OG_2282	Tadh
TrH2_TrispH2_000496-RA	OG_2282	TrH2
Dmel_FBtr0302181	OG_2282	Dmel
Hvul_g28857_1	OG_2282	Hvul
Dmel_FBtr0083668	OG_2283	Dmel
Hvul_g32592_1	OG_2283	Hvul
Nvec_v1g161808	OG_2288	Nvec
Spis_XP_022780388_1	OG_2288	Spis
Nvec_v1g91794	OG_2289	Nvec
Mlei_ML1411.g12.i1	OG_2289	Mlei
Nvec_v1g209813	OG_2291	Nvec
Hvul_g15442_1	OG_2291	Hvul
Tadh_TriadT14401	OG_2293	Tadh
Tadh_TriadT59520	OG_2293	Tadh
Tadh_TriadT15905	OG_2293	Tadh
Tadh_TriadT59678	OG_2293	Tadh
Tadh_TriadT4311	OG_2293	Tadh
Tadh_TriadT5569	OG_2293	Tadh
Tadh_TriadT32926	OG_2293	Tadh
Tadh_TriadT3775	OG_2293	Tadh
Tadh_wf_g10959.t1	OG_2293	Tadh
Tadh_wf_g11075.t1	OG_2293	Tadh
Tadh_TriadT16798	OG_2293	Tadh
Tadh_wf_g11349.t1	OG_2293	Tadh
Tadh_wf_g11348.t1	OG_2293	Tadh
Tadh_TriadT24452	OG_2293	Tadh
Tadh_TriadT56177	OG_2293	Tadh
Tadh_TriadT57363	OG_2293	Tadh
Tadh_TriadT57365	OG_2293	Tadh
Tadh_TriadT57366	OG_2293	Tadh
Tadh_wf_g7884.t1	OG_2293	Tadh
Tadh_TriadT58844	OG_2293	Tadh
TrH2_TrispH2_005098-RA	OG_2293	TrH2
TrH2_TrispH2_005100-RA	OG_2293	TrH2
TrH2_TrispH2_005493-RA	OG_2293	TrH2
TrH2_TrispH2_005797-RA	OG_2293	TrH2
TrH2_TrispH2_005798-RA	OG_2293	TrH2
TrH2_TrispH2_007495-RA	OG_2293	TrH2
TrH2_TrispH2_007502-RA	OG_2293	TrH2
TrH2_TrispH2_008496-RA	OG_2293	TrH2
TrH2_TrispH2_009407-RA	OG_2293	TrH2
TrH2_TrispH2_009523-RA	OG_2293	TrH2
TrH2_TrispH2_009841-RA	OG_2293	TrH2
TrH2_TrispH2_010619-RA	OG_2293	TrH2
TrH2_TrispH2_010623-RA	OG_2293	TrH2
TrH2_TrispH2_011312-RA	OG_2293	TrH2
TrH2_TrispH2_011048-RA	OG_2293	TrH2
TrH2_TrispH2_010782-RA	OG_2293	TrH2
TrH2_TrispH2_010399-RA	OG_2293	TrH2
TrH2_TrispH2_011294-RA	OG_2293	TrH2
Hhon_g01712.t1	OG_2293	Hhon
Hhon_g01713.t1	OG_2293	Hhon
Hhon_g02292.t1	OG_2293	Hhon
Hhon_g04425.t1	OG_2293	Hhon
Hhon_g04575.t1	OG_2293	Hhon
Hhon_g05968.t1	OG_2293	Hhon
Hhon_g07096.t1	OG_2293	Hhon
Hhon_g07442.t1	OG_2293	Hhon
Hhon_g08279.t1	OG_2293	Hhon
Hhon_g08582.t1	OG_2293	Hhon
Hhon_g08590.t1	OG_2293	Hhon
Hhon_g09718.t1	OG_2293	Hhon
Hhon_g11041.t1	OG_2293	Hhon
Hhon_g11086.t1	OG_2293	Hhon
Hhon_g11667.t1	OG_2293	Hhon
Hhon_g11699.t1	OG_2293	Hhon
HoiH23_PlH23_007279-RA	OG_2293	HoiH23
HoiH23_PlH23_009319-RA	OG_2293	HoiH23
HoiH23_PlH23_009678-RA	OG_2293	HoiH23
HoiH23_PlH23_006273-RA	OG_2293	HoiH23
HoiH23_PlH23_010389-RA	OG_2293	HoiH23
HoiH23_PlH23_009848-RA	OG_2293	HoiH23
HoiH23_PlH23_011082-RA	OG_2293	HoiH23
HoiH23_PlH23_011166-RA	OG_2293	HoiH23
HoiH23_PlH23_003409-RA	OG_2293	HoiH23
HoiH23_PlH23_005026-RA	OG_2293	HoiH23
HoiH23_PlH23_002344-RA	OG_2293	HoiH23
HoiH23_PlH23_002345-RA	OG_2293	HoiH23
HoiH23_PlH23_001366-RA	OG_2293	HoiH23
Dmel_FBtr0070575	OG_2293	Dmel
Dmel_FBtr0112619	OG_2293	Dmel
Dmel_FBtr0074871	OG_2293	Dmel
Nvec_v1g13425	OG_2293	Nvec
Nvec_v1g204195	OG_2293	Nvec
Nvec_v1g207324	OG_2293	Nvec
Nvec_v1g210501	OG_2293	Nvec
Nvec_v1g61967	OG_2293	Nvec
Spis_XP_022796055_1	OG_2293	Spis
Spis_XP_022805441_1	OG_2293	Spis
Dmel_FBtr0110961	OG_2299	Dmel
Spolac_c100998_g1	OG_2302	Spolac
Tadh_wf_g9550.t1	OG_2307	Tadh
Tadh_wf_g9559.t1	OG_2307	Tadh
Tadh_TriadT60580	OG_2307	Tadh
TrH2_TrispH2_009485-RA	OG_2307	TrH2
Hhon_g08853.t1	OG_2307	Hhon
Hhon_g10969.t1	OG_2307	Hhon
Hhon_g11625.t1	OG_2307	Hhon
HoiH23_PlH23_007369-RA	OG_2307	HoiH23
HoiH23_PlH23_007370-RA	OG_2307	HoiH23
HoiH23_PlH23_011005-RA	OG_2307	HoiH23
HoiH23_PlH23_011007-RA	OG_2307	HoiH23
Mmus_ENSMUST00000072596	OG_2308	Mmus
Tadh_wf_g6338.t1	OG_2310	Tadh
TrH2_TrispH2_007314-RA	OG_2310	TrH2
Mmus_ENSMUST00000091259	OG_2310	Mmus
Dmel_FBtr0074788	OG_2310	Dmel
Nvec_v1g124568	OG_2310	Nvec
Spis_XP_022789818_1	OG_2310	Spis
Tadh_TriadT56911	OG_2313	Tadh
TrH2_TrispH2_003756-RA	OG_2313	TrH2
Hhon_g05648.t1	OG_2313	Hhon
HoiH23_PlH23_010481-RA	OG_2313	HoiH23
Mmus_ENSMUST00000022567	OG_2313	Mmus
Mmus_ENSMUST00000039370	OG_2313	Mmus
Mmus_ENSMUST00000164988	OG_2313	Mmus
Dmel_FBtr0344773	OG_2313	Dmel
Dmel_FBtr0303797	OG_2313	Dmel
Dmel_FBtr0304694	OG_2313	Dmel
Nvec_v1g199711	OG_2313	Nvec
Hvul_g25365_1	OG_2313	Hvul
Spis_XP_022781281_1	OG_2313	Spis
Spis_XP_022781288_1	OG_2313	Spis
Spis_XP_022787953_1	OG_2313	Spis
Spis_XP_022787965_1	OG_2313	Spis
Mlei_ML0117.g43.i1	OG_2313	Mlei
Mlei_ML3588.g29.i1	OG_2313	Mlei
Tadh_TriadT25574	OG_2316	Tadh
Tadh_TriadT17956	OG_2319	Tadh
TrH2_TrispH2_005118-RA	OG_2319	TrH2
Hhon_g02289.t1	OG_2319	Hhon
HoiH23_PlH23_003745-RA	OG_2319	HoiH23
Mmus_ENSMUST00000064795	OG_2319	Mmus
Dmel_FBtr0330050	OG_2319	Dmel
Nvec_v1g39805	OG_2319	Nvec
Hvul_g2140_1	OG_2319	Hvul
Tadh_TriadT16617	OG_2325	Tadh
Tadh_TriadT22338	OG_2325	Tadh
TrH2_TrispH2_002139-RA	OG_2325	TrH2
Hhon_g04679.t1	OG_2325	Hhon
Hhon_g08125.t1	OG_2325	Hhon
HoiH23_PlH23_002165-RA	OG_2325	HoiH23
HoiH23_PlH23_010682-RA	OG_2325	HoiH23
Nvec_v1g215658	OG_2326	Nvec
Nvec_v1g246686	OG_2326	Nvec
Nvec_v1g82493	OG_2326	Nvec
Mmus_ENSMUST00000032732	OG_2327	Mmus
Dmel_FBtr0071493	OG_2327	Dmel
Nvec_v1g116118	OG_2327	Nvec
Mmus_ENSMUST00000176540	OG_2328	Mmus
Hvul_g12939_1	OG_2330	Hvul
Mlei_ML1304.g8.i1	OG_2330	Mlei
Hhon_g01452.t1	OG_2333	Hhon
HoiH23_PlH23_002936-RA	OG_2333	HoiH23
Tadh_TriadT29799	OG_2341	Tadh
TrH2_TrispH2_009395-RA	OG_2341	TrH2
HoiH23_PlH23_010327-RA	OG_2341	HoiH23
Nvec_v1g201155	OG_2343	Nvec
Spis_XP_022782475_1	OG_2343	Spis
Mlei_ML0300.g3.i1	OG_2343	Mlei
Tadh_TriadT51110	OG_2345	Tadh
TrH2_TrispH2_007645-RA	OG_2345	TrH2
Hhon_g03362.t1	OG_2345	Hhon
HoiH23_PlH23_007130-RA	OG_2345	HoiH23
Mmus_ENSMUST00000121990	OG_2345	Mmus
Mmus_ENSMUST00000064054	OG_2345	Mmus
Mmus_ENSMUST00000239027	OG_2345	Mmus
Mmus_ENSMUST00000065957	OG_2345	Mmus
Dmel_FBtr0077726	OG_2345	Dmel
Dmel_FBtr0303254	OG_2345	Dmel
Dmel_FBtr0299849	OG_2345	Dmel
Nvec_v1g136167	OG_2345	Nvec
Nvec_v1g136185	OG_2345	Nvec
TrH2_TrispH2_003405-RA	OG_2346	TrH2
Hhon_g07659.t1	OG_2346	Hhon
Dmel_FBtr0329849	OG_2346	Dmel
Mmus_ENSMUST00000090541	OG_2347	Mmus
Mmus_ENSMUST00000018914	OG_2347	Mmus
Mmus_ENSMUST00000030787	OG_2351	Mmus
HoiH23_PlH23_005075-RA	OG_2353	HoiH23
Hhon_g03756.t1	OG_2356	Hhon
Mmus_ENSMUST00000238436	OG_2361	Mmus
Mmus_ENSMUST00000162528	OG_2361	Mmus
Dmel_FBtr0340335	OG_2361	Dmel
Dmel_FBtr0474233	OG_2361	Dmel
Nvec_v1g242002	OG_2361	Nvec
Dmel_FBtr0087532	OG_2365	Dmel
Mlei_ML0596.g6.i1	OG_2365	Mlei
Nvec_v1g105869	OG_2376	Nvec
Nvec_v1g129977	OG_2376	Nvec
Nvec_v1g348	OG_2376	Nvec
Hvul_g4435_1	OG_2376	Hvul
Spis_XP_022800420_1	OG_2376	Spis
Spis_XP_022800545_1	OG_2376	Spis
Mlei_ML2002.g26.i1	OG_2376	Mlei
Dmel_FBtr0330418	OG_2380	Dmel
Mmus_ENSMUST00000058906	OG_2382	Mmus
Mmus_ENSMUST00000094280	OG_2382	Mmus
Mmus_ENSMUST00000004036	OG_2386	Mmus
Mmus_ENSMUST00000118788	OG_2388	Mmus
Tadh_TriadT52598	OG_2389	Tadh
Tadh_TriadT59518	OG_2389	Tadh
Tadh_TriadT59519	OG_2389	Tadh
Tadh_TriadT55503	OG_2389	Tadh
Tadh_TriadT55330	OG_2389	Tadh
Tadh_TriadT55504	OG_2389	Tadh
TrH2_TrispH2_004433-RA	OG_2389	TrH2
TrH2_TrispH2_006452-RA	OG_2389	TrH2
TrH2_TrispH2_009406-RA	OG_2389	TrH2
Hhon_g08356.t1	OG_2389	Hhon
Hhon_g08355.t1	OG_2389	Hhon
Hhon_g08357.t1	OG_2389	Hhon
Hhon_g11464.t1	OG_2389	Hhon
HoiH23_PlH23_004248-RA	OG_2389	HoiH23
HoiH23_PlH23_006571-RA	OG_2389	HoiH23
Hvul_g4790_1	OG_2389	Hvul
Mmus_ENSMUST00000075410	OG_2399	Mmus
Spis_XP_022804002_1	OG_2399	Spis
HoiH23_PlH23_010805-RA	OG_2400	HoiH23
Mmus_ENSMUST00000109627	OG_2400	Mmus
Mmus_ENSMUST00000017610	OG_2401	Mmus
Hvul_g10296_1	OG_2401	Hvul
Hvul_g10299_1	OG_2401	Hvul
HoiH23_PlH23_002322-RA	OG_2403	HoiH23
Hvul_g30865_1	OG_2408	Hvul
Tadh_TriadT56431	OG_2413	Tadh
TrH2_TrispH2_009001-RA	OG_2413	TrH2
Hhon_g05399.t1	OG_2413	Hhon
HoiH23_PlH23_000286-RA	OG_2413	HoiH23
Dmel_FBtr0306026	OG_2413	Dmel
TrH2_TrispH2_004487-RA	OG_2415	TrH2
Hhon_g07440.t1	OG_2415	Hhon
Mmus_ENSMUST00000006991	OG_2420	Mmus
Hvul_g16684_1	OG_2420	Hvul
Hvul_g28461_1	OG_2420	Hvul
Hvul_g28462_1	OG_2420	Hvul
Tadh_TriadT55036	OG_2421	Tadh
Tadh_TriadT63806	OG_2421	Tadh
TrH2_TrispH2_005729-RA	OG_2421	TrH2
Hhon_g09438.t1	OG_2421	Hhon
HoiH23_PlH23_002438-RA	OG_2421	HoiH23
HoiH23_PlH23_002457-RA	OG_2421	HoiH23
Tadh_TriadT59453	OG_2430	Tadh
Tadh_TriadT60080	OG_2430	Tadh
Tadh_TriadT62091	OG_2430	Tadh
Tadh_wf_g11194.t1	OG_2430	Tadh
Tadh_wf_g5530.t1	OG_2430	Tadh
TrH2_TrispH2_007566-RA	OG_2430	TrH2
TrH2_TrispH2_007570-RA	OG_2430	TrH2
Hhon_g04142.t1	OG_2430	Hhon
Mmus_ENSMUST00000101018	OG_2436	Mmus
Nvec_v1g232813	OG_2440	Nvec
Hvul_g11748_1	OG_2440	Hvul
Hvul_g12499_1	OG_2440	Hvul
Hvul_g15690_1	OG_2440	Hvul
Hvul_g1965_1	OG_2440	Hvul
Spis_XP_022800497_1	OG_2440	Spis
Spis_XP_022794426_1	OG_2443	Spis
Spis_XP_022809476_1	OG_2443	Spis
Hvul_g3008_1	OG_2444	Hvul
Mmus_ENSMUST00000118163	OG_2445	Mmus
Dmel_FBtr0347028	OG_2445	Dmel
Mmus_ENSMUST00000019226	OG_2446	Mmus
Nvec_v1g229791	OG_2446	Nvec
Spis_XP_022782627_1	OG_2449	Spis
Dmel_FBtr0088254	OG_2451	Dmel
Spis_XP_022809906_1	OG_2453	Spis
Mlei_ML0802.g1.i1	OG_2454	Mlei
Tadh_TriadT58808	OG_2457	Tadh
TrH2_TrispH2_008081-RA	OG_2457	TrH2
HoiH23_PlH23_004381-RA	OG_2457	HoiH23
Mmus_ENSMUST00000107975	OG_2457	Mmus
Dmel_FBtr0290046	OG_2458	Dmel
Mmus_ENSMUST00000092175	OG_2459	Mmus
Mmus_ENSMUST00000107906	OG_2459	Mmus
Mmus_ENSMUST00000160433	OG_2459	Mmus
Nvec_v1g114311	OG_2459	Nvec
Nvec_v1g21646	OG_2459	Nvec
Hvul_g12305_1	OG_2459	Hvul
Hvul_g29897_1	OG_2459	Hvul
Hvul_g9425_1	OG_2459	Hvul
Spis_XP_022781687_1	OG_2459	Spis
Spis_XP_022787126_1	OG_2459	Spis
Spis_XP_022798642_1	OG_2459	Spis
TrH2_TrispH2_007807-RA	OG_2461	TrH2
HoiH23_PlH23_005065-RA	OG_2461	HoiH23
Mmus_ENSMUST00000078719	OG_2462	Mmus
Mmus_ENSMUST00000223109	OG_2462	Mmus
Tadh_TriadT15459	OG_2469	Tadh
Tadh_TriadT5190	OG_2469	Tadh
Tadh_TriadT29682	OG_2469	Tadh
Tadh_TriadT60646	OG_2469	Tadh
Tadh_TriadT61553	OG_2469	Tadh
Tadh_TriadT4188	OG_2469	Tadh
Tadh_TriadT3759	OG_2469	Tadh
Tadh_TriadT58557	OG_2469	Tadh
Tadh_TriadT28334	OG_2469	Tadh
Tadh_TriadT58578	OG_2469	Tadh
TrH2_TrispH2_002038-RA	OG_2469	TrH2
TrH2_TrispH2_002640-RA	OG_2469	TrH2
TrH2_TrispH2_006582-RA	OG_2469	TrH2
TrH2_TrispH2_006600-RA	OG_2469	TrH2
TrH2_TrispH2_006605-RA	OG_2469	TrH2
TrH2_TrispH2_006389-RA	OG_2469	TrH2
TrH2_TrispH2_008180-RA	OG_2469	TrH2
TrH2_TrispH2_009136-RA	OG_2469	TrH2
Hhon_g00845.t1	OG_2469	Hhon
Hhon_g00793.t1	OG_2469	Hhon
Hhon_g00849.t1	OG_2469	Hhon
Hhon_g01545.t1	OG_2469	Hhon
Hhon_g01924.t1	OG_2469	Hhon
Hhon_g02022.t1	OG_2469	Hhon
Hhon_g04822.t1	OG_2469	Hhon
Hhon_g05579.t1	OG_2469	Hhon
HoiH23_PlH23_001488-RA	OG_2469	HoiH23
HoiH23_PlH23_009451-RA	OG_2469	HoiH23
HoiH23_PlH23_005385-RA	OG_2469	HoiH23
HoiH23_PlH23_006174-RA	OG_2469	HoiH23
HoiH23_PlH23_007746-RA	OG_2469	HoiH23
HoiH23_PlH23_009607-RA	OG_2469	HoiH23
HoiH23_PlH23_010279-RA	OG_2469	HoiH23
HoiH23_PlH23_003456-RA	OG_2469	HoiH23
HoiH23_PlH23_011666-RA	OG_2469	HoiH23
HoiH23_PlH23_011821-RA	OG_2469	HoiH23
HoiH23_PlH23_007626-RA	OG_2469	HoiH23
HoiH23_PlH23_007630-RA	OG_2469	HoiH23
Mmus_ENSMUST00000057188	OG_2469	Mmus
Dmel_FBtr0073337	OG_2469	Dmel
Dmel_FBtr0083876	OG_2469	Dmel
Dmel_FBtr0080291	OG_2469	Dmel
Dmel_FBtr0347603	OG_2469	Dmel
Dmel_FBtr0081789	OG_2469	Dmel
Dmel_FBtr0083857	OG_2469	Dmel
Hvul_g22186_1	OG_2469	Hvul
Hvul_g24374_1	OG_2469	Hvul
Spis_XP_022784148_1	OG_2469	Spis
Mlei_ML0538.g1.i1	OG_2469	Mlei
Mmus_ENSMUST00000081851	OG_2473	Mmus
Hvul_g22798_1	OG_2473	Hvul
Hvul_g33087_1	OG_2473	Hvul
Mmus_ENSMUST00000041623	OG_2476	Mmus
Mmus_ENSMUST00000069399	OG_2476	Mmus
Mmus_ENSMUST00000094276	OG_2476	Mmus
Dmel_FBtr0303933	OG_2476	Dmel
Mlei_ML0844.g5.i1	OG_2476	Mlei
Mmus_ENSMUST00000044492	OG_2483	Mmus
Spis_XP_022788373_1	OG_2483	Spis
Dmel_FBtr0087476	OG_2486	Dmel
Nvec_v1g239633	OG_2486	Nvec
Mlei_ML2083.g2.i1	OG_2486	Mlei
Mmus_ENSMUST00000005583	OG_2489	Mmus
Spis_XP_022788581_1	OG_2490	Spis
Hvul_g10876_1	OG_2493	Hvul
Spis_XP_022789822_1	OG_2493	Spis
Nvec_v1g241615	OG_2501	Nvec
Mmus_ENSMUST00000177292	OG_2503	Mmus
Nvec_v1g246645	OG_2503	Nvec
Hvul_g13918_1	OG_2503	Hvul
Hvul_g26388_1	OG_2512	Hvul
Mmus_ENSMUST00000190298	OG_2514	Mmus
Mmus_ENSMUST00000064395	OG_2514	Mmus
Dmel_FBtr0329845	OG_2514	Dmel
TrH2_TrispH2_005279-RA	OG_2524	TrH2
Hhon_g08608.t1	OG_2524	Hhon
HoiH23_PlH23_004726-RA	OG_2524	HoiH23
Tadh_TriadT52472	OG_2525	Tadh
Hhon_g06174.t1	OG_2525	Hhon
HoiH23_PlH23_001881-RA	OG_2525	HoiH23
Mmus_ENSMUST00000194252	OG_2528	Mmus
Dmel_FBtr0309285	OG_2528	Dmel
Dmel_FBtr0343523	OG_2528	Dmel
Hvul_g24768_1	OG_2528	Hvul
Mlei_ML0178.g1.i1	OG_2528	Mlei
Mmus_ENSMUST00000043484	OG_2536	Mmus
Mmus_ENSMUST00000212792	OG_2536	Mmus
Dmel_FBtr0345112	OG_2538	Dmel
Hvul_g3053_1	OG_2538	Hvul
Hvul_g12476_1	OG_2539	Hvul
Mmus_ENSMUST00000038757	OG_2540	Mmus
Hvul_g21201_1	OG_2540	Hvul
Spis_XP_022777592_1	OG_2542	Spis
Spis_XP_022790901_1	OG_2542	Spis
Spis_XP_022804963_1	OG_2542	Spis
Mlei_ML2506.g2.i1	OG_2544	Mlei
Nvec_v1g130873	OG_2549	Nvec
Hvul_g26815_1	OG_2549	Hvul
Spis_XP_022791463_1	OG_2551	Spis
Mlei_ML0105.g35.i1	OG_2552	Mlei
Mlei_ML1043.g46.i1	OG_2552	Mlei
Spis_XP_022791578_1	OG_2554	Spis
Hvul_g2040_1	OG_2556	Hvul
Hvul_g3432_1	OG_2556	Hvul
Mlei_ML3055.g27.i1	OG_2556	Mlei
Tadh_TriadT63799	OG_2559	Tadh
Tadh_TriadT17540	OG_2559	Tadh
TrH2_TrispH2_010681-RA	OG_2559	TrH2
HoiH23_PlH23_008450-RA	OG_2559	HoiH23
HoiH23_PlH23_006611-RA	OG_2559	HoiH23
Nvec_v1g102563	OG_2559	Nvec
Nvec_v1g125536	OG_2559	Nvec
Spis_XP_022779877_1	OG_2559	Spis
Spis_XP_022789336_1	OG_2559	Spis
Mlei_ML3759.g1.i1	OG_2559	Mlei
Hvul_g11736_1	OG_2563	Hvul
Tadh_TriadT64121	OG_2565	Tadh
TrH2_TrispH2_007077-RA	OG_2565	TrH2
Hhon_g04393.t1	OG_2565	Hhon
Dmel_FBtr0082118	OG_2565	Dmel
Tadh_TriadT29696	OG_2575	Tadh
Tadh_TriadT55893	OG_2575	Tadh
Tadh_TriadT55896	OG_2575	Tadh
Tadh_TriadT33970	OG_2575	Tadh
Tadh_wf_g6351.t1	OG_2575	Tadh
Tadh_TriadT58847	OG_2575	Tadh
TrH2_TrispH2_006703-RA	OG_2575	TrH2
Hhon_g01884.t1	OG_2575	Hhon
Hhon_g02297.t1	OG_2575	Hhon
Hhon_g03285.t1	OG_2575	Hhon
Hhon_g03288.t1	OG_2575	Hhon
Hhon_g04462.t1	OG_2575	Hhon
Hhon_g05113.t1	OG_2575	Hhon
Hhon_g06035.t1	OG_2575	Hhon
Hhon_g10379.t1	OG_2575	Hhon
HoiH23_PlH23_005557-RA	OG_2575	HoiH23
HoiH23_PlH23_005558-RA	OG_2575	HoiH23
HoiH23_PlH23_002041-RA	OG_2575	HoiH23
HoiH23_PlH23_002045-RA	OG_2575	HoiH23
HoiH23_PlH23_011172-RA	OG_2575	HoiH23
HoiH23_PlH23_011173-RA	OG_2575	HoiH23
Mmus_ENSMUST00000038191	OG_2575	Mmus
Mmus_ENSMUST00000035444	OG_2575	Mmus
Dmel_FBtr0474126	OG_2575	Dmel
Dmel_FBtr0330056	OG_2575	Dmel
Dmel_FBtr0078855	OG_2575	Dmel
Dmel_FBtr0330144	OG_2575	Dmel
Dmel_FBtr0085746	OG_2575	Dmel
Dmel_FBtr0330711	OG_2575	Dmel
Dmel_FBtr0330293	OG_2575	Dmel
Dmel_FBtr0343169	OG_2575	Dmel
Dmel_FBtr0110936	OG_2575	Dmel
Dmel_FBtr0078479	OG_2575	Dmel
Dmel_FBtr0330029	OG_2575	Dmel
Dmel_FBtr0084260	OG_2575	Dmel
Dmel_FBtr0330120	OG_2575	Dmel
Dmel_FBtr0290334	OG_2575	Dmel
Dmel_FBtr0083532	OG_2575	Dmel
Dmel_FBtr0072368	OG_2575	Dmel
Nvec_v1g1848	OG_2575	Nvec
Nvec_v1g1897	OG_2575	Nvec
Nvec_v1g198868	OG_2575	Nvec
Nvec_v1g217673	OG_2575	Nvec
Hvul_g13384_1	OG_2575	Hvul
Hvul_g18317_1	OG_2575	Hvul
Hvul_g31869_1	OG_2575	Hvul
Hvul_g3256_1	OG_2575	Hvul
Hvul_g33448_1	OG_2575	Hvul
Spis_XP_022792674_1	OG_2575	Spis
Mlei_ML0201.g13.i1	OG_2576	Mlei
TrH2_TrispH2_009632-RA	OG_2579	TrH2
Tadh_TriadT7195	OG_2584	Tadh
Hvul_g5577_1	OG_2584	Hvul
Dmel_FBtr0300455	OG_2589	Dmel
TrH2_TrispH2_001689-RA	OG_2591	TrH2
Hhon_g06744.t1	OG_2591	Hhon
Nvec_v1g158003	OG_2592	Nvec
Spis_XP_022803442_1	OG_2593	Spis
Mmus_ENSMUST00000107678	OG_2595	Mmus
HoiH23_PlH23_001922-RA	OG_2599	HoiH23
Spolac_c95015_g1	OG_2599	Spolac
Hvul_g22381_1	OG_2600	Hvul
Tadh_TriadT7089	OG_2603	Tadh
TrH2_TrispH2_007749-RA	OG_2603	TrH2
Hhon_g02945.t1	OG_2603	Hhon
HoiH23_PlH23_010906-RA	OG_2603	HoiH23
Nvec_v1g230810	OG_2603	Nvec
Hhon_g07626.t1	OG_2608	Hhon
Dmel_FBtr0071623	OG_2609	Dmel
Hvul_g22365_1	OG_2609	Hvul
Tadh_wf_g6634.t1	OG_2611	Tadh
TrH2_TrispH2_009448-RA	OG_2611	TrH2
Dmel_FBtr0304161	OG_2611	Dmel
