gene	orthogroup	species
Mmus_ENSMUST00000108904	OG_1905	Mmus
Mmus_ENSMUST00000043150	OG_1905	Mmus
Mmus_ENSMUST00000034046	OG_1905	Mmus
Dmel_FBtr0075077	OG_1905	Dmel
Nvec_v1g239941	OG_1905	Nvec
Nvec_v1g92170	OG_1905	Nvec
Nvec_v1g162278	OG_1905	Nvec
Nvec_NVE1754	OG_1905	Nvec
Nvec_v1g89846	OG_1905	Nvec
Nvec_v1g89762	OG_1905	Nvec
Spis_XP_022794374_1	OG_1905	Spis
Spis_XP_022809346_1	OG_1905	Spis
Spis_XP_022794373_1	OG_1905	Spis
Spis_Spis23324_1	OG_1905	Spis
Spis_XP_022796097_1	OG_1905	Spis
Spis_XP_022810498_1	OG_1905	Spis
Mlei_ML0653.g2.i1	OG_1905	Mlei
Mlei_ML0837.g8.i1	OG_1905	Mlei
Mlei_ML0149.g5.i1	OG_1905	Mlei
Mlei_ML0837.g6.i1	OG_1905	Mlei
Mlei_ML1316.g8.i1	OG_1905	Mlei
Mlei_ML3588.g38.i1	OG_1905	Mlei
Mlei_ML1263.g1.i1	OG_1905	Mlei
Spolac_c103438_g1	OG_1905	Spolac
Tadh_TriadT50321	OG_1915	Tadh
TrH2_TrispH2_001925-RA	OG_1915	TrH2
Hhon_g08846.t1	OG_1915	Hhon
HoiH23_PlH23_010422-RA	OG_1915	HoiH23
Mmus_ENSMUST00000002259	OG_1915	Mmus
Mmus_ENSMUST00000020637	OG_1915	Mmus
Dmel_FBtr0085437	OG_1915	Dmel
Dmel_FBtr0073634	OG_1915	Dmel
Dmel_FBtr0074299	OG_1915	Dmel
Nvec_v1g80092	OG_1915	Nvec
Hvul_g6025_1	OG_1915	Hvul
Spis_XP_022798255_1	OG_1915	Spis
Mlei_ML2165.g8.i1	OG_1915	Mlei
Mlei_ML0331.g13.i1	OG_1915	Mlei
Spolac_c91353_g1	OG_1915	Spolac
Tadh_TriadT60275	OG_1919	Tadh
Tadh_TriadT9318	OG_1919	Tadh
TrH2_TrispH2_000838-RA	OG_1919	TrH2
Hhon_g08110.t1	OG_1919	Hhon
HoiH23_PlH23_010589-RA	OG_1919	HoiH23
Mmus_ENSMUST00000200342	OG_1919	Mmus
Mmus_ENSMUST00000238823	OG_1919	Mmus
Mmus_ENSMUST00000118549	OG_1919	Mmus
Mmus_ENSMUST00000115816	OG_1919	Mmus
Mmus_ENSMUST00000114924	OG_1919	Mmus
Mmus_ENSMUST00000005643	OG_1919	Mmus
Dmel_FBtr0330343	OG_1919	Dmel
Dmel_FBtr0080344	OG_1919	Dmel
Dmel_FBtr0304856	OG_1919	Dmel
Nvec_v1g230447	OG_1919	Nvec
Nvec_v1g29078	OG_1919	Nvec
Nvec_v1g140278	OG_1919	Nvec
Hvul_g4502_1	OG_1919	Hvul
Spis_XP_022786503_1	OG_1919	Spis
Mlei_ML0124.g13.i1	OG_1919	Mlei
Mlei_ML0001.g15.i1	OG_1919	Mlei
Spolac_c103396_g1	OG_1919	Spolac
Spolac_c103396_g1	OG_1919	Spolac
Spolac_c102243_g1	OG_1919	Spolac
Spolac_c102243_g1	OG_1919	Spolac
Spolac_c102243_g1	OG_1919	Spolac
Spolac_c102243_g1	OG_1919	Spolac
Spolac_c102243_g1	OG_1919	Spolac
Tadh_TriadT53440	OG_1927	Tadh
TrH2_TrispH2_002620-RA	OG_1927	TrH2
Hhon_g05327.t1	OG_1927	Hhon
HoiH23_PlH23_008326-RA	OG_1927	HoiH23
Mmus_ENSMUST00000055244	OG_1927	Mmus
Mmus_ENSMUST00000199876	OG_1927	Mmus
Mmus_ENSMUST00000007814	OG_1927	Mmus
Dmel_FBtr0087074	OG_1927	Dmel
Nvec_v1g244532	OG_1927	Nvec
Nvec_v1g206778	OG_1927	Nvec
Nvec_v1g232687	OG_1927	Nvec
Nvec_v1g243620	OG_1927	Nvec
Nvec_v1g208593	OG_1927	Nvec
Hvul_g12091_1	OG_1927	Hvul
Spis_XP_022790535_1	OG_1927	Spis
Spis_XP_022807439_1	OG_1927	Spis
Spis_XP_022807442_1	OG_1927	Spis
Spis_XP_022783036_1	OG_1927	Spis
Spis_Spis21122_1	OG_1927	Spis
Spis_XP_022803031_1	OG_1927	Spis
Spis_XP_022803030_1	OG_1927	Spis
Spis_XP_022807425_1	OG_1927	Spis
Spis_XP_022807451_1	OG_1927	Spis
Spis_XP_022803034_1	OG_1927	Spis
Spis_XP_022801162_1	OG_1927	Spis
Spis_XP_022800250_1	OG_1927	Spis
Mlei_ML0520.g2.i1	OG_1927	Mlei
Mlei_ML0871.g12.i1	OG_1927	Mlei
Mlei_ML1430.g8.i1	OG_1927	Mlei
Spolac_c104123_g5	OG_1927	Spolac
Spolac_c104123_g5	OG_1927	Spolac
Spolac_c104123_g5	OG_1927	Spolac
Spolac_c104123_g5	OG_1927	Spolac
Spolac_c104123_g5	OG_1927	Spolac
Spolac_c104123_g5	OG_1927	Spolac
TrH2_TrispH2_007147-RA	OG_1940	TrH2
Hhon_g10409.t1	OG_1940	Hhon
HoiH23_PlH23_002998-RA	OG_1940	HoiH23
Mmus_ENSMUST00000030791	OG_1940	Mmus
Mmus_ENSMUST00000021052	OG_1940	Mmus
Mmus_ENSMUST00000023759	OG_1940	Mmus
Dmel_FBtr0073741	OG_1940	Dmel
Nvec_v1g200763	OG_1940	Nvec
Nvec_v1g149197	OG_1940	Nvec
Nvec_v1g9389	OG_1940	Nvec
Hvul_g8474_1	OG_1940	Hvul
Spis_XP_022787307_1	OG_1940	Spis
Mlei_ML1906.g13.i1	OG_1940	Mlei
Spolac_c101764_g1	OG_1940	Spolac
Spolac_c101764_g1	OG_1940	Spolac
Tadh_TriadT63189	OG_1944	Tadh
TrH2_TrispH2_000050-RA	OG_1944	TrH2
Hhon_g09959.t1	OG_1944	Hhon
HoiH23_PlH23_002615-RA	OG_1944	HoiH23
Mmus_ENSMUST00000170810	OG_1944	Mmus
Dmel_FBtr0075718	OG_1944	Dmel
Dmel_FBtr0086303	OG_1944	Dmel
Nvec_v1g194342	OG_1944	Nvec
Hvul_g33762_1	OG_1944	Hvul
Spis_XP_022793566_1	OG_1944	Spis
Mlei_ML1498.g5.i1	OG_1944	Mlei
Spolac_c98894_g1	OG_1944	Spolac
Spolac_c98894_g2	OG_1944	Spolac
Tadh_TriadT37067	OG_1948	Tadh
TrH2_TrispH2_000206-RA	OG_1948	TrH2
Hhon_g04495.t1	OG_1948	Hhon
HoiH23_PlH23_000750-RA	OG_1948	HoiH23
Mmus_ENSMUST00000029900	OG_1948	Mmus
Mmus_ENSMUST00000013304	OG_1948	Mmus
Dmel_FBtr0070611	OG_1948	Dmel
Nvec_v1g128006	OG_1948	Nvec
Nvec_v1g216596	OG_1948	Nvec
Nvec_v1g246541	OG_1948	Nvec
Nvec_v1g213550	OG_1948	Nvec
Hvul_g12699_1	OG_1948	Hvul
Spis_XP_022798049_1	OG_1948	Spis
Mlei_ML0657.g40.i1	OG_1948	Mlei
Mlei_ML0772.g19.i1	OG_1948	Mlei
Spolac_c96045_g1	OG_1948	Spolac
Tadh_TriadT49711	OG_1951	Tadh
Tadh_TriadT18263	OG_1951	Tadh
TrH2_TrispH2_000939-RA	OG_1951	TrH2
TrH2_TrispH2_000959-RA	OG_1951	TrH2
Hhon_g03197.t1	OG_1951	Hhon
HoiH23_PlH23_009400-RA	OG_1951	HoiH23
HoiH23_PlH23_003514-RA	OG_1951	HoiH23
Mmus_ENSMUST00000149261	OG_1951	Mmus
Dmel_FBtr0100619	OG_1951	Dmel
Nvec_v1g211830	OG_1951	Nvec
Spis_XP_022807063_1	OG_1951	Spis
Spolac_c105492_g1	OG_1951	Spolac
Tadh_TriadT28065	OG_1955	Tadh
TrH2_TrispH2_001423-RA	OG_1955	TrH2
Hhon_g03529.t1	OG_1955	Hhon
HoiH23_PlH23_010407-RA	OG_1955	HoiH23
Mmus_ENSMUST00000054730	OG_1955	Mmus
Mmus_ENSMUST00000029570	OG_1955	Mmus
Mmus_ENSMUST00000140672	OG_1955	Mmus
Dmel_FBtr0113132	OG_1955	Dmel
Dmel_FBtr0078207	OG_1955	Dmel
Dmel_FBtr0078208	OG_1955	Dmel
Dmel_FBtr0078206	OG_1955	Dmel
Nvec_v1g182583	OG_1955	Nvec
Hvul_g33124_1	OG_1955	Hvul
Spis_XP_022791049_1	OG_1955	Spis
Mlei_ML0061.g11.i1	OG_1955	Mlei
Spolac_c100016_g1	OG_1955	Spolac
Spolac_c100016_g1	OG_1955	Spolac
Tadh_TriadT27195	OG_1977	Tadh
TrH2_TrispH2_005067-RA	OG_1977	TrH2
Hhon_g03574.t1	OG_1977	Hhon
Hhon_g09197.t1	OG_1977	Hhon
HoiH23_PlH23_001394-RA	OG_1977	HoiH23
Mmus_ENSMUST00000078027	OG_1977	Mmus
Mmus_ENSMUST00000040261	OG_1977	Mmus
Nvec_v1g43506	OG_1977	Nvec
Nvec_v1g35922	OG_1977	Nvec
Hvul_g29046_1	OG_1977	Hvul
Spis_XP_022787385_1	OG_1977	Spis
Mlei_ML3061.g14.i1	OG_1977	Mlei
Spolac_c102646_g1	OG_1977	Spolac
Spolac_c102646_g1	OG_1977	Spolac
Spolac_c102646_g1	OG_1977	Spolac
Tadh_TriadT60906	OG_1979	Tadh
TrH2_TrispH2_008876-RA	OG_1979	TrH2
TrH2_TrispH2_009056-RA	OG_1979	TrH2
TrH2_TrispH2_009059-RA	OG_1979	TrH2
TrH2_TrispH2_009060-RA	OG_1979	TrH2
Hhon_g09346.t1	OG_1979	Hhon
Hhon_g10532.t1	OG_1979	Hhon
Hhon_g09345.t1	OG_1979	Hhon
Hhon_g10703.t1	OG_1979	Hhon
Hhon_g10702.t1	OG_1979	Hhon
Hhon_g11701.t1	OG_1979	Hhon
HoiH23_PlH23_011234-RA	OG_1979	HoiH23
HoiH23_PlH23_006317-RA	OG_1979	HoiH23
HoiH23_hyp_clust10028.t1	OG_1979	HoiH23
HoiH23_PlH23_006318-RA	OG_1979	HoiH23
HoiH23_PlH23_011235-RA	OG_1979	HoiH23
HoiH23_PlH23_010510-RA	OG_1979	HoiH23
HoiH23_PlH23_006412-RA	OG_1979	HoiH23
Nvec_v1g124706	OG_1979	Nvec
Spolac_c91022_g1	OG_1979	Spolac
Tadh_TriadT53544	OG_1984	Tadh
Tadh_TriadT53546	OG_1984	Tadh
Tadh_TriadT53545	OG_1984	Tadh
TrH2_TrispH2_002244-RA	OG_1984	TrH2
TrH2_TrispH2_002246-RA	OG_1984	TrH2
TrH2_TrispH2_002245-RA	OG_1984	TrH2
Hhon_g01634.t1	OG_1984	Hhon
Hhon_g01636.t1	OG_1984	Hhon
Hhon_g01635.t1	OG_1984	Hhon
HoiH23_PlH23_000985-RA	OG_1984	HoiH23
HoiH23_PlH23_000987-RA	OG_1984	HoiH23
HoiH23_PlH23_000986-RA	OG_1984	HoiH23
Mmus_ENSMUST00000039327	OG_1984	Mmus
Mmus_ENSMUST00000045593	OG_1984	Mmus
Dmel_FBtr0290302	OG_1984	Dmel
Nvec_v1g93878	OG_1984	Nvec
Nvec_v1g60191	OG_1984	Nvec
Nvec_v1g226035	OG_1984	Nvec
Nvec_v1g202361	OG_1984	Nvec
Hvul_g4486_1	OG_1984	Hvul
Hvul_g25244_1	OG_1984	Hvul
Hvul_g25245_1	OG_1984	Hvul
Spis_XP_022780293_1	OG_1984	Spis
Spis_XP_022792240_1	OG_1984	Spis
Spis_XP_022803475_1	OG_1984	Spis
Mlei_ML1286.g3.i1	OG_1984	Mlei
Spolac_c87495_g1	OG_1984	Spolac
Spolac_c87495_g2	OG_1984	Spolac
Spolac_c97285_g1	OG_1984	Spolac
Spolac_c97285_g1	OG_1984	Spolac
Spolac_c24366_g1	OG_1984	Spolac
Tadh_TriadT53495	OG_2002	Tadh
TrH2_TrispH2_002674-RA	OG_2002	TrH2
Hhon_g01583.t1	OG_2002	Hhon
HoiH23_PlH23_002511-RA	OG_2002	HoiH23
Mmus_ENSMUST00000159861	OG_2002	Mmus
Mmus_ENSMUST00000112488	OG_2002	Mmus
Mmus_ENSMUST00000094489	OG_2002	Mmus
Mmus_ENSMUST00000082104	OG_2002	Mmus
Mmus_ENSMUST00000039862	OG_2002	Mmus
Mmus_ENSMUST00000093995	OG_2002	Mmus
Mmus_ENSMUST00000100670	OG_2002	Mmus
Mmus_ENSMUST00000184063	OG_2002	Mmus
Mmus_ENSMUST00000075451	OG_2002	Mmus
Mmus_ENSMUST00000027657	OG_2002	Mmus
Mmus_ENSMUST00000027650	OG_2002	Mmus
Mmus_ENSMUST00000025229	OG_2002	Mmus
Mmus_ENSMUST00000146299	OG_2002	Mmus
Mmus_ENSMUST00000084501	OG_2002	Mmus
Mmus_ENSMUST00000106333	OG_2002	Mmus
Mmus_ENSMUST00000212480	OG_2002	Mmus
Mmus_ENSMUST00000023965	OG_2002	Mmus
Mmus_ENSMUST00000111989	OG_2002	Mmus
Mmus_ENSMUST00000027615	OG_2002	Mmus
Mmus_ENSMUST00000162746	OG_2002	Mmus
Mmus_ENSMUST00000027874	OG_2002	Mmus
Mmus_ENSMUST00000210219	OG_2002	Mmus
Mmus_ENSMUST00000111976	OG_2002	Mmus
Mmus_ENSMUST00000097491	OG_2002	Mmus
Mmus_ENSMUST00000000049	OG_2002	Mmus
Mmus_ENSMUST00000025230	OG_2002	Mmus
Dmel_FBtr0302107	OG_2002	Dmel
Dmel_FBtr0077467	OG_2002	Dmel
Dmel_FBtr0088004	OG_2002	Dmel
Dmel_FBtr0088607	OG_2002	Dmel
Dmel_FBtr0077560	OG_2002	Dmel
Nvec_v1g10113	OG_2002	Nvec
Nvec_v1g143967	OG_2002	Nvec
Nvec_v1g41116	OG_2002	Nvec
Nvec_v1g98279	OG_2002	Nvec
Nvec_v1g20002	OG_2002	Nvec
Nvec_v1g137929	OG_2002	Nvec
Nvec_v1g22137	OG_2002	Nvec
Nvec_v1g98319	OG_2002	Nvec
Nvec_v1g125072	OG_2002	Nvec
Nvec_v1g119506	OG_2002	Nvec
Nvec_v1g125541	OG_2002	Nvec
Nvec_v1g95035	OG_2002	Nvec
Nvec_v1g199450	OG_2002	Nvec
Nvec_v1g204186	OG_2002	Nvec
Nvec_NVE19511	OG_2002	Nvec
Nvec_v1g95672	OG_2002	Nvec
Nvec_v1g24368	OG_2002	Nvec
Nvec_NVE9531	OG_2002	Nvec
Nvec_v1g119510	OG_2002	Nvec
Nvec_v1g4930	OG_2002	Nvec
Hvul_g30446_1	OG_2002	Hvul
Hvul_g10106_1	OG_2002	Hvul
Spis_XP_022802322_1	OG_2002	Spis
Spis_XP_022794080_1	OG_2002	Spis
Spis_XP_022808248_1	OG_2002	Spis
Spis_XP_022808250_1	OG_2002	Spis
Spis_XP_022778943_1	OG_2002	Spis
Spis_XP_022793886_1	OG_2002	Spis
Spis_XP_022793899_1	OG_2002	Spis
Spis_XP_022793987_1	OG_2002	Spis
Spis_XP_022794027_1	OG_2002	Spis
Spis_XP_022781228_1	OG_2002	Spis
Spis_XP_022806518_1	OG_2002	Spis
Spis_XP_022793969_1	OG_2002	Spis
Spis_XP_022794049_1	OG_2002	Spis
Spis_XP_022808251_1	OG_2002	Spis
Spis_XP_022803300_1	OG_2002	Spis
Spis_XP_022794304_1	OG_2002	Spis
Spis_XP_022808245_1	OG_2002	Spis
Spis_XP_022793918_1	OG_2002	Spis
Spis_XP_022792195_1	OG_2002	Spis
Spis_XP_022788979_1	OG_2002	Spis
Spis_XP_022799707_1	OG_2002	Spis
Spis_XP_022809849_1	OG_2002	Spis
Spis_XP_022808247_1	OG_2002	Spis
Spis_XP_022789906_1	OG_2002	Spis
Spis_XP_022800809_1	OG_2002	Spis
Spis_XP_022809442_1	OG_2002	Spis
Mlei_ML3307.g2.i1	OG_2002	Mlei
Mlei_ML0810.g4.i1	OG_2002	Mlei
Mlei_ML2163.g18.i1	OG_2002	Mlei
Mlei_ML1054.g22.i1	OG_2002	Mlei
Mlei_ML0711.g8.i1	OG_2002	Mlei
Mlei_ML1509.g6.i1	OG_2002	Mlei
Mlei_ML0559.g10.i1	OG_2002	Mlei
Mlei_ML0504.g6.i1	OG_2002	Mlei
Mlei_ML2746.g11.i1	OG_2002	Mlei
Mlei_ML1417.g15.i1	OG_2002	Mlei
Mlei_ML1476.g6.i1	OG_2002	Mlei
Mlei_ML0309.g5.i1	OG_2002	Mlei
Mlei_ML0896.g3.i1	OG_2002	Mlei
Mlei_ML0791.g3.i1	OG_2002	Mlei
Mlei_ML0244.g6.i1	OG_2002	Mlei
Mlei_ML0026.g28.i1	OG_2002	Mlei
Mlei_ML0749.g12.i1	OG_2002	Mlei
Mlei_ML1054.g21.i1	OG_2002	Mlei
Mlei_ML1941.g1.i1	OG_2002	Mlei
Spolac_c101823_g1	OG_2002	Spolac
Spolac_c104278_g1	OG_2002	Spolac
Spolac_c104278_g1	OG_2002	Spolac
Spolac_c106484_g1	OG_2002	Spolac
Spolac_c101823_g1	OG_2002	Spolac
Spolac_c92120_g1	OG_2002	Spolac
Spolac_c101823_g1	OG_2002	Spolac
Spolac_c103538_g1	OG_2002	Spolac
Spolac_c81196_g1	OG_2002	Spolac
Spolac_c99986_g2	OG_2002	Spolac
Spolac_c103410_g1	OG_2002	Spolac
Tadh_TriadT37718	OG_2003	Tadh
TrH2_TrispH2_008988-RA	OG_2003	TrH2
HoiH23_PlH23_000297-RA	OG_2003	HoiH23
Mmus_ENSMUST00000050273	OG_2003	Mmus
Mmus_ENSMUST00000119704	OG_2003	Mmus
Dmel_FBtr0073966	OG_2003	Dmel
Nvec_v1g103835	OG_2003	Nvec
Hvul_g25975_1	OG_2003	Hvul
Mmus_ENSMUST00000019708	OG_2009	Mmus
Mmus_ENSMUST00000004780	OG_2009	Mmus
Mmus_ENSMUST00000084698	OG_2009	Mmus
Dmel_FBtr0072073	OG_2009	Dmel
Nvec_v1g91926	OG_2009	Nvec
Hvul_g30963_1	OG_2009	Hvul
Spis_XP_022780438_1	OG_2009	Spis
Spolac_c104194_g1	OG_2009	Spolac
Tadh_TriadT51547	OG_2018	Tadh
TrH2_TrispH2_009083-RA	OG_2018	TrH2
Hhon_g02071.t1	OG_2018	Hhon
HoiH23_PlH23_004746-RA	OG_2018	HoiH23
Mmus_ENSMUST00000030039	OG_2018	Mmus
Mmus_ENSMUST00000102547	OG_2018	Mmus
Dmel_FBtr0290078	OG_2018	Dmel
Nvec_v1g18746	OG_2018	Nvec
Nvec_v1g91019	OG_2018	Nvec
Spis_XP_022779622_1	OG_2018	Spis
Spis_XP_022807360_1	OG_2018	Spis
Spolac_c100789_g1	OG_2018	Spolac
Spolac_c100789_g1	OG_2018	Spolac
Spolac_c100789_g1	OG_2018	Spolac
Tadh_TriadT54554	OG_2026	Tadh
TrH2_TrispH2_001284-RA	OG_2026	TrH2
Hhon_g05927.t1	OG_2026	Hhon
HoiH23_PlH23_000570-RA	OG_2026	HoiH23
Mmus_ENSMUST00000058771	OG_2026	Mmus
Mmus_ENSMUST00000224300	OG_2026	Mmus
Dmel_FBtr0088946	OG_2026	Dmel
Nvec_v1g240370	OG_2026	Nvec
Hvul_g9770_1	OG_2026	Hvul
Spis_XP_022781925_1	OG_2026	Spis
Mlei_ML2193.g3.i1	OG_2026	Mlei
Spolac_c2944_g1	OG_2026	Spolac
Tadh_wf_g3134.t1	OG_2028	Tadh
TrH2_TrispH2_003918-RA	OG_2028	TrH2
Hhon_g02385.t1	OG_2028	Hhon
HoiH23_PlH23_002245-RA	OG_2028	HoiH23
Mmus_ENSMUST00000109552	OG_2028	Mmus
Dmel_FBtr0074140	OG_2028	Dmel
Nvec_v1g190378	OG_2028	Nvec
Hvul_g29211_1	OG_2028	Hvul
Spis_XP_022794179_1	OG_2028	Spis
Spolac_c104246_g2	OG_2028	Spolac
Spolac_c104246_g2	OG_2028	Spolac
Tadh_TriadT54753	OG_2031	Tadh
TrH2_TrispH2_002126-RA	OG_2031	TrH2
Hhon_g08932.t1	OG_2031	Hhon
HoiH23_PlH23_006049-RA	OG_2031	HoiH23
Mmus_ENSMUST00000069000	OG_2031	Mmus
Mmus_ENSMUST00000022239	OG_2031	Mmus
Mmus_ENSMUST00000026267	OG_2031	Mmus
Dmel_FBtr0087159	OG_2031	Dmel
Nvec_v1g116194	OG_2031	Nvec
Hvul_g25646_1	OG_2031	Hvul
Spis_XP_022795185_1	OG_2031	Spis
Mlei_ML0331.g11.i1	OG_2031	Mlei
Spolac_c102045_g1	OG_2031	Spolac
Spolac_c102045_g1	OG_2031	Spolac
Spolac_c102045_g1	OG_2031	Spolac
Spolac_c98919_g1	OG_2031	Spolac
Spolac_c98919_g1	OG_2031	Spolac
Spolac_c98919_g1	OG_2031	Spolac
Spolac_c102045_g1	OG_2031	Spolac
Spolac_c102045_g1	OG_2031	Spolac
Tadh_TriadT31282	OG_2037	Tadh
TrH2_TrispH2_005013-RA	OG_2037	TrH2
Hhon_g07160.t1	OG_2037	Hhon
HoiH23_PlH23_004922-RA	OG_2037	HoiH23
Mmus_ENSMUST00000026550	OG_2037	Mmus
Dmel_FBtr0299661	OG_2037	Dmel
Nvec_v1g196982	OG_2037	Nvec
Hvul_g29456_1	OG_2037	Hvul
Spis_XP_022802895_1	OG_2037	Spis
Mlei_ML0820.g1.i1	OG_2037	Mlei
Mlei_ML0820.g3.i1	OG_2037	Mlei
Spolac_c101293_g2	OG_2037	Spolac
Tadh_TriadT27662	OG_2040	Tadh
TrH2_TrispH2_000647-RA	OG_2040	TrH2
Hhon_g00044.t1	OG_2040	Hhon
HoiH23_PlH23_011139-RA	OG_2040	HoiH23
Mmus_ENSMUST00000020986	OG_2040	Mmus
Nvec_v1g203554	OG_2040	Nvec
Hvul_g26560_1	OG_2040	Hvul
Spis_XP_022805867_1	OG_2040	Spis
Spolac_c88715_g2	OG_2040	Spolac
Spolac_c88715_g1	OG_2040	Spolac
Tadh_TriadT60803	OG_2044	Tadh
TrH2_TrispH2_010492-RA	OG_2044	TrH2
Hhon_g08289.t1	OG_2044	Hhon
HoiH23_PlH23_005955-RA	OG_2044	HoiH23
Mmus_ENSMUST00000211496	OG_2044	Mmus
Dmel_FBtr0080465	OG_2044	Dmel
Nvec_v1g89807	OG_2044	Nvec
Hvul_g30871_1	OG_2044	Hvul
Spis_XP_022796993_1	OG_2044	Spis
Mlei_ML0670.g10.i1	OG_2044	Mlei
Spolac_c102711_g1	OG_2044	Spolac
Tadh_TriadT31504	OG_2049	Tadh
Tadh_TriadT19964	OG_2049	Tadh
Tadh_TriadT18893	OG_2049	Tadh
TrH2_TrispH2_007031-RA	OG_2049	TrH2
TrH2_TrispH2_010039-RA	OG_2049	TrH2
TrH2_TrispH2_004067-RA	OG_2049	TrH2
Hhon_g03949.t1	OG_2049	Hhon
Hhon_g04041.t1	OG_2049	Hhon
Hhon_g09538.t1	OG_2049	Hhon
HoiH23_PlH23_008882-RA	OG_2049	HoiH23
HoiH23_PlH23_009915-RA	OG_2049	HoiH23
HoiH23_PlH23_000842-RA	OG_2049	HoiH23
Mmus_ENSMUST00000030834	OG_2049	Mmus
Mmus_ENSMUST00000102557	OG_2049	Mmus
Mmus_ENSMUST00000018610	OG_2049	Mmus
Dmel_FBtr0080188	OG_2049	Dmel
Nvec_v1g110599	OG_2049	Nvec
Hvul_g28974_1	OG_2049	Hvul
Hvul_g31295_1	OG_2049	Hvul
Hvul_g28977_1	OG_2049	Hvul
Hvul_g28978_1	OG_2049	Hvul
Hvul_g31289_1	OG_2049	Hvul
Spis_XP_022801394_1	OG_2049	Spis
Spis_XP_022808090_1	OG_2049	Spis
Mlei_ML0742.g14.i1	OG_2049	Mlei
Spolac_c94406_g1	OG_2049	Spolac
Spolac_c103457_g1	OG_2049	Spolac
Spolac_c103457_g1	OG_2049	Spolac
Tadh_TriadT59690	OG_2053	Tadh
TrH2_TrispH2_000278-RA	OG_2053	TrH2
Hhon_g05981.t1	OG_2053	Hhon
HoiH23_PlH23_003082-RA	OG_2053	HoiH23
Mmus_ENSMUST00000066504	OG_2053	Mmus
Mmus_ENSMUST00000025806	OG_2053	Mmus
Mmus_ENSMUST00000021209	OG_2053	Mmus
Mmus_ENSMUST00000079204	OG_2053	Mmus
Mmus_ENSMUST00000064110	OG_2053	Mmus
Dmel_FBtr0071502	OG_2053	Dmel
Nvec_v1g102666	OG_2053	Nvec
Nvec_v1g102493	OG_2053	Nvec
Nvec_v1g206051	OG_2053	Nvec
Hvul_g25499_1	OG_2053	Hvul
Hvul_g25500_1	OG_2053	Hvul
Spis_XP_022780542_1	OG_2053	Spis
Mlei_ML0622.g10.i1	OG_2053	Mlei
Spolac_c102041_g3	OG_2053	Spolac
Spolac_c102537_g1	OG_2053	Spolac
Spolac_c102537_g1	OG_2053	Spolac
Spolac_c102537_g1	OG_2053	Spolac
Spolac_c102537_g1	OG_2053	Spolac
Spolac_c95002_g1	OG_2053	Spolac
Tadh_wf_g1441.t1	OG_2055	Tadh
TrH2_TrispH2_004073-RA	OG_2055	TrH2
Hhon_g03942.t1	OG_2055	Hhon
HoiH23_PlH23_004250-RA	OG_2055	HoiH23
Dmel_FBtr0075590	OG_2055	Dmel
Nvec_NVE8032	OG_2055	Nvec
Nvec_v1g247384	OG_2055	Nvec
Spis_XP_022808033_1	OG_2055	Spis
Spis_Spis774_1	OG_2055	Spis
Mlei_ML1262.g2.i1	OG_2055	Mlei
Spolac_c91917_g1	OG_2055	Spolac
Tadh_TriadT56417	OG_2058	Tadh
TrH2_TrispH2_001198-RA	OG_2058	TrH2
Hhon_g05414.t1	OG_2058	Hhon
HoiH23_PlH23_000271-RA	OG_2058	HoiH23
Dmel_FBtr0086860	OG_2058	Dmel
Nvec_v1g221077	OG_2058	Nvec
Nvec_v1g243726	OG_2058	Nvec
Spis_XP_022782494_1	OG_2058	Spis
Spis_XP_022780554_1	OG_2058	Spis
Spis_XP_022791586_1	OG_2058	Spis
Spis_XP_022787811_1	OG_2058	Spis
Spolac_c99372_g1	OG_2058	Spolac
Spolac_c99372_g1	OG_2058	Spolac
Spolac_c103754_g1	OG_2058	Spolac
Spolac_c101195_g2	OG_2058	Spolac
Tadh_TriadT59710	OG_2059	Tadh
Hhon_g05996.t1	OG_2059	Hhon
HoiH23_PlH23_000344-RA	OG_2059	HoiH23
Mmus_ENSMUST00000031391	OG_2059	Mmus
Mmus_ENSMUST00000031692	OG_2059	Mmus
Mmus_ENSMUST00000205977	OG_2059	Mmus
Dmel_FBtr0071358	OG_2059	Dmel
Nvec_v1g240939	OG_2059	Nvec
Spis_XP_022790652_1	OG_2059	Spis
Mlei_ML0857.g7.i1	OG_2059	Mlei
Spolac_c102307_g2	OG_2059	Spolac
Spolac_c102307_g2	OG_2059	Spolac
Spolac_c102307_g2	OG_2059	Spolac
Tadh_TriadT61254	OG_2061	Tadh
TrH2_TrispH2_005591-RA	OG_2061	TrH2
Hhon_g07281.t1	OG_2061	Hhon
HoiH23_PlH23_004593-RA	OG_2061	HoiH23
Mmus_ENSMUST00000029139	OG_2061	Mmus
Mmus_ENSMUST00000041106	OG_2061	Mmus
Mmus_ENSMUST00000105875	OG_2061	Mmus
Mmus_ENSMUST00000222316	OG_2061	Mmus
Mmus_ENSMUST00000041022	OG_2061	Mmus
Mmus_ENSMUST00000013771	OG_2061	Mmus
Mmus_ENSMUST00000112988	OG_2061	Mmus
Mmus_ENSMUST00000037011	OG_2061	Mmus
Mmus_ENSMUST00000036753	OG_2061	Mmus
Dmel_FBtr0075311	OG_2061	Dmel
Dmel_FBtr0304114	OG_2061	Dmel
Nvec_v1g148690	OG_2061	Nvec
Nvec_v1g104862	OG_2061	Nvec
Nvec_v1g104795	OG_2061	Nvec
Nvec_v1g107944	OG_2061	Nvec
