metacell	cell_type	color	broad_cell_type
646	epithelial_cell	#00C1CD	trachea
647	epithelial_cell	#00C1CD	trachea
648	epithelial_cell	#00C1CD	trachea
649	epithelial_cell	#00C1CD	trachea
650	epithelial_cell	#00C1CD	trachea
651	epithelial_cell	#00C1CD	trachea
652	trachea_endothelial_cell	#00BECD	trachea
653	trachea_endothelial_cell	#00BECD	trachea
654	trachea_endothelial_cell	#00BECD	trachea
655	trachea_endothelial_cell	#00BECD	trachea
656	trachea_endothelial_cell	#00BECD	trachea
657	trachea_endothelial_cell	#00BECD	trachea
658	trachea_endothelial_cell	#00BECD	trachea
659	trachea_endothelial_cell	#00BECD	trachea
660	trachea_endothelial_cell	#00BECD	trachea
661	blood_cell	#00BBCD	trachea
662	blood_cell	#00BBCD	trachea
663	blood_cell	#00BBCD	trachea
664	blood_cell	#00BBCD	trachea
665	blood_cell	#00BBCD	trachea
666	blood_cell	#00BBCD	trachea
667	blood_cell	#00BBCD	trachea
668	blood_cell	#00BBCD	trachea
669	blood_cell	#00BBCD	trachea
670	blood_cell	#00BBCD	trachea
671	blood_cell	#00BBCD	trachea
672	blood_cell	#00BBCD	trachea
673	blood_cell	#00BBCD	trachea
674	neuroendocrine_cell	#00B8CD	trachea
675	neuroendocrine_cell	#00B8CD	trachea
676	limb_muscle_unknown	#FFD700	limb_muscle
677	limb_muscle_unknown	#FFD700	limb_muscle
678	limb_muscle_unknown	#FFD700	limb_muscle
679	mesenchymal_stem_cell	#FADB04	limb_muscle
680	mesenchymal_stem_cell	#FADB04	limb_muscle
681	mesenchymal_stem_cell	#FADB04	limb_muscle
682	mesenchymal_stem_cell	#FADB04	limb_muscle
683	mesenchymal_stem_cell	#FADB04	limb_muscle
684	mesenchymal_stem_cell	#FADB04	limb_muscle
685	mesenchymal_stem_cell	#FADB04	limb_muscle
686	mesenchymal_stem_cell	#FADB04	limb_muscle
687	mesenchymal_stem_cell	#FADB04	limb_muscle
688	mesenchymal_stem_cell	#FADB04	limb_muscle
689	mesenchymal_stem_cell	#FADB04	limb_muscle
690	mesenchymal_stem_cell	#FADB04	limb_muscle
691	mesenchymal_stem_cell	#FADB04	limb_muscle
692	mesenchymal_stem_cell	#FADB04	limb_muscle
693	mesenchymal_stem_cell	#FADB04	limb_muscle
694	mesenchymal_stem_cell	#FADB04	limb_muscle
695	limb_muscle_macrophage	#F5DF08	limb_muscle
696	limb_muscle_macrophage	#F5DF08	limb_muscle
697	limb_muscle_macrophage	#F5DF08	limb_muscle
698	limb_muscle_macrophage	#F5DF08	limb_muscle
699	limb_muscle_macrophage	#F5DF08	limb_muscle
700	limb_muscle_endothelial_cell	#F0E30D	limb_muscle
701	limb_muscle_endothelial_cell	#F0E30D	limb_muscle
702	limb_muscle_endothelial_cell	#F0E30D	limb_muscle
703	limb_muscle_endothelial_cell	#F0E30D	limb_muscle
704	limb_muscle_endothelial_cell	#F0E30D	limb_muscle
705	limb_muscle_endothelial_cell	#F0E30D	limb_muscle
706	limb_muscle_endothelial_cell	#F0E30D	limb_muscle
707	limb_muscle_endothelial_cell	#F0E30D	limb_muscle
708	limb_muscle_endothelial_cell	#F0E30D	limb_muscle
709	limb_muscle_endothelial_cell	#F0E30D	limb_muscle
710	limb_muscle_endothelial_cell	#F0E30D	limb_muscle
711	limb_muscle_endothelial_cell	#F0E30D	limb_muscle
712	limb_muscle_endothelial_cell	#F0E30D	limb_muscle
713	limb_muscle_B_cell	#EBE711	limb_muscle
714	limb_muscle_B_cell	#EBE711	limb_muscle
715	limb_muscle_B_cell	#EBE711	limb_muscle
716	limb_muscle_B_cell	#EBE711	limb_muscle
717	limb_muscle_B_cell	#EBE711	limb_muscle
718	skeletal_muscle_satellite_cell	#E6EB15	limb_muscle
719	skeletal_muscle_satellite_cell	#E6EB15	limb_muscle
720	skeletal_muscle_satellite_cell	#E6EB15	limb_muscle
721	skeletal_muscle_satellite_cell	#E6EB15	limb_muscle
722	skeletal_muscle_satellite_cell	#E6EB15	limb_muscle
723	limb_muscle_T_cell	#E1F01A	limb_muscle
724	limb_muscle_T_cell	#E1F01A	limb_muscle
725	limb_muscle_T_cell	#E1F01A	limb_muscle
726	limb_muscle_T_cell	#E1F01A	limb_muscle
727	kidney_proximal_straight_tubule_epithelial_cell	#FFA500	kidney
728	kidney_proximal_straight_tubule_epithelial_cell	#FFA500	kidney
729	kidney_proximal_straight_tubule_epithelial_cell	#FFA500	kidney
730	kidney_proximal_straight_tubule_epithelial_cell	#FFA500	kidney
731	kidney_proximal_straight_tubule_epithelial_cell	#FFA500	kidney
732	kidney_proximal_straight_tubule_epithelial_cell	#FFA500	kidney
733	kidney_proximal_straight_tubule_epithelial_cell	#FFA500	kidney
734	kidney_proximal_straight_tubule_epithelial_cell	#FFA500	kidney
735	kidney_proximal_straight_tubule_epithelial_cell	#FFA500	kidney
736	kidney_proximal_straight_tubule_epithelial_cell	#FFA500	kidney
737	kidney_collecting_duct_epithelial_cell	#FC9D00	kidney
738	kidney_collecting_duct_epithelial_cell	#FC9D00	kidney
739	kidney_collecting_duct_epithelial_cell	#FC9D00	kidney
740	kidney_collecting_duct_epithelial_cell	#FC9D00	kidney
741	kidney_loop_of_Henle_ascending_limb_epithelial_cell	#FA9600	kidney
742	kidney_loop_of_Henle_ascending_limb_epithelial_cell	#FA9600	kidney
743	kidney_loop_of_Henle_ascending_limb_epithelial_cell	#FA9600	kidney
744	kidney_loop_of_Henle_ascending_limb_epithelial_cell	#FA9600	kidney
745	kidney_loop_of_Henle_ascending_limb_epithelial_cell	#FA9600	kidney
746	kidney_capillary_endothelial_cell	#F88F00	kidney
747	kidney_capillary_endothelial_cell	#F88F00	kidney
748	kidney_capillary_endothelial_cell	#F88F00	kidney
749	kidney_capillary_endothelial_cell	#F88F00	kidney
750	mesangial_cell	#F68700	kidney
751	kidney_cell	#F48000	kidney
752	kidney_macrophage	#F27900	kidney
753	keratinocyte	#ED4B00	tongue
754	keratinocyte	#ED4B00	tongue
755	keratinocyte	#ED4B00	tongue
756	keratinocyte	#ED4B00	tongue
757	keratinocyte	#ED4B00	tongue
758	keratinocyte	#ED4B00	tongue
759	keratinocyte	#ED4B00	tongue
760	keratinocyte	#ED4B00	tongue
761	keratinocyte	#ED4B00	tongue
762	keratinocyte	#ED4B00	tongue
763	keratinocyte	#ED4B00	tongue
764	keratinocyte	#ED4B00	tongue
765	keratinocyte	#ED4B00	tongue
766	keratinocyte	#ED4B00	tongue
767	keratinocyte	#ED4B00	tongue
768	keratinocyte	#ED4B00	tongue
769	keratinocyte	#ED4B00	tongue
770	keratinocyte	#ED4B00	tongue
771	keratinocyte	#ED4B00	tongue
772	keratinocyte	#ED4B00	tongue
773	keratinocyte	#ED4B00	tongue
774	keratinocyte	#ED4B00	tongue
775	keratinocyte	#ED4B00	tongue
776	keratinocyte	#ED4B00	tongue
777	keratinocyte	#ED4B00	tongue
778	keratinocyte	#ED4B00	tongue
779	keratinocyte	#ED4B00	tongue
780	keratinocyte	#ED4B00	tongue
781	keratinocyte	#ED4B00	tongue
782	keratinocyte	#ED4B00	tongue
783	keratinocyte	#ED4B00	tongue
784	keratinocyte	#ED4B00	tongue
785	keratinocyte	#ED4B00	tongue
786	basal_cell_of_epidermis	#D84400	tongue
787	basal_cell_of_epidermis	#D84400	tongue
788	basal_cell_of_epidermis	#D84400	tongue
789	basal_cell_of_epidermis	#D84400	tongue
790	basal_cell_of_epidermis	#D84400	tongue
791	basal_cell_of_epidermis	#D84400	tongue
792	basal_cell_of_epidermis	#D84400	tongue
793	basal_cell_of_epidermis	#D84400	tongue
794	basal_cell_of_epidermis	#D84400	tongue
795	basal_cell_of_epidermis	#D84400	tongue
796	basal_cell_of_epidermis	#D84400	tongue
797	basal_cell_of_epidermis	#D84400	tongue
798	basal_cell_of_epidermis	#D84400	tongue
799	basal_cell_of_epidermis	#D84400	tongue
800	basal_cell_of_epidermis	#D84400	tongue
801	basal_cell_of_epidermis	#D84400	tongue
802	basal_cell_of_epidermis	#D84400	tongue
803	basal_cell_of_epidermis	#D84400	tongue
804	basal_cell_of_epidermis	#D84400	tongue
805	basal_cell_of_epidermis	#D84400	tongue
806	basal_cell_of_epidermis	#D84400	tongue
807	basal_cell_of_epidermis	#D84400	tongue
808	basal_cell_of_epidermis	#D84400	tongue
809	basal_cell_of_epidermis	#D84400	tongue
810	basal_cell_of_epidermis	#D84400	tongue
811	basal_cell_of_epidermis	#D84400	tongue
812	basal_cell_of_epidermis	#D84400	tongue
813	basal_cell_of_epidermis	#D84400	tongue
814	basal_cell_of_epidermis	#D84400	tongue
815	basal_cell_of_epidermis	#D84400	tongue
816	basal_cell_of_epidermis	#D84400	tongue
817	basal_cell_of_epidermis	#D84400	tongue
818	basal_cell_of_epidermis	#D84400	tongue
819	basal_cell_of_epidermis	#D84400	tongue
820	basal_cell_of_epidermis	#D84400	tongue
821	basal_cell_of_epidermis	#D84400	tongue
822	basal_cell_of_epidermis	#D84400	tongue
823	basal_cell_of_epidermis	#D84400	tongue
824	basal_cell_of_epidermis	#D84400	tongue
825	basal_cell_of_epidermis	#D84400	tongue
826	basal_cell_of_epidermis	#D84400	tongue
827	basal_cell_of_epidermis	#D84400	tongue
828	basal_cell_of_epidermis	#D84400	tongue
829	basal_cell_of_epidermis	#D84400	tongue
830	basal_cell_of_epidermis	#D84400	tongue
831	basal_cell_of_epidermis	#D84400	tongue
832	basal_cell_of_epidermis	#D84400	tongue
833	basal_cell_of_epidermis	#D84400	tongue
834	basal_cell_of_epidermis	#D84400	tongue
835	basal_cell_of_epidermis	#D84400	tongue
836	basal_cell_of_epidermis	#D84400	tongue
837	basal_cell_of_epidermis	#D84400	tongue
838	basal_cell_of_epidermis	#D84400	tongue
839	basal_cell_of_epidermis	#D84400	tongue
840	basal_cell_of_epidermis	#D84400	tongue
841	Langerhans_cell	#C43E00	tongue
842	fibroblast	#FF3030	heart_and_aorta
843	fibroblast	#FF3030	heart_and_aorta
844	heart_and_aorta_endothelial_cell	#F83025	heart_and_aorta
845	heart_and_aorta_endothelial_cell	#F83025	heart_and_aorta
846	cardiac_muscle_cell	#F2311B	heart_and_aorta
847	heart_and_aorta_unknown	#EC3211	heart_and_aorta
848	endocardial_cell	#E63307	heart_and_aorta
849	bladder_cell	#E80527	bladder
850	bladder_cell	#E80527	bladder
851	bladder_cell	#E80527	bladder
852	bladder_cell	#E80527	bladder
853	bladder_cell	#E80527	bladder
854	bladder_cell	#E80527	bladder
855	bladder_cell	#E80527	bladder
856	bladder_cell	#E80527	bladder
857	bladder_cell	#E80527	bladder
858	bladder_cell	#E80527	bladder
859	bladder_cell	#E80527	bladder
860	bladder_cell	#E80527	bladder
861	bladder_cell	#E80527	bladder
862	bladder_cell	#E80527	bladder
863	bladder_cell	#E80527	bladder
864	bladder_leukocyte	#E41130	bladder
865	bladder_endothelial_cell	#E11D3A	bladder
866	bladder_urothelial_cell	#DE2A45	bladder
867	bladder_urothelial_cell	#DE2A45	bladder
868	bladder_urothelial_cell	#DE2A45	bladder
869	bladder_urothelial_cell	#DE2A45	bladder
870	bladder_urothelial_cell	#DE2A45	bladder
871	bladder_urothelial_cell	#DE2A45	bladder
872	bladder_urothelial_cell	#DE2A45	bladder
873	bladder_urothelial_cell	#DE2A45	bladder
874	bladder_urothelial_cell	#DE2A45	bladder
875	bladder_urothelial_cell	#DE2A45	bladder
876	bladder_urothelial_cell	#DE2A45	bladder
877	bladder_urothelial_cell	#DE2A45	bladder
878	mammary_gland_stromal_cell	#8727F5	mammary_gland
879	mammary_gland_stromal_cell	#8727F5	mammary_gland
880	mammary_gland_stromal_cell	#8727F5	mammary_gland
881	mammary_gland_stromal_cell	#8727F5	mammary_gland
882	mammary_gland_stromal_cell	#8727F5	mammary_gland
883	mammary_gland_stromal_cell	#8727F5	mammary_gland
884	mammary_gland_stromal_cell	#8727F5	mammary_gland
885	mammary_gland_stromal_cell	#8727F5	mammary_gland
886	mammary_gland_stromal_cell	#8727F5	mammary_gland
887	mammary_gland_endothelial_cell	#8930F6	mammary_gland
888	mammary_gland_endothelial_cell	#8930F6	mammary_gland
889	mammary_gland_B_cell	#8B39F8	mammary_gland
890	mammary_gland_B_cell	#8B39F8	mammary_gland
891	mammary_gland_B_cell	#8B39F8	mammary_gland
892	mammary_gland_B_cell	#8B39F8	mammary_gland
893	mammary_gland_B_cell	#8B39F8	mammary_gland
894	mammary_gland_B_cell	#8B39F8	mammary_gland
895	mammary_gland_B_cell	#8B39F8	mammary_gland
896	mammary_gland_B_cell	#8B39F8	mammary_gland
897	mammary_gland_macrophage	#8D42FA	mammary_gland
898	mammary_gland_macrophage	#8D42FA	mammary_gland
899	basal_cell	#8F4BFB	mammary_gland
900	basal_cell	#8F4BFB	mammary_gland
901	basal_cell	#8F4BFB	mammary_gland
902	luminal_epithelial_cell_of_mammary_gland	#9154FD	mammary_gland
903	luminal_epithelial_cell_of_mammary_gland	#9154FD	mammary_gland
904	luminal_epithelial_cell_of_mammary_gland	#9154FD	mammary_gland
905	luminal_epithelial_cell_of_mammary_gland	#9154FD	mammary_gland
906	luminal_epithelial_cell_of_mammary_gland	#9154FD	mammary_gland
907	mammary_gland_T_cell	#945EFF	mammary_gland
908	mammary_gland_T_cell	#945EFF	mammary_gland
909	mammary_gland_T_cell	#945EFF	mammary_gland
910	mammary_gland_T_cell	#945EFF	mammary_gland
911	mammary_gland_T_cell	#945EFF	mammary_gland
912	mammary_gland_T_cell	#945EFF	mammary_gland
913	mammary_gland_T_cell	#945EFF	mammary_gland
914	mammary_gland_T_cell	#945EFF	mammary_gland
915	mammary_gland_T_cell	#945EFF	mammary_gland
916	mammary_gland_T_cell	#945EFF	mammary_gland
917	mammary_gland_T_cell	#945EFF	mammary_gland
918	mammary_gland_T_cell	#945EFF	mammary_gland
919	mammary_gland_T_cell	#945EFF	mammary_gland
920	mammary_gland_T_cell	#945EFF	mammary_gland
921	mammary_gland_T_cell	#945EFF	mammary_gland
922	mammary_gland_T_cell	#945EFF	mammary_gland
923	mammary_gland_T_cell	#945EFF	mammary_gland
924	mammary_gland_T_cell	#945EFF	mammary_gland
925	mammary_gland_T_cell	#945EFF	mammary_gland
926	Telencephalon_inhibitory_interneurons	royalblue1	neuron
927	Telencephalon_inhibitory_interneurons	royalblue1	neuron
928	Telencephalon_inhibitory_interneurons	royalblue1	neuron
929	Telencephalon_inhibitory_interneurons	royalblue1	neuron
930	Telencephalon_inhibitory_interneurons	royalblue1	neuron
931	Telencephalon_inhibitory_interneurons	royalblue1	neuron
932	Telencephalon_inhibitory_interneurons	royalblue1	neuron
933	Telencephalon_inhibitory_interneurons	royalblue1	neuron
934	Telencephalon_inhibitory_interneurons	royalblue1	neuron
935	Telencephalon_inhibitory_interneurons	royalblue1	neuron
936	Telencephalon_inhibitory_interneurons	royalblue1	neuron
937	Telencephalon_inhibitory_interneurons	royalblue1	neuron
938	Telencephalon_inhibitory_interneurons	royalblue1	neuron
939	Telencephalon_inhibitory_interneurons	royalblue1	neuron
940	Telencephalon_inhibitory_interneurons	royalblue1	neuron
941	Telencephalon_inhibitory_interneurons	royalblue1	neuron
942	Telencephalon_inhibitory_interneurons	royalblue1	neuron
943	Telencephalon_inhibitory_interneurons	royalblue1	neuron
944	Telencephalon_inhibitory_interneurons	royalblue1	neuron
945	Telencephalon_inhibitory_interneurons	royalblue1	neuron
946	Telencephalon_inhibitory_interneurons	royalblue1	neuron
947	Telencephalon_inhibitory_interneurons	royalblue1	neuron
948	Telencephalon_inhibitory_interneurons	royalblue1	neuron
949	Telencephalon_inhibitory_interneurons	royalblue1	neuron
950	Telencephalon_inhibitory_interneurons	royalblue1	neuron
951	Telencephalon_inhibitory_interneurons	royalblue1	neuron
952	Telencephalon_inhibitory_interneurons	royalblue1	neuron
953	Telencephalon_inhibitory_interneurons	royalblue1	neuron
954	Telencephalon_inhibitory_interneurons	royalblue1	neuron
955	Telencephalon_inhibitory_interneurons	royalblue1	neuron
956	Telencephalon_inhibitory_interneurons	royalblue1	neuron
957	Telencephalon_inhibitory_interneurons	royalblue1	neuron
958	Telencephalon_inhibitory_interneurons	royalblue1	neuron
959	Telencephalon_inhibitory_interneurons	royalblue1	neuron
960	Telencephalon_inhibitory_interneurons	royalblue1	neuron
961	Telencephalon_inhibitory_interneurons	royalblue1	neuron
962	Telencephalon_inhibitory_interneurons	royalblue1	neuron
963	Telencephalon_inhibitory_interneurons	royalblue1	neuron
964	Telencephalon_inhibitory_interneurons	royalblue1	neuron
965	Telencephalon_inhibitory_interneurons	royalblue1	neuron
966	Telencephalon_inhibitory_interneurons	royalblue1	neuron
967	Telencephalon_inhibitory_interneurons	royalblue1	neuron
968	Telencephalon_inhibitory_interneurons	royalblue1	neuron
969	Telencephalon_inhibitory_interneurons	royalblue1	neuron
970	Telencephalon_inhibitory_interneurons	royalblue1	neuron
971	Telencephalon_inhibitory_interneurons	royalblue1	neuron
972	Telencephalon_inhibitory_interneurons	royalblue1	neuron
973	Telencephalon_inhibitory_interneurons	royalblue1	neuron
974	Telencephalon_inhibitory_interneurons	royalblue1	neuron
975	Telencephalon_inhibitory_interneurons	royalblue1	neuron
976	Telencephalon_inhibitory_interneurons	royalblue1	neuron
977	Telencephalon_inhibitory_interneurons	royalblue1	neuron
978	Telencephalon_inhibitory_interneurons	royalblue1	neuron
979	Telencephalon_inhibitory_interneurons	royalblue1	neuron
980	Telencephalon_inhibitory_interneurons	royalblue1	neuron
981	Telencephalon_inhibitory_interneurons	royalblue1	neuron
982	Peptidergic_neurons	royalblue1	neuron
983	Peptidergic_neurons	royalblue1	neuron
984	Peptidergic_neurons	royalblue1	neuron
985	Peptidergic_neurons	royalblue1	neuron
986	Peptidergic_neurons	royalblue1	neuron
987	Peptidergic_neurons	royalblue1	neuron
988	Peptidergic_neurons	royalblue1	neuron
989	Peptidergic_neurons	royalblue1	neuron
990	Peptidergic_neurons	royalblue1	neuron
991	Peptidergic_neurons	royalblue1	neuron
992	Peptidergic_neurons	royalblue1	neuron
993	Peptidergic_neurons	royalblue1	neuron
994	Peptidergic_neurons	royalblue1	neuron
995	Peptidergic_neurons	royalblue1	neuron
996	Peptidergic_neurons	royalblue1	neuron
997	Peptidergic_neurons	royalblue1	neuron
998	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
999	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1000	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1001	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1002	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1003	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1004	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1005	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1006	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1007	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1008	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1009	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1010	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1011	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1012	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1013	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1014	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1015	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1016	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1017	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1018	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1019	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1020	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1021	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1022	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1023	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1024	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1025	Telencephalon_projecting_inhibitory_neurons	royalblue1	neuron
1026	Glutamatergic_neuroblasts	royalblue1	neuron
1027	Glutamatergic_neuroblasts	royalblue1	neuron
1028	Glutamatergic_neuroblasts	royalblue1	neuron
1029	Glutamatergic_neuroblasts	royalblue1	neuron
1030	Glutamatergic_neuroblasts	royalblue1	neuron
1031	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1032	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1033	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1034	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1035	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1036	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1037	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1038	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1039	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1040	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1041	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1042	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1043	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1044	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1045	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1046	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1047	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1048	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1049	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1050	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1051	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1052	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1053	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1054	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1055	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1056	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1057	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1058	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1059	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1060	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1061	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1062	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1063	Di-_and_mesencephalon_excitatory_neurons	royalblue1	neuron
1064	Cerebellum_neurons	royalblue1	neuron
1065	Cerebellum_neurons	royalblue1	neuron
1066	Cerebellum_neurons	royalblue1	neuron
1067	Cerebellum_neurons	royalblue1	neuron
1068	Cerebellum_neurons	royalblue1	neuron
1069	Cerebellum_neurons	royalblue1	neuron
1070	Cerebellum_neurons	royalblue1	neuron
1071	Cerebellum_neurons	royalblue1	neuron
1072	Cerebellum_neurons	royalblue1	neuron
1073	Cerebellum_neurons	royalblue1	neuron
1074	Cerebellum_neurons	royalblue1	neuron
1075	Cerebellum_neurons	royalblue1	neuron
1076	Cerebellum_neurons	royalblue1	neuron
1077	Cerebellum_neurons	royalblue1	neuron
1078	Cerebellum_neurons	royalblue1	neuron
1079	Cerebellum_neurons	royalblue1	neuron
1080	Cerebellum_neurons	royalblue1	neuron
1081	Cerebellum_neurons	royalblue1	neuron
1082	Cerebellum_neurons	royalblue1	neuron
1083	Cerebellum_neurons	royalblue1	neuron
1084	Cerebellum_neurons	royalblue1	neuron
1085	Cerebellum_neurons	royalblue1	neuron
1086	Cerebellum_neurons	royalblue1	neuron
1087	Cerebellum_neurons	royalblue1	neuron
1088	Cerebellum_neurons	royalblue1	neuron
1089	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1090	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1091	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1092	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1093	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1094	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1095	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1096	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1097	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1098	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1099	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1100	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1101	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1102	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1103	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1104	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1105	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1106	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1107	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1108	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1109	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1110	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1111	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1112	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1113	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1114	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1115	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1116	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1117	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1118	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1119	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1120	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1121	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1122	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1123	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1124	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1125	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1126	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1127	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1128	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1129	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1130	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1131	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1132	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1133	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1134	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1135	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1136	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1137	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1138	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1139	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1140	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1141	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1142	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1143	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1144	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1145	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1146	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
1147	Telencephalon_projecting_excitatory_neurons	royalblue1	neuron
