	Tadh_epithelia_dorsal	Tadh_epithelia_gland_like	Tadh_epithelia_unknown_1	Tadh_epithelia_unknown_2	Tadh_epithelia_unknown_3	Tadh_epithelia_ventral	Tadh_fibre	Tadh_gland_1	Tadh_lipophil	Tadh_peptidergic_alpha	Tadh_peptidergic_beta	Tadh_peptidergic_delta	Tadh_peptidergic_epsilon	Tadh_peptidergic_eta	Tadh_peptidergic_gamma	Tadh_peptidergic_gamma_like	Tadh_peptidergic_iota	Tadh_peptidergic_kappa	Tadh_peptidergic_lambda	Tadh_peptidergic_mu	Tadh_peptidergic_mu_like	Tadh_peptidergic_nu	Tadh_peptidergic_omicron	Tadh_peptidergic_progenitors	Tadh_peptidergic_theta	Tadh_peptidergic_zeta	Tadh_trans_epithelia_dorsal_ventral	Tadh_trans_fibre_gland	Tadh_trans_gland_epithelia	Tadh_trans_lipophil_1_epithelia	Tadh_trans_lipophil_1_gland	Tadh_unknown_2.1	Tadh_unknown_2.2	TrH2_epithelia_dorsal	TrH2_epithelia_dorsal_like	TrH2_epithelia_gland_like	TrH2_epithelia_unknown_1	TrH2_epithelia_ventral	TrH2_fibre	TrH2_gland_1	TrH2_lipophil	TrH2_peptidergic_alpha	TrH2_peptidergic_beta	TrH2_peptidergic_delta	TrH2_peptidergic_epsilon	TrH2_peptidergic_eta	TrH2_peptidergic_gamma	TrH2_peptidergic_gamma_like	TrH2_peptidergic_iota	TrH2_peptidergic_iota_like	TrH2_peptidergic_kappa	TrH2_peptidergic_lambda	TrH2_peptidergic_mu	TrH2_peptidergic_mu_like	TrH2_peptidergic_nu	TrH2_peptidergic_omicron	TrH2_peptidergic_progenitors	TrH2_peptidergic_theta	TrH2_peptidergic_zeta	TrH2_trans_epithelia_dorsal_ventral	TrH2_trans_epithelia_ventral_peptidergic	TrH2_trans_fibre_epithelia	TrH2_trans_fibre_gland	TrH2_trans_lipophil_1_epithelia	TrH2_trans_lipophil_1_fibre	TrH2_trans_lipophil_1_gland	TrH2_unknown_1	TrH2_unknown_2.1	TrH2_unknown_2.2	TrH2_unknown_2.3	TrH2_unknown_2.4	Hhon_epithelia_dorsal	Hhon_epithelia_gland_like	Hhon_epithelia_unknown	Hhon_epithelia_ventral	Hhon_fibre	Hhon_gland_1	Hhon_gland_1_like	Hhon_lipophil_1	Hhon_lipophil_2	Hhon_peptidergic_alpha	Hhon_peptidergic_beta	Hhon_peptidergic_delta	Hhon_peptidergic_epsilon	Hhon_peptidergic_epsilon_like	Hhon_peptidergic_eta	Hhon_peptidergic_gamma	Hhon_peptidergic_gamma_like	Hhon_peptidergic_iota	Hhon_peptidergic_iota_like	Hhon_peptidergic_kappa	Hhon_peptidergic_lambda	Hhon_peptidergic_mu	Hhon_peptidergic_mu_like	Hhon_peptidergic_omicron	Hhon_peptidergic_other_1	Hhon_peptidergic_other_2	Hhon_peptidergic_progenitors	Hhon_peptidergic_theta	Hhon_peptidergic_theta_like	Hhon_peptidergic_zeta	Hhon_trans_epithelia_dorsal_ventral	Hhon_trans_fibre_gland	Hhon_trans_gland_epithelia_dorsal	Hhon_trans_gland_epithelia_ventral	Hhon_trans_lipophil_1_epithelia	Hhon_trans_lipophil_1_gland	Hhon_trans_lipophil_2_epithelia	Hhon_unknown_1	HoiH23_epithelia_dorsal	HoiH23_epithelia_gland_like	HoiH23_epithelia_unknown	HoiH23_epithelia_ventral	HoiH23_fibre_1	HoiH23_fibre_2	HoiH23_gland_1	HoiH23_lipophil_1	HoiH23_lipophil_2	HoiH23_peptidergic_alpha	HoiH23_peptidergic_beta	HoiH23_peptidergic_epsilon	HoiH23_peptidergic_eta	HoiH23_peptidergic_gamma	HoiH23_peptidergic_gamma_like	HoiH23_peptidergic_iota	HoiH23_peptidergic_kappa	HoiH23_peptidergic_lambda	HoiH23_peptidergic_mu	HoiH23_peptidergic_mu_like	HoiH23_peptidergic_nu	HoiH23_peptidergic_progenitors	HoiH23_peptidergic_theta	HoiH23_peptidergic_zeta	HoiH23_peptidergic_zeta_like	HoiH23_trans_fibre_gland	HoiH23_trans_gland_epithelia_dorsal	HoiH23_trans_gland_epithelia_ventral	HoiH23_trans_lipophil_1_epithelia	HoiH23_trans_lipophil_1_fibre	HoiH23_trans_lipophil_1_gland	HoiH23_trans_lipophil_1_lipophil_2	HoiH23_trans_lipophil_2_epithelia	HoiH23_trans_lipophil_2_gland	HoiH23_unknown_1
Tadh_trans_epithelia_dorsal_ventral	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2017648096275529	0.021248867278129413	0.002707135078902822	0.0	0.4986116209231846	0.05017894645737472	0.0046149072770915985	0.00014770200514242055	0.0	0.0029015558374784985	0.0	0.0	0.0	0.0	0.001864477659796162	0.0	0.0	0.0	0.00258899616608981	0.0	0.0	0.0	0.0	0.07086135360549557	0.0	0.0	0.31015848248946437	0.11503102817622612	0.0014871496883089599	0.0	5.9378160723062964e-05	0.0	0.0	0.0	0.0	0.0007712492303662184	0.0005343291429476013	0.00030934271019963456	0.12855856571064964	0.002236677531136357	0.007876584283643592	0.5327679647498988	0.0	0.0017183562095465705	0.10010552458366531	0.0009383569946217881	0.0	0.0	0.003348633879322975	0.0	0.0	0.0	0.0	0.0	0.0009969062511826054	0.00010143756710021551	0.0	0.0	0.002176055916356532	0.0	0.0	0.0	0.0	0.0	0.002022028771619346	0.0	0.0	0.0	0.06636739132875527	0.0	0.0	0.0	0.0	0.0	0.003023251338471795	0.0	0.18946787715334124	0.05274385641219667	0.13520526650060016	0.37246493518467616	0.0006925587043441848	0.0	0.0016919693530876062	0.0004906850671520064	0.0021806585135846455	8.840427079377568e-05	0.0035349169825856282	0.0	0.0	0.011448997840677537	0.08145270347119088	0.0	0.0	0.00131647133087181	0.0017180206836437321	0.0	0.0	0.0032862261370326436	0.0012436790153918516	0.0	0.002835166197280282	0.0	0.0039982312463562285	0.002831905966975787	0.0	0.0	0.0	0.00043485777371417815	0.02097383790740305	0.0	0.001263385797358569
Tadh_trans_fibre_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011157227357670553	0.0016802343184795126	0.0	0.0	0.0007759750519345604	0.929739875726818	0.005785658708467816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022327081573603086	0.0002714043035495318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007771750242493516	0.0	0.05879852489020683	0.10148143771001963	0.0	0.030215197486035794	0.0003007309899479237	0.0005612043003728236	0.0	0.0	0.0	0.0001116457999593546	0.00010716564625433216	0.0	0.0	0.0	0.8866424192540973	0.007350693062216911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18280527726981258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.877532672245694e-05	0.00038472107643743427	0.0	0.8844898765781508	0.09480749660382555	0.008932076193074326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06908216177685608	0.0	0.00021565117778389755	0.0	0.0038708102465730074	0.004507796755141286	0.0	9.851539263407475e-05	0.0015888985596373998	0.0008200028593095148
Tadh_trans_gland_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025419483674811925	0.00857532832669682	0.03142913992418523	0.0011093704457860744	0.020964352066703176	0.00012746612702419234	0.7593014324214418	0.0	0.0	0.01706566266424523	0.0	0.0	0.0	0.0	0.0	0.0	0.003928297429028348	0.0	0.0	0.0	0.003291471135862363	0.0	0.0	0.0	0.0	0.0	0.0002963263447526165	0.0	0.0	0.028976106899161108	0.0	0.0	0.006256047503249543	0.0	0.0	0.0	0.0	0.0	0.015481445249128863	0.019724058610891916	0.013613875708743617	0.0008507982354118664	0.0002068890292074793	0.7246066524609943	0.003969515474265222	0.0	0.0	0.0	0.014075088317796164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008374877915413492	0.0018539465446926625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004067152264268492	0.009844160860295256	0.028917761497842344	0.0670525179575138	0.0	0.00494985677537756	0.0012694350974168638	0.0	0.01766351581590419	0.011493999982863767	0.010781443283477955	0.0	0.00021987318585402313	0.0	0.767777337108395	0.0	0.0	0.0	0.014633354272265128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004629839144497784	0.0	0.0	0.0	0.003648578572232375	0.005490827515364364	0.04684547214474058	0.0	0.0017010525629996198	0.0010898277138583746	0.0	0.00024423850445060745	0.004696577161253742	0.0
Tadh_trans_lipophil_1_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01003055986645892	0.016098524032157113	0.0	0.08559358512004414	1.7927858852031753e-05	0.0003962190861032833	0.634561899422528	0.0	0.0	0.0	0.0	0.0	0.0	0.009135568685986816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01020798377399597	0.0021376010102319588	0.0	0.0	0.07858425625026083	0.0005544190298246673	0.000413282457322072	0.0	0.0	0.0	0.0	0.0	0.00023203432307925377	0.02428193145720987	0.0	0.09612541938004762	0.0	0.0005992809501189258	0.0	0.5422377693834602	0.00030769906596685566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004703812291937936	0.0	0.0	0.0	0.0	0.03363200198130053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011855909117201543	0.0	0.0	0.0	0.042592951029533865	0.0009763224336128875	0.0	0.0	0.0	0.01333266598394164	0.010167780129810611	0.08717147403821691	0.0	0.0	0.0	0.5727828281458179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033952489857485817	0.03920782786133592	0.0	0.003271198487948668	0.0043178553531582975	0.002857038240123741	0.0004307081085496235	0.0
Tadh_trans_lipophil_1_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00478036890564831	0.0	0.0011116323845710816	0.002782662807472887	0.001712442446671075	0.10166522651004349	0.537461148528477	0.0	0.0	0.0	0.0	0.0	0.005131217441801061	0.03279725575934327	0.0	0.014457097375665194	0.0	0.0	0.0	0.0008538902713339277	0.0	0.0	0.0	0.0	0.0	0.0006574141094757738	0.0	0.0	0.0010775060344164436	0.021355506471509387	0.0036249640740097077	0.28050128886568104	0.0	0.0	0.0	0.0	0.0	0.0	0.000684122342874373	0.0030501396262059785	0.002898369874907455	0.0043756149376139135	0.1731548280281205	0.004561844967347705	0.48431264721993095	0.012971793736242675	0.0	0.0	0.0	0.0	0.0	0.0	0.0037236012064327346	0.03968456710296937	0.0	0.0	0.0	0.0	0.0	0.01133249070628265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017014997117199917	0.0	0.0009342186985245417	0.0020576284658678765	0.0016007031000132522	0.21802839008645178	0.005385121317699535	0.0	0.0	0.0005354041183564368	0.0037210398802941724	0.00011329888076364428	0.0012089602204883264	0.0	0.14154215114287302	0.4567907199924065	0.0	0.0	0.0	0.0	0.0	0.00015050928037522928	0.006504038051198287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022595016459849975	0.0004612518714821437	0.0017365036510148205	0.016297848109999895	0.010059107847851976	0.004035343880351732	0.33439376934780124	0.0010449664719518453	0.0011304135524715367	0.0	0.0
Tadh_unknown_2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004517367222066792	0.0	0.0	0.0	0.00020478531338934429	0.0004104231758538182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9472696538678148	0.011636485794809883	0.1913994834677545	0.6350604649495775	0.012305433027590969	0.019919648419888598	0.0002375028309042686	0.0771475427589016	0.0	0.0009738875106775555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045398971164838584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026447092916423217	0.0	0.0	0.0	0.0	0.0	0.0	0.004657284985518152	0.013951478588464693	0.0846069203493633	0.005180362626958537	0.003460610532168966	0.0009210333134246828	0.0	0.013146407689385752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005939700769340215	0.0	0.0	0.00029537377665931936	0.0	0.0	0.0005444810336358743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_unknown_2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009081783411570681	0.0010024288801505257	0.001272901412026876	0.0	0.0	0.0009960895642940697	0.00036912982571320657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02713233768633279	0.9402085662407156	0.00011886196493102019	0.005808615010589307	0.010408010140246764	0.07569201414662469	0.010967323746068227	0.1519020765746437	0.0	0.017013050810226138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003480720574136855	0.0	0.0	0.0	0.001971294739979118	0.0	0.0	0.0	0.0	0.0	0.00108636137720294	0.07115690964546509	0.0032765914230788945	0.14828675991211984	0.0	0.0007735999751532725	0.001482179209673754	0.0	0.3842609931166411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003687574550588317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_epithelia_dorsal	0.8792256187778908	5.1337005503697324e-05	3.2994519656153845e-05	0.00012828829094343845	0.009893720549675564	0.018178724533598162	0.003749433139054811	0.007073094251231954	0.0	0.0	0.0037772704829002945	0.0	0.000600986711247334	0.0	0.002110392898133655	0.0	0.019247172013950205	0.0	0.0045768827893063885	0.0	0.0007719850104180128	0.0	0.009762494733004555	0.0038309480053365244	0.0	0.006165022103068174	0.2017648096275529	0.0011157227357670553	0.025419483674811925	0.0	0.0	0.0004517367222066792	0.0009081783411570681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7662263266056795	0.003055442518826599	0.004613100924307393	0.03144571144354451	0.004481819006162187	0.011551994257396517	0.7263238128606031	0.0	0.0	0.0	0.004355958834671705	0.0	0.0007193846315503582	0.0006994736434854617	0.0	0.0017048734644530231	0.002548603540983008	0.0014774591937364067	4.55044508653751e-05	0.0	0.0021009814636511574	7.728546704364347e-05	0.0007301328646078778	0.006741318102752974	0.0	0.0	0.0005513194698987014	0.0003460571336151117	0.0	0.0018099258353873379	0.3573707239330174	0.006886133342086544	0.0009345706138664105	0.00035319123906674783	0.0	0.0	0.027101199003869276	0.0	0.7834852958934949	0.006409924217930315	0.06550955381532168	0.013915322653406212	0.004228067775540674	0.00023611648964420954	0.012726135292169417	0.0	6.123669127811837e-05	0.0	0.004646039852136095	0.0007981615364738654	0.0	0.0029173280024392067	0.0167806024817419	0.0	0.0	0.002738103505067713	0.003988042008695069	0.0	0.0	0.0009700091393234605	0.0010588290748219438	0.002375275946412356	0.023250854133111162	0.002103090402007363	0.12688314599127512	0.0019480665235807062	0.0	0.0	0.00014229936382230467	0.0	0.012455362702192926	0.0002571391100929062	0.0001349365351737476
TrH2_epithelia_dorsal_like	0.5887185763235303	0.00029236102551310946	0.0005186468809482093	0.00022354418790796246	0.016902789251866838	0.0025635190880397736	0.02107761250467259	0.002500450885321742	0.04490582314101977	0.0	0.0008702890578108555	0.0006700477709861922	0.0	0.0016570985212784022	0.0	0.000784283669490282	0.0030803894057987316	0.0009946646986651736	0.005666479035972984	0.0	3.550651086605382e-05	0.0	0.005448325250035884	0.0026946493040116764	0.0008442984166149889	0.009304195981273973	0.021248867278129413	0.0016802343184795126	0.00857532832669682	0.01003055986645892	0.00478036890564831	0.0	0.0010024288801505257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13209187414911006	0.0017094638948852885	0.005686951978196502	0.009731163421358711	0.023720898635982406	0.004034820246693401	0.1405321442428198	0.026993167664556502	0.8687281051298104	0.0	0.003676020397662787	0.0007482261449439284	1.925786214371255e-05	0.0	0.0019461508966366946	0.0	0.0	0.0002115258972804017	0.0	0.0	0.011908599729157046	0.0	0.0	0.0036783163328051524	0.0	1.8720801491153123e-05	1.4381164349187496e-05	2.08389542449653e-05	0.004978096359651477	0.011906048466394752	0.027718574214335615	0.008550785726653094	0.05571306000425637	0.00017616223166320508	0.0025886795065623537	0.0	0.7287035038988044	0.0028129143847618904	0.2903709500734103	0.0047303480690231185	0.018986898909047575	8.31379692600372e-05	0.020387204416437293	0.0	0.003707567422165977	0.023053551542313575	0.8742947056703486	0.0	0.0011149123088710152	0.0	3.078731994037594e-05	0.005095930636822853	0.003023282553304387	0.0	0.000662278517787963	0.007408947642340858	0.0003061483140128231	0.0	0.0	0.0	0.0001110451323354448	0.010679264634908675	0.006090383174756551	0.00017842306798915162	0.027837669643520403	0.0017603199865682193	0.004248148000554221	0.012052762381060771	0.003855850852151261	0.14173027019618237	0.7216165547990786	0.33711428037919716	0.002253059900421471
TrH2_epithelia_gland_like	0.00021128119054646566	0.8422024234348523	0.0035345443909396727	0.3456251762192839	0.004516246115439746	0.26962748801170067	0.001408270839069668	0.01153214075166821	0.0	0.003401549251079223	0.0012602997329010318	0.0	0.00997347191535492	0.0020453121741986825	0.0	0.0	0.0	0.0	0.004038215075858827	0.0	0.01266889257005814	0.0011357766502153887	0.0	0.0036835040480107193	0.0	0.0	0.002707135078902822	0.0	0.03142913992418523	0.016098524032157113	0.0	0.0	0.001272901412026876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00118625146180951	0.42974644845285115	0.18883935020913226	0.21822655883585002	0.00138852734008326	0.04093966165408633	0.0	0.0	0.0	0.0037628958113490023	0.001089396594624352	0.0	4.974638297718949e-05	0.0	0.002293025551950403	0.0	0.0	0.0032246516078853196	0.00021086492939984745	0.0	0.0011468918052915163	6.8876548819882e-05	0.0005011798275792649	0.0	0.0	0.0022197697013728993	0.006289916885514361	0.0	0.0	0.0014057688324604217	0.022691945486370102	0.0	0.008936563983921746	0.018666500814205296	0.0004304994469250376	0.0005541247101894621	0.003335925912437016	0.0025328388410469018	0.0007090237031467917	0.4329319612094059	0.14759130487807984	0.286957524862969	0.0013980650185228792	0.0	0.029721062359201862	0.0	0.0	0.004064039803624595	0.0011511390357057485	0.0	0.0021066543722015104	0.0	0.0	0.0	0.0005402184122623151	0.0027552477252000044	0.0	0.0008783664290949705	0.0	0.013959482981523073	0.0	0.0013444225958894654	0.0002510253890724059	0.0	0.030503083925141478	0.027057957830743686	0.009040170829540181	0.0	0.0005178068605903813	0.0	0.0006049834961548094	0.0008981956239362976	0.001789072966970992
TrH2_epithelia_unknown_1	0.002265389118775469	0.001097051789851234	0.8692694110967363	0.018996010464246593	0.01495886976027864	0.004273118200743732	0.0	0.0	0.0	0.0	0.04126443227669026	0.007396901174934335	0.0067454137466832235	0.0	0.0	0.017589230213536696	0.0	0.0	0.0	0.021239631192581043	0.0	0.0	0.0	0.0011493825458816645	0.0	0.0	0.0	0.0	0.0011093704457860744	0.0	0.0011116323845710816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002641350722830497	0.0	0.7372158703207767	0.004622990276718553	0.0	0.0008125558709344018	0.0	0.0	0.0	0.0	0.03639640502192193	0.0	0.0007323161419971525	0.0	0.0	0.0	0.014311857673041306	0.00155803539275532	0.0	0.0	0.0	0.02169288737994755	0.0	0.0	0.0	0.021504009363521905	0.00023933386492670236	0.0	0.0	0.0	0.00114194488670931	0.0	0.0	0.0	0.0	0.0	0.0011120588646264132	0.0	0.0	0.0	0.8187939760998861	0.001674146337965093	0.0	0.0	0.0	0.0	0.0	0.0	0.04528409361837987	0.008518778247897556	0.0	0.0	0.0	0.0	0.0	0.0	0.020833594791058847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025186802288969376	0.0	0.0	0.0	0.0	0.003579257182590461	0.0	0.0
TrH2_epithelia_ventral	0.007353438056672396	0.05271613441519126	0.03106455104482906	0.6003335025171281	0.8768703735387453	0.813088089797282	0.001590020243433952	0.004987330722107933	0.0012020648047549368	0.0016994936344410148	0.03724989600165157	0.0027330859286969983	0.0030658534906201334	0.0014196087714171005	0.0	0.0008135514371038007	0.0016577795339278688	0.0	0.004984842373256056	0.00039357261361773287	0.003173254598681838	0.0008502618962138182	0.0004195821384442327	0.10431469409744396	0.002735703641818765	0.0003367382430537894	0.4986116209231846	0.0007759750519345604	0.020964352066703176	0.08559358512004414	0.002782662807472887	0.00020478531338934429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006091327431112638	0.27738737728535817	0.4869561439240183	0.7881789593167317	0.0020802048530979807	0.00807396043672048	0.0009870470154697895	0.0008361867808221062	0.003028050717178255	0.0016252906178652968	0.034266883939461555	0.006028636453282247	0.0	0.0007839068284007334	0.0014291435052479684	0.0	0.0006345804379696531	0.005765593514756662	0.00087852083426467	0.0	0.0016800423890343708	0.0003352941965479005	0.0013769213571706118	0.0006798959317301212	0.0	0.02209994868086819	0.14202472816498105	0.0	0.0255410478450252	0.0012700203905771268	0.31133302163576126	0.010507736600975436	0.0009537674668794233	0.03360844148557998	0.008189162249042925	0.00044569612582045083	0.0054347375350056164	0.00042275988754001575	0.009270453417279539	0.10880826440155267	0.5280419022347412	0.829565752991715	0.0019207311007006845	0.03640143025767827	0.011089572553647334	0.0009577602650204838	0.0034324350953025785	0.00240807015512214	0.02931980810179414	0.0019074819661071283	0.000764511717225292	0.0065815176752723695	0.0007692044629593388	0.0004832175848413409	0.0	0.0011160496916758074	0.0005862987258288591	0.0	0.0	0.139370261961709	0.0	0.0009579542660545059	0.0023143293490160617	0.0036182855557814926	0.0015235956156232013	0.13552338563941382	0.045279714468476374	0.0015702584157514317	0.00012604104030883187	0.0	0.035683786801261275	0.0005749271446488105	0.00033734666598937566
TrH2_fibre	0.03081280541974596	0.005721632424885404	0.0	0.0030696062382821847	0.04482041930211401	0.0014619351164979768	0.9873473034626103	0.0005026701058217102	0.006181329231851185	0.00037284868339603925	0.0026574209504430005	0.0005750894072101325	0.0	0.00030302740386810095	0.0003948901848397364	0.0016588172322479224	0.00024371598263070974	0.0	4.4902050215933826e-05	0.0	0.0007340004710067235	0.0002852555850570113	0.0	0.0004191849156327936	0.0	0.0007597862438220208	0.05017894645737472	0.929739875726818	0.00012746612702419234	1.7927858852031753e-05	0.001712442446671075	0.0004104231758538182	0.0009960895642940697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055633549226238475	0.0009905819805258922	0.0003717582138782769	0.0063788542751021925	0.9852122676208543	0.000770455948008335	0.0	0.005700754401294871	1.721362528118315e-05	0.0007600138219200905	0.004524787267624996	0.0	0.0	0.0	0.0005844710733846351	0.0010885695895710172	0.006365138833403721	0.00032596682815509806	0.003916773620139757	0.0	0.0	0.0	0.000989776294785723	0.0	0.0	0.00030234494042532953	0.0006065554988790896	0.0	0.0	0.0007895990278443648	0.00023058163385146442	0.4938707398412574	0.00019261212944761367	0.0	0.0	3.7877078344221366e-05	0.000194374509727201	0.0	0.0032261343749303752	0.04131221486518407	0.0053114626744982605	0.0010966284657553782	0.9694575183967518	0.7780851209824644	0.0011282103708484636	0.005972107590009945	0.008121447447827147	0.0007357055660567949	0.007249896829070706	4.3233625913533965e-05	0.00033526214750865526	0.04859195452785535	0.3174210452665973	0.0	0.0	0.0016924132997957145	0.012732471722255168	0.0	0.0003457024254979736	2.1440250355121204e-05	0.00577997278379566	0.000353499381576932	0.008329757906037823	0.7759895599520268	0.0	0.011304765649262435	0.0	0.36086434058424477	0.00022414672211688473	0.0	0.0029738158872532772	0.00031949194259933743	0.00807882682589008
