	TrH2_epithelia_dorsal	TrH2_epithelia_dorsal_like	TrH2_epithelia_gland_like	TrH2_epithelia_unknown_1	TrH2_epithelia_ventral	TrH2_fibre	TrH2_gland_1	TrH2_lipophil	TrH2_peptidergic_alpha	TrH2_peptidergic_beta	TrH2_peptidergic_delta	TrH2_peptidergic_epsilon	TrH2_peptidergic_eta	TrH2_peptidergic_gamma	TrH2_peptidergic_gamma_like	TrH2_peptidergic_iota	TrH2_peptidergic_iota_like	TrH2_peptidergic_kappa	TrH2_peptidergic_lambda	TrH2_peptidergic_mu	TrH2_peptidergic_mu_like	TrH2_peptidergic_nu	TrH2_peptidergic_omicron	TrH2_peptidergic_progenitors	TrH2_peptidergic_theta	TrH2_peptidergic_zeta	TrH2_trans_epithelia_dorsal_ventral	TrH2_trans_epithelia_ventral_peptidergic	TrH2_trans_fibre_epithelia	TrH2_trans_fibre_gland	TrH2_trans_lipophil_1_epithelia	TrH2_trans_lipophil_1_fibre	TrH2_trans_lipophil_1_gland	TrH2_unknown_1	TrH2_unknown_2.1	TrH2_unknown_2.2	TrH2_unknown_2.3	TrH2_unknown_2.4	Hhon_epithelia_dorsal	Hhon_epithelia_gland_like	Hhon_epithelia_unknown	Hhon_epithelia_ventral	Hhon_fibre	Hhon_gland_1	Hhon_gland_1_like	Hhon_lipophil_1	Hhon_lipophil_2	Hhon_peptidergic_alpha	Hhon_peptidergic_beta	Hhon_peptidergic_delta	Hhon_peptidergic_epsilon	Hhon_peptidergic_epsilon_like	Hhon_peptidergic_eta	Hhon_peptidergic_gamma	Hhon_peptidergic_gamma_like	Hhon_peptidergic_iota	Hhon_peptidergic_iota_like	Hhon_peptidergic_kappa	Hhon_peptidergic_lambda	Hhon_peptidergic_mu	Hhon_peptidergic_mu_like	Hhon_peptidergic_omicron	Hhon_peptidergic_other_1	Hhon_peptidergic_other_2	Hhon_peptidergic_progenitors	Hhon_peptidergic_theta	Hhon_peptidergic_theta_like	Hhon_peptidergic_zeta	Hhon_trans_epithelia_dorsal_ventral	Hhon_trans_fibre_gland	Hhon_trans_gland_epithelia_dorsal	Hhon_trans_gland_epithelia_ventral	Hhon_trans_lipophil_1_epithelia	Hhon_trans_lipophil_1_gland	Hhon_trans_lipophil_2_epithelia	Hhon_unknown_1
TrH2_trans_lipophil_1_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007151375408432023	0.058906754109268246	0.00043134259947506646	0.07970511151645997	0.0	0.003793516477917118	0.0	0.31169305329854285	0.0	0.0	0.017314140518983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03577589894604098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036067400976572364	0.006284174643501754	0.0	0.0
TrH2_trans_lipophil_1_fibre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012407871516591704	0.0002135183480192103	0.0	0.001187190124293796	0.48604613916040396	0.0	0.0	0.09325281226489397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053315084845519146	0.0	0.0	0.0009282009544100049	0.0	0.0	0.0
TrH2_trans_lipophil_1_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006669396427390325	0.0	0.0	0.0	0.5406090753158891	0.0005491180480159803	0.08929656890913878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004368048694313273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006952017674328935	0.00809511844134747	0.018572722685146266	0.0004868586080106611	0.19237494692164023	0.0	0.0
TrH2_unknown_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010306661196256626	0.0006677247314550948	0.0	0.00022762878107385033	0.0018771203824425198	0.00480290466326838	0.0	0.0	0.004527989471475544	0.002421272617653965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007353877967151395	0.0	0.0	0.0	0.0046330786608706044	0.0004206936585414029	0.011575300430865573	0.0	0.0	0.007677591226303089	0.01788011357098571	0.9663375452865568
TrH2_unknown_2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03452492041591365	0.05166513778268813	0.0	0.11959830292010554	0.0	0.0007574283829444418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005424174018904578	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_unknown_2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003718635944822972	0.3765608439894213	0.002523360550177186	0.13583490004338222	0.0	0.07793410866593448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028896527352519803	0.0	0.0	0.0	0.000378697314755571	0.008221281728405777	0.0	0.0	0.0	0.0	0.0	0.003096534444986174	0.0	0.0	0.0	0.004881612576056951	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_unknown_2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00867683556288177	0.00979097272275232	8.287519660448068e-05	0.059288323549830026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_unknown_2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047287558802122195	0.02870369734575013	0.0003530424518544178	0.19329717121225606	0.0020953526421240536	0.00569375047024657	0.0	0.0	0.0	0.0	0.0	0.0	0.015181615640643844	0.0	0.0	0.0	0.0	0.0009673442233754343	0.0	0.0	0.0	0.0	0.005762097339678582	0.0	0.0	0.0	0.00489620332723366	0.0	0.0	0.0	0.001234748282632407	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_epithelia_dorsal	0.7803253620729766	0.10284322292092578	0.0011421151529663926	0.002744518806439183	0.006578459652896535	0.014250238906242487	0.0004026087275919892	0.0010724834326407812	0.0003637257338790094	0.001584247519431985	0.0030626889764631816	0.009404276335240217	0.017755610956353984	0.0	0.0	0.003348309689355786	0.0005561651059342568	0.009534685143229965	0.0028511746950480306	0.003417641610541676	0.0	1.964978976350082e-05	0.020315503247167053	0.007224821981133204	0.0024802307787980997	0.0007736288904290313	0.11952663056678656	0.04109930457920752	0.012041044525641089	0.0	0.0007151375408432023	0.0012407871516591704	0.0	0.0010306661196256626	0.03452492041591365	0.003718635944822972	0.00867683556288177	0.047287558802122195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_epithelia_gland_like	0.006434798701954012	0.008489306631273742	0.482255000143487	0.0	0.2799156704232344	0.0014477149090029089	0.05724275101240238	0.0042636332783251175	0.0014416166773631046	0.001551619855446606	0.0	0.00039406872825058426	0.0007696737440679263	0.01486092888694803	0.0	0.0	0.0007216638079703758	0.0004010784425870463	0.0	0.0	0.0013466081904039498	2.6597106331545206e-05	0.0	0.0011114119004037607	0.0	0.0	0.001438319848758584	0.0020591549983033216	0.00043128718058299905	0.0	0.058906754109268246	0.0002135183480192103	0.0006669396427390325	0.0006677247314550948	0.05166513778268813	0.3765608439894213	0.00979097272275232	0.02870369734575013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_epithelia_unknown	0.00461213952789657	0.005823288060684714	0.22270050450832124	0.8267124722507045	0.5069105887053308	0.0005343162028555688	0.0008852516804496443	0.0	0.0	0.001970655775367298	0.002456898009124906	0.0	0.0	0.0	0.0	0.0	0.0012214210393390753	0.000566490219762103	0.0016586061956809829	0.014256913721637097	0.0011083252221523068	0.0	0.0	0.0014402020954076469	0.0	0.001277193961241767	0.0008829626229365468	0.009835862858833939	0.00015994003444902077	0.0	0.00043134259947506646	0.0	0.0	0.0	0.0	0.002523360550177186	8.287519660448068e-05	0.0003530424518544178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_epithelia_ventral	0.03532472034259064	0.007604132179913628	0.23481993250881975	0.005011323818585269	0.8056489073886441	0.010177603461989242	0.0027937077141076327	0.0001706614767865682	0.01232369679406859	0.008652275109491906	0.0016828519512746218	0.017459882167442233	0.0	0.014526887774976172	0.04364574521358324	0.0005558232914143304	0.0020320664266320057	0.0004198083596841641	0.0	0.02023326010763233	0.004402968500647056	0.0	0.000268217381445993	0.45551375473742056	0.0021549937705270523	0.0	0.42780760522780703	0.19681229084100033	0.0035987375864307307	0.0	0.07970511151645997	0.001187190124293796	0.0	0.00022762878107385033	0.11959830292010554	0.13583490004338222	0.059288323549830026	0.19329717121225606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_fibre	0.004749515282153608	0.026762377138035587	0.0013009921378974814	0.0	0.002273936242251056	0.9852206729048166	0.002972231734874012	0.00038865796091040294	0.0	0.008419364126925701	0.0	0.0	0.0	0.01858506866664003	0.0	0.0	0.0006378174729930761	0.005263498708021617	0.005603110829019924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008066509138404957	0.0	0.636285767680149	0.24397946710213217	0.0	0.48604613916040396	0.0	0.0018771203824425198	0.0	0.0	0.0	0.0020953526421240536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_gland_1	0.01215954376705106	0.005640946388334137	0.0466840203195104	0.0	0.00865046093902755	0.0007443741204573876	0.9563065361228258	0.00041034268797339804	0.0003185823080772446	0.0003826630243981903	0.0	0.0	0.0	0.024011085081334923	0.004559478279976329	0.0	0.0026812455641384986	0.0	0.0	0.0	0.02484777513611349	0.0	0.0	0.0	0.0	0.0	4.259895837999946e-05	0.0	0.0	0.15098277345093167	0.003793516477917118	0.0	0.5406090753158891	0.00480290466326838	0.0007574283829444418	0.07793410866593448	0.0	0.00569375047024657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_gland_1_like	0.8472080386256596	0.13619571145883502	0.0	0.0	0.0018399979926457103	0.0	0.009698408510411722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010474014811219302	0.0	0.0	0.0	0.0	0.0	0.0005491180480159803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_lipophil_1	0.0	0.027385043635769983	0.0	0.0	0.0008866527660803369	0.005660053395753725	0.000828023899014361	0.9824343055045601	0.0	0.0015479715391398907	0.0	0.0006367251600776076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4302333174634974e-05	0.0	0.0	0.31169305329854285	0.09325281226489397	0.08929656890913878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_lipophil_2	0.0	0.9361640136256574	0.0	0.0	0.0024394772810098866	1.9287790194486637e-05	0.0	0.00012249888233049235	0.0	0.0	0.0032139007902429106	0.0	0.0	0.0	0.0029486677310825654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013044481783689993	0.0	0.004477633255339538	0.0	0.0	0.0	0.0	0.004527989471475544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_alpha	0.0	0.0	0.0039014068825279774	0.0	0.0017366048710518573	0.0007904312691976448	3.05369499061578e-05	0.0	0.9687848768644957	0.0	0.0	0.0	0.0	0.00998848329109236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018295347644018068	0.0	0.0	0.002730606404647934	0.05155575514306614	0.0	0.0	0.0	0.0	0.0	0.002421272617653965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_beta	0.004284813661347557	0.0042456459230298125	0.0010473231695243771	0.035840278196798116	0.04135019240186748	0.004489158340476347	0.0004710052894744998	0.0013568775649556773	0.0	0.8955192301939515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040014184635756116	0.0	0.014885991195601902	0.0	0.00021358804391296947	0.0	0.0	0.0	0.011874028354868558	0.0	0.0	0.017314140518983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_delta	0.0	0.0006989726682694392	0.0	0.0	0.0060553458188001025	0.0	0.0	0.0	0.0	0.0	0.9459788201200862	0.0	0.0	0.0	0.0	0.0	0.0	0.1536095960731872	0.0	0.0	0.0	0.0	0.0	0.010133193651142371	0.0	0.0	0.0	0.01691759959852537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_epsilon	0.0	0.0	2.511281083235172e-05	0.0007118826224962201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.832765383283515	0.0	0.0	0.0	0.0	0.0	0.0042653313303378775	0.0	0.0	0.002072667658172655	0.0	0.009113944286827857	0.0	0.0	0.0	0.0	0.04538355958093102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015181615640643844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_epsilon_like	0.0006995844478227454	0.0	0.0	0.0	0.0015381066749149616	0.0	0.0	0.0	0.0	0.0	0.0	0.8315662856860072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13180239080974382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_eta	0.0	0.0031998390167868465	0.0023031201784976993	0.0	0.0013466699915790294	0.0005401531882241954	0.0	0.0	0.0	0.0	0.0	0.0	0.9453642535476019	0.0	0.0	0.0	0.007909165117458001	0.02579628919712092	0.0	0.0	0.0	0.0	0.0	0.025762747831351622	0.001324818348422045	0.0	0.014457857904004487	0.07844346879422595	0.007355052852353716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_gamma	0.001649446681953839	0.0	0.0	0.0	0.0	0.0010873217091442874	0.0036649264496830592	0.00030977008714621804	0.0	0.0	0.0	0.0	0.0	0.9651383260918294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004368048694313273	0.0	0.0	0.0028896527352519803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_gamma_like	0.0035685694798171996	0.0	0.0	0.019764973845952577	0.0007339934368422477	0.0144153701774631	0.0011623305342878991	0.0	0.0	0.0	0.0	0.0	0.0	0.011575932006623432	0.8820923535723377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_iota	0.0017890016529034179	0.0001889813290068217	0.003503198352671655	0.002506390004824159	0.005306896681575029	0.00028003989594041696	0.0	0.0	0.0	0.0	0.0	0.0	0.009509600472069172	0.0	0.0	0.9965947349842571	0.006972367219639711	0.00012688852082706756	0.0	0.0	0.0	0.0	0.002347434584052653	0.001918699149255284	0.003914588587682929	0.0	0.006521933362304904	0.08277340390194157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009673442233754343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_iota_like	0.0006150555211503797	0.0	0.00019703237123894348	0.0	0.0015230676194808834	0.0029923770861918562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7850669114618815	0.0	0.0	0.0	0.0	0.06021179851348944	0.0	0.0	0.0	0.0	0.0012501012367582378	0.028949345838228602	0.0026109818196416745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_kappa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7637735276299447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000378697314755571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_lambda	0.006970995336510988	0.023498166532333446	0.001480768791446397	0.0	0.0014278805359389016	0.0	0.0	0.003891272192790339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004640857631368917	0.9350506262127893	0.0	0.0	0.0	0.0	0.007865248217054798	0.0	0.012789888264564833	0.005707799620207115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008221281728405777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_mu	7.456985221642546e-05	0.00028971574902259673	6.737383868346387e-05	0.021653152841156886	0.0002068104767242008	0.0	0.0	0.0	0.0	0.03191731558393651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9511718092815121	0.0	0.0007945493431096654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_mu_like	0.0008759194695397191	0.0	0.0005783026059000283	0.0	0.0012612385477117527	0.0007574659944326224	0.0012218259924830523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3506892382236403	0.0	0.0	0.0	0.8960617478809008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005762097339678582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_omicron	0.0034250757028549557	0.001769891682626272	0.0	0.0	0.000660692605715513	0.0	0.0	0.0	0.0	0.0	0.0	0.011448047911019422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9171272765783067	0.0188114484710322	0.0	0.0	0.012431822766123809	0.007983101568804754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_other_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6862229312095486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01784335824017056	0.0	0.0	0.0	6.690421566953683e-05	0.06990964384919764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
