	Tadh_epithelia_dorsal	Tadh_epithelia_gland_like	Tadh_epithelia_unknown_1	Tadh_epithelia_unknown_2	Tadh_epithelia_unknown_3	Tadh_epithelia_ventral	Tadh_fibre	Tadh_gland_1	Tadh_lipophil	Tadh_peptidergic_alpha	Tadh_peptidergic_beta	Tadh_peptidergic_delta	Tadh_peptidergic_epsilon	Tadh_peptidergic_eta	Tadh_peptidergic_gamma	Tadh_peptidergic_gamma_like	Tadh_peptidergic_iota	Tadh_peptidergic_kappa	Tadh_peptidergic_lambda	Tadh_peptidergic_mu	Tadh_peptidergic_mu_like	Tadh_peptidergic_nu	Tadh_peptidergic_omicron	Tadh_peptidergic_progenitors	Tadh_peptidergic_theta	Tadh_peptidergic_zeta	Tadh_trans_epithelia_dorsal_ventral	Tadh_trans_fibre_gland	Tadh_trans_gland_epithelia	Tadh_trans_lipophil_1_epithelia	Tadh_trans_lipophil_1_gland	Tadh_unknown_2.1	Tadh_unknown_2.2	TrH2_epithelia_dorsal	TrH2_epithelia_dorsal_like	TrH2_epithelia_gland_like	TrH2_epithelia_unknown_1	TrH2_epithelia_ventral	TrH2_fibre	TrH2_gland_1	TrH2_lipophil	TrH2_peptidergic_alpha	TrH2_peptidergic_beta	TrH2_peptidergic_delta	TrH2_peptidergic_epsilon	TrH2_peptidergic_eta	TrH2_peptidergic_gamma	TrH2_peptidergic_gamma_like	TrH2_peptidergic_iota	TrH2_peptidergic_iota_like	TrH2_peptidergic_kappa	TrH2_peptidergic_lambda	TrH2_peptidergic_mu	TrH2_peptidergic_mu_like	TrH2_peptidergic_nu	TrH2_peptidergic_omicron	TrH2_peptidergic_progenitors	TrH2_peptidergic_theta	TrH2_peptidergic_zeta	TrH2_trans_epithelia_dorsal_ventral	TrH2_trans_epithelia_ventral_peptidergic	TrH2_trans_fibre_epithelia	TrH2_trans_fibre_gland	TrH2_trans_lipophil_1_epithelia	TrH2_trans_lipophil_1_fibre	TrH2_trans_lipophil_1_gland	TrH2_unknown_1	TrH2_unknown_2.1	TrH2_unknown_2.2	TrH2_unknown_2.3	TrH2_unknown_2.4
Tadh_unknown_2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009074544249195922	0.0009908750903410922	0.0011871480509785819	0.0	0.0	0.0018305497150980232	0.001100528505844163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03242528324021256	0.942768096416275	7.478723987922681e-05	0.0016417989399753197
TrH2_epithelia_dorsal	0.876883327588654	4.864543093319178e-05	0.0	0.0	0.00999524157390794	0.01346098561014871	0.0037852302541318975	0.0034231433973815986	0.0	0.0	0.003357131857191353	0.0	0.0	0.0	0.002013912988186887	0.0	0.017739555318834782	0.0	0.004450406204671953	0.0	0.0007844848299665612	0.0	0.014268753550636948	0.006136352930602102	0.0	0.003944865111394467	0.19540094715500916	0.001071511091843417	0.02891455887369594	0.0	0.0	0.0005150224903156882	0.0009074544249195922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_epithelia_dorsal_like	0.6176573524267768	0.0003842315730525929	0.0	0.0005258562215325227	0.019456237837220496	0.0030929361481744065	0.020332522161015724	0.0019419528493377625	0.040381532188756834	0.0	0.0008700218918076498	0.0008245873690178901	0.0	0.003535715216860551	0.0	0.0007229373648063398	0.0014931693893897612	0.0009904935711202109	0.0064958125780362076	0.0	4.502885625902513e-05	0.0	0.005105325409821044	0.004611046459321339	0.003986112288358957	0.012447533305403494	0.01885886041333868	0.0024972830372353197	0.01375248447089486	0.01381016731212244	0.0047592302470662335	0.0	0.0009908750903410922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_epithelia_gland_like	4.612376579880262e-05	0.8606036355852046	0.0052838244467589566	0.3781209817632581	0.003458652683315973	0.25308378225222594	0.0014195861054683194	0.012396291744843638	0.0	0.0032615703324981025	0.001121373892432061	3.387321831683163e-05	0.00957626855818452	0.002306597982604907	0.0	0.0	0.0	0.0014081484025166532	0.004015600545391814	0.0	0.012625033670363472	0.0041881052968228485	0.0	0.003276050309301603	0.0	0.0	0.002457012035253274	0.0	0.0394877850011003	0.01759451391004881	0.0	0.0	0.0011871480509785819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_epithelia_unknown_1	0.0016359011079629855	0.0	0.8863887808414812	0.009147013504575493	0.03302380538797399	0.0022076591591110406	0.0	0.0	0.0	0.0	0.040209229906011404	0.014212715938756112	0.0	0.0	0.0	0.022171676085993706	0.0	0.0	0.0	0.020649462101211637	0.0027224786860065705	0.0	0.0	0.0011134211183902118	0.0	0.0	0.0006527854266213399	0.0	0.0010458489461716927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_epithelia_ventral	0.006245011042888939	0.0393573319479775	0.028261146397497022	0.5677126501233194	0.8983782861474665	0.8115876393885435	0.0016458639237007737	0.001991594556511985	0.0010567445917151921	0.002093948439116591	0.03754784410308028	0.0033826473764116335	0.012921078662709464	0.0014386236016445415	0.0	0.0010502081406164935	0.0021291655189629873	0.0	0.004080885610100267	0.0003969823225487252	0.0049662455348933095	0.001534286034308926	0.0003377640460122622	0.1008480726620691	0.0006734395129827842	3.507040648459467e-05	0.4999296232389515	0.0012275171041965147	0.03409841041756671	0.08253924731067107	0.0034138761790436832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_fibre	0.023552073352382068	0.004672885779326943	0.0	0.0040163584791899016	0.03135705667562252	0.0013732737515634052	0.9875847698967373	0.000692925225044537	0.004938146180112541	0.0003843393367084166	0.0020210620119631047	0.0005739129950479009	0.0	0.0006064242295019389	0.0009840086111764204	0.003217099926943944	0.0	0.0	0.0	0.0	0.0008394901109052453	0.00029536055015027575	0.0	0.0001609878462100493	0.0	0.0006658212626576127	0.04247563211450503	0.929026122022252	0.0003528776410826037	3.829829572798165e-05	0.000764825014497278	0.0004690226232760826	0.0018305497150980232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_gland_1	0.0013484561307828807	0.046176563489297724	0.0	0.002831976810111109	0.0011768371001881358	0.0024449211360215626	0.002380192705734992	0.9723488330882223	0.0013832575768409727	0.0034090735929024722	0.00031629660332860483	0.0	0.0004985502563698817	0.00035978542169443035	0.0003119882424177893	0.0034554359197757774	0.0	0.0	0.0	0.0	0.0666987349949876	0.0007216364630953389	0.0	0.0012042717205760385	0.0	0.0	0.0036915866621733038	0.004797380804269648	0.7293323244769867	0.0013651892224325957	0.10092533523782858	0.0	0.001100528505844163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_lipophil	0.000544422679707144	0.002077149049906141	0.0	0.0015579007978011176	3.205566131854773e-05	1.683958766611793e-05	0.003136019285027649	0.0	0.9870974996414523	0.0	0.0007182702524667775	0.0	0.0	0.0	0.00038496549143111154	0.0010261457797749627	0.0	0.0	0.0	0.0	0.003794565134814077	0.0	0.0	0.0	0.0	0.0	7.872163060311781e-05	0.0	0.0	0.6173981285930574	0.538581645557441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_alpha	0.0	0.003266376107276052	0.0	0.001196532431515953	0.002223764764493845	0.001438911098430236	0.0	0.0	0.0	0.9710277376863496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01812498288853179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_beta	0.0003571094568843165	0.0	0.013678152574331734	0.0	0.0	0.002961847623337797	0.0	0.0	0.0	0.0	0.9675215124693028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01822060029118925	0.0	0.0	0.0028605142386881593	0.0	0.016704588114020254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_delta	0.006126934698271081	0.0	0.0	0.0	0.007356590809371001	0.0	0.0	0.0	0.0	0.0	0.0	0.9358841527794622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018080805226726275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_epsilon	0.00024401376921977247	0.007516739505333261	0.0	0.0	0.0	0.02474103156169015	0.0	0.0	0.0	0.0	0.013157706566905982	0.0005671051786025984	0.8296791490842821	0.0	0.0	0.0	0.0	0.003440098933548473	0.0	0.0	0.0007784649263426411	0.018139461113141964	0.0	0.10333595242330887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_eta	0.0	0.0	0.0	0.00420407197539198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9205410784985695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17553716493862587	0.024307905839959253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_gamma	0.0	0.0117556218067984	0.0	0.0049173455313211946	0.0	0.01907896675580347	0.0	0.029361033732320248	0.0	0.009510103945873	0.0	0.0	0.0	0.0	0.9688645546592058	0.03340166850127467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009231167527092878	0.0	0.0	0.0	0.0	0.0	0.0	0.005633231654025103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_gamma_like	0.0024666791493476352	0.008598284445120202	0.015509422093572842	0.0	0.0	0.0	0.0	0.0003354535163252747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9936342391153661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001876139636882549	0.0	0.0	0.008454113065033835	0.017177700090929213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_iota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9912234320122894	0.0	0.0	0.0	0.0	0.0	0.0	0.003998347988275897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_iota_like	0.0005537005754572966	0.0012407887877917817	0.0	0.0	0.0	0.0004917735740667819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018634252331194152	0.0	0.0	0.0	0.0	0.0	0.0	0.25024578361216376	0.6884660148584653	0.0	0.014020059980059252	0.0	0.0	0.0	0.0	0.003930235924648023	0.0	0.013838919800203738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_kappa	0.0	0.00319404804859868	0.0	0.0026126014429343346	0.0	0.0	0.004854984429613901	0.0	0.0	0.0	0.0	0.011494280359625238	0.0	0.0	0.0	0.0	0.0	0.9836183641976662	0.0	0.0	0.0	0.0	0.0	0.002160854921491022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_lambda	0.0013012886926877258	0.0	0.0	0.0	0.0003045548804975982	0.0014409266718575446	0.005327394699004106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9653084876257545	0.0	0.0	0.0	0.0	0.007068304832307591	0.0	0.0	0.0018828031905809227	0.00027921457124911926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_mu	0.0	0.0	0.014464192791699831	0.0014491211874121206	0.0	0.0019553923735291328	0.0	0.0003416515251074406	0.0	0.0	0.04171269084433826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9869248008282266	0.016143661280354504	0.0	0.0	0.01613122096370268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_mu_like	0.0	0.0	0.0	0.0	0.0	0.0025370674332447552	0.0	0.01070111356763538	0.0	0.0	0.0	0.0	0.006320890471448973	0.0	0.0	0.0	0.003940184594993573	0.0	0.0	0.0	0.926874195712139	0.000283552867590494	0.0	0.017746044087552502	0.0	0.0	0.0	0.0	0.0015366370868451866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_nu	0.0	0.001150264300871725	0.017415573861950345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0172421088893324	0.021056637118210424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020234451353079157	0.8179135237704045	0.0	0.02598182474754728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_omicron	0.0	0.0014034534232350894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043931945780222206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.948768166971145	0.02064678675576221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_progenitors	0.0	0.000380141493026593	0.0	0.000732521278413652	0.023698648311350913	0.5182743471336894	0.0	0.0	0.004673105401139608	0.012249427656047683	0.0	0.008693681681377078	0.0	0.04351653514219662	0.0	0.0	0.0	0.0007750032964522359	0.006829464783684977	0.0	0.0	0.0	0.018913016614733	0.18594949290903745	0.0	0.0	0.06312722457439016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_theta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08062786369820571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015458240947956125	0.9126911167505893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_zeta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012470300175842514	0.0	0.0	0.0	0.0	0.0132446711397601	0.0	0.9784347914473063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_trans_epithelia_dorsal_ventral	0.17695859555183074	0.0	0.0	0.0021728953394159253	0.009248291726613983	0.28388516239876765	0.004851207072959399	0.0	0.0	0.002223612529492367	0.0	0.0	0.0	0.009934806450085537	0.0	0.0	0.004664241091067342	0.002839596897498407	0.001180120614914912	0.0	0.0	0.0017159686553494806	0.00984537956969272	0.010278188083503944	0.0036106752636647457	0.004130005526380854	0.3610505271924583	0.0003942672164796388	0.000171361888469449	0.00985090711711976	0.0005920068099717568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_trans_epithelia_ventral_peptidergic	0.004288459920965105	0.001664045343817548	0.0007802946047665877	0.012738470708431435	0.014914441537894623	0.17353299962059082	0.0	0.0	0.0	0.05649917728995315	0.013459356329920288	0.009794802140062165	0.0531363043318133	0.061645636803819216	0.0	0.0	0.08130610955978845	0.0	0.0	0.0	0.0016542643631737494	0.047484415648501324	0.016887858319259715	0.05628446754374551	0.0066343030414430775	0.0	0.1531010829562456	0.0	0.0	0.005282366840350434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_trans_fibre_epithelia	0.057463625860532684	0.0	0.0	0.0	0.0	0.0	0.5489873871639859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003666900548929473	0.07123708057890607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_trans_fibre_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.23875366878423532	0.15071494349882766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08889135301637742	0.026649442322584854	0.0	0.0010065643768587926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_trans_lipophil_1_epithelia	1.7508871000909193e-05	0.03415438774459645	0.0009314148364596543	0.06639144912359099	0.0	0.10071188067453847	0.0	0.0	0.2650654526770355	0.0	0.01776093673787326	0.000537570033108457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024106421178280916	0.01651150379291265	0.0	0.0006690739870357126	0.0	0.0	6.146876649798789e-05	0.0	0.0006161110961500297	0.08826912616415158	0.0194335548512559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_trans_lipophil_1_fibre	0.0	0.0	0.0	0.0	0.0	0.0	0.4952417415629604	0.0	0.10342842538715369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030853437602625218	0.0	0.000269353689615211	0.003270489638002254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_trans_lipophil_1_gland	0.0	0.0	0.0	0.00022785743180029106	0.0	0.0	0.0	0.46046559636981144	0.08718581992812766	0.0	0.0	0.0	0.0	0.0	0.0030783821394093852	0.004659912045257433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004815226315832755	0.0005244786165553465	0.27740894607927147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_unknown_1	0.002391568557625078	0.0060300051423250066	0.0	0.0	0.0	0.017577693032641305	0.006720696676668367	0.008832743428675712	0.00469400331342154	0.0024914630461582523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006173455441543648	0.0	0.0	0.0	0.00036452263349940234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_unknown_2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9589374056204237	0.03242528324021256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
