	Hhon_epithelia_dorsal	Hhon_epithelia_gland_like	Hhon_epithelia_unknown	Hhon_epithelia_ventral	Hhon_fibre	Hhon_gland_1	Hhon_gland_1_like	Hhon_lipophil_1	Hhon_lipophil_2	Hhon_peptidergic_alpha	Hhon_peptidergic_beta	Hhon_peptidergic_delta	Hhon_peptidergic_epsilon	Hhon_peptidergic_epsilon_like	Hhon_peptidergic_eta	Hhon_peptidergic_gamma	Hhon_peptidergic_gamma_like	Hhon_peptidergic_iota	Hhon_peptidergic_iota_like	Hhon_peptidergic_kappa	Hhon_peptidergic_lambda	Hhon_peptidergic_mu	Hhon_peptidergic_mu_like	Hhon_peptidergic_omicron	Hhon_peptidergic_other_1	Hhon_peptidergic_other_2	Hhon_peptidergic_progenitors	Hhon_peptidergic_theta	Hhon_peptidergic_theta_like	Hhon_peptidergic_zeta	Hhon_trans_epithelia_dorsal_ventral	Hhon_trans_fibre_gland	Hhon_trans_gland_epithelia_dorsal	Hhon_trans_gland_epithelia_ventral	Hhon_trans_lipophil_1_epithelia	Hhon_trans_lipophil_1_gland	Hhon_trans_lipophil_2_epithelia	Hhon_unknown_1	HoiH23_epithelia_dorsal	HoiH23_epithelia_gland_like	HoiH23_epithelia_unknown	HoiH23_epithelia_ventral	HoiH23_fibre_1	HoiH23_fibre_2	HoiH23_gland_1	HoiH23_lipophil_1	HoiH23_lipophil_2	HoiH23_peptidergic_alpha	HoiH23_peptidergic_beta	HoiH23_peptidergic_epsilon	HoiH23_peptidergic_eta	HoiH23_peptidergic_gamma	HoiH23_peptidergic_gamma_like	HoiH23_peptidergic_iota	HoiH23_peptidergic_kappa	HoiH23_peptidergic_lambda	HoiH23_peptidergic_mu	HoiH23_peptidergic_mu_like	HoiH23_peptidergic_nu	HoiH23_peptidergic_progenitors	HoiH23_peptidergic_theta	HoiH23_peptidergic_zeta	HoiH23_peptidergic_zeta_like	HoiH23_trans_fibre_gland	HoiH23_trans_gland_epithelia_dorsal	HoiH23_trans_gland_epithelia_ventral	HoiH23_trans_lipophil_1_epithelia	HoiH23_trans_lipophil_1_fibre	HoiH23_trans_lipophil_1_gland	HoiH23_trans_lipophil_1_lipophil_2	HoiH23_trans_lipophil_2_epithelia	HoiH23_trans_lipophil_2_gland	HoiH23_unknown_1
Hhon_trans_gland_epithelia_dorsal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016571003213930156	0.0005325282540125956	0.0005002213789689013	0.0	0.0	0.3889065322680077	0.0	0.02617282361735703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006916025814909843	0.0003457611092449864	0.0	0.0	0.0030558890870529395	0.0	0.07040366581450157	0.0464056114540357	0.0
Hhon_trans_gland_epithelia_ventral	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010742796876261326	0.006069825366723559	0.04120539961627853	0.0	0.0	0.6828017832222477	0.0	0.0	0.0	0.017393403546121004	0.006046405639459124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00047909874143742503	0.043365562675328165	0.0	0.000730016665192762	0.001510445290270172	0.0	0.0	0.0037251257762323546	0.0
Hhon_trans_lipophil_1_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014464700131127366	0.013353203254263793	0.0	0.0	0.0	0.5810536154167396	0.0008620689655172416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014143687266927107	0.0	0.0	0.0	0.002102907644857011	0.054743150776952	0.0	0.006707407065281673	0.005191403887234876	0.002265997407516219	0.0	0.0
Hhon_trans_lipophil_1_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007908180087045266	0.0	0.0	0.0	0.0	0.21468412535776932	0.23412216202809705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016063119650748414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005682638532225425	0.0003298957086941034	0.0	0.29212050894039276	0.0	0.00041902144057731817	0.00039121788892702034	0.0
Hhon_trans_lipophil_2_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094043255544796	0.0	0.03099917902558184	0.0	0.0	0.0	0.0004302575525126953	0.0	0.672730152264506	0.0	0.00996214061369573	0.0	0.0	0.0	0.0	0.01672698710632322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024228449975260843	0.013828496208907082	0.0	0.0	0.003307350369831999	0.0	0.0	0.0	0.025356425906508752	0.9802044038649503	0.09679398401213157	0.03501824128855596
Hhon_unknown_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009738308539581648	0.0	0.04147087676669319	0.0	0.0	0.016636154865360752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9947592493197412
HoiH23_epithelia_dorsal	0.9981933338596558	0.0004708069427080532	0.01634013535498805	0.4187216285659514	0.0	0.028660939732656453	0.0	0.0	0.0	0.009435711381062388	0.0	0.000521814994523886	0.0	0.0	0.0	0.0	0.0	0.0017158491848680436	0.0	0.011263871826548134	0.008946654872365243	0.0	0.00017508680866074733	0.0	0.0	0.0	0.0003763370034450397	0.0	0.0	0.0	0.9266191557639395	0.0	0.0	0.0	0.0	0.0	0.094043255544796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_epithelia_gland_like	0.04922096826574833	0.9981489072463374	0.12228939305890059	0.8708247536642585	0.010396910505836451	0.9034352925860546	0.003061310408932186	0.036851306039016214	0.0	0.008474383550999916	0.0	0.0	0.0	0.0	0.0	0.0013015375651076722	0.0	0.0074565891913721555	0.0	0.0	0.0	0.0	0.03574210727945447	0.0	0.0	0.0	0.008249957361973943	0.0	0.0	0.0	0.0892593381924183	0.0005499038840121371	0.016571003213930156	0.010742796876261326	0.0	0.0007908180087045266	0.0	0.009738308539581648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_epithelia_unknown	0.34182347979673194	0.2517400824333982	0.9884791743138794	0.9881728399125602	0.04108229293844522	0.01381128514255664	0.0	0.008761339485865858	0.0	0.0	0.007078036247275784	0.000404490021643313	0.07751580502617397	0.013758653296292219	0.05209584283808559	0.009550500738622712	0.0	0.009266787729811238	0.0020394163749239483	0.0	0.3902850073110232	0.007797606751069369	0.0	0.0561297363952389	0.07648962794391835	0.05244479065721008	0.01681023619740781	0.017545072000452487	0.017163894043588944	0.018015680647339164	0.922738100884315	0.0	0.0005325282540125956	0.006069825366723559	0.014464700131127366	0.0	0.03099917902558184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_epithelia_ventral	0.0627159503594971	0.9885316342696658	0.4285911665714647	0.9992198841269484	0.021193059719840555	0.05287323829537224	0.0	0.0	0.0	0.04293186684767619	0.0	0.00749806308005792	0.0	0.0	0.008628296469143973	0.0	0.0	0.017604531916401864	0.00018892840533967628	0.019487608411438984	0.0	0.012163662065033443	0.0	0.0	0.0	0.0	0.14577245044745718	0.0	0.0	0.0	0.4910963798836782	0.0	0.0005002213789689013	0.04120539961627853	0.013353203254263793	0.0	0.0	0.04147087676669319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_fibre_1	0.019973616690284288	0.024061347706991983	0.00047246252853295584	0.01804868589244072	0.9997593774672883	0.006065964712247375	0.7167013536801771	0.0	0.0	0.0	0.028720208719096106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006241256698799607	0.0	0.03313211079562126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012227606722655861	0.3945815488934229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_fibre_2	0.0	0.0	0.0	0.0	0.9777124780012013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01335703458423627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_gland_1	0.0006135626137341334	0.5357778700412877	0.05183497303402997	0.18757026247376957	0.003740233887582265	0.9997301301044541	0.014458699184748841	0.008016311861935237	0.0	0.015703505689616155	0.006534920118838576	0.0	0.0	0.0	0.004343770982005938	0.02373848093492791	0.0	0.0009335429720870364	0.0	0.0	0.0	0.0004784582234304293	0.00031205501526406474	0.0	0.0	0.0	0.0	0.0004609406955739247	0.0	0.0	0.001710356163290514	0.038512716478595097	0.3889065322680077	0.6828017832222477	0.0	0.21468412535776932	0.0004302575525126953	0.016636154865360752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_lipophil_1	0.00859020106723567	0.03710560257644026	0.0	0.0	0.0	0.0	0.0	0.9998496298572214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02687025709160627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004965920154918824	0.01980681382810577	0.0	0.0	0.5810536154167396	0.23412216202809705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_lipophil_2	0.00536417173105898	0.0	0.0	0.0010827767087017031	0.010946690212962849	0.0001291083940241151	0.0	0.0	0.9747573679082672	0.0	0.0	0.013155976633564354	0.0	0.0	0.003630294997971102	0.0	0.0	0.0018934951892426509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028083275489403002	0.0005000000000000001	0.006593727817648272	0.02617282361735703	0.0	0.0008620689655172416	0.0	0.672730152264506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_alpha	0.0085653934747624	0.016259039049690963	0.0	0.08793994045513098	0.0	0.00881927793869135	0.0	0.0	0.0	0.9992372676693929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039155469972803544	0.0	0.0	0.0	0.008817391904750085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_beta	0.029637940685839442	0.02160099281762172	0.009966052677904918	0.12309788185252513	0.0	0.008180321968077471	0.0	0.0	0.0	0.0	0.9972953565589483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009018299859643896	0.0	0.0	0.0	0.0	0.005596558087780227	0.0	0.0	0.0	0.009974889132853465	0.0	0.0	0.017393403546121004	0.0	0.0	0.00996214061369573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_epsilon	0.05074639818533331	0.0	0.0	0.028616500040541237	0.0	0.0070957016151156765	0.0	0.0	0.0	0.0	0.0	0.0	0.7654418349775157	0.9311496330293438	0.0	0.0	0.0	0.0028611374934748757	0.0	0.0	0.0	0.0	0.0	0.00964566327670445	0.8703984071340665	0.15615734154668015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006046405639459124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_eta	0.13031832949331804	0.006213450731318882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9974370692836301	0.0	0.0	0.03475261114577197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000331405648407972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_gamma	0.006520454188405	0.017649438060829005	0.0	0.01851869613061281	0.0	0.0003852926483436464	0.0	0.0	0.0	0.0	0.015274472957676944	0.0	0.0	0.0	0.0	0.9340345050430408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008598793306465229	0.0	0.0	0.0009537760843169151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_gamma_like	0.0005956383117132226	0.0	0.0	0.008215141787609693	0.02567447324905302	0.04651999052426475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.916255722903272	0.0	0.0	0.0	0.0	0.0	0.6506633415029965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_iota	0.0387960804565396	0.0	0.0	0.02508930109629277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9973794923379847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021696781793926366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01672698710632322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_kappa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005380002307669222	0.0	0.0	0.0	0.0	0.0	0.0	0.00043703918688257654	0.9267528046319926	0.0	0.0	0.002799225884353561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008701818641947401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_lambda	0.045505125638733004	0.0	0.0052604355466100644	0.004958084582372851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9664541434692104	0.0	0.0	0.0026535866305852796	0.004004452832681735	0.0	0.009055736100398887	0.0	0.0	0.0	0.02979644494329764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_mu	0.01573773747324435	0.0	0.0	0.03146894714118689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005104955706527902	0.7677418426730421	0.0	0.0	0.9972171794678744	0.0	0.0	0.0	0.0	0.004225931514128699	0.0	0.0	0.0	0.009843638427839503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_mu_like	0.008968496917520047	0.0208669646739198	0.0	0.04596249963983004	0.0	0.004859149235094847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9940329376913969	0.0	0.0	0.0	0.008505581727997931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016063119650748414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_nu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067490475659293	0.0	0.0	0.0	0.0	0.0	0.0	0.9922938349690515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_progenitors	0.009385231870376435	0.006319495472921345	0.004666379864280803	0.16706523532508885	0.0	0.007571039827693494	0.0	0.0	0.0	0.025800366018473832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01600764891538661	0.00025812288647465183	0.0011313668362367038	0.032474740318668316	0.02027286654538026	0.01628084807553574	0.0	0.00643936588534013	0.0	0.60909349321306	0.0	0.0	0.0	0.005632993710080779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_theta	0.026550396972494478	0.0	0.0	0.009968248879474497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019354521547187375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9897711726230106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_zeta	0.02252034353338577	0.0	0.009979696801416934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9906135506833152	0.008944402232831583	0.0	0.0	0.0	0.014143687266927107	0.0	0.024228449975260843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_zeta_like	0.24300104742588946	0.0022560508175101046	0.00047432692715065563	0.02155482431977621	0.009738140203335823	0.0014395244333671937	0.0	0.0	0.0010524663526717657	0.0	0.008308515761426535	0.902651885140213	0.01107592811734436	0.0	0.6942923020286861	0.011914867415188428	0.0	0.19624354766362434	0.0	0.0	0.008927891200701397	0.0004900238434654397	0.041099532207404706	0.9209833135509566	0.0014393959878002697	0.0	0.0	0.009754362694187923	0.9571537159642037	0.0	0.004777361753304749	0.0	0.0	0.0	0.0	0.0	0.013828496208907082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_trans_fibre_gland	0.0	0.0006536016405379401	0.0	0.0016861734906436366	0.700741543255379	0.0002911168684507911	0.041443198686728626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05071176458517188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_trans_gland_epithelia_dorsal	0.19381922921688519	0.04590945350272398	0.0	0.0030214414462708928	0.0	0.3027229397419387	0.0	0.008206820726090754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005291017882388918	0.0	0.0006916025814909843	0.00047909874143742503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_trans_gland_epithelia_ventral	0.0	0.0411949310114386	0.009342377483084974	0.22250369303286685	0.016716752260116895	0.5786813223008472	0.0	0.03002788326637007	0.0	0.0	0.0032375243242120607	0.0	0.00041294653382311806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003267641686159692	0.01433519845746296	0.0	0.007917908891973916	0.0	0.0	0.0	0.0	0.0	0.0037637506582791644	0.0008216733054465554	0.0003457611092449864	0.043365562675328165	0.002102907644857011	0.005682638532225425	0.003307350369831999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_trans_lipophil_1_epithelia	0.0	0.018753054979635544	0.0	0.08077985160935126	0.0	0.0	0.0	0.5490962787011071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054743150776952	0.0003298957086941034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
