	TrH2_epithelia_dorsal	TrH2_epithelia_dorsal_like	TrH2_epithelia_gland_like	TrH2_epithelia_unknown_1	TrH2_epithelia_ventral	TrH2_fibre	TrH2_gland_1	TrH2_lipophil	TrH2_peptidergic_alpha	TrH2_peptidergic_beta	TrH2_peptidergic_delta	TrH2_peptidergic_epsilon	TrH2_peptidergic_eta	TrH2_peptidergic_gamma	TrH2_peptidergic_gamma_like	TrH2_peptidergic_iota	TrH2_peptidergic_iota_like	TrH2_peptidergic_kappa	TrH2_peptidergic_lambda	TrH2_peptidergic_mu	TrH2_peptidergic_mu_like	TrH2_peptidergic_nu	TrH2_peptidergic_omicron	TrH2_peptidergic_progenitors	TrH2_peptidergic_theta	TrH2_peptidergic_zeta	TrH2_trans_epithelia_dorsal_ventral	TrH2_trans_epithelia_ventral_peptidergic	TrH2_trans_fibre_epithelia	TrH2_trans_fibre_gland	TrH2_trans_lipophil_1_epithelia	TrH2_trans_lipophil_1_fibre	TrH2_trans_lipophil_1_gland	TrH2_unknown_1	TrH2_unknown_2.1	TrH2_unknown_2.2	TrH2_unknown_2.3	TrH2_unknown_2.4	HoiH23_epithelia_dorsal	HoiH23_epithelia_gland_like	HoiH23_epithelia_unknown	HoiH23_epithelia_ventral	HoiH23_fibre_1	HoiH23_fibre_2	HoiH23_gland_1	HoiH23_lipophil_1	HoiH23_lipophil_2	HoiH23_peptidergic_alpha	HoiH23_peptidergic_beta	HoiH23_peptidergic_epsilon	HoiH23_peptidergic_eta	HoiH23_peptidergic_gamma	HoiH23_peptidergic_gamma_like	HoiH23_peptidergic_iota	HoiH23_peptidergic_kappa	HoiH23_peptidergic_lambda	HoiH23_peptidergic_mu	HoiH23_peptidergic_mu_like	HoiH23_peptidergic_nu	HoiH23_peptidergic_progenitors	HoiH23_peptidergic_theta	HoiH23_peptidergic_zeta	HoiH23_peptidergic_zeta_like	HoiH23_trans_fibre_gland	HoiH23_trans_gland_epithelia_dorsal	HoiH23_trans_gland_epithelia_ventral	HoiH23_trans_lipophil_1_epithelia	HoiH23_trans_lipophil_1_fibre	HoiH23_trans_lipophil_1_gland	HoiH23_trans_lipophil_1_lipophil_2	HoiH23_trans_lipophil_2_epithelia	HoiH23_trans_lipophil_2_gland	HoiH23_unknown_1
TrH2_trans_lipophil_1_fibre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3413031404673669	0.012550946424492176	0.0	0.07178396239239634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041846578344893157	0.008219071952592812	0.0	0.00010049186814698736	0.000532171877666713	0.22338307255668172	0.022206234651028497	0.00022190761132104782	0.0018164830066652953	0.006227519013944954	0.0
TrH2_trans_lipophil_1_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006117639511899421	0.0	0.0	0.0	0.0	0.48010555758393	0.05663922531538414	0.0	0.0	0.0	0.0	0.0	0.0029487532878735437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008579352498905611	0.00712521615053076	0.0	0.0	0.2763720570301724	0.0011527873816564683	0.0	0.003361558422111774	0.0
TrH2_unknown_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008066799503701134	0.0	0.0018172770993112285	0.0	0.0	0.007961363734027496	0.0	0.0	0.0024238397628505784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9801143244030313
TrH2_unknown_2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008824678336652295	0.04583727633069025	0.0016918126712391645	0.002576880987012091	0.0	0.0	0.002150033888269222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003150016243361949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_unknown_2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001238307031710594	0.25349102376245203	0.000643468407731158	0.007042133774722565	0.001128797311108985	0.0	0.41730465653647697	0.0	0.0	0.0	0.0	0.0	0.0	0.0027145869737706533	0.0	0.0	0.0009611810562897008	0.0007211729835649083	0.00016655212921021736	0.0	0.0	0.005834762471022071	0.0	0.0	0.0003174522891896597	0.0	0.016001315917854808	0.00014895122220858213	0.0	0.0	0.0	0.0	0.0	0.0	0.00011006084167316599
TrH2_unknown_2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008319977584095542	0.07208816280769811	0.00484400223021698	0.0	0.0	0.0	0.006323870658078422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010232686970011989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_unknown_2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05782063483064749	0.20786535066605766	0.014576825714915777	0.0055451979994597346	0.0020812010477087323	0.0	0.022391757527675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015413213902627754	0.0	0.0	0.00011165530245046521	0.0035074141729076183	0.0	0.0008721652677923829	0.0	0.0	0.0003104250993300524	0.0	0.0018920314271354886	0.00029726452872480774	0.0	0.0	0.0	0.0	0.0006643948767270201	0.0009106921685576426	0.0
HoiH23_epithelia_dorsal	0.8159030882886558	0.3203748811171003	0.0005269975164777501	0.0	0.008654544625712236	0.0016187892766237183	0.001125018599199653	1.1888047312581572e-05	0.0067597731082822965	0.0	0.0	0.0	0.0	0.000268286859884569	0.0	0.0	0.00017072316861108686	0.0051370313574959775	0.00031007819517309165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09854528118969705	0.0013749044643287726	0.013043785650775349	0.0	0.0	0.0	0.0	0.0	0.008824678336652295	0.001238307031710594	0.008319977584095542	0.05782063483064749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_epithelia_gland_like	0.006354591858690447	0.002985319360447174	0.48418421659588573	0.0	0.11570679558668524	0.03216552184764697	0.14210377793187526	0.0029094273098583803	0.0004495573983784834	0.0	0.0006411625658018978	0.0	0.0	0.01667093177747813	0.0	0.0	0.010246629556193817	0.002308628763595455	0.0	0.0	0.004021001948183821	0.0	0.0	0.000987970644302158	0.0	0.0	0.005377396120395604	0.01699195873355557	0.0	0.0	0.0301892584622862	0.0	0.0006117639511899421	0.0008066799503701134	0.04583727633069025	0.25349102376245203	0.07208816280769811	0.20786535066605766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_epithelia_unknown	0.07199215787071996	0.026749401796163603	0.19329872409231585	0.833100077445199	0.5507888247703097	0.0047385858191488755	0.0009654794214257344	0.0008039034398237685	0.0	0.0004132560154258293	3.6811446168074346e-05	0.053434917586476685	0.00766363610722178	0.0008207118530106814	0.0	0.002575879038568641	0.03199777381664394	0.0	0.05802636024230555	0.01791215684600263	0.0017852954716253513	0.0	0.019626935447560223	0.035310087290572216	0.002280967572478072	0.0012553625728363412	0.09383502755766478	0.11386711650888673	0.0014152393310544495	0.0003872362947083167	0.0036895836800661364	0.0	0.0	0.0	0.0016918126712391645	0.000643468407731158	0.00484400223021698	0.014576825714915777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_epithelia_ventral	0.01686449931366272	0.0002321448471836307	0.2512004276458582	0.002092940444216192	0.8506308591773966	0.0011339070436475584	0.0007373820203141646	0.00035509869677331676	0.002126557215265586	0.0	0.0	0.0	0.0005638986769052679	0.006547704514139325	0.0	0.0003852344174152911	0.0007907106821530783	0.0024856575924005046	0.0	0.0033306906124519926	0.0025141601055842363	0.0	0.0	0.428725306573997	0.0	0.0	0.33903027549769005	0.1186751496156008	0.0	0.0	0.09350842441234629	0.0	0.0	0.0018172770993112285	0.002576880987012091	0.007042133774722565	0.0	0.0055451979994597346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_fibre_1	0.005130318336641461	0.015877587676069685	0.0013484212541121155	0.0	0.0015474383712895602	0.984137824813609	0.001634156536559344	3.0155340949765723e-05	0.0	0.004572217098417111	0.0	0.0	0.0	0.011459170869477817	0.0	0.0	0.0	0.00391998959660754	0.0005538163113296766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006515734421510618	0.0	0.5297607913672532	0.1987370531506202	0.0	0.3413031404673669	0.0	0.0	0.0	0.001128797311108985	0.0	0.0020812010477087323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_fibre_2	0.0002863310403206814	0.0	0.0	0.0	0.03547199055300102	0.631725207242657	0.0279506409163075	0.00011184312745393921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01965513767964846	0.009099566876221864	0.0	0.012550946424492176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_gland_1	0.01297609185714362	0.0030526021700308607	0.029686912300672812	0.0	0.00916787254577452	0.0015234155235979636	0.9657144009498981	0.0003687333837302792	0.00019487440516633873	0.0004032258064516129	0.0	0.0	9.977258176644156e-05	0.02110796883779184	0.0	0.0	0.00013901866907569115	0.00016880487713747213	0.0	0.0	0.02173344684662464	0.0	0.0	0.0	5.103213721418596e-06	0.0	0.0	0.0	0.0	0.1928213155672004	0.00047764828354797753	0.0	0.48010555758393	0.007961363734027496	0.002150033888269222	0.41730465653647697	0.006323870658078422	0.022391757527675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_lipophil_1	0.0	0.019820385924155214	0.0	0.0	0.0013501524133390052	0.005687911411171716	0.0012502343391020063	0.984066975091145	0.0	0.0	0.0	0.0	0.0	0.013164143511522378	0.0	0.0	0.0	0.0	0.0012845017516528267	0.0	0.0	0.0	0.0	0.00528420455874481	0.0	0.0	0.0	0.0	0.0	0.0	0.3403329710759432	0.07178396239239634	0.05663922531538414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_lipophil_2	0.000254000090785846	0.9434306329763474	0.0	0.0	0.0040122501679368625	0.0035769502256950995	0.0002776329433455185	0.001883300652502401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009413457879553276	0.01576400686511151	0.0	0.01708314901947127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_alpha	0.0	0.0	0.004097331978149655	0.0	0.0016106717372566803	0.000688716780698697	0.000462516928479273	0.0	0.9482291514217174	0.0	0.0	0.0	0.0	0.0070569488296851265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014474925744359412	0.0	0.0	0.0024005251044669326	0.05593528850560967	0.0	0.0	0.0	0.0	0.0	0.0024238397628505784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_beta	0.0036789437268450347	0.0014527236932219954	0.0011021024026808862	0.04511833317260338	0.0363912730976068	0.004924986456840885	0.001151698903105141	0.0	0.0	0.9719901282433009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044106037158720315	0.0	0.014725294101000274	0.0	0.0	0.0	0.0	0.0	0.011328457218080611	0.0	0.0	0.01713197954869229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_epsilon	0.004053305316368439	0.0	0.0	0.00808155159752267	0.011356366764063094	0.0	0.006420737644890394	0.0	0.0	0.0	0.0	0.8279626589919161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009807744780912276	0.0	0.05165205939212146	0.0	0.0	0.0	0.0	0.07632280737371008	0.0	0.00151554565010714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_eta	0.0	0.000379549622952829	0.0024049032407801657	0.0	0.0007091062554818394	0.00012927791041875364	0.000514240443562646	0.0	0.0	0.0	0.0	0.0	0.9662660364857872	0.0	0.0	0.0	0.008431737380563978	0.010538424495027357	0.0	0.0	0.0	0.0	0.0	0.02516660347399131	0.0	0.0	0.0021801127592878103	0.0432310438535377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_gamma	0.006146983077663598	0.006523368000131711	0.0	0.0	0.00412269536163386	0.033561021898472584	0.0025122808689666317	1.3364314023796271e-05	0.0	0.01403582987351848	0.0	0.0	0.0	0.8306362880980414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3592653347785004e-05	0.0	0.0	0.0	0.0	0.0	0.0029487532878735437	0.0	0.0	0.0027145869737706533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_gamma_like	0.017014394463512286	0.003491094717228619	0.0	0.0	0.0010633141512248739	0.3732111460583982	0.028596509411615158	0.00032119985480812455	0.0	0.0	0.0	0.0	0.0	0.0	0.5954772550854567	0.0	0.1914404190566573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_iota	0.0	0.0	0.0	0.0	0.0005005364041005763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9905068583697592	0.003192843612078332	0.0	0.0	0.0	0.0	0.0	0.0	0.0016925856973530138	0.0	0.0	0.00371744290206808	0.07004610155235028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015413213902627754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_kappa	0.0	0.0007988048083817992	0.0005903682808470553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009681357661581142	0.0	0.0	0.0	0.0	0.0	0.9723597899715134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009611810562897008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_lambda	0.002109723273182243	0.008108643607646838	0.0036104242779127814	0.0	0.001010922213214041	0.0	0.0	0.0	0.0	0.0	0.0	0.004035714005155995	0.0	0.0	0.0	0.0	0.0	0.0	0.9071813616469238	0.0	0.0	0.0	0.00019978709835670344	0.0030728681962468754	0.0	0.02665750375688213	0.00029600757362098707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007211729835649083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_mu	0.0033668197396435	0.0004976597717781276	0.0	0.020877629992148934	0.0007381770026975685	0.00854495656681974	0.0017721546415663425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6032186219973286	0.0	0.0	0.9032417337659583	0.000650967600214111	0.0	0.0	0.0	0.0	0.0	0.0012698855383347608	0.028518086652676005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016655212921021736	0.0010232686970011989	0.00011165530245046521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_mu_like	0.0	0.0	0.001091400897298107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9567085912385839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035074141729076183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_nu	0.0	0.0	0.0	0.0	0.0	0.0003802561143590488	0.0	0.0	0.0	0.0	0.0	0.00876726104333694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.943961941000168	0.0	0.0	0.0	0.0	0.0	0.03632963714526921	0.0	0.0	0.04886666969748995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_progenitors	0.0012115340744843883	0.0	0.012510908432252119	0.0	0.13279969409098952	2.6131691810579375e-05	0.00035708827536106114	0.0	0.01414111316451096	0.0	0.0	0.0005423603842593201	0.0013543395327571188	0.0	0.0	0.009826568156157366	0.0	0.005366328750992105	0.030610648893234126	0.02152070765447127	0.016604207846026568	0.0	0.0	0.41443367886335836	0.0	0.0005348863335702519	0.0003706057424852648	0.0024700131575129012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005834762471022071	0.0	0.0008721652677923829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_theta	0.0015892541275670997	0.00017758054427172078	0.0	0.0	0.0	0.004121456259938832	0.0002884199711115339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9456407927523303	0.0	0.0004919241916470584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_zeta	0.008393281842769548	0.011450900495949731	0.0	0.0	0.0008326983584760377	0.00027343704917112953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9866282771696191	0.005291394018327037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_zeta_like	0.0348049200603015	0.008303696964226313	0.0002617518901531203	0.0	0.0024936856248659817	0.0050733008883834	0.00025694784765003197	0.0	0.0	0.0027931612785460176	0.8294893542864481	0.0	0.24577206715711025	0.0	0.0	0.052468153654229424	0.01220890480110659	0.0	0.002417112333222343	0.0	0.0	0.0	0.9100854702709948	0.021549671811017298	0.36668521820692573	0.00012268880998677313	0.026261599965912524	0.04300361255899422	0.0005997537411626668	0.0	0.00037056773611338393	0.00041846578344893157	0.0	0.0	0.0	0.0003174522891896597	0.0	0.0003104250993300524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_trans_fibre_gland	0.001096924466936145	0.00029104569021597647	0.0	0.0	0.0036637058564701515	0.8355553030008673	0.005019965959777883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009812115236541557	0.02495164341700577	0.0	0.008219071952592812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_trans_gland_epithelia_dorsal	0.13064954864385084	0.03872533777596158	0.03534339726694464	0.0	0.0018326976500339799	0.0	0.21983642210593474	0.00726060754021315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015729833833933414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026479030865437776	0.0004211476001484232	0.0	0.0	0.0	0.0	0.008579352498905611	0.0	0.0003150016243361949	0.016001315917854808	0.0	0.0018920314271354886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
