Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_19	-5.999558	14.719959
peptidergic_theta	royalblue3	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_176	12.825962	9.2254
trans_gland_epithelia	gray45	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_76	8.182968	-6.9074063
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_74	9.206123	-5.7944717
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	5.3433433	0.7978638
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_89	5.8009615	1.0041792
epithelia_unknown_3	plum3	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_104	3.8599632	4.9437976
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_12	-6.1516213	14.276795
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	5.293884	9.403573
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_9	-6.1038594	12.920859
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_7	-5.3047566	12.900613
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-6.008402	14.311905
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_94	2.2688847	0.7598721
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_67	8.301596	-6.028022
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_29	12.57744	13.795317
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_153	-5.3703637	0.3071045
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_144	4.8696117	9.358048
trans_gland_epithelia	gray45	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_76	8.165835	-6.478378
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_7	-5.282993	12.937494
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_28	4.1192064	-2.3877988
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_6	-6.8239207	13.460284
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_153	4.8476114	10.980553
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_70	9.9956	-4.4902105
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_132	5.2932363	4.1992073
epithelia_ventral	orchid1	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_116	4.0960975	2.7559435
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_7	-5.539052	13.431016
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_89	5.855187	0.6564516
trans_lipophil_1_gland	gray75	42	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_22	-5.25075	12.901804
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_48	9.641385	-7.374143
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_5	-6.0502677	14.190164
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_5	-5.239258	13.134507
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_29	12.52359	14.039037
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_5	-5.573596	13.248219
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_138	5.4843388	5.76042
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-5.553706	13.70261
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_110	5.6057577	1.8584741
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_66	8.919299	-5.727489
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_109	6.2196584	2.8334992
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_142	4.2633214	9.539057
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	5.419522	0.808717
peptidergic_lambda	cyan2	51	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_182	1.2853031	-9.134017
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_5	-5.435281	13.041449
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-5.9907584	14.099845
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_109	5.988584	2.6443028
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_14	-5.991487	13.569266
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_71	9.244186	-5.90056
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_33	13.244324	13.7754135
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-5.5250216	13.793843
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-5.5633693	13.707939
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_147	4.8656635	10.834001
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_32	12.980136	13.807273
epithelia_gland_like	orange	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_84	4.2653723	-0.36181495
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_71	9.106633	-6.0988355
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_150	4.6218653	10.5214405
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_89	5.7154307	1.1767664
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_9	-5.408184	12.959805
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	5.130669	1.1291202
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-5.544775	13.76198
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_153	-5.3528037	0.22527112
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_154	-5.3219414	0.22533086
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-5.6158104	14.198819
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_12	-6.147637	14.22192
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_178	-2.804057	-10.352542
peptidergic_nu	cyan4	50	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	20.8302	12.433517
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-5.982693	14.388659
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_53	8.455639	-6.204559
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_7	-5.2561216	12.957276
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_2	-6.120683	14.3270035
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_5	-5.2582827	13.308398
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_12	-6.091514	14.143411
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_106	0.27947822	2.3067625
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_128	3.8656147	3.8868983
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_131	3.4672532	4.669668
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_6	-6.7704663	13.580767
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_165	19.6918	5.5702324
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_9	-6.4392314	12.29781
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_35	14.103564	14.450619
trans_gland_epithelia	gray45	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_77	8.987842	-4.2882004
peptidergic_nu	cyan4	50	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	20.857182	12.460978
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_14	-5.829175	14.174745
trans_epithelia_dorsal_ventral	gray95	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_136	6.0454803	4.0134797
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_73	9.8049965	-5.1889715
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_7	-5.452281	13.25455
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_130	3.854725	4.6382256
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_149	4.879707	10.936419
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_155	-5.321968	0.04802622
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_160	4.997329	10.764575
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_53	8.2628975	-6.303034
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_12	-6.158002	14.444761
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_175	-3.7484317	6.693646
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_9	-6.481852	12.236539
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_174	11.731027	9.272585
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_66	8.548911	-6.406311
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_11	-5.993016	15.034645
peptidergic_epsilon	steelblue1	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_171	9.240921	6.8210177
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-5.5167184	13.754747
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_128	3.638457	4.2415347
peptidergic_delta	skyblue3	48	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_170	-1.6325802	20.660242
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-5.5655622	13.789609
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	5.527134	0.8272978
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_35	14.135072	14.58387
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_147	4.841699	10.84602
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_35	14.144473	14.449695
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_72	9.33499	-6.0951233
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_153	-5.389337	0.24536201
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_158	-5.634996	0.18958263
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_70	10.0137615	-4.254133
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_161	5.154032	10.457905
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_74	9.889105	-5.879979
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_109	5.948911	2.5969977
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	8.565072	-11.662015
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_9	-6.394129	12.444336
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_34	13.676328	14.151501
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_133	5.9648614	3.1531308
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_29	12.571082	13.962673
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_155	4.337635	10.475392
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_158	5.4329333	9.235279
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_9	-6.4379873	12.327279
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_128	3.7876716	4.1082897
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_153	-5.37988	0.24360664
trans_lipophil_1_gland	gray75	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_22	9.211611	-7.006011
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_178	-2.8178895	-10.229256
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_132	5.055979	4.7258754
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_161	4.882168	10.737049
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_32	13.8169775	14.085878
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_69	9.308189	-5.963732
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_9	-5.445362	13.078371
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_153	-5.306391	0.15652844
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_68	8.451808	-5.2070713
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_65	8.440669	-6.19591
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_173	9.132253	22.174187
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-6.0109167	14.357098
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	8.666069	-11.629133
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	5.407972	1.1124984
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_69	9.146504	-5.109561
trans_gland_epithelia	gray45	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_77	7.898481	-5.3519983
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_74	9.321908	-5.8779683
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_66	9.177085	-5.862149
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_35	13.9388275	14.59601
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	5.1306953	1.1043972
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_5	-5.5137134	12.785513
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_112	4.9267135	2.478466
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_175	-4.0765667	6.343148
trans_epithelia_dorsal_ventral	gray95	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_137	5.5563684	6.102181
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_150	4.3400297	10.075572
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_115	5.033147	3.163987
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-5.499482	13.948139
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_153	-5.384022	0.25048706
trans_epithelia_dorsal_ventral	gray95	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_137	5.6003814	5.869586
peptidergic_lambda	cyan2	51	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_182	1.2616762	-9.157768
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_35	13.508242	14.7023
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_178	-2.7425919	-10.330167
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_50	9.079961	-4.2392206
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_131	3.8381596	4.7534776
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_9	-5.472076	13.045467
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_109	5.5772195	2.210756
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_139	4.8162103	8.771486
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_9	-6.169368	12.590565
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_133	6.005755	3.7541742
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_29	12.509831	13.925206
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_32	13.17447	14.178308
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_147	4.8884306	10.796591
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_60	9.290183	-4.7334294
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-5.488074	13.676225
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_5	-6.048679	14.345412
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_128	5.878876	2.2893462
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_68	8.231126	-6.66416
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_117	5.901491	3.3485656
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-5.5157585	13.680821
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_109	4.5495224	-0.026218869
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_73	5.4689283	0.62492883
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_32	13.49258	14.085262
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_118	5.8703704	2.999124
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_34	14.050138	14.436374
trans_epithelia_dorsal_ventral	gray95	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_137	5.513694	5.4219213
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_177	-2.875197	-10.174128
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_178	-2.7605338	-10.339814
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_147	4.7314677	10.869038
peptidergic_epsilon	steelblue1	53	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_171	15.064872	23.165098
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_12	-6.1265326	13.353684
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_117	5.7965517	4.3304143
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_173	9.1762495	22.21553
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_71	9.251512	-5.9931355
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_51	10.056697	-4.310951
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_5	-5.3470206	12.950357
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	5.4106464	9.334089
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_130	6.029279	3.6869462
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_82	5.5166707	0.8221724
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_165	19.75095	5.758024
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_69	9.970572	-4.1899557
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_72	9.559965	-5.633188
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	5.2533817	0.9447627
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	8.499091	-11.697026
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_168	-9.428108	5.4235525
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_74	9.679946	-5.688594
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_68	8.693678	-6.67067
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_9	-6.4568434	12.292368
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_180	19.753344	11.089494
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_71	8.498984	-5.0734987
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	5.497067	0.8159616
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	5.700469	1.1019658
trans_lipophil_1_gland	gray75	42	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_22	10.876026	-5.3119683
trans_epithelia_dorsal_ventral	gray95	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_135	5.548703	6.347801
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_35	13.5103	14.778306
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_5	-5.4396725	13.221087
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_149	4.2857013	10.336288
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_68	8.555901	-5.9720564
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_180	19.748878	11.12076
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_38	13.892743	14.131974
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_6	-6.8087964	13.453456
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_71	9.053228	-6.0109563
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_148	4.837104	10.721009
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.06803	-2.4181
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_51	8.341261	-6.216716
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_67	8.386222	-6.2474766
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_14	-5.60839	13.608788
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_12	-6.1491895	14.400141
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_7	-5.265538	13.006473
epithelia_ventral	orchid1	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_124	0.2908645	2.3412535
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_12	-6.173351	14.380703
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_5	-5.296542	12.963871
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_7	-5.259763	13.014738
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_161	4.9376297	10.859113
trans_lipophil_1_epithelia	gray80	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_24	-5.4462485	13.203037
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_155	-5.3922033	0.2622073
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_34	13.986442	14.161788
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_151	-5.3468866	0.24049497
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_52	8.553536	-6.956628
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_155	-5.427594	0.1869516
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_5	-6.2098002	14.062689
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_69	9.185723	-5.55455
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_13	-5.564634	13.941119
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_35	14.102383	14.45292
trans_fibre_gland	gray55	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_41	14.170065	14.432478
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_133	4.106573	4.509411
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_68	8.824265	-6.435324
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_48	9.593688	-7.366457
trans_lipophil_1_epithelia	gray80	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_25	-6.386295	12.346034
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_32	14.133426	14.392851
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	5.6079645	1.8713007
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_71	9.233564	-5.9735837
